$	dollarni tashkil etadi	dollar
ప్రబల	kuchli	strong indication
ప్రబలంగా	keng tarqalgan	strongly
ప్రభ	halo	praba
ప్రభావం	effekt	effect
ప్రభావము	effekt	effect
ప్రభావానికి	effekt	the effect
ప్రభావాన్ని	effekt	influence
ప్రభావాల	effektlar	as a reason of
ప్రభావాలు	effektlar	influence
ప్రభావితం	ta&#39;sir qiling	influencing
ప్రభుత్వ	hukumat	government
ప్రభుత్వం	hukumat	government
ప్రభుత్వంచే	hukumat	by government
ప్రభుత్వంలో	hukumat	in government
ప్రభుత్వపు	hukumat	of government
ప్రభుత్వము	hukumat	government
ప్రభుత్వానికి	hukumat	to government
ప్రభుత్వాన్ని	hukumat	government
ప్రభుత్వాల	hukumatlar	government
ప్రభుత్వాలు	hukumatlar	governments
ప్రభువు	rabbim	lord
ప్రమాణ	miqdor	pramana
ప్రమాణం	qasam	journey
ప్రమాణాల	standartlar	values
ప్రమాణాలను	standartlar	journey
ప్రమాణాలు	standartlar	promises
ప్రమాద	baxtsiz hodisa	accident
ప్రమాదం	baxtsiz hodisa	accident
ప్రమాదంలో	baxtsiz hodisa	in the danger
ప్రమాదకరమైన	xavfli	dangerous
ప్రమాదాలు	baxtsiz hodisalar	accidents
ప్రముఖ	asosiy	famous
ప్రముఖంగా	ommabop	major
ప్రముఖమైన	e&#39;tiborga loyiq	important
ప్రముఖమైనది	javob bering	popular
ప్రముఖుల	mashhurlar	celebrities
ప్రముఖులు	mashhurlar	famous personalities
ప్రమేయం	aralashuv	involved
ప్రయత్నం	harakat	try
ప్రయత్నంలో	harakat	trying
ప్రయత్నాలు	harakatlar	try
ప్రయత్నించాడు	harakat qildi	tried
ప్రయత్నించారు	harakat qildi	attempted
ప్రయాణ	sayohat	journey
ప్రయాణం	sayohat	journey
ప్రయాణము	sayohat	travel
ప్రయాణానికి	qatnov	for travel
ప్రయాణాలకు	safarlar	journeys
ప్రయాణికుల	yo&#39;lovchi	passangers
ప్రయోగం	tajriba	experiment
ప్రయోగశాల	laboratoriya	laboratory
ప్రయోగాత్మక	eksperimental	experimentally
ప్రయోగాత్మకంగా	eksperimental ravishda	famous
ప్రయోగాలు	tajribalar	experiments
ప్రయోగాలున్నాయి	prayogalunnayi	there are advantages
ప్రయోజనం	foyda	benefit
ప్రయోజనాలు	foyda	advantages
ప్రవక్త	payg&#39;ambar	prophet
ప్రవక్తల	bashoratli	prophets
ప్రవచించిన	va&#39;z qilingan	explicate
ప్రవర్తన	xulq-atvor	behaviou
ప్రవహించి	oqim	flow
ప్రవహించే	oqim	flowing
ప్రవహిస్తుంది	oqimlar	flows
ప్రవహిస్తూ	oqimlar	flowing
ప్రవాస	sayohat	major
ప్రవాహం	oqim	flow
ప్రవాహాలు	oqimlar	wves
ప్రవృత్తి	trend	effective
ప్రవేశ	kirish	entry
ప్రవేశం	kirish	entry
ప్రవేశపెట్టాడు	rupp	introduced
ప్రవేశపెట్టారు	tanishtirdi	realeased
ప్రవేశపెట్టింది	tanishtirdi	introduced
ప్రవేశము	kirish	entrance
ప్రవేశానికి	kirish	entrance
ప్రవేశించి	kiritildi	praveshinche
ప్రవేశించింది	kiritildi	entered
ప్రవేశించిన	kirish	entered
ప్రవేశిస్తుంది	kirishadi	enters
ప్రశంసలు	qadrli	praises
ప్రశస్తి	mukofot	prasasthi
ప్రశాంత	sokin	peaceful
ప్రశాంతంగా	aniq	peacefully
ప్రశ్న	savol	questin
ప్రశ్నకు	savol	for question
ప్రశ్నలకు	savollar	to questions
ప్రశ్నలు	savollar	questions
ప్రశ్నా	so‘rov	question
ప్రసంగాలు	nutqlar	speeches
ప్రసరణ	aylanma	announce
ప్రసాదం	prasad	prasad
ప్రసాద్	prasad	prasad
ప్రసారం	oqim	broadcasting
ప్రసారాలు	eshittirishlar	telecasts
ప్రసిద్ది	ommabop	famous
ప్రసిద్ధ	ommabop	famous
ప్రసిద్ధం	mashhur	famous
ప్రసిద్ధమైన	ommabop	famous
ప్రసిద్ధమైనది	mashhur	famous
ప్రసిద్ధి	ma&#39;lum	famous
ప్రసిద్ధుడు	ma&#39;lum	famous
ప్రసిద్ధుడైన	ma&#39;lum	well known
ప్రసిద్ధులు	ma&#39;lum	symbol
ప్రస్తావన	malumot	topic
ప్రస్తావించబడ్డాయి	ataladi	discussed
ప్రస్తుత	hozirgi	present
ప్రస్తుతం	hozirda	at present
ప్రస్తుతపు	hozirgi	at present
ప్రస్తుతానికి	endi	currently
ప్రస్థానం	hukmronlik qiladi	progress
ప్రస్థుతం	bugun	at present
ప్రస్ఫుటంగా	aniq	clear
ప్రహ్లాద	prahlad	prahlada
ప్రాంత	maydon	region
ప్రాంతం	maydon	place
ప్రాంతంగా	hudud	as a region
ప్రాంతంపై	maydon	region
ప్రాంతంలోని	maydon	in the region
ప్రాంతంలోనూ	hudud	regions
ప్రాంతపు	maydon	region's
ప్రాంతము	maydon	place
ప్రాంతములు	mintaqalar	regions
ప్రాంతములో	hudud	in the area
ప్రాంతమైన	hudud	located
ప్రాంతలో	mintaqalar	in the area
ప్రాంతానికి	maydon	region
ప్రాంతాన్ని	viloyat	area
ప్రాంతాల	maydonlar	regions
ప్రాంతాలకు	the	regions
ప్రాంతాలతో	joylar	with regions
ప్రాంతాలను	maydonlar	state
ప్రాంతాలనుండి	ehtiyot qismlar	from areas
ప్రాంతాలలో	maydonlar	in regions
ప్రాంతాలలోని	maydonlar	region
ప్రాంతాలలోను	joylar	in places
ప్రాంతాలు	mintaqalar	places
ప్రాంతాలుగా	maydonlar	regions
ప్రాంతాలైన	mintaqalar	places
ప్రాంతాల్లో	maydonlar	places
ప్రాంతాల్లోని	maydonlar	in areas, places
ప్రాంతీయ	mintaqaviy	regional
ప్రాకృత	prakrit	native
ప్రాచీన	qadimgi	ancient
ప్రాచీనమైన	avvalroq	ancient
ప్రాచుర్యం	ommabop	available
ప్రాచుర్యంలో	ommabop	popular
ప్రాచుర్యము	mashhurlik	widely
ప్రాచ్య	sharqiy	old
ప్రాజెక్టు	loyiha	project
ప్రాజెక్టుకు	loyiha	for project
ప్రాజెక్టులు	loyihalar	project
ప్రాజెక్ట్	loyiha	project
ప్రాణ	hayot	life
ప్రాణం	ehtiros	life
ప్రాణాలు	omon qolganlar	lives
ప్రాణ్యములు	pranyamulu	proteins
ప్రాతినిధ్యం	vakillik	importance
ప్రాథమిక	birlamchi	primary
ప్రాదేశిక	mekansal	spatial
ప్రాధమిక	birlamchi	start
ప్రాధమికంగా	birinchi navbatda	primary
ప్రాధాన్యం	ustuvorlik	credence
ప్రాధాన్యత	ustuvorlik	importance
ప్రాపంచిక	dunyoviy	whole
ప్రాప్తి	kirish	will affect
ప్రాబల్యం	tarqalishi	influence
ప్రామాణిక	standart	reputed
ప్రాముఖ్యం	muhimi	important
ప్రాముఖ్యత	muhimi	importance
ప్రాముఖ్యతను	muhimi	importance
ప్రారంభ	erta	starting
ప్రారంభం	boshlang	started
ప్రారంభంలో	boshida	started
ప్రారంభమయ్యాయి	boshlandi	started
ప్రారంభమై	boshlanishi	started
ప్రారంభమైంది	boshlandi	began
ప్రారంభమైన	ochildi	began
ప్రారంభమైనది	boshlandi	began
ప్రారంభించబడింది	yoqilgan	started
ప్రారంభించారు	boshlandi	started
ప్రారంభించి	boshlanishi	started
ప్రారంభించింది	ishga tushirildi	started
ప్రారంభించిన	ishga tushirildi	started
ప్రార్థన	namoz	prayer
ప్రార్థనలు	ibodatlar	prayers
ప్రార్ధన	namoz	prardhana
ప్రార్ధనలు	ibodatlar	prayers
ప్రార్ధనా	ibodat	prayer
ప్రావిన్స్	viloyat	provience
ప్రాసెస్	jarayon	process
ప్రియ	hurmatli	priya
ప్రియమైన	hurmatli	dear
ప్రీతి	preeti	dearest
ప్రెంచి	prenci	french
ప్రెసిడెంట్	prezident	president
ప్రెసిడెన్సీ	prezidentlik	presidency
ప్రెసిడెన్సీలో	prezidentlik	province
ప్రెస్	matbuot	press
ప్రేక్షకుల	tomoshabinlar	audience
ప్రేక్షకులకు	tomoshabinlar	audiens
ప్రేక్షకులు	tomoshabinlar	audience
ప్రేమ	sevgi	love
ప్రేమకు	sevgi	to love
ప్రేమతో	sevgi	with love
ప్రేమను	sevgi	love
ప్రేమలో	sevgi	in love
ప్రేరణ	ilhom	importance
ప్రైజ్	sovrin	prize
ప్రైవేటు	xususiy	private
ప్రైవేట్	xususiy	private
ప్రో	pro	pro
ప్రోగ్రాం	dastur	program
ప్రోగ్రామింగు	dasturlash	programming
ప్రోగ్రామింగ్	dasturlash	programming
ప్రోగ్రాము	dastur	program
ప్రోగ్రామును	dastur	programs
ప్రోగ్రాములను	dasturlar	programms
ప్రోగ్రాములు	dasturlar	programmes
ప్రోగ్రామ్	dastur	program
ప్రోగ్రామ్‌ల	dasturlar	programmes
ప్రోగ్రామ్‌లు	dasturlar	programs
ప్రోటిస్టా	protist	protista
ప్రోటీన్లు	proteinlar	proteins
ప్రోత్సాహం	rag&#39;batlantirildi	encouraging
ప్రోలరాజు	prolaraju	prolaraju
ప్లంబజినేసి	plambajinesi	plumbajinesi
ప్లవకాలు	plankton	planks
ప్లస్	plyus	plus
ప్లాంక్	plank	flank
ప్లాంట్	o&#39;simlik	plant
ప్లాటీహెల్మింథిస్	yassi qurt	platyhelimenthis
ప్లానింగ్	rejalashtirish	planning
ప్లాస్మోడియం	plazmodium	plasmodium
ప్లీహము	dalak	spleen
ప్లేటో	aflotun	plate
ప్లేట్	plitalar	plate
ప్లేట్లు	plitalar	plates
ప్లేస్	joy	place
ఫర్	mo&#39;ynali kiyimlar	for
ఫలం	meva	fruit
ఫలకాలు	plitalar	slates
ఫలదీకరణం	urug&#39;lantirish	fertilisation
ఫలానా	maxsus	some
ఫలాలు	mevalar	results
ఫలితం	natija	result
ఫలితంగా	natijada,	as a result
ఫలితము	natija	result
ఫలితాలను	natijalar	results
ఫలితాలు	natijalar	results
ఫాబేసి	fabaceae	fabesi
ఫార్	uchun	far
ఫార్ములా	formula	formula
ఫాల్ట్	kamchilik	fault
ఫాస్ట్	tez	fast
ఫిబ్రవరి	fevral	february
ఫిరోజ్	feroz	firoz
ఫిలిప్	filipp	philip
ఫిలిప్పీన్స్	filippin	philippines
ఫిలిప్స్	philips	phillips
ఫిల్మ్	film	film
ఫిల్మ్‌ఫేర్	film kassasi	filmfare
ఫీల్డ్	maydon	field
ఫుట్	oyoq	foot
ఫుట్‌బాలు	futbol	football
ఫుట్‌బాల్	futbol	football
ఫెడరల్	federal	federal
ఫేర్	yo&#39;l haqi	fare
ఫైర్	yong&#39;in	fire
ఫైల్	fayl	file
ఫైల్స్	fayllar	files
ఫైళ్ళను	fayllar	files
ఫొటో	surat	photo
ఫోటాన్	foton	photon
ఫోటో	surat	photo
ఫోటోగ్రఫీ	fotosurat	photography
ఫోటోషాప్	photoshop	photoshop
ఫోన్	telefon	phone
ఫౌండేషన్	jamg&#39;arma	foundation
ఫ్యాక్టరీ	zavod	factory
ఫ్రంట్	old tomondan	front
ఫ్రాంక్	frank	frank (the name of a person)
ఫ్రాన్క్స్	franklar	francisco
ఫ్రాన్సిస్	frensis	francis
ఫ్రాన్సిస్కో	fransisko	fransisco
ఫ్రాన్సు	frantsiya	france
ఫ్రాన్సులో	frantsiya	in france
ఫ్రాన్స్	frantsiya	france
ఫ్రీ	ozod	free
ఫ్రీడమ్	erkinlik	freedom
ఫ్రెంచి	fransuz	french
ఫ్రెంచ్	fransuz	french
ఫ్రెడరిక్	frederik	frederic
ఫ్లడ్	to&#39;fon	flood
ఫ్లాష్	chaqnoq	flash
ఫ్లెమిష్	flamandlarga oid	flemish
ఫ్లోరిడా	florida	florida
బంగారం	oltin	gold
బంగారు	oltin	golden
బంగాళా	kartoshka	bangala
బంగాళాఖాతం	bengal ko&#39;rfazi	bay of bangal
బంగ్లాదేశ్	bangladesh	bangladesh
బంటు	garov	militant
బండ	banda	rock
బండి	bundy	vehicle
బండ్	bund	bund
బండ్లను	aravalar	vehicles
బంతి	to&#39;p	ball
బంతిని	to&#39;p	ball
బందరు	bandargoh	bundar
బందీ	asir	prisoner
బంధం	mahalliylashtirish	relation
బంధాలు	obligatsiyalar	relationships
బంధించి	rasmga tushirish	captured
బంధువులు	qarindoshlar	relatives
బజార్	bozor	bazar
బట్ట	mato	clothing
బట్టలు	kiyimlar	clothes
బట్టి	menyu	depending on the
బట్టీ	olovli	as per
బడతాయి	sizlar	done by
బడి	ko&#39;ra	school
బడింది	bu	done
బడిన	ega	done
బడుతుంది	bu	has been
బడ్జెట్	byudjet	budjet
బడ్డాయి	sizlar	done
బతుకమ్మ	batukamma	festival bathukama
బదిలీ	pul o&#39;tkazish	transfer
బదులు	buning o&#39;rniga	rather
బదులుగా	buning o&#39;rniga	in response
బనగానపల్లె	banaganapalle	banagapally
బమ్మెర	bammera	bamera
బయట	tashqarida	outside
బయటకి	chiqdi	outside
బయటకు	chiqdi	to outside
బయటి	tashqi	outside
బయటికి	chiqdi	out
బయలుదేరాడు	oldi	started
బయలుదేరారు	ketdilar	started
బయలుదేరి	chiqdi	started
బయోటెక్నాలజీ	biotexnologiya	bio technology
బరువు	og&#39;irligi	weight
బరువును	og&#39;irligi	weight
బర్గ్	berg	berg
బర్మా	birma	burma
బలంగా	kuchli	strongly
బలగాలను	qo&#39;shimcha qismlar	force
బలగాలు	kuchlar	soldiers
బలము	kuch	strength
బలమైన	kuchli	strong
బలరాముడు	balarama	balaram
బలవంతంగా	kuch	forcibly
బలవంతులు	kuchli odamlar	the powerful
బలహీనమైన	zaif	weak
బలి	bali	sacrifice
బల్గేరియా	bolgariya	bulgaria
బల్లకట్టు	pont	tablecot
బళ్ళారి	bellary	bellary
బళ్ళు	pallu	baldwin
బస	turar joy	stayed
బస్	avtobus	bus
బస్టాండు	bastandu	bus stand
బస్సు	avtobus	bus
బస్సుల	avtobuslar	of buses
బస్సులను	avtobuslar	the buses
బస్సులు	avtobuslar	buses
బహదూర్	bahadur	bahadioor
బహమనీ	bahmani	bahamani
బహిరంగ	oshkor bo&#39;ldi	open
బహిరంగంగా	omma oldida	openly
బహు	ko&#39;pchilik	many
బహుమతి	hozirda	prize
బహుమతిని	mukofotlanadi	reward, gift
బహుమతులు	sovg&#39;alar	gifts
బహుమానం	sovg&#39;a	award
బహుముఖ	ko&#39;p tomonli	bi-laterall , versatile
బహురూప	polimorfik	multi form
బహుళ	bir nechta	lot ot
బహువిధి	ko&#39;p o&#39;lchovli	multi task
బహుశా	ehtimol	may be
బాంక్	bank	bank
బాంధవ్యాలు	aloqalar	relationships
బాంబే	bomba	bombay city
బాక్టీరియా	bakteriyalar	bactiria
బాక్టీరియాల	bakteriyalar	bacterias
బాక్టీరియాలు	stafilokokklar	bacteria
బాగా	yaxshi	very
బాటలు	yurish yo&#39;llari	ways, pavements
బాటసారి	yo&#39;lbars	traveller
బాటు	qo&#39;shiq aytmoqda	way
బాణం	ok	bow arrow
బాతినా	batina	bathina
బాదం	bodom	almond
బాదామి	bodom	badhami
బాధ	oyoq	pain
బాధలు	azob	troubles
బాధ్యత	mas&#39;uliyat	responsibility
బాధ్యతను	mas&#39;uliyat	responsibility
బాధ్యతలను	vazifalar	responsibilities
బాధ్యతలు	majburiyatlar	responsibilities
బానిస	giyohvand	slave
బాపట్ల	bapatla	bapatla
బాపు	bobu	baapu
బాప్తీస్మము	suvga cho&#39;mish	intrest
బాబరు	babar	babaru
బాబర్	bobur	babar
బాబా	ota	baba
బాబాను	.ammo	to baba
బాబాసాహెబ్	babasaheb	baba saheb
బాబు	bobu	name of a person/small boy
బారి	barri	heavy
బారిన	kasallangan	exposed to
బార్	bar	bar
బాల	bola	bala
బాలకృష్ణ	balakrishna	balakrishna
బాలల	bolalar	childrens
బాలశిక్ష	qo&#39;l kitobi	balasiksha
బాలా	bala	baala
బాలీవుడ్	bollivud	bollywood
బాలుడు	bola	boy
బాలుని	bola	child
బాల్	to&#39;p	ball
బాల్య	bolalik	childhood
బాల్యం	bolalik	childhood
బాల్యము	bolalik	childhood
బాషలలో	yarim	in languages
బాసర	basra	baasara
బాస్కెట్	savat	basket
బాహ్య	tashqi	outer
బి	b	b
బిందువు	nuqta	drop
బిందువులు	tomchilar	drops
బిగ్	katta	big
బిడ్డ	chaqaloq	baby
బిడ్డను	ly	baby
బిడ్డలు	bolalar	sons
బియ్యం	guruch	rice
బిరుదు	sarlavha	honour (medal)
బిరుదులు	sarlavhalar	titles
బిర్లా	birla	birla
బిలియన్ల	milliardlab	billions
బిల్	hisob	bill
బిల్డింగ్	bino	building
బిల్లు	hisob	bill
బిస్కెట్లు	pechene	bisuits
బిహారీ	bihari	bihari
బీ	asalari	b
బీచ్	plyaj	beach
బీజింగ్	pekin	beijing
బీటలు	yoriqlar	tracks
బీటా	beta-versiya	beta
బీబీసి	bbc	bbc
బీహార్	bihar	bihar
బుండేస్టాగ్	bundestag	bundestag
బుక్	kitob	book
బుక్క	bukka	bukka
బుగ్గ	bahor	cheek
బుద్ధ	budda	buddha
బుద్ధుడు	budda	budhha
బుద్ధుని	budda	budha
బుధ	merkuriy	mercury
బుధుడు	merkuriy	mercury
బుల్లోడు	bulloda	bullodu
బూట్	boot	boot
బూడిద	kulrang	ash
బూరెలు	boorelu	boorelu
బూర్గుల	burgula	name of a village in andhra pradesh state in india
బృందం	jamoa	group
బృహత్తర	istiqbol	master
బృహస్పతి	yupiter	mars
బెంగళూరు	bangalor	bangalore
బెంగాలీ	bengal tili	bengali
బెంగాలు	bengal	bengal
బెంగాల్	bengal	bengal
బెజవాడ	bezavada	bejawada
బెరడు	po&#39;stloq	bark
బెర్న్	bern	bern
బెర్ముడా	bermuda	bermuda
బెర్లిన్	berlin	berlin
బెల్జియం	belgiya	belgium
బెల్జియంలో	belgiya	belgium
బెల్జియన్	belgiyalik	belgion
బెల్లం	jaggery	jaggery
బే	yoqadi	bay
బేతాళ	betala	betala
బేతాళుడు	ogre	bethaludu
బేసిక్	asosiy	basic
బేస్	beysbol	base
బైట్	bayt	byte
బైనరీ	ikkilik	binary
బైబిలు	injil	bible
బైబిల్	injil	bile
బొంబాయి	bomba	bombay
బొగ్గు	ko&#39;mir	coal
బొటానికల్‌	botanikaga oid	botanical
బొడ్డు	belning	navel
బొప్పాయి	papaya	papaya fruit
బొబ్బిలి	bobbili	bobili
బొమ్మ	rasm	picture
బొమ్మను	rasm	picture
బొమ్మల	raqamlar	toys
బొమ్మలను	o&#39;yinchoqlar	toys
బొమ్మలు	o&#39;yinchoqlar	toys
బోధన	ta&#39;lim berish	teaching
బోధనల	ta&#39;limotlar	teachings
బోధనలను	ta&#39;limotlar	lectures
బోధనలలో	ta&#39;limotlar	in teachings
బోధనలు	ta&#39;limotlar	lectures
బోధనా	ta&#39;lim berish	teaching
బోధన్	bodxan	bodhan
బోధి	ta&#39;lim berish	bodhi
బోధించాడు	o&#39;qitildi	taught
బోధించిన	va&#39;z qilingan	taught
బోర్డు	kengash	board
బోర్డ్	kengash	board
బోసు	bose	bose
బోస్	bose	bose
బోస్టన్	boston	boston
బోస్టన్‌లో	boston	boston
బౌద్ధ	buddist	budha
బౌద్ధం	buddizm	buddhism
బౌద్ధంలో	buddizm	in budhism
బౌద్ధమత	buddizm	budhist religion
బౌద్ధమతం	buddizm	buddhism
బౌద్ధానికి	buddist	bud
బౌద్ధులు	buddistlar	budhists
బౌలింగ్	bouling	bowling
బ్యాంకింగ్	bank ishi	banking
బ్యాంకు	bank	bank
బ్యాంక్	bank	bank
బ్యాక్	orqaga	back
బ్యాట్స్	yarasa	bats
బ్యాట్స్‌మెన్	batsman	batsman
బ్యూరో	byuro	beuro
బ్రతుకు	jonli	live
బ్రదర్స్	birodarlar	brothers
బ్రహ్మ	brahma	brahmma
బ్రహ్మం	brahmam	brahmam
బ్రహ్మంగారి	brahmangari	brahmamgari
బ్రహ్మంగారు	brahmangaru	brahmam
బ్రహ్మకు	brahmaku	lord brahma
బ్రహ్మచారి	bakalavr	bachelor
బ్రహ్మదేవుడు	brahma	brahma god
బ్రహ్మను	brahma	brahma
బ్రహ్మపుత్ర	brahmaputra	bhramaputhra
బ్రహ్మము	brahman	lord brahma
బ్రహ్మాండ	olam	universal
బ్రహ్మాండమైన	ajoyib	wonderful
బ్రహ్మాది	brahmaadi	lord brahma
బ్రహ్మానంద	brahmananda	brahmananda(name)
బ్రాహ్మణ	brahman	brahmin
బ్రాహ్మణులు	brahminlar	brahmins
బ్రాహ్మీ	brahmi	brahmi
బ్రిటన్	birlashgan qirollik	britan
బ్రిటానికా	britannica	britanica
బ్రిటిషు	britaniya	british
బ్రిటిష్	britaniya	british
బ్రిటిష్‌	britaniya	british
బ్రిటీష్	britaniya	british
బ్రెజిల్	braziliya	brazil
బ్రెడ్	non	bread
బ్రౌన్	jigarrang	brown (name of a person)
బ్లడ్	qon	blood
బ్లాక్	qora	black
బ్లాగరులు	bloggerlar	bloggers
బ్లాగు	blog	blog
బ్లాగుకు	blog	blogs
బ్లాగుల	bloglar	of blogs
బ్లాగులను	bloglar	blogs
బ్లాగులు	bloglar	blogs
బ్లాగులో	blog	blogs
బ్లాగుల్లో	bloglar	blogs
భ	slaydshou	bha
భంగిమ	vaziyat	pose
భంగిమలో	poz	bangima
భక్త	bxakta	devotee
భక్తి	sadoqat	pray
భక్తితో	sadoqat	with devotion
భక్తిని	sadoqat	worshiper
భక్తుడు	salom	pray
భక్తుల	dindorlar	devotees
భక్తులకు	dindorlar	worshipers
భక్తులను	dindorlar	devotees
భక్తులు	dindorlar	worshipers
భగవంతుడు	xudo	god
భగవంతుని	xudo	god's
భగవంతునికి	xudo	to god
భగవద్గీత	gita	bagawath geetha
భగవానుడు	shiva	god
భగవానుని	rabbim	god
భగవాన్	rabbim	god
భజన	bajon	worship
భజనలు	bxajanlar	hindu devotional songs
భట్టిప్రోలు	bxattiprolu	bhattiprolu
భట్టు	ipak	bhattu
భద్ర	bxadra	bhadra
భద్రకాళి	bhadrakali	bhadra kali
భద్రత	xavfsizlik	security
భద్రతా	xavfsizlik	security
భద్రాచల	badrachala	badrachalam
భద్రాచలం	badrachalam	badrachalam (a place in ap, india)
భమిడిపాటి	bhamidipati	bamidipati (first name)
భయం	qo&#39;rquv	fear
భయంకర	dahshatli	horrible
భయంకరమైన	qo&#39;rqinchli	terrific
భరణి	bharani	the name of the 2nd star of 27 stars
భరత	oqim	indian
భరతుడు	bxarata	bharath
భరిత	boy	bharitha
భర్త	er	husband
భర్తకు	er	to husband
భర్తీ	o&#39;zgartirish	to fill
భవన	bino	building
భవనం	bino	building
భవనంలో	bino	in the building
భవనాల	binolar	buildings
భవనాలు	binolar	buildings
భవన్	bxavan	building
భవిష్యత్	kelajak	future
భవిష్యత్తు	kelajak	future
భవిష్యత్తులో	kelajak	in future
భస్మం	ash	cinders
భాగం	qism	part
భాగంగా	qism	sahre
భాగంలో	da	part
భాగము	qism	share
భాగముగా	ning bir qismi sifatida	part
భాగమున	oxiri	part
భాగములుగా	ehtiyot qismlar	peace
భాగములో	qism	in the part
భాగమే	qism	part
భాగమై	qism	part
భాగమైన	qism	its a part of
భాగవత	bhagavata	bhagavatha
భాగవతం	bhagavatam	bhagavatam
భాగవతంలో	bhagavatam	in bhagavath
భాగవతము	bhagavatamu	bhagavata
భాగస్వాములు	hamkorlar	partners
భాగాన	da	in part
భాగానికి	kimga	to the part
భాగాన్ని	qism	part
భాగాల	ehtiyot qismlar	divisions
భాగాలకు	ehtiyot qismlar	to the parts
భాగాలను	ehtiyot qismlar	parts
భాగాలలో	ehtiyot qismlar	divisions
భాగాలు	komponentlar	parts
భాగాలుగా	ehtiyot qismlar	as pieces
భాజపా	bjp	vajpayee
భాద్రపద	bhadrapad	badra pada
భానుమతి	bhanumati	bhanumati
భారం	og&#39;irligi	weight
భారత	hindiston	indian
భారతం	hindiston	india
భారతంలో	hindiston	india
భారతజట్టు	hindiston taslim bo&#39;ldi	indian team
భారతదేశ	hindiston	india
భారతదేశం	hindiston	bharath
భారతదేశంలో	hindiston	india
భారతదేశంలోని	hindiston	in india
భారతదేశపు	hindiston	india
భారతదేశము	hindiston	india
భారతదేశములో	hindiston	in india
భారతదేశానికి	hindiston	country of india
భారతదేశాన్ని	hindiston	india
భారతము	hindiston	bharatam
భారతాన్ని	hindiston	bharath
భారతి	bxarti	bharati
భారతీయ	hind	indian
భారతీయుడు	hind	indian
భారతీయుల	hindular	indians
భారతీయులు	hindular	indians
భారత్	hindiston	india
భారత్‌కు	hindiston	india
భారత్‌లో	hindiston	in india
భారమితి	barometr	thermomer=ter
భారీ	katta	bhari
భారీగా	og&#39;ir	heavy
భార్య	xotin	wife
భార్యకు	xotin	to wife
భార్యను	xotin	wife
భార్యల	xotinlar	of wives
భార్యలు	xotinlar	wifes
భార్యా	xotin	wife
భావ	moody	meaning
భావం	ma&#39;nosi	explaination
భావన	hissiy	feeling
భావము	tushunchasi	meaning
భావానికి	hissiy	meaning
భావాన్ని	feel	meaning
భావాలను	hissiyotlar	opinions
భావాలు	hissiyotlar	feelings
భావించాడు	kiyim	considered
భావించారు	fikrlar	think
భావించి	o&#39;ylab ko&#39;ring	by realizing
భావించిన	fikrlar	thinking
భావించేవారు	bu edi	consider
భావిస్తారు	ko&#39;rib chiqilgan	think
భావిస్తున్నారు	kutilmoqda	thinking
భాష	yoki	bhasha
భాషకు	til	to language
భాషగా	til	as language
భాషను	til	language also
భాషల	tillar	langugaes
భాషలకు	tillar	to languages
భాషలతో	tillar	languages
భాషలను	tillar	languages
భాషలలో	tillar	languages
భాషలలోను	tillar	in languages
భాషలు	tillar	languages
భాషలుగా	tillari	as languages
భాషలో	ichida	in the language
భాషలోని	til	in language
భాషల్లో	ichida	languages
భాషా	til	language
భాష్యాలు	sharh	bhashyalu
భాసిల్లుతోంది	keng doirada	known as
భాస్కర	bxaskar	bhaskara
భిన్న	variant	different
భిన్నంగా	turli xil	different
భిన్నమైన	turli xil	various
భిన్నాభిప్రాయాలు	qon ketishi	varied opinions
భీమవరం	bimavaram	bheemavaram
భీమా	sug&#39;urta	insurance
భీముడు	bima	bheema
భీష్మ	bhishma	beeshma
భీష్ముడు	bismma	bheeshma
భీష్ముని	bhishma	bheeshma
భుకంపముల	zilzila	earth quakes
భుకంపములు	zilzilalar	earthquakes
భుజం	yelka	shoulder
భూ	gul	earth
భూకంప	zilzila	earth quake
భూకంపం	zilzila	earthquick
భూకంపము	zilzila	earthquake
భూకంపాల	zilzila	earthquakes
భూకంపాలు	zilzilalar	earthquake
భూగర్భ	yer osti	underground
భూగోళ	geografiya	social sciences ( hemisphere)
భూగ్రహం	er sayyorasi	the earth
భూటాన్	butan	bhutan
భూటాన్‌కు	butanku	bhutton
భూటాన్‌లో	butan	in bhutan
భూత	shayton	past
భూపతి	bxapati	bhupati
భూభాగం	hudud	part of land
భూభాగంపై	hudud	on the land
భూభాగంలో	hudud	of the land
భూభాగాన్ని	hudud	land of
భూభాగాలు	hududlar	territories
భూమధ్య	ekvator	center of earth
భూమి	quruqlik	earth
భూమిక	rol o&#39;ynash	character
భూమికి	yer	earth
భూమిదినము	er kuni	earthday
భూమిని	quruqlik	land
భూమిపై	yer	on earth
భూమిలో	zamin	in earth
భూముల	erlar	land
భూములు	erlar	lands
భూమ్మీద	yer	on earth
భూస్వాములు	uy egalari	landlords
భేదం	farqi	difference
భేదాలు	farqlar	differences
భోగరాజు	bxogaraju	boga raju (name)
భోగి	olovli olov	higi
భోజనం	ovqatlanish	food
భోజనానికి	shirin	for meals
భౌగోళిక	geografiya	geographical
భౌగోళికం	geografiya	geographical
భౌగోళికంగా	geografik jihatdan	geographically
భౌగోళికము	geografiya	geography
భౌతికంగా	jismoniy jihatdan	physically
భౌతికశాస్త్రం	fizika	physics
మ	h	ma
