$	usd	dollar
odrasle	pieaugušajiem	grown ups
odraslih	pieaugušajiem	adults
odražava	atspoguļo	maintain
odredio	noteikts	determined
odrediti	lai noteiktu	determine
određen	noteikts	defined
određena	noteikts	certain
određene	konkrēts	specific
određeni	noteikti	distinct
određenih	noteikti	defined
određenim	noteikti	certain
određeno	noteikti	defined
određenog	par konkrētu	certain
određenoj	noteikti	specific
određenom	noteikti	defined
određenu	noteikti	certain
određivanje	apņēmība	defining
određuje	nosaka	decides
određuju	noteikt	determine
održala	notika	held
održan	notika	held
održana	notika	held
održane	notika	held
održao	notika	held
održati	saglabāt	maintain
održava	uztur	held
održavaju	uzturēts	held
održavanja	uzturēšana	maintenance
održavanje	uzturēšana	maintaining
održavanju	uzturēšana	maintenance
održavati	saglabāt	held
održi	turēt	maintain
odsjeci	sadaļas	sections
odsjek	sadaļa	department
odsjeka	sadaļa	department
oduvijek	vienmēr	always
odvaja	atdala	separates
odvajaju	atsevišķi	separated
odvija	notika	goes on
odvijaju	norisināties	taking place
odvojena	atsevišķi	separated
odvojene	atsevišķi	separated
odvojeni	atdalīts	separated
odvojeno	atsevišķi	separately
odžak	skurstenis	chimney
odžaku	skurstenis	odzak
of	no	of
ofanziva	aizskaroši	offensive
oficira	virsnieks	officers
og	og	th
ogleda	spoguļi	seen
ogledala	spoguļi	mirror
ogranak	filiāle	branch
ograničen	ierobežots	limited
ograničena	ierobežots	limited
ograničenja	ierobežojumi	limitations
ograničenje	ierobežojums	restriction
ograničeno	ierobežots	limited
ogrlicu	kaklarota	necklace
ogroman	milzīgs	huge
ogromne	milzīgs	huge
oi	oi	og
oka	acs	eyes
okean	okeāns	ocean
okeana	okeāns	ocean
okeanu	okeāns	ocean
oklop	bruņas	armor
oko	par	around the
okolina	apkārtējie	environment
okoline	vide	surroundings
okolini	vide	environment
okolinom	vide	environment
okolinu	vide	environment
okoliša	vide	environment
okolna	apkārtējie	surrounding
okolnih	apkārtējie	surrounding
okolnim	apkārtējie	neighboring
okolnosti	apstākļi	circumstances
okolnostima	apstākļi	circumstances
okrenut	pagriezās	turned to
okreće	pagriežas	turns
okrug	apgabals	district
okruga	apgabals	district
okrugu	apgabals	district
okružen	ieskauj	surrounded
okružena	ieskauj	surrounded
okruženja	vide	environment
okruženje	vide	environment
okruženju	vide	enviorment
okružuje	ieskauj	surroundings
okružuju	ieskauj	encircle
oksid	oksīds	oxide
oksida	oksīds	oxide
oksidacija	oksidēšanās	oxidation
oksidacije	oksidēšanās	oxidation
oksidacijsko	oksidējošs	oxidative
oksigen	skābeklis	oxygen
oktobra	oktobris	october
oktobru	oktobris	october
oku	acs	eye
okupacije	nodarbošanās	occupation
okupacijom	nodarbošanās	occupation
okupaciju	nodarbošanās	occupation
okupatora	okupants	occupiers,invaders
okuplja	apkopo	gathers
okupljaju	pulcēties	gathering
okvir	rāmis	frame
okviru	ietvars	framework
olimpijade	olimpiāde	olympic
olimpiji	olimpija	olympia
olimpijske	olimpiskais	olympic
olimpijski	olimpiskais	olympic
olimpijskih	olimpiskais	olympic
olimpijskim	olimpiskais	olympic
olimpijskog	olimpiskais	olympic
olimpijskom	olimpiskais	olympic
olimpizma	olimpisms	olympism
olovo	svinu	lead
oluja	vētra	storm
omer	omer	omer
omerpaša	omerpasha	omer-pasha
omogućava	atļauj	allows,enables
omogućavaju	iespējot	enabling
omogućila	iespējots	made possible
omogućilo	iespējots	enabled
omogućiti	iespējot	provide
omogućuje	atļauj	enables
omogućuju	iespējot	provide
omot	piesegt	cover
omotač	iesaiņojums	covering around
on	viņš	he
ona	viņa	it
onaj	ka	that
onako	vienalga	that way
onda	tad	then
ondje	tur	there
one	viens	those
oni	viņi	they
onih	tiem	them
onim	onim	those
onima	viņam ir	those
online	tiešsaistē	online
ono	tā	it
onog	onog	that
onoga	no tā	of
onom	onom	the one
onome	onome	"muslims believe that the quran refers to what was most proper that refers to the way that is most correct, and fairest. allah says: ""verily this qur'an refers to what was most appropriate and brings happy news to believers who do good deeds to reward awaits them."" general characteristics of this era was nomartivizam, which is discussed in the attitudes of trade, interest rates, fair price, etc., which is related to the values ​​and goals, as opposed to positive economics, which is set of synthesized  knowledge of what exists in practice - life."
onu	viens	that
opada	samazinās	decline
opasnost	briesmas	danger
opasnosti	briesmas	risk
opatija	abatija	opatija
opatiji	abatija	abbey
opcija	opcija	option
open	atvērts	open
opera	opera	opera
operacija	operācija	operation
operacijama	operācijas	operations
operacije	operācijas	operations
operativni	operatīvs	operating
operativnih	operatīvs	operative
operativnog	operatīvs	operative
opere	opera	opera
opet	atkal	again
opis	apraksts	description
opisa	apraksts	description
opisan	aprakstīts	described
opisani	aprakstīts	described
opisao	aprakstīts	described
opisivanje	aprakstot	describe
opisuje	apraksta	describes
opisuju	aprakstīt	describe
oplođena	apaugļota	fertilized
oporezivanja	nodokļi	taxation
oportunitetni	oportūnistisks	opportunity
oprema	aprīkojums	equipment
opreme	aprīkojums	equipment
opremu	aprīkojums	equipment
opsada	aplenkums	siege
opsade	aplenkums	siege
opstanak	izdzīvošana	survival
opticaju	optika	in circulation
optički	optiskā	optical
optužen	apsūdzētais	blamed
opus	opuss	opus
opća	vispārējs	general
opće	vispārējs	basic
općeg	vispārējs	general
općem	vispārējs	common
općenito	vispār	globaly
opći	vispārējs	general
općih	vispārējs	general
općim	vispārējs	general
općina	pašvaldība	municipality
općinama	pašvaldības	municipalities
općine	pašvaldības	municipalities
općini	pašvaldība	municipality
općinu	pašvaldība	municipality
općoj	vispārējs	general
opšta	vispārējs	general
opšte	vispār	general
opštine	pašvaldības	municipalities
or	vai	or
orašje	rieksti	orasje
organ	ērģeles	organ
organa	orgāni	organs
organe	orgāni	authorities
organi	orgāni	organs
organima	orgāni	organs
organizacija	organizācija	organization
organizacije	organizācijas	organization
organizaciji	organizācija	organization
organizaciju	organizācija	organization
organizam	organisms	organism
organizama	organismi	organism
organizira	organizē	organizes
organizirana	organizēts	organised
organizirane	organizēts	organized
organizirao	organizēts	orginised
organizma	organisms	organism
organizmi	organismi	organisms
organizmu	organisms	body
organizovana	organizēts	organized
organizovao	organizēts	organized
organizuje	organizē	organize
organizuju	organizēt	organize
organske	organisks	organic
organskih	organisks	organic
originalni	oriģināls	original
orijentacije	orientācija	orientation
orijentalnim	austrumu	oriental
orić	orić	oric
orkestar	orķestris	orchestra
oružane	bruņots	armed
oružanih	bruņots	armed
oružja	ieročus	weapons
oružje	ierocis	weapons
os	os	os
osam	astoņi	eight
osamdesetih	astoņdesmitie	the eighties
osciloskop	osciloskops	oscilloscope
osigura	apdrošināt	ensure
osigurao	ar nosacījumu	ensure
osigurava	nodrošina	secures
osim	izņemot	except
osjeća	jūtas	feels
osjećaj	sajūta	sense of
osjećaja	jūtas	feelings
osjećaju	jūt	feel
osjećanja	jūtas	feeling
oslobađa	atbrīvo	released
oslobađanje	atbrīvot	liberation
oslobodio	atbrīvots	released
osloboditi	atbrīvot	liberate
oslobođen	atbrīvots	released
oslobođenja	atbrīvošanās	oslobodjenja
oslobođenje	atbrīvošanās	liberation
osmaci	astoņi	osmaci
osman	osmans	ottoman
osmanagića	osmanagića	osmanagić
osmanlija	osmaņi	ottomans
osmanlijama	osmaņi	ottomans
osmanlije	osmaņi	ottomans
osmanlijska	osmaņu	ottoman
osmanlijske	osmaņu	ottoman
osmanlijski	osmaņu	osmanli
osmanlijskim	osmaņu	ottoman
osmanlijsko	osmaņu	ottoman
osmanlijskog	osmaņu	ottoman
osmanlijskom	osmaņu	ottoman
osmanlijsku	osmaņu	ottoman
osmanske	osmaņu	ottoman
osmanski	osmaņu	ottoman
osmansko	osmaņu	ottoman
osmanskog	osmaņu	ottoman
osmanskom	osmaņu	ottoman
osniva	dibināta	founds
osnivaju	nodibināt	found
osnivanja	nodibināšana	establishment
osnivanje	nodibināšana	foundation
osnivanju	nodibināšana	founding
osnivač	dibinātājs	founder
osnivača	dibinātājs	founders
osnivačem	dibinātājs	founder
osnova	pamats	basics
osnovali	dibināta	founded
osnovan	dibināta	founded
osnovana	nodibināta	founded
osnovane	nodibināta	established, founded (established is better)
osnovano	dibināta	founded
osnovao	dibināta	founded
osnove	pamati	basics
osnovi	būtībā	based
osnovice	pamati	base
osnovna	pamata	primary
osnovne	pamata	primary
osnovni	pamata	basic
osnovnih	pamata	primary
osnovnim	pamata	elementary
osnovno	pamata	elementary
osnovnog	pamata	elementary
osnovnu	primārs	primary
osnovu	pamats	basis
osoba	persona	person
osobama	personām	persons
osobe	personām	persons
osobina	iezīme	trait
osobinama	īpašības	properties
osobine	īpašības	characteristics
osobito	īpaši	especially
osobu	persona	person
osovine	asis	shaft
ostaci	pārpalikumi	remains
ostacima	pārpalikumi	remains
ostaje	paliek	stays
ostaju	viņi paliek	remain
ostala	pārējie	leftover
ostale	citi	remain
ostali	citi	other
ostalih	citi	other
ostalim	citi	other
ostalo	citi	other
ostalog	pārējie	other
ostane	palikt	remain
ostao	palika	left
ostatak	pārējie	remain
ostataka	pārpalikumi	remains
ostati	palikt	to stay
ostatka	pārējie	leftovers
ostatke	pārpalikumi	remains
ostavili	pa kreisi	left
ostavio	pa kreisi	left
ostavlja	lapas	leave
ostoja	ostoja	ostoja
ostrva	salas	islands
ostrvima	salas	islands
ostrvo	sala	island
ostrvu	sala	island
ostvarenja	sasniegumi	achievements
ostvarenje	realizācija	achievements
ostvarila	sasniegts	achieved
ostvario	sasniegts	achieve
ostvariti	realizēt	happen
ostvaruje	saprot	achieves
ostvaruju	realizēt	accomplish
osuđen	notiesāts	convicted
osvaja	iekaro	wins
osvajaju	iekarot	occupy
osvajanja	iekarojumi	conquest
osvajanje	iekarošana	conquest
osvajanjem	iekarojot	conquest
osvajač	iekarotājs	conqueror
osvajači	iekarotāji	conquerors
osvojenih	iekaroja	won
osvoji	uzvarēt	wins
osvojila	uzvarēja	conquered
osvojili	uzvarēja	won
osvojio	uzvarēja	won
otac	tēvs	father
otcijepljenje	atdalīšanās	secession
otišao	pa kreisi	went
otišli	aizgājuši	gone
otkrili	atklāts	discovered
otkrio	atklāts	discovered
otkriva	atklāj	reveals
otkriven	atklāts	discovered
otkrivena	atklāts	uncovered
otkrivene	atklāts	discovered
otkriveni	atklāts	discovered
otkriveno	atklāts	discovered
otkrića	atklājumi	discoveries
otkriće	atklājums	discovery
otok	sala	island
otoka	salas	island
otpada	atkritumi	goes to
otpor	pretestība	resistance
otpora	pretestība	resistance
otprilike	aptuveni	about
otrov	inde	poison
otuda	no turienes	hence
otvara	tiek atvērts	opened
otvaraju	viņi atveras	open
otvaranja	atvēršana	opening
otvaranje	atvēršana	opening
otvor	atvēršana	aperture
otvora	atveres	aperture
otvoren	atvērts	opened
otvorena	atvērts	open
otvorene	atvērts	open
otvoreni	atvērts	open
otvoreno	atklāti	openly
otvorenog	atvērts	open
otvorenom	ārā	open
out	ārā	out
ova	šo	this
ovaca	aitas	sheep
ovaj	šī	this
ovakav	kā šis	this
ovako	kā šis	this
ovakva	kā šis	like this
ovakve	kā šis	these
ovakvi	kā šis	these
ovakvim	kā šis	these
ovakvo	kā šis	this
ovakvog	kā šis	this
ovde	šeit	here
ovdje	šeit	here
ove	šie	this
over	pāri	over
ovi	šie	these
ovih	no šiem	these
ovim	ar šo	these
ovisi	atkarīgs	depends
ovisno	atkarībā	dependant
ovlasti	pilnvaras	powers
ovo	šo	this
ovog	no šī	this
ovoga	no šī	this
ovoj	šī	this
ovom	šo	this
ovome	šo	this
ovu	šo	this
oznaka	etiķete	label
oznake	tagi	features
označava	nozīmē	marks
označavaju	apzīmē	signify
ozren	ozren	ozren
očekivalo	gaidāms	expected
očekuje	sagaida	expecting
oči	acis	eyes
očiju	acis	eyes
očima	acis	eyes
očito	acīmredzami	obvious
očituje	manifesti	reflected
očne	acs	eyes
očuvanje	saglabāšana	conservation
oštećenja	bojājumi	damage
oštra	asu	sharp
oštre	asu	sharp
oštro	asi	sharp
oženio	precējies	married
oženjen	precējies	married
p	lpp	p
pa	pa	so
pacijenata	pacientiem	patients
pacijenta	pacients	patient
pad	pakete	fall
pada	nu jā	fall
padaju	viņi nokrīt	fall
padavina	nokrišņi	precipitation
padavine	nokrišņi	rainfall
padne	kritīs	fell
padom	kritums	fall
padu	kritums	decline
pak	pak	again
pakistan	pakistāna	pakistan
pakt	pakts	pact
pakta	pakts	pact
pala	nokrita	dropped down
paladijum	pallādijs	palladium
palais	pils	palais
palača	pils	palace
palače	pilis	palace
palaču	pils	palace
paldum	paldums	paldum
pale	bāla	fell
palestine	palestīna	palestine
pali	pali	ignite
pamti	atceries	remembers
pamuk	kokvilna	cotton
pandora	pandora	pandora
panonske	pannonietis	pannonian
pao	nokrita	fell down
papa	papai	pope
pape	pape	pope
papir	papīrs	paper
papira	papīrs	paper
par	par	couple
para	priekš	pair
paradajza	tomāti	tomato
paradoks	paradokss	paradox
paradoksi	paradoksi	paradox
paralelno	paralēli	parallel
paralelogram	paralelogramma	parallelogram
paramecijum	paramecijs	paramecijum
paravojne	paramilitārais	paramilitary
parazita	parazīts	parasites
parc	parc	park
pare	tvaiks	money
paris	parīze	paris
pariz	parīze	paris
pariza	parīze	paris
parizu	parīze	paris
pariška	parīzietis	paris
pariške	parīzietis	paris
pariški	parīzietis	paris
pariškog	parīzietis	paris
park	parks	park
parkova	parki	parks
parkovi	parki	parks
parku	parks	park
parlament	parlaments	parliament
parlamenta	parlaments	parliament
parlamentarna	parlamenta	parliamentary
parlamentarne	parlamenta	parliamentary
parlamentu	parlaments	parliament
parteru	pirmais stāvs	parterre
partija	ballīte	party
partije	ballītes	party
partizan	partizāns	partisan
partizana	partizāns	partisans
partnera	partneris	partner
partneri	partneri	partners
patnje	ciešanas	grief
patrijarh	patriarhs	patriarch
patrijarha	patriarhs	patriarch
patrijaršija	patriarhāts	patriarchate
pauk	zirneklis	spider
paul	pauls	paul
pauza	pauze	pause
pauze	pauze	break
pavla	pols	pavle
pavle	pols	pavle
pazar	tirgus	pazar
paša	ganības	chief
paše	ganās	pasha
pažnja	uzmanību	attention
pažnje	uzmanību	attention
pažnju	uzmanību	attention
pc	pc	pc
pci	pci	pci
pdf	pdf	pdf
pdv	pvn	vat
pedagogija	pedagoģija	ped
pedeset	piecdesmit	fifty
penis	dzimumlocekļa	penis
penisa	dzimumlocekļa	penis
peraja	spuras	real
peraje	spuras	fin
performanse	izpildījums	performance
periferiji	perifērija	periphery
perikard	perikardā	pericardium
period	periods	period
perioda	periods	period
periodima	periodi	periods
periodu	periods	period
pero	spalvu	pero
peru	peru	pero
perzijski	persiešu	persian
perzijskog	persiešu	persian
pesnici	dzejnieki	poets
pesnika	dzejnieks	poet
pet	pieci	five
petak	piektdiena	friday
petar	petar	petar
pete	pete	fifth
peter	peter	peter
peti	piektais	fifth
petlje	cilpas	knot
petnaest	piecpadsmit	fifteen
petog	piektais	fifth
petra	petra	peter
petrovac	petrovaka	petrovac
petrović	petrovic	petrovic
petén	petēns	peten
peći	krāsnis	ovens
pećina	ala	cave
pećine	alas	caves
pećini	alas	cave
pečat	ronis	stamp
pgp	lpp	pgp
ph	tālr	ph
pi	pi	pi
pierre	pierre	pierre
piezoelektricitet	pjezoelektriskums	piezoelectricity
pijesak	smiltis	sand
piksela	pikseļi	pixels
pilus	pilus	pilus
pingvina	pingvīns	penguins
pingvini	pingvīni	penguins
piramida	piramīda	pyramid
piramide	piramīda	pyramids
pisac	rakstnieks	writer
pisaca	rakstnieki	writers
pisali	rakstīja	writted
pisan	uzrakstīts	written
pisana	uzrakstīts	written
pisane	uzrakstīts	written
pisani	uzrakstīts	written
pisanih	uzrakstīts	written
pisanim	uzrakstīts	written
pisanja	rakstīšana	writings
pisanje	rakstīšana	writting
pisanju	rakstīšana	writing
pisao	rakstīja	wrote
pisati	rakstīt	write
pisca	rakstnieks	writer
pisci	rakstnieki	writers
pisma	vēstules	letters
pismenost	lasītprasme	literacy
pismenosti	lasītprasme	literacy
pismo	vēstule	epistyle
pismom	vēstule	by letter
pismu	vēstule	letter
pita	viņš jautā	asks
pitagora	pitagors	pythagoras
pitanja	jautājumiem	questions
pitanje	jautājums	question
pitanjima	jautājumiem	questions
pitanju	jautājums	about
pića	dzērieni	beverages
piše	viņš raksta	write
pišu	es rakstu	write
pjege	vasaras raibumi	spots
pjesama	dziesmas	songs
pjesma	dziesma	song
pjesmama	dziesmas	poems
pjesme	dziesmas	poem
pjesmi	dziesmas	songs
pjesmom	dziesma	song
pjesmu	dziesma	song
pjesnici	dzejnieki	poets
pjesnik	dzejnieks	poet
pjesnika	dzejnieks	poet
pjeva	dzied	sing
pjevaju	viņi dzied	sing
pjevanje	dziedāšana	singing
pjevao	dziedāja	sang
pjevač	dziedātājs	singer
pjevača	dziedātājs	singers
pjevači	dziedātāji	singers
pjevačica	dziedātājs	singer
pl	pl	pl
place	raudādama	place
plamen	liesma	flame
plan	plāns	plan
plana	plāns	plan
planeta	planēta	planet
planete	planētas	planet
planina	kalns	mountain
planinama	kalni	mountains
planine	kalni	mountain
planini	kalni	mountains
planinska	kalns	mountain
planinske	kalns	mountainous
planinski	kalnains	mountainous
planinskih	kalns	mountain
planinskim	kalnains	mountain
planinsko	kalnains	mountain
planinskog	kalns	mountainous
planinskom	kalns	mountain
planira	plāni	planing
planiranja	plānošana	planing
planiranje	plānošana	planning
planirao	plānots	planned
planova	plāni	plans
planove	plāni	plans
planovi	plāni	plans
planu	plāns	plan
platon	platon	plato
platona	platon	plato
plava	zils	blue
plave	zils	blue
plavi	zils	blue
plavom	zils	blue
play	spēlēt	play
playoff	izslēgšanas spēles	play-off
plazma	plazma	plasma
plaća	maksā	salary
plaćanja	maksājumi	payment
pleme	cilts	tribe
plemena	ciltis	tribes
plemenima	ciltis	tribes
plemstva	muižniecība	nobility
plemstvo	muižniecība	nobility
plesni	pelējums	dance
plina	gāze	gas
plod	augļi	fruit
ploda	augļi	product
plodne	auglīga	fertile
plodno	auglīga	fertile
plodovi	augļi	fruits
ploča	šķīvis	plate
pločama	šķīvji	boards
ploče	šķīvji	boards
ploči	šķīvji	plate
ploču	šķīvis	drive
plus	plus	plus
pluća	plaušas	lungs
plućnog	plaušu	pulmonary
pne	bc	bc
po	autors	after
pobačaj	aborts	abortion
pobijedio	vins	won
pobjeda	uzvara	victory
pobjede	uzvaras	after winning the national-oriented parties in the first multiparty elections in bosnia there was a belief that those party's will gradually leave the national rhetoric and begin to define as most other european leftist parties in the usual right-wing-scale. cerska and kolubarska battle were the first allied victory in world war i. after victories in southern hungary, about 6000 austrian soldiers came to sarajevo to find its defenders totally unprepared for war, and on 23 october 1697 they almost completely burned the city that was then the seat bosnian eyalet with over 120 mosques.
pobjedio	uzvarēja	won
pobjednici	uzvarētāji	winners
pobjednik	uzvarētājs	winner
pobjednika	uzvarētājs	winner
pobjedom	uzvara	victory
pobjedu	uzvara	victory
pobjegao	aizbēga	escaped
pobjegli	aizbēga	escaped
pobjeći	izbēgt	run
pobjeđuje	uzvar	wins
poboljšanje	uzlabošana	improvement
pobuna	sacelšanās	rebelion
pobune	sacelšanās	riots
pobunjenici	nemiernieki	rebels
pobunu	sacelšanās	rebelion
pod	grīda	under
podaci	dati	data
podacima	dati	data
podanika	priekšmeti	subjects
podatak	dati	information
podataka	dati	files
podatke	dati	data
podigao	izvirzīts	raised
podijeliti	dalīties	share
podijeljen	sadalīts	separated
podijeljena	sadalīts	shared
podijeljene	sadalīts	divided
podijeljeni	sadalīts	shared
podijeljeno	dalīts	divided
podjela	dalīšana	division
podjele	dalīšana	division
podjeli	dalīšana	split
podjeljena	sadalīts	separated
podjelu	dalīšana	division
podloga	pakete	base
podloge	substrāti	surfaces
podlogu	substrāts	suface
podlozi	substrāti	groundwork
podne	pusdienlaiks	noon
podnijeti	iesniegt	stand
podnožju	pēdu	foot
podrazumijeva	nozīmē	implies
podrazumijevaju	netieši norādīt	represent
podrazumjeva	nozīmē	means
podrinja	podrinja	drina basin
podrinju	podrinju	drina basin
područja	apgabali	areas
područje	platība	area
područjem	platība	area
područjima	apgabali	areas
području	platība	former
podrška	atbalstu	support
podrške	atbalstu	support
podršku	atbalstu	support
podržava	balsti	suports
podržavaju	atbalstu	support
podržavala	atbalstīts	support
podsjeća	atgādina	reminds
podsjećaju	atgādināt	remind
podstiče	mudina	encourages
poduzeća	kompānijas	companies
poezija	dzeja	poetry
poezije	dzeja	poetry
poeziji	dzeja	poetry
poeziju	dzeja	poetry
poginulo	nomira	killed
poginuo	nomira	died
pogled	skats	view
pogleda	skati	look
pogledajte	skaties	look,look at
pogledati	skaties	look
pogledu	skats	regarding
pogodila	sist	hit
pogotovo	īpaši	especially
pogrešno	nepareizi	wrong
pogubljena	izpildīts	executed
pohod	pārgājienā	visit
pohoda	pārgājienā	campaign
pohvaliti	uzslavēt	commend
pojam	jēdziens	term
pojas	josta	belt
pojasa	josta	zone
pojasom	josta	zone
pojasu	josta	zone
pojava	rašanās	phenomena
pojave	atgadījumi	advent
pojavila	parādījās	appeared
pojavile	parādījās	appeared
pojavili	parādījās	appeared
pojavio	parādījās	appeared
pojaviti	parādās	appear
pojavljuje	parādās	appears
pojavljuju	parādās	appeared
pojavom	izskats	beginning
pojavu	rašanās	appearance
pojačava	pastiprina	increases
pojedinaca	indivīdi	individuals
pojedinačne	indivīds	individual
pojedinačni	indivīds	individual
pojedinačnih	indivīds	individual
pojedinca	indivīds	individual
pojedinci	indivīdi	individuals
pojedine	indivīds	some
pojedini	indivīds	certain
pojedinih	indivīds	some
pojedinim	indivīds	individual
pojedinog	indivīds	individual
pojma	koncepcija	term
pojmom	koncepcija	term
pojmova	termini	terms
pojmovi	termini	terms
pokazala	parādīja	showed
pokazale	parādīja	proved
pokazali	parādīja	showed
pokazalo	parādīja	it is shown
pokazao	parādīja	showed
pokazati	parādīt	show
pokazuje	šovi	indicates
pokazuju	šovs	show
poklapa	sērkociņi	coincides
pokraj	blakus	beside
pokrajina	province	country
pokrajine	provinces	province
pokrajini	province	province
pokrenuo	uzsāka	started
pokret	kustība	move
pokreta	kustība	movement
pokretanje	sākot	launch
pokreti	kustības	movements
pokretima	kustības	moves
pokretu	kustība	motion
pokreće	sākas	moves
pokriva	vāki	cover
pokušaj	mēģiniet	attempt
pokušaja	mēģinājumi	attempts
pokušaji	mēģinājumi	try
pokušajima	mēģinājumi	tries
pokušaju	viņi cenšas	try
pokušali	mēģināju	tried
pokušao	mēģināju	tried
pokušati	mēģināt	try
pokušava	mēģina	tries
pokušavaju	viņi cenšas	try
pokušavali	mēģināju	attempted
pola	puse	half
polahko	lēnām	slow
polako	lēnām	slowly
polazi	sākas	starts
policija	policija	police
policije	policija	police
policiju	policija	police
polisa	politika	policy
polisaharidi	polisaharīdi	polysacharydi
politici	politika	politics
politika	politika	policy
politike	politika	policy
politikom	politika	politics
politiku	politika	politics
političar	politiķis	politician
političara	politiķi	politicians
političari	politiķi	confirmed
politička	politiskā	political
političke	politiskā	political
politički	politiski	politically
političkih	politiskā	politic
političkim	politiskā	political
političko	politiski	political
političkog	politiskā	political
političkoj	politiskā	political
političkom	politiskā	political
političku	politiskā	political
polja	lauki	fields,plateaus
polje	lauka	field
poljima	lauki	fields
poljoprivreda	lauksaimniecība	preaches
poljoprivrede	lauksaimniecība	agriculture
poljoprivredi	lauksaimniecība	agriculture
poljoprivredna	lauksaimniecības	agricultural
poljoprivredne	lauksaimniecības	agricultural
poljoprivredni	lauksaimniecības	agricultural
poljoprivrednih	lauksaimniecības	agricultural
poljoprivredu	lauksaimniecība	agriculture
poljska	polija	poland
poljske	poļu valodā	polish
poljski	poļu valodā	polish
poljskoj	polija	poland
poljskom	poļu valodā	poland
poljsku	polija	poland
polju	lauka	field
polovina	puse	half
polovine	pusītes	half
polovini	pusītes	half
polovinom	puse	half
položaj	pozīcija	position
položaja	pozīcija	position
položaje	pozīcijas	positions
položajem	pozīcija	position
položaju	pozīcija	position
poluga	svira	lever
poluostrva	pussala	peninsula
poluostrvo	pussala	peninsula
poluostrvu	pussala	peninsula
poluotoka	pussala	peninsula
poluotoku	pussala	peninsula
poluprečnik	rādiuss	radius
poluprečnika	rādiuss	radius
pomalo	mazliet	little
pomaže	palīdz	helps
pomažu	palīdzēt	help
pomenuti	minēts	mentioned
pominje	piemin	mention
pomogao	palīdzēja	helped
pomogne	palīdzēt	help
pomorstvo	jūrniecības	seamanship
pomoć	palīdzēt	help
pomoći	palīdzēt	help
pomoćne	papildu	lateral
pomoću	izmantojot	by which
pompej	pompejas	pompey
pompeja	pompejas	pompeii
ponajprije	galvenokārt	firstly
ponajviše	pārsvarā	most
ponavlja	atkārtojas	repeat
ponavljanje	atkārtojums	repeating
ponašaju	izturēties	behave
ponašanja	izturēšanās	behavior
ponašanje	izturēšanās	behaviour
ponašanju	izturēšanās	behaviour
ponegdje	kaut kur	somewhere
ponekad	dažreiz	sometimes
ponovno	atkal	again
ponovnog	atkal	again
ponovo	atkal	again
ponoći	pusnaktī	midnight
ponuda	piedāvājums	offer
ponude	piedāvājumus	offers
ponudio	piedāvāja	offered
ponudu	piedāvājums	offer
pop	pop	pop
popis	saraksts	census
popisa	saraksts	counting
popisu	saraksts	census
poplava	plūdi	flood
poplave	plūdi	flood
popović	popović	popovic
populacija	populācija	population
populacije	populācija	population
popularan	populārs	popular
popularna	populārs	popular
popularne	populārs	popular
popularni	populārs	popular
popularno	populārs	popular
popularnoj	populārs	popular
popularnost	popularitāte	popularity
popularnosti	popularitāte	popular
poput	piemēram	like
porast	palielināt	increase
porasta	palielināt	increase
porastu	palielināt	growth
poraz	sakāve	defeat
poraza	sakāve	defeat
porazili	sakāva	defeated
porazio	sakāva	defeated
poražen	sakāva	defeated
poraženi	sakāva	defeated
pored	blakus	next to
poredak	pasūtīt	order
poremećaj	traucējumi	disorder
poremećaja	traucējumi	disorders
poremećaji	traucējumi	disorders
poretku	pasūtīt	order
porez	nodoklis	tax
poreza	nodokļi	tax
porezi	nodokļi	taxes
porezne	nodoklis	tax
porezni	nodoklis	tax
poređenje	salīdzinājums	comparison
poređenju	salīdzinājums	comparison
porijekla	izcelsme	origin
porijeklo	izcelsme	origin
porijeklom	izcelsme	native
porijeklu	izcelsme	origin
porodica	ģimene	families
porodicama	ģimenes	families
porodice	ģimenes	family
porodici	ģimenes	family
porodicom	ģimene	family
porodicu	ģimene	family
porođaj	dzemdības	delivery
porođaja	dzemdības	delivery
portal	portāls	portal
porto	osta	porto
portret	portrets	portrait
portugal	portugāle	portugal
poruka	ziņa	message
poruke	ziņas	messages
poruku	ziņa	message
posao	darbs	job
posavina	posavina	sava basin
posavine	posavine	posavina
posavini	posavini	posavina
poseban	īpašs	special
posebna	īpašs	special
posebne	īpašs	special
posebni	īpašs	special
posebnih	īpašs	special
posebnim	īpašs	special
posebno	īpaši	especially
posebnog	īpašs	special
posebnom	īpašs	special
posebnost	īpatnība	uniqueness
posebnosti	speciālas iespējas	particularities
posebnu	īpašs	special
posjed	īpašumā	possession
posjeda	īpašums	property
posjede	īpašumi	properties
posjedu	īpašums	possession
posjeduje	pieder	possess
posjeduju	piemīt	have
posjetio	apmeklēja	visited
poskok	lēkt	viper
posla	darbs	job
poslanica	vēstule	epistle
poslanice	vēstules	letters
poslanici	vietnieki	messengers
poslanik	mp	messenger
poslanika	mp	prophet
poslaniku	vēstniekam	prophet
poslao	nosūtīts	sent
posle	pēc	after
poslije	pēc	after
posljedica	sekas	consequence
posljedice	sekas	aftermath
posljedicu	sekas	consequence
posljednja	pēdējais	last
posljednje	pēdējais	last
posljednjeg	pēdējais	last
posljednjem	pēdējais	last
posljednji	pēdējais	last
posljednjih	pēdējais	last
posljednjim	pēdējais	last
poslova	darba vietas	affairs
poslove	darba vietas	business
poslovima	darba vietas	businesses
poslovna	bizness	business
poslovne	bizness	business
