$  	usd	dollar
mediterrán	vidusjūra	mediterranean
medián	mediāna	median
medve	lācis	bear
medveállatkák	tardigrades	bear animal
meg	un	and
megadott	dots	given
megakadályozni	novērst	hinder
megakadályozta	novērš	prevented
megalakult	veidošanās	formed
megalakulása	pamats	foundation
megalapította	dibināta	founded
megalapították	dibināta	founded
megalkotta	izveidots	created
megbetegedett	slims	ill
megbukott	neizdevās	failed
megbízható	uzticama	reliable
megbízott	pilnvarnieks	representative
megbízást	komisija	commissioned
megbízásából	pasūtījis	on the behalf of
megegyezett	piekritu	agreed
megegyezik	piekrītu	correspond with
megegyeznek	viņi piekrīt	are identical
megegyező	tas pats	the same
megelőzte	uz priekšu	preceded
megelőzve	uz priekšu	ahead of sy/sg
megelőző	profilaktiski	preceding
megelőzően	pirms tam	preventing
megengedett	atļauts	permitted
megerősített	stiprināja	inconsistent examples (translations in order: confirmed, reinforced, reinforced)
megerősítette	apstiprināja	reinforced
megerősítették	apstiprināja	fortified
megfelel	atbilstība	is in accordance with
megfelelő	taisnība	proper
megfelelően	atbilstoši	accordingly
megfelelője	līdzinieks	equivalent of sy/sg
megfigyelhető	pamanāms	observed
megfigyelése	ievērojot	observation of
megfigyelések	novērojumi	observations
megfigyelő	novērotājs	observer
megfogalmazott	formulēts	formulated
megfordult	pagriezās	appeared
meggyengült	novājināta	became weak
meghajtó	brauc	drive
meghal	nomirt	dies
meghaladja	pārsniedz	surpasses
meghaladta	pārsniegts	exceeded
meghalt	nomira	died
meghatározható	nosakāms	definable
meghatározni	lai noteiktu	to define
meghatározott	precizēts	defined
meghatározta	identificēts	defined
meghatározza	definēt	defines
meghatározása	apņēmība	allocation of
meghatározó	noteicošais	determining
meghívta	uzaicināts	invited
meghódította	aizrauj	conquered
megindult	pārcēlās	started
megint	atkal	again
megismerkedett	viņa satikās	got acquinted  (with sy)
megismerés	izziņa	acquaintance
megismerése	saprašana	becoming acquainted with
megjegyezni	atceries	to remark
megjegyezte	atzīmēja	remarked
megjegyzendő	atzīmēja	nota bene
megjegyzés	komentēt	remark
megjegyzések	piezīmes	notes
megjelenik	parādās	appear
megjelennek	parādās	appear
megjelent	atbrīvots	appeared
megjelentek	parādījās	appeared
megjelenés	izskats	appearance
megjelenése	izskats	appearance of
megjelenésének	izskats	of its publication
megjelenését	izskats	his appearance
megjelenő	parādās	appearing
megkapta	saņemts	got
megkezdte	sākās	begun
megkezdték	viņi sāka	started
megkezdődött	sākās	started
megkérte	viņš jautāja	ask
megkísérelte	mēģināja	tryed
megközelítés	pieeja	approach
megközelítőleg	aptuveni	approximately
megkülönböztetünk	atšķirt	distinguish
meglehetősen	drīzāk	rather
meglepő	pārsteidzoši	amazing
meglátogatta	viesošanās	visited
meglévő	pieejams	existing
megmaradt	pa kreisi	remaining
megmutatta	viņš parādīja	showed
megnevezés	denominācija	denomination
megnevezése	vārds	identification
megnyerni	uzvarēt	win
megnyert	uzvarēja	won
megnyerte	uzvarēja	won
megnyerték	uzvarēja	won
megnyitotta	atvērta	opened
megnyílt	atvērta	opened
megnövekedett	palielināts	grew
megnőtt	audzis	grew
megoldani	atrisināt	to solve
megoldás	risinājums	solution
megoldása	risināšana	solution
megoldást	risinājums	solution
megoszlás	izplatīšana	distribution
megoszlása	izplatīšana	distribution
megosztott	sadalīts	shared
megosztotta	dalīts	divided
megpróbálja	mēģināt	tries
megpróbált	mēģināju	tried to
megpróbálta	mēģināju	tried to
megpróbálták	viņi mēģināja	tried to
megrendezett	notika	organized
megrendezésre	vieta	to be organized
megromlott	pasliktinājies	deteriorated
megsemmisült	iznīcināts	perished
megszakadt	pārtraukta	interrupted
megszerezni	dabūt	acquired
megszerezte	nopelnījis	acquired
megszerzett	iegūts	acquired
megszerzése	iegūšana	acquiring
megszokott	parasts	established
megszállt	okupēts	occupied
megszállta	iebruka	occupied
megszállták	iebruka	occupied by
megszállás	nodarbošanās	occupation
megszállása	nodarbošanās	invasion of
megszületett	piedzima	came to existence
megszüntette	atcelts	abolished
megszüntették	atcelts	abolished
megszüntetése	klīrings	cessation of
megszűnik	pārtraukt	terminated
megszűnt	likvidēts	ended
megszűnése	izbeigšana	cessation
megsértése	pārkāpums	violation of
megsérült	ievainots	injured
megtagadta	atteicās	refused (to)
megtalálható	var būt atrasts	be in evidence
megtalálhatók	atrasts	can be found
megtalálni	atrast	to find
megtalálta	atrasts	found
megtalálták	atrasts	found
megtartotta	saglabāts	retained
megtartották	saglabāts	they have kept
megteremtése	radot	creation of
megtett	apceļots	did
megtiltotta	aizliedza	forbade
megtudja	uzzināt	finds out
megtámadta	uzbruka	attacked
megtámadták	viņi uzbruka	attacked
megtörtént	noticis	happened
megvalósítani	realizēt	achieved
megvan	ir	has
megválasztott	ievēlēts	chosen
megválasztották	ievēlēts	elected
megváltozik	mainīt	changes
megváltozott	mainīts	changed
megváltoztatta	mainīts	changed
megváltoztatták	mainīts	changed
megvédte	aizstāvēja	protect
megy	iet	go
megye	novads	county
megyei	novads	county-
megyeszékhely	novada sēdeklis	provincial capital
megyében	novads	county
megyéhez	novads	county
megyék	novados	county
megállapodás	vienošanās	agreement
megállapodást	vienošanās	agreement
megállapítani	nodibināta	to determine
megállapította	atrasts	concluded
megállapították	atrasts	found
megérkezett	ieradās	has arrived
megírt	uzrakstīts	written
megírta	rakstīja	wrote
megírására	rakstīt	to the writing of
megítélése	spriedums	sy's/sg's estimation
megöli	nogalināšana	kills
megölte	nogalināts	murder
megölték	viņi nogalināja	killed
megőrizte	konservēti	saved
mein	mein	german word
mek	mek	mek
meklizin	meklizīns	meclizin
meleg	silts	warm
melegebb	siltāks	warmer
melinda	melinda	melinda
mellett	blakus	apart from
mellette	blakus viņam	beside
melletti	nākamais	next to
mellszobra	krūšutēls	bust
mellyel	kas	with that
mellé	blakus	next to
melléknevek	īpašības vārdi	adjectives
melléknév	īpašības vārds	adjective
melléknévi	īpašības vārds	adjective
mely	dziļi	wich
melyben	kas	in which
melyből	kas	from which
melyek	kas	that are
melyekben	kas	in which
melyeket	kas	that are
melyeknek	kas ir	that are
melyen	dziļi	on which
melyet	kas	which
melyhez	kas	to wich
melyik	kas	which
melynek	kas	of which
melyre	kas	on which
memória	atmiņa	memory
menedzsere	vadītājs	its) manager
menedéket	patversme	haven
menekülni	aizbēgt	escape
menekült	bēglis	refugee
menekültek	bēgļi	refugees
menekülő	bēglis	fleeing
menet	raunds	march
mennek	es ietu	go
menni	iet	go
mennydörgés	pērkons	thunder
mennyi	cik daudz	how much
mennyire	kā	how
mennyiség	daudzums	amount
mennyiségben	summa	in quantity
mennyiségét	daudzums	amount
menstruációs	menstruālā	menstrual
ment	gāja	went
mentek	tu ej	went
mentes	glābšana	free from
mentette	saglabāts	save
menti	ietaupa	-side
mentális	garīgās	mental
mentén	gar	along
mercedes	mercedes	mercedes
mercury	dzīvsudrabs	mercury
merev	stīvs	rigid
merevlemez	cietais disks	hard disc
merkúr	dzīvsudrabs	mercury
mert	jo	because
merénylet	sašutums	assassination
merült	radās	came up
messenger	kurjers	messenger
messi	messi	messi
messze	tālu	far
mester	meistars	master
mestere	meistars	master
mesterek	meistari	masters
mesterséges	mākslīgs	artificial
mesterségesen	mākslīgi	artificially
mesék	pasakas	tales
meséli	stāsta	tells the tale (of)
metafizika	metafizika	metaphysics
metal	metāls	english word
metallica	metālika	metallica
metionin	metionīns	methyonine
metró	metro	subway
metélőhagyma	maurloki	chive
mexikó	meksika	mexico
mexikóban	meksika	in mexico
mexikói	meksikāņu	mexican
meyer	meyer	meyer
mezopotámia	mezopotāmija	mezopothamy
meztelen	pliks	naked
mező	lauka	mezö
mezőgazdaság	lauksaimniecība	agriculture
mezőgazdasági	lauksaimniecības	agricultural
mezőny	laukā	outfield
mh	mh	hungarian army
mi	mēs	we
mialatt	kamēr	while
miami	maiami	miami
miatt	priekš	therefore
miatti	pienāk	because
michael	mihaels	michael
michel	mišels	michel
michelangelo	mikelandželo	michelangelo
michelle	michelle	michelle
mick	miks	mick
microsoft	microsoft	microsoft
midőn	kad	midön
mielőtt	pirms tam	before
miguel	migels	miguel
mihály	maikls	mihály
miklós	maikls	mike
mikor	kad	when
miksa	senlietas	miksa
mikszáth	mikšaths	mikszáth
miként	kā	how
miközben	kamēr	while
milan	milāna	milan
milano	milāna	milan
millenniumi	tūkstošgade	millennium
miller	dzirnavnieks	miller
millió	miljons	million
milyen	kāda veida	what kind
milánó	milāna	milano
milánóban	milāna	in milano
milánói	milānietis	milanese
mind	visiem	all
mindaddig	tik ilgi	as long
mindazonáltal	tomēr	nevertheless
mindegyik	katrs	all
mindegyike	katrs	each of them
mindegyikük	visus	everyone's
mindeközben	tikmēr	meanwhile
mindemellett	turklāt	nevertheless
minden	visiem	every
mindenekelőtt	pirmkārt	first of all
mindenesetre	jebkurā gadījumā	in any case
mindenféle	visu veidu	all sorts of
mindenhol	visur	everywhere
mindenki	visiem	everybody
mindenkinek	ikvienam	everyone
mindenkit	visi	everybody
mindenkori	dominējošais	all-time
mindenképpen	noteikti	at any price
mindennapi	katru dienu	everyday
mindent	viss	everything
mindenütt	visur	everywhere
mindez	viss šis	this
mindezek	visi šie	all these
mindezt	visiem	all that
mindhárom	visi trīs	all three
mindig	vienmēr	always
mindinkább	un vēl	moreover
mindketten	gan	both
mindkét	gan	both
mindmáig	līdz šim brīdim	until today
mindvégig	visu laiku	all the time
mindössze	vienkārši	altogether
minimum	minimums	at least
minimális	minimums	minimal
miniszter	ministrs	minister
miniszterek	ministri	ministers
miniszterelnök	premjerministrs	prime minister
miniszterelnöki	premjerministrs	prime minister
miniszterelnököt	prime	prime minister
minisztérium	ministrija	ministry
minket	asv	as
mint	kā	as
mintegy	daži	as
mintha	it kā	as if
minthogy	tāpat	rather than
mintsem	nekā	as opposed to
mintájára	modeli	following the pattern
minél	vairāk	as (soon as)
minősége	kvalitāte	quality of
minőségi	kvalitatīvs	qualitative
minőségű	kvalitāte	of quality
minősül	to skaita kā	be qualified as
mire	kas	what
mise	masa	mass
miskolc	miskolc	miskolc
miskolci	miskolc	from miskolc (hungarian city)
miskolcon	miskolc	in miskolc
miss	garām	miss
miszerint	ka	whereas
misztikus	mistiķis	mystical
mit	kas	what
mitológia	mitoloģija	mythology
mitológiai	mitoloģisks	mythological
mitológiában	mitoloģija	in myth
miután	kam	after which
mivel	jo	with which
miért	kāpēc	why
mocsaras	purvains	swampy
mode	režīms	mode
modell	modeli	model
modellek	modeļiem	models
modellt	modeli	model
modern	moderns	modern
mohamed	mohameds	mohammed
mohácsi	mohácsi	mohacs
moldova	moldova	moldavia
moldovai	moldovā	(from) moldova
moldvai	moldāvu	moldavian
molekulák	molekulas	molecules
molekuláris	molekulārā	molecular
molibdén	molibdēns	molydbenum
molnár	dzirnavnieks	miller
mon	mēn	my
mona	mona	mona
monaco	monako	monaco
monacói	monako	from monaco
monarchia	monarhija	monarchy
mond	pastāsti	says
mondani	teikt	to say
mondat	teikums	sentence
mondható	var būt	can be called
mondja	saka	say
mondott	teica	said
mondta	viņš teica	said
mondták	viņi teica	they said
mondván	sakot,	saying
mondák	sāgas	tales
mongol	mongoļu	mongolian
mongolok	mongoļi	mongols
monica	monika	monica
monk	mūks	monk
monte	monte	monte
montenegró	melnkalne	montenegro
montgomery	montgomerija	montgomery
monty	monty	monty
monumentális	monumentāls	monumental
moon	mēness	english word
moore	mūrs	moore
more	vairāk	more
morgan	morgāns	morgan
morrison	morrison	morrison
morse	morze	morse
morva	morāvijas	moravian
morvai	morāvijas	from morva
mos	mazgāt	washes
most	tagad	now
mostani	klāt	current
moszkva	maskava	moscow
moszkvai	maskava	of moscow
moszkvában	maskava	in moscow
motor	dzinējs	engine
motorkerékpározás	motociklu	motocycling
motorok	dzinēji	motors
motoros	motors	inconsistent examples (motoros valentini rossi=motorbike rider valentino rossi - motoros aktivitások=motoric activities)
mount	stiprinājums	mount
movie	filma	english word
mozart	mocarts	mozart
mozdonyok	lokomotīves	locomotives
mozgalmak	kustības	movements
mozgalmat	kustība	movement
mozgalom	kustība	movement
mozgás	kustēties	motion
mozgása	kustība	movement of
mozgások	kustības	movements
mozgást	kustība	movement
mozgását	kustība	movement of sy/sg
mozgó	pārvietojas	moving
mozi	kino	movie
mozifilm	kinofilmu	movie
mozikban	kinoteātros	in cinemas
mozilla	mozilla	mozilla
mozog	kustēties	move
mr	kundze	mr
mrs	kundze	mrs.
mszp	sociālistiskā partija	mszp
mta	mta	mta
mtv	mtv	mtv
multinacionális	daudznacionāla	multinational
munka	darbs	work
munkaerő	darbaspēks	labour
munkanélküliség	bezdarbs	unemployment
munkaszüneti	brīvdiena	public holiday
munkatársa	darbinieks	colleague of
munkatársai	personāls	colleagues
munkácsy	munkácsy	munkácsy
munkái	darbi	works
munkáinak	darbi	of his works
munkáit	darbi	works
munkája	darbs	work of
munkájában	darbs	work
munkájának	darbs	work of
munkáját	darbs	task, work
munkák	darbojas	works
munkákat	darba vietas	works
munkálatok	darbojas	workings
munkás	strādnieks	worker
munkások	strādnieki	workers
munkáspárt	leiboristu partija	labour party
munkássága	viņa darbs	work
munkásságát	viņa darbs	sy's work
munkát	darbs	work
museo	museo	italian word
museum	muzejs	museum
music	mūzika	zene
musical	muzikāls	musical
mussolini	musolīni	mussolini
muszlim	musulmanis	muslim
muszlimok	musulmaņi	muslims
mutat	šovs	show
mutatja	dāvanas	shows
mutatják	šovs	they exhibit
mutatkozik	tur ir	there is
mutatkozott	tur bija	introduced
mutatnak	šovs	they are showing
mutatni	parādīt	to show
mutatott	parādīts	shown
mutatta	parādīja	showed
mutattak	šovs	shown
mutatták	šovs	(they) showed
mutató	indikators	showing
mutáció	mutācija	mutation
muzulmán	musulmanis	muslim
mágikus	maģisks	magic
mágneses	magnētisks	magnetic
máj	aknas	liver
május	maijā	may
májusban	maijā	in may
málta	maltā	malta
máltai	maltietis	maltese
mániás	mānijas	manic
már	jau	already
mára	uz šodienu	for today
márai	márai	marai
március	martā	march
márciusban	martā	in march
mária	marija	mária
máris	tagad	immediately
márk	marks	márk
mármár	marmāra	almost
márquez	márquez	marquez
márta	marta	martha
márton	martins	márton
más	citi	different
másfél	pusotrs	one and a half
máshol	citur	elsewhere
másik	cits	other
máskor	citreiz	at other times
másként	savādāk	differently
másmás	citi citi	different
másnap	nākošajā dienā	next day
második	otrais	second
másodlagos	sekundārā	secondary
másodperc	otrais	second
másodszor	otrkārt	for the second time
mások	citi	others
másrészt	no otras puses	on the other hand
mást	cits	other
mátrix	matrica	matrix
mátyás	matiass	mátyás
máté	metjū	mate
máv	mav	mÁv
média	mediji	media
médiában	mediji	media
még	vairāk	also
méghozzá	pat	even
mégis	par spīti tam	still
mégpedig	proti	namely
mégsem	nē	still not
méltó	cienīgs	worthy
mély	dziļi	profound
mélyebb	dziļāk	deeper
mélyen	dziļi	deeply
méret	izmērs	size
mérete	izmērs	size of sg
méretét	lielums	size of
méretű	lieluma	sized
mérgessiklófélék	elapidae	elapidae
mérgező	toksisks	toxic
mérkőzés	sakritība	game
mérkőzések	sērkociņi	matches
mérkőzésen	sakritība	on contest
mérkőzést	sakritība	bout
mérnök	inženieris	engineer
mérsékelt	mērens	temperate
mért	jo	measured
mértékben	mērā	extent
mértéke	grāds	rate
mértékű	grāds	extent
mérések	mērījumi	measurements
mészkő	kaļķakmens	limestone
mészárlás	slaktiņš	massacre
mészáros	miesnieks	butcher
méter	metrs	meter
mézga	smaganu	mézga
míg	kamēr	while
mígnem	līdz	until finally
mód	režīms	imperative
módja	veids	mode of
módon	veids	manner
módosított	modificēts	modified
módszer	metode	method
módszere	metode	method of
módszerek	metodes	methods
módszerekkel	metodes	methods
módszerrel	metodes	by a method
módszert	metodes	method
mór	mauru	mór
móra	morā	móra
móricz	moricz	moricz
mózes	mozus	moses
mögé	aizmugurē	behind
mögött	aizmugurē	behind
mögötte	aizmugurē	behind it
mögötti	aizmugurē	behind
múlt	pagātne	past
múlva	vēlāk	after
múzeum	muzejs	museum
múzeuma	muzejs	museum of sy/sg
múzeumban	muzejs	museum
múzeumok	muzeji	museums
müller	müllers	müller
münchen	minhene	munich
münchenben	munich	in munich
müncheni	minhene	(from) munich
mű	viņi	work
műanyag	plastmasas	plastic
műben	augs	in a (literary) work
műemlékei	pieminekļi	monuments of
műfaj	žanrs	genre
műfaja	žanrs	genre
műhely	darbnīca	workshop
működik	darbs	functions
működnek	operēt	works
működtek	strādāja	functioned
működés	operācija	function
működése	operācija	operation
működési	funkcionāls	scope
működésének	operācijas	operation
működését	operācija	operation
működött	strādāja	operated
működő	darbojas	are operating
műsor	šovs	program
műszaki	tehnisks	technical
műve	operācijas	work of
művei	darbojas	works of
műveiben	viņa darbi	in sy's works
műveiből	darbi	from his works
műveinek	darbi	(oh his) works
műveit	darbi	works of
művek	darbojas	works (of art)
műveket	darbojas	works
művelet	operācija	operation
művelt	izglītots	educated
művelődési	kultūras	cultural
művet	darbam ir	literary work
művében	viņa darbs	in sy's work
művének	viņa darbs	sy's work
művész	mākslinieks	artist
művészek	mākslinieki	artists
művészet	māksla	art
művészetben	māksla	in art
művészete	māksla	art of
művészetek	māksla	arts
művészeti	māksliniecisks	artistic
művészetoktatási	mākslas izglītība	art education
művészetének	māksla	art of
művészi	māksliniecisks	artistic
művét	viņa darbs	work
n	n	n
nacional	nacional	national
nacionalista	nacionālists	nationalist
nacionalizmus	nacionālisms	nationalism
nagy	lieli	great, major, big
nagyanyai	vecmāmiņa	grandmotherly
nagyapai	vectēvs	grandfather
nagyapja	vectēvs	grandfather of
nagyarányú	liela mēroga	large-scale
nagyban	vairumtirdzniecība	considerably
nagybritannia	lielbritānija	great britain
nagybritanniában	lielbritānija	in great britain
nagybátyja	tēvocis	his uncle
nagydíj	grand prix	grand prix
nagydíjat	lielā balva	grand prix / prize
nagydíjon	grand prix	at the grand prix
nagyfokú	intensīva	high degree of
nagyhatalmak	lielvaras	superpowers
nagyhatalom	liela vara	great power
nagyjából	rupji	about
nagyközönség	sabiedrībai	big audience
nagyméretű	liels izmērs	large
nagymértékben	ļoti	heavily
nagyobb	lielāks	bigger
nagyon	ļoti	very
nagyra	augsti	big
nagyrészt	lielā mērā	mostly
nagyszabású	monumentāls	palatial
nagyszerű	tas ir lieliski	magnificent
nagyszámú	neskaitāmas	numerous
nagysága	zeme	its grandiosity
nagyvárad	nagyvárad	nagyvarad
nagyváradi	oradea	(from) nagyvárad (region)
nagyváradon	oradea	oradea
nagyváros	pilsēta	city
nagyvárosok	pilsētas	big cities
nap	dienā	day
napfogyatkozás	saules aptumsums	eclipse
napfoltok	saules pinumi	sun specks
napforduló	saulgrieži	solstice
napi	katru dienu	daily
napig	dienas	for ... days
napilap	dienas laikraksts	newspaper
napisten	saules dievs	sun god
napja	dienā	day of
napjaink	šodien	our days
napjainkban	mūsdienās	in these days
napjainkig	šodien	to our days
napjainkra	šodien	by these days
napján	dienā	day
napló	dienasgrāmata	diary
naplója	dienasgrāmata	diary
napok	dienas	days
napokban	dienās	in days
napon	uz sauli	on a day
naponta	katru dienu	daily
napos	saulains	sunny
napot	dienā	day
nappal	dienā	daylight
nappali	dzīvojamā istaba	living-room
napra	dienā	day
naprendszer	saules sistēma	solar system
naprendszerben	saules sistēma	solar system
napszél	saules vējš	solar wind
naptár	kalendārs	calendar
naptól	dienā	from a day
napóleon	napoleons	napoleon
napóleoni	napoleons	napoleonic
narancs	apelsīns	orange
naruto	naruto	naruto
nasa	nasa	nasa
national	nacionālais	national
nato	nato	nato
nazionale	nazionale	(italian word) nazionale
nb	nb	"abbravieation of ""national championship"""
ndk	austrumvācija	gdr
ne	nē	not
nedves	slapjš	moist
negatív	negatīvs	negative
negyed	ceturksnis	quarter
negyeddöntő	ceturtdaļfināls	quarterfinal
negyeddöntőben	ceturtdaļfināls	in the quarter-finals
negyedik	ceturtais	fourth
negyven	četrdesmit	forty
nehezebb	grūtāk	heavier
nehezen	grūti	hard to
nehogy	vismaz	lest
nehéz	grūti	heavy
nehézségek	grūtības	difficulties
nekem	es	for me
neki	viņu	for him/her
nekik	viņiem	for them
nelson	neilons	nelson
nem	nē	not
nemcsak	ne tikai	not only
nemes	cēls	noble
nemesek	muižnieki	lords
nemesi	patriks	noble
nemesség	muižniecība	nobility
nemfémek	nemetāli	non-metal
nemi	daži	sexual
nemsokára	drīz	soon
nemzedék	paaudzes	generation
nemzet	tauta	nation
nemzetek	nācijas	nations
nemzetgyűlés	nacionālā asambleja	national assembly
nemzeti	nacionālais	national
nemzetiség	tautība	nationality
nemzetiségek	tautības	ethnicities
nemzetiségi	tautība	nationality
nemzetiségű	tautība	nationality
nemzetközi	starptautiskā	international
nemzetközileg	starptautiski	international
network	tīkls	english word
neumann	neumann	neumann
neve	vārds	name
nevei	vārdi	names of sy/sg
nevek	vārdi	names
nevelkedett	izvirzīts	was brought up
nevelte	izvirzīts	raised
nevelés	izglītība	education
neves	atzīmēja	well-known
nevet	vārds	name
nevezetes	ievērojams	famous
nevezett	teica	named
nevezhető	to sauc par	called
nevezi	sauc to	not a stand alone word (nevezi ki=nominate)
nevezik	sauca	called
neveznek	zvana	called
nevezni	zvanīt	name (verb)
nevezte	nosaukts	named
neveztek	nosaukts	named
nevezték	nosaukts	named
nevezzük	sauca	naming
neville	nevilla	neville
nevében	vārdā	in the name of sy/sg
nevéből	tā vārds	from the name of sy
nevéhez	viņa vārds	to the name
nevén	zināms kā	with name
nevének	vārds	sy's/sg's name
nevét	vārds	sg's/sy's name
nevével	vārds	with its/his/her name
nevük	viņu vārdi	name
nevüket	viņu vārdi	the name of sy's
nevű	vairāk	named
newton	ņūtons	newton
nick	niks	nick
nicolas	nicholas	nicolas
nietzsche	nīče	nietzsche
night	nakts	english word
nikola	nikola	nikola
nincs	nē	there is no
nincsen	nav	have not
nincsenek	nepastāv	are no
niro	niro	niro
nirvana	nirvāna	nirvana
nixon	nixon	nixon
no	sieviete	well
nob	nob	national olympic committee
nobeldíj	nobela prēmija	nobel prize
nobeldíjas	nobeldíjas	nobel prize winner
nobeldíjat	piešķirta nobela prēmija	nobel prize
noha	lai gan	albeit
nomád	nomadu	nomadic
norman	normans	normann
normál	normāli	normal
normális	normāli	normal
norvég	norvēģi	norwegian
norvégia	norvēģija	norway
nostradamus	nostradamus	nostradamus
nova	nova	nova
novella	īss stāsts	short story
novellák	īsie stāsti	short stories
november	novembrī	november
novemberben	novembrī	november
now	tagad	most
nr	nr	nr.
nukleáris	kodolieroči	nuclear
nulla	nulle	zero
ny	ny	new york
nyak	kakla	throat
nyelv	valoda	language
nyelvben	valoda	in language
nyelvcsalád	valodu saime	language family
nyelve	valoda	language of
nyelvek	valodās	languages
nyelvekben	valodās	languages
nyelveket	valodās	languages
nyelven	angļu	in ... language
nyelvet	valoda	language
nyelvhez	valoda	language
nyelvi	lingvistiski	lingual
nyelvjárás	dialekts	dialect
nyelvjárások	dialekti	dialects
nyelvnek	valoda	to a language
nyelvre	valoda	to a language
nyelvvel	mēle	with language
nyelvén	valoda	in the language of
nyelvű	runājot	language
nyer	uzvarēt	win
nyeri	uzvar	wins
nyerni	uzvarēt	win
nyers	neapstrādāts	raw
nyersanyagok	izejvielas	raw materials
nyert	uzvarēja	win
nyerte	uzvarēja	won
nyertek	uzvarēja	won
nyerték	uzvarēja	won
nyilatkozat	paziņojums, apgalvojums	statement
nyilatkozata	paziņojums, apgalvojums	statement
nyilatkozott	paziņoja	commented
nyilatkozta	saka	stated
nyilván	acīmredzami	register
nyilvános	publiski	public
nyilvánosan	publiski	in public
nyilvánosság	publiski	public
nyilvánosságra	publicēts	public
nyilvánvaló	acīmredzams	obvious
nyilvánvalóan	acīmredzami	evidently
nyilvánvalóvá	skaidrs	apparent
nyilvánította	deklarēts	declared
nyilvánították	deklarēts	pronounced, announced, declared
nyitott	atvērts	open
nyitva	atvērts	open
nyolc	astoņi	eight
nyolcaddöntő	astotdaļfināls	pre-quarter final
nyolcadik	astotais	eighth
nyolcvanas	astoņdesmitie	eighties
nyoma	izsekot	track of sy/sg
nyomait	pēdas	traces of
nyomda	nospiediet	press
nyomon	sekot	on the scent
nyomozás	izmeklēšana	investigation
nyomozó	detektīvs	detective
nyomtatott	iespiests	printed
nyomtatás	drukāšana	printing
nyomtatásban	drukāt	in print
nyomában	pēdās	followed by
nyomán	sekojošs	following
nyomás	spiediens	pressure
nyomására	spiediens no	pressure
nyugalomra	miers	rest
nyugat	rietumi	west
nyugateurópa	rietumeiropa	western europe
nyugateurópai	rietumeiropas	west european
nyugati	rietumu	western
nyugaton	uz rietumiem	west
nyugatra	uz rietumiem	to the west
nyugatról	rietumi	west
nyugodt	mierīgi	calm
nyugszik	atpūšas	rests
nyugtató	nomierinošs	calming
nyár	vasara	summer
nyári	vasara	summer
nyáron	vasarā	summer
nyílik	atvērts	opens
nyílt	atvērts	open
nyíltan	atklāti	openly
nyújt	piedāvājums	afford
nyújtanak	piedāvājums	provide
nyújtott	ar nosacījumu	provided
nyújtottak	iesniegts	provided
nyúl	trusis	rabbit
nyúlik	iepazīšanās	goes back
náci	nacists	nazi
nácik	nacisti	nazis
nádor	palatine	palatine
nál	plkst	than
nála	ar viņu	at (her/him)
náluk	viņi	at them
nálunk	šeit	with us
nándor	nándor	nandor
nándorfehérvári	belgrada	from nándorfehérvár
nápolyi	neapolietis	from naples
négy	četri	four
négyes	četri	four
négyszer	četras reizes	four times
néha	dažreiz	sometimes
néhol	kaut kur	sometimes
néhány	daži	few
néhányan	daži	few
nélkül	bez	without
nélküli	bez	without
nélkülözhetetlen	būtiska	indispensable
némely	daži	some
némelyik	daži	some
német	vācu	german
németek	vācieši	germans
németeket	vācieši	germans
németh	németh	nemeth
németország	vācija	germany
németországban	vācijā	in germany
németországgal	vācijas valstis	germany
németországi	vācija	german
németországnak	vācija	germany has
németrómai	vācu romiešu	germano-roman
németül	vāciski	in german
némi	daži	some
némileg	nedaudz	slightly
néni	tante	aunt
nép	cilvēki	nation
népcsoport	etniskā grupa	ethnic group
népcsoportok	populācija	ethnical group
népe	cilvēki	sy's/sg's nation
népek	tautas	commons
népesség	populācija	population
népessége	populācija	population of sg
népességnövekedés	populācijas pieaugums	population growth
népességének	populācija	population of
népi	tautas	popular
népies	ļaudis	folksy
népköztársaság	tautas republika	people's republic
néppárt	cilvēku partija	people's party
néprajz	etnogrāfija	ethnography
néprajzi	etnogrāfiskā	ethnographic
népszavazás	referendums	referendum
népszerű	populārs	popular
népszerűek	populārs	popular
népszerűsége	popularitāte	popularity
népszerűségnek	popularitāte	popularity
népszerűségét	popularitāte	(her/his/its) popularity
népszerűvé	populārs	popular
népszámlálás	skaitīšana	census
népszámlálási	skaitīšana	census
népsűrűség	iedzīvotāju blīvums	density of population
népvándorlás	migrācija	barbarian migration
népzene	tautas mūzika	folk music
név	vārds	name
névelő	raksts	article
néven	kā	called
névmás	vietniekvārds	pronoun
névre	nosaukts	to the name
névtelen	anonīms	nameless
névvel	vārds	with the name
néz	skaties	look
nézet	skats	view
nézetei	skati	the opinion of sy
nézeteit	skati	views of
nézetek	skati	opinions
nézve	priekš	with regard to
néző	skatītājs	facing
nézők	skatītājiem	spectators
nílus	nīls	nile
nóra	nóra	nóra
növekedett	audzis	grown
növekedés	izaugsme	growing
növekedése	izaugsme	growing
növekedési	izaugsme	growth
növekedésével	palielinās	growth
növekszik	palielinās	grow
növekvő	aug	growing
növeli	palielināt	increases
növelik	palielināt	increase
növelte	palielināts	increased
növelése	pieaug	improving
növény	augs	plant
növények	augi	plants
növényi	dārzeņu	vegetal
növényzet	veģetācija	flora
nő	sieviete	woman
nőgyógyászati	ginekoloģiski	gynaecological
női	sieviete	woman-
nők	sievietes	women
nőket	sievietes	women
nőnek	augt	grow
nőstény	sieviete	female
nőt	sieviete	woman
nőtt	pieauga	grew
