$	dollar təşkil edib	dollar
పాటిస్తారు	təcrübə	will follow
పాటు	əlavə olaraq	apart from
పాటుగా	əlavə olaraq	with
పాఠం	mətnlər	lesson
పాఠకుల	oxucular	readers
పాఠకులు	oxucular	teachers
పాఠశాల	məktəb	school
పాఠశాలలలో	məktəblər	in school
పాఠశాలలు	məktəblər	schools
పాఠశాలలో	the	in the college
పాఠాలు	dərslər	lessons
పాఠ్యం	məzmun	lesson
పాడి	süd	dairy
పాడిన	səsləndi	sang
పాడ్యమి	padyami	the day after the full moon
పాత	ayaq	old
పాతాళ	yer kürəsi	underground
పాతాళభైరవి	patalabhairavi	pathala bhairavi
పాతుకుపోయిన	kökləndi	buried
పాత్ర	rolu	role
పాత్రకు	rolu	to the character
పాత్రను	rolu	role
పాత్రల	xarakterlər	plates
పాత్రలతో	xarakterlər	with roles
పాత్రలను	xarakterlər	paatralanu
పాత్రలలో	rollar	in the bowl
పాత్రలు	konteynerlər	characters
పాత్రలో	rolu	in character
పాత్రికేయులు	jurnalistlər	journalists
పాద	ayaq	palm
పాదం	ayaq	foot
పాదపీఠికలు	padapithikalu	footrest
పాదములు	ayaq	feet
పాదరక్షలు	ayaqqabı	chappals
పాదాలు	ayaq	feet
పానీయాలు	i̇çkilər	drinks
పాప	günah	baby
పాపం	təəssüf ki	sin
పాపయ్య	papayah	papayya
పాపాయి	körpə	baby
పాపాలు	günahlar	sins
పాపి	bobbi	papi
పాపులర్	məşhur	popular
పాములు	i̇lanlar	snakes
పారాయణ	qiraət	those who are devotees
పారిటీ	paritet	party
పారిపోయి	qaçdı	escaped
పారిశ్రామిక	sənaye	industrial
పారిశ్రామికంగా	sənaye	industrially
పారిశ్రామికీకరణ	sənayeləşmə	industralization
పారిస్	paris	paris
పార్కు	park	park
పార్క్	park	park
పార్టీ	tərəf	party
పార్టీకి	tərəf	to the party
పార్టీని	tərəf	party
పార్టీల	tərəflər	of parties
పార్టీలు	tərəflər	parties
పార్టీలో	tərəf	within the political party
పార్ట్హైదరాబాదు	parthaidarabadu	hyderabad
పార్లమెంటరీ	parlament	parliament
పార్లమెంటు	parlament	parliament
పార్లమెంటులో	parlament	in parliament
పార్లమెంట్	parlament	paliment
పార్వతి	parvati	parvathi(goddess)
పార్వతీ	parvati	paarvathi
పాల	süd	milk
పాలక	hökm	ruling
పాలకుడు	hökmdar	ruler
పాలకుల	hökmdarlar	rulers
పాలకులు	hökmdarlar	rulers
పాలకొల్లు	palakollu	palakollu
పాలన	rejim	kingdom
పాలనకు	rejim	ruler
పాలనను	rejim	the ruling
పాలనలో	hökmranlıq dövründə	kingdom
పాలనలోకి	i̇darəetmə	under the rule
పాలనా	gündüz baxımı	rule
పాలపుంత	süd yolu	galaxy
పాలమూరు	kanasugara	palamuru
పాలలో	süd	in milk
పాలించాడు	vali	ruling
పాలించారు	qayda	ruler
పాలించిన	qaydadır	ruled
పాలిస్తున్న	hökm	ruling
పాలు	süd	milk
పాలెం	palem	palem
పాలేరు	paley	servant
పాల్	paul	paul
పాల్గొంటారు	toplanır	to participate
పాల్గొని	i̇ştirak edin	participate
పాల్గొన్న	i̇ştirakçılar	participated
పాళీ	pali	pali
పావు	dörddəbir	shop
పావులు	parçalar	moves
పాశ్చాత్య	qərb	western
పాస్కల్	paskal	pascal
పాహిమాం	pəhiməm	pahimom
పింగళి	pingali	pingali (name)
పింఛన్లు	pensiyalar	phension
పిండం	döl	fetus
పిండి	un	flour
పిచ్చి	dəlilik	mad
పిచ్చుక	sərçə	pichchuka
పిటకం	pitakam	obstruction
పిఠాపురం	pi̇tapuram	pithapuram
పిదప	sonra	ofter
పిమ్మట	sonra	later
పిరమిడ్	piramida	pyramid
పిలవటం	zəng et	calling
పిలవడం	çağırır	called
పిలవబడే	sözdə	named as
పిలిచారు	çağırıldı	called
పిలిచి	zəng et	called
పిలిచే	məlumdur	also called
పిలిచేవారు	məlumdur	called as
పిలుపునిచ్చింది	çağırır	called for
పిలువ	zəng et	called
పిలువబడుతుంది	məlumdur	known as
పిలువబడుతున్న	məlumdur	they are calling
పిలువబడే	məlumdur	called
పిలుస్తారు	məlumdur	they call
పిలుస్తుంటారు	məlumdur	they call it
పిలుస్తున్నారు	məlumdur	calling
పిల్ల	körpə	girl
పిల్లల	uşaqlar	pillala
పిల్లలకు	uşaqlar	to the children
పిల్లలతో	uşaqlar	with children
పిల్లలను	uşaqlar	childs
పిల్లలమర్రి	pillalamarri	children ficus
పిల్లలు	uşaqlar	kids
పిల్లి	billy	cat
పివినరసింహారావు	pivinarasinharavu	p v narasimha rao
పిసుశీల	pisusila	p. suseela (name)
పీచు	lif	fibre
పీటర్	peter	peter
పీఠం	oturacaq	temple festivel
పీఠభూమి	yaylaq	cross land
పీఠిక	müqəddimə	peer
పీడనం	sıxma	pressure
పీపుల్స్	xalq	peoples
పీస్	hissə	peace
పుంగనూరు	punganur	punganur
పుండ్లు	lezyonlar	wound
పుగాకు	pugaku	tobacco
పుట	səhifə	before
పుట్	qoy	put
పుట్టపర్తి	puttaparti	puttaparthi
పుట్టాడు	doğulub	born
పుట్టాయి	yaranmışdır	was born
పుట్టి	çəltik	born
పుట్టింది	bükülmüşdür	burn
పుట్టిన	doğuş	born
పుట్టినిల్లు	ev	mother's place
పుట్టిల్లు	ev	motherland
పుట్టు	puding	born
పుట్టుక	doğuş	birth
పుట్టుపూర్వోత్తరాలు	fon	birth and background information
పుడతాయి	doğuldu	to be form
పుడుతుంది	qalxır	take birth
పుణ్య	xeyriyyəçi	pilgrimage
పుణ్యం	punyam	good
పుణ్యక్షేత్రాలు	qəbiristanlıqlar	pilgrimage
పుత్రుడు	oğul	son
పుత్రులు	oğulları	sons
పునరుజ్జీవనం	canlanma	re birth
పునరుత్పత్తి	çoxalma	reproduction
పునరుద్ధరణ	bərpa	punrudhrna
పునర్జన్మ	reenkarnasyon	rebirth
పునర్నిర్మాణ	yenidənqurma	reconstruction
పునర్వసు	punarvasu	"indian people call punarvasu a star which means ""the repeated dweller"""
పునాది	vəqf	foundation
పుప్పొడిని	polen	pollen
పురపాలక	bələdiyyələr	municipal
పురస్కార	qəbul	award
పురస్కారం	mükafat	award
పురస్కారాన్ని	mükafat	prize
పురస్కారాలు	mükafatlar	awards
పురాణ	əfsanə	myth
పురాణం	mif	old
పురాణంలో	mif	disambiguations
పురాణపండ	puranapanda	puraana panda
పురాణము	hekayə	holy book
పురాణాల	əfsanə	mythology
పురాణాలలో	mifologiya	scriptures
పురాణాలు	miflər	puraanaalu
పురాతత్వ	arxeoloji	ancient
పురాతన	antik	ancient
పురాతనమైన	ən qədim	ancient
పురాతనమైనది	ən qədim	ancient
పురావస్తు	arxeologiya	archeology
పురుగులు	qurdlar	insects
పురుష	m	male
పురుషుడు	kişi	male
పురుషుని	adam	men
పురుషుల	kişilər	men
పురుషులు	kişilər	males
పురోగతి	tərəqqi	development
పులి	pələng	tiger
పులివెందుల	pulivendula	pulivendulla
పులుల	pələng	tigers
పులులకు	pələnglər	to tigers
పులులను	pələnglər	tigers
పులులు	pələnglər	tigers
పులుసు	şorba	fluid
పువ్వు	çiçək	flower
పువ్వులు	çiçəklər	flowers
పుష్కలంగా	bol	plenty
పుష్ప	çiçəkli	flower
పుష్పం	çiçək	flower
పుష్పానికి	corolla	flower
పుష్పాల	çiçəklər	pushpaapala
పుష్పాలకు	çiçəklər	flowers
పుష్పాలను	çiçəklər	flowers
పుష్పాలు	çiçəklər	flowers
పుష్పించే	çiçəkləmə	flowering
పుష్ఫాలు	çiçəklər	flowers
పుస్తక	kitab	book
పుస్తకం	kitab	book
పుస్తకంలో	kitab	in the book
పుస్తకము	kitab	book
పుస్తకాన్ని	kitab	book
పుస్తకాల	kitablar	books
పుస్తకాలను	kitablar	books
పుస్తకాలలో	kitablar	in books
పుస్తకాలు	kitablar	books
పూ	çiçək	bc
పూజ	puja	praying
పూజకు	i̇badət	to worship
పూజలు	i̇badət olunur	worship
పూజా	pooja	pray
పూజారి	kahin	priest
పూజించడం	i̇badət	worshipping
పూజించి	i̇badət	pray
పూజించే	i̇badət	pray
పూజిస్తారు	i̇badət olunur	will worship
పూట	i̇çində	evening time
పూణే	pune	pune
పూత	kaplama	covering
పూరి	puri	puri (an indian dish)
పూర్	yazıq	poor
పూర్ణ	tam	intezers
పూర్తిగా	tamamilə	complete
పూర్వం	əvvəl	before
పూర్వకంగా	kimi	wholly
పూర్వపు	erkən	past
పూర్వము	ago	ancient
పూర్వీకులు	atalar	ancestors
పూల	çiçək	flowers
పూలు	çiçəklər	flowers
పూసలు	muncuq	beads
పెంచడం	artır	growing
పెంచడానికి	artırmaq	improve
పెంచి	artırmaq	to increase
పెంచే	artır	increase
పెండ్లి	toy	marriage
పెందుర్తి	pendurthi	pendurti
పెంపకం	damazlıq	breeding
పెంపుడు	ev heyvanları	pet
పెక్కు	bir neçə	lots of
పెట్టడం	üçün	to happen
పెట్టడానికి	üçün	to keep
పెట్టారు	adlandirilib	launched
పెట్టి	qutu	put
పెట్టింది	var	famous for
పెట్టిన	the	upload
పెట్టుకుని	flirtlər	put
పెట్టుకొని	təntənəli şəkildə	keeping
పెట్టుబడి	i̇nvestisiya	save
పెట్టుబడిదారీ	kapitalist	pettubadidaaree
పెట్టె	qutu	box
పెట్టే	qaçır	put
పెట్రోలియం	neft	petroleum
పెట్రోలియమ్	neft	petrolium
పెడతారు	məruz	will keep
పెత్తనం	hakimiyyət	leadership
పెద	, burada	poor
పెద్ద	genişdir	big
పెద్దగా	daha böyük	big
పెద్దది	daha böyük	big one
పెద్దదిగా	böyüdülmüşdür	big
పెద్దదైన	daha böyük	the biggest one
పెద్దన	peddana	big brother
పెద్దపెద్ద	daha böyük	big once
పెద్దమనుషుల	nizamnamə	gentlemen
పెద్దయెత్తున	ölçək	large scale
పెద్దల	yaşlı	elders
పెద్దలకు	böyüklər	elders
పెద్దలు	böyüklər	elders
పెద్దవి	ən böyük	big
పెద్దవైన	daha böyük	biggest
పెద్దాపురం	peddapuram	pedhapuram
పెనుగొండ	penuqonda	penugonda
పెరగడం	böyümək	increase
పెరగడానికి	böyümək	increase
పెరిగాయి	artıb	increased
పెరిగి	yuxarı	increase
పెరిగింది	artıb	increased
పెరిగిన	artıb	grown
పెరిగిపోయింది	artıb	has increased
పెరిగే	böyümək	increasing
పెరుగు	qatıq	curd
పెరుగుతాయి	böyümək	increase
పెరుగుతుంది	artır	will increase
పెరుగుతున్న	artır	increasing
పెరుగుతున్నది	yüksəlir	increasig
పెరుగుతూ	artır	growing
పెరుగుదల	artım	increase
పెరుగుదలకు	artım	to increase
పెళ్లి	ailəlidir	marriage
పెళ్ళి	biznes	marriage
పెళ్ళికి	toy	marriage
పెసర	moong	green gram
పేజీ	səhifə	page
పేజీల	səhifələr	of pages
పేజీలను	səhifələr	pages
పేజీలు	səhifələr	pages
పేజీలో	yandır	in the page
పేట	peta	peta
పేటెంట్	patent	patent
పేద	yoxsul	poor
పేదరిక	yoxsulluq	poor
పేదరికం	yoxsulluq	poverty
పేను	bit	lice
పేపర్	kağız	paper
పేరిట	adı	by name
పేరు	adı	name
పేరుకు	adı	names
పేరుగాంచింది	məlumdur	was popularized
పేరుగాంచిన	məşhur	famous
పేరుతో	adlandirilib	with name
పేరుని	adı	name
పేరును	adı	as per the name
పేరుమీదుగా	kredit verilib	on the name of
పేరులో	adı	in names
పేరెన్నిక	məlumdur	famous
పేరే	adı	name only
పేరొందిన	sözdə	famous
పేర్కొంటారు	i̇stinadən	name them
పేర్కొనవచ్చు	dəqiqləşdirin	can be said as
పేర్కొన్న	müəyyən olunmuşdur	mentioned
పేర్కొన్నాడు	bildirilib	told
పేర్కొన్నాయి	- dedi	said
పేర్కొన్నారు	qeyd edildi	stated that
పేర్ల	adlar	names
పేర్లతో	adlar	with names
పేర్లను	adlar	names of
పేర్లలో	adlar	names
పేర్లు	adlar	names
పేలుడు	partlayış	blost
పేస్	ödənir	pace
పై	yandır	on
పైకి	yuxarı	upwards
పైగా	daha çox	moreover
పైన	üst	on
పైనే	ağrı	upon
పొంగి	daşdı	overflown
పొందడానికి	get	to have
పొందాడు	valdes	got
పొందాయి	edirsiniz	got
పొందారు	alinib	receive
పొందాలి	get	required
పొంది	alır	got
పొందింది	alinib	got
పొందిన	the	got
పొందినది	mükafatlandırılıb	got
పొందుతారు	get	receive
పొందును	get	got
పొందే	get	to get
పొగ	duman	hazy, fumigation
పొగాకు	tütün	cigar
పొటాషియం	kalium	potacium
పొట్టి	qısadır	potti
పొడవు	uzunluq	length
పొడవుగా	uzun	lengthy
పొడవునా	dəyirmi	along side
పొడవైన	uzun boylu	tall
పొడి	quru	powder
పొడిగా	quru	dry
పొడుగు	santa	length
పొద	buş	bush
పొదుపు	əmanət	net income
పొన్నూరు	ponnur	ponnuru
పొర	qat	layer
పొరల	lopa	layers
పొరలు	laylar	layers
పొరుగు	qonşuluq	neighboring
పొలం	fermada	field
పోటీ	rəqabət	competition
పోటీగా	rəqib	competetion
పోటీని	rəqabət	race
పోటీలకు	təhlükə içində	competitions
పోటీలలో	rəqabət	potelu
పోటీలు	müsabiqələr	compitition
పోటీలో	rəqabət	in the game
పోటు	gelgit	ache
పోతన	potana	pothana
పోతాయి	i̇tiriləcək	will loose
పోతుంది	olacaq	gone
పోతులూరి	sensiz	potuluri(first name)
పోతే	əgər	if gone
పోదాం	biz gedirik	go
పోప్	papa	pope
పోయాయి	getdi	gone
పోయారు	bacardıq	went
పోయి	gedin	go
పోయింది	getdi	gone
పోయిన	i̇tirildi	gone
పోయే	yoxdur	gone
పోరాట	döyüş	fighting
పోరాటం	mübarizə	revolt
పోరాటంలో	mübarizə	in war
పోరాటాల	döyüşlər	of fights
పోరాడి	döyüşdü	fought
పోరాడే	mübarizə	fight
పోరు	mübarizə	war
పోర్చుగల్	portuqaliya	portugal(name of the place)
పోర్చుగీసు	portuqalca	portuguese
పోర్చుగీసువారు	portuqalca	the portuguese
పోర్టల్	portal	portal
పోర్టు	liman	portu
పోర్ట్	liman	port
పోలాండ్	polşa	poland
పోలి	oxşar	similar
పోలిక	müqayisə	have same qualities
పోలికలు	müqayisələr	similarities
పోలిన	oxşar	similar
పోలిస్	polis	ploice
పోలిస్తే	müqayisə olunur	if compare
పోలీసు	polis	police
పోలీసులు	polis	police
పోలీస్	polis	police
పోలో	polo	polo
పోల్చి	müqayisə et	comparasion
పోవచ్చు	olmaya bilər	may happen
పోవటం	bükülmüş	going
పోవడం	zərər	going
పోషక	qidalanma	health
పోషించాడు	təsvir edilmişdir	done
పోషించారు	oynadı	protected
పోషించింది	oynadı	played
పోసి	tökülür	pour
పోస్టలు	i̇smarıclar	postal
పోస్టు	yazı	post
పోస్ట్	i̇smarıclar	post
పౌర	mülki	citizen
పౌరాణిక	mifik	mythological
పౌరుడు	vətəndaş	citizen
పౌరుల	vətəndaşlar	citizen
పౌరులకు	sakinlər	citizens
పౌరులు	vətəndaşlar	soldiers
పౌర్ణమి	bütöv ay	full moon
ప్రకటన	reklam	announcement
ప్రకటనల	reklam	advertisements
ప్రకటనలు	bildirişlər	advertisements
ప్రకటించాడు	bəyan edir	declared
ప్రకటించారు	elan olundu	announce
ప్రకటించి	reklam verin	announce
ప్రకటించింది	elan olundu	announce
ప్రకటించిన	the	declared
ప్రకారం	görə	according
ప్రకారము	görə	accordingly
ప్రకాశ	parıldamaq	bright
ప్రకాశం	parlaqlıq	prakasam
ప్రకృతి	təbiət	nature
ప్రకృతిలో	təbiət	in nature
ప్రక్క	yan	side
ప్రక్కన	bir kənara	left aside
ప్రక్కనే	bitişik	beside
ప్రక్కల	tərəflər	surroundings, sides
ప్రక్రియ	proses	device
ప్రక్రియకు	proses	order
ప్రక్రియను	proses	process
ప్రక్రియల	proseslər	processes
ప్రక్రియలలో	proseslər	in the processes
ప్రక్రియలు	proseslər	incantations
ప్రక్రియలో	proses	process
ప్రఖ్యాత	məşhur	famous
ప్రఖ్యాతి	nüfuz	famous
ప్రగతి	tərəqqi	pragathi
ప్రచార	təqdimat	announce
ప్రచారం	kampaniya	publicity
ప్రచారంలో	kampaniya	announce
ప్రచురణ	nəşr olundu	publishing
ప్రచురణలు	nəşrlər	magzines
ప్రచురణా	nəşriyyat	publishing
ప్రచురించాడు	nəşr olundu	authored
ప్రచురించారు	nəşr olundu	posted
ప్రజల	xalq	people's
ప్రజలందరికీ	bütün insanlar	to all the people
ప్రజలకు	xalq	for people
ప్రజలను	xalq	peoples
ప్రజలలో	xalq	in the people
ప్రజలు	xalq	people
ప్రజల్లో	kütlələr	among people
ప్రజా	xalqa	people
ప్రజాతి	növlər	genes
ప్రజాదరణ	populyarlıq	greetings of people
ప్రజాపతి	prajapati	leader
ప్రజాస్వామ్య	demokratik	democracy
ప్రజాస్వామ్యం	demokratiya	rule of people
ప్రజ్ఞ	zəka	insight
ప్రణాళిక	plan	pranalika
ప్రణాళికలు	planlar	plannings
ప్రణాళికలో	plan	report
ప్రణాళికా	planlaşdırma	planning
ప్రతాపరుద్రుని	prataparudra	prataparudra
ప్రతాపరెడ్డి	pratap	pratap reddy
ప్రతి	hər biri	means
ప్రతికూల	mənfi	inconvenient
ప్రతిఘటన	müqavimət	resselent
ప్రతిజ్ఞ	girov	promise
ప్రతినిధి	nümayəndəsi	ambassador or member
ప్రతినిధిగా	nümayəndəsi	representative
ప్రతినిధులు	nümayəndələr	head of the depatment
ప్రతినెలా	ay	every month
ప్రతిపక్ష	müxalifət	opposition
ప్రతిపక్షం	müxalifət	political opposition
ప్రతిపత్తి	vəziyyət	ruling
ప్రతిపాదన	namizəd	proposal
ప్రతిపాదనకు	təklif	proposal
ప్రతిపాదించాడు	təklif olunur	intimated
ప్రతిపాదించారు	təklif olunur	contious
ప్రతిపాదించి	təklif	propose
ప్రతిపాదించిన	təklif olunur	pur forward
ప్రతిబింబిస్తాయి	fikir verin	reflects
ప్రతిబింబిస్తుంది	əks etdirir	reflects
ప్రతిభ	i̇stedadlar	new
ప్రతిమ	şəkil	statue
ప్రతియేటా	hər il,	every year
ప్రతిరోజు	gündəlik	every day
ప్రతిరోజూ	gündəlik	every day
ప్రతిష్ట	şərəf	prestige
ప్రతీ	hər biri	every
ప్రతీకగా	simvolik	symbol
ప్రతీతి	i̇şarələyin	known for
ప్రత్తి	pambıq	cotton
ప్రత్యక్ష	birbaşa	direct
ప్రత్యక్షంగా	birbaşa	specially
ప్రత్యామ్నాయ	alternativ	alternative
ప్రత్యామ్నాయంగా	alternativ olaraq	opposition party
ప్రత్యుత్పత్తి	çoxalma	reproduction
ప్రత్యేక	xüsusi	different
ప్రత్యేకంగా	xüsusi olaraq	especially
ప్రత్యేకత	i̇xtisas	mainly
ప్రత్యేకతను	i̇xtisaslaşmış	special
ప్రత్యేకతలు	xüsusiyyətlər	importance
ప్రత్యేకమైన	ekskluziv	important
ప్రత్యేకాంధ్ర	pratyekandhra	separate andhra
ప్రత్యేకించి	xüsusilə	especially
ప్రథమ	birincisi	first
ప్రదక్షిణ	dövrə	rotate
ప్రదర్శన	göstərin	exhibit
ప్రదర్శనకు	göstərin	for exhibition
ప్రదర్శనలు	sərgilər	performance
ప్రదర్శనలో	göstərin	exhibition
ప్రదర్శనశాల	sərgi	museum
ప్రదర్శించారు	xüsusiyyətlidir	published
ప్రదర్శించే	göstərin	displayed
ప్రదర్శిస్తారు	göstərin	display
ప్రదానం	mükafatlandırılıb	giving away
ప్రదేశం	yer	place
ప్రదేశంగా	yer	as place
ప్రదేశంలో	yer	in the place
ప్రదేశము	yer	place
ప్రదేశములో	sahə	in place
ప్రదేశాన్ని	yer	that place
ప్రదేశాల	yerlər	places
ప్రదేశాలను	yerlər	places
ప్రదేశాలలో	yerlər	places
ప్రదేశాలు	yerlər	places
ప్రదేశాల్లో	yerlər	in the places
ప్రదేశ్	pradeş	predesh
ప్రదేశ్‌	pradeş	pradesh or place
ప్రదేశ్‌లో	pradeş	pradesh (in the place)
ప్రధమ	birincisi	first
ప్రధాన	əsas	main, prime
ప్రధానం	prioritet	importantly
ప్రధానంగా	the	majorly
ప్రధానమంత్రి	baş	prime minister
ప్రధానమంత్రిగా	baş	priminister
ప్రధానమంత్రిని	baş	prime minister
ప్రధానముగా	başlıca	important
ప్రధానమైన	ştapel	mainly
ప్రధానమైనది	əsas	top priority
ప్రధానమైనవి	da, də	important
ప్రధానాంకాలు	pradhanankalu	prime numbers
ప్రధాని	baş nazir	prime minister
ప్రపంచ	dünya	world
ప్రపంచం	dünya	world
ప్రపంచంలో	dünya	world
ప్రపంచంలోని	dünya	in world
ప్రపంచంలోనే	dünya	world
ప్రపంచపు	dünya	world
ప్రపంచమంతా	dünya ətrafında	whole world
ప్రపంచము	dünya	world
ప్రపంచములో	dünya	in world
ప్రపంచములోనే	dünya	in the world
ప్రపంచయుద్ధం	dünya	worldwar
ప్రపంచవ్యాప్తంగా	dünya ətrafında	worldwide
ప్రపంచానికి	dünya	world
ప్రపంచాన్ని	dünya	world
ప్రపంచీకరణ	qloballaşma	globalization
ప్రపంచీకరణను	qloballaşma	globalization
ప్రబల	güclüdür	strong indication
ప్రబలంగా	tərəzi	strongly
ప్రభ	halo	praba
ప్రభావం	effekt	effect
ప్రభావము	effekt	effect
ప్రభావానికి	effekt	the effect
ప్రభావాన్ని	effekt	influence
ప్రభావాల	effektlər	as a reason of
ప్రభావాలు	effektlər	influence
ప్రభావితం	təsir et	influencing
ప్రభుత్వ	hökumət	government
ప్రభుత్వం	hökumət	government
ప్రభుత్వంచే	hökumət	by government
ప్రభుత్వంలో	hökumət	in government
ప్రభుత్వపు	hökumət	of government
ప్రభుత్వము	hökumət	government
ప్రభుత్వానికి	hökumət	to government
ప్రభుత్వాన్ని	hökumət	government
ప్రభుత్వాల	hökumətlər	government
ప్రభుత్వాలు	hökumətlər	governments
ప్రభువు	lord	lord
ప్రమాణ	məbləğ	pramana
ప్రమాణం	andı	journey
ప్రమాణాల	standartlar	values
ప్రమాణాలను	standartlar	journey
ప్రమాణాలు	standartlar	promises
ప్రమాద	qəza	accident
ప్రమాదం	qəza	accident
ప్రమాదంలో	qəza	in the danger
ప్రమాదకరమైన	təhlükəli	dangerous
ప్రమాదాలు	qəzalar	accidents
ప్రముఖ	əsas	famous
ప్రముఖంగా	məşhur	major
ప్రముఖమైన	görkəmli	important
ప్రముఖమైనది	cavab ver	popular
ప్రముఖుల	məşhurlar	celebrities
ప్రముఖులు	məşhurlar	famous personalities
ప్రమేయం	müdaxilə	involved
ప్రయత్నం	çalışın	try
ప్రయత్నంలో	çalışın	trying
ప్రయత్నాలు	səylər	try
ప్రయత్నించాడు	çalışdı	tried
ప్రయత్నించారు	çalışdı	attempted
ప్రయాణ	səyahət	journey
ప్రయాణం	səyahət	journey
ప్రయాణము	səyahət	travel
ప్రయాణానికి	komut	for travel
ప్రయాణాలకు	gəzintilər	journeys
ప్రయాణికుల	sərnişin	passangers
ప్రయోగం	təcrübə	experiment
ప్రయోగశాల	laboratoriya	laboratory
ప్రయోగాత్మక	eksperimental	experimentally
ప్రయోగాత్మకంగా	eksperimental olaraq	famous
ప్రయోగాలు	təcrübələr	experiments
ప్రయోగాలున్నాయి	prayogalunnayi	there are advantages
ప్రయోజనం	faydalı	benefit
ప్రయోజనాలు	faydaları	advantages
ప్రవక్త	hz	prophet
ప్రవక్తల	peyğəmbərlik	prophets
ప్రవచించిన	təbliğ olunur	explicate
ప్రవర్తన	davranış	behaviou
ప్రవహించి	axın	flow
ప్రవహించే	axır	flowing
ప్రవహిస్తుంది	axınlar	flows
ప్రవహిస్తూ	axınlar	flowing
ప్రవాస	tur	major
ప్రవాహం	axın	flow
ప్రవాహాలు	axınlar	wves
ప్రవృత్తి	trend	effective
ప్రవేశ	giriş	entry
ప్రవేశం	giriş	entry
ప్రవేశపెట్టాడు	rupp	introduced
ప్రవేశపెట్టారు	təqdim etdi	realeased
ప్రవేశపెట్టింది	təqdim etdi	introduced
ప్రవేశము	giriş	entrance
ప్రవేశానికి	giriş	entrance
ప్రవేశించి	daxil oldu	praveshinche
ప్రవేశించింది	girdi	entered
ప్రవేశించిన	giriş	entered
ప్రవేశిస్తుంది	girir	enters
ప్రశంసలు	təqdir etdi	praises
ప్రశస్తి	mükafat	prasasthi
ప్రశాంత	sakitləşin	peaceful
ప్రశాంతంగా	aydındır	peacefully
ప్రశ్న	sual	questin
ప్రశ్నకు	sual	for question
ప్రశ్నలకు	suallar	to questions
ప్రశ్నలు	suallar	questions
ప్రశ్నా	sorğu	question
ప్రసంగాలు	çıxışlar	speeches
ప్రసరణ	dövriyyə	announce
ప్రసాదం	prasad	prasad
ప్రసాద్	prasad	prasad
ప్రసారం	axın	broadcasting
ప్రసారాలు	verilişlər	telecasts
ప్రసిద్ది	məşhur	famous
ప్రసిద్ధ	məşhur	famous
ప్రసిద్ధం	məşhur	famous
ప్రసిద్ధమైన	məşhur	famous
ప్రసిద్ధమైనది	tanınmış	famous
ప్రసిద్ధి	məlumdur	famous
ప్రసిద్ధుడు	məlumdur	famous
ప్రసిద్ధుడైన	məlumdur	well known
ప్రసిద్ధులు	məlumdur	symbol
ప్రస్తావన	i̇stinad	topic
ప్రస్తావించబడ్డాయి	i̇stinadən	discussed
ప్రస్తుత	cari	present
ప్రస్తుతం	hal hazırda	at present
ప్రస్తుతపు	cari	at present
ప్రస్తుతానికి	i̇ndi	currently
ప్రస్థానం	hökmdarlıq edir	progress
ప్రస్థుతం	bu gün	at present
ప్రస్ఫుటంగా	aydındır	clear
ప్రహ్లాద	prahlad	prahlada
ప్రాంత	sahə	region
ప్రాంతం	sahə	place
ప్రాంతంగా	ərazi	as a region
ప్రాంతంపై	sahə	region
ప్రాంతంలోని	sahə	in the region
ప్రాంతంలోనూ	ərazi	regions
ప్రాంతపు	sahə	region's
ప్రాంతము	sahə	place
ప్రాంతములు	bölgələr	regions
ప్రాంతములో	ərazi	in the area
ప్రాంతమైన	ərazi	located
ప్రాంతలో	bölgələr	in the area
ప్రాంతానికి	sahə	region
ప్రాంతాన్ని	bölgə	area
ప్రాంతాల	sahələr	regions
ప్రాంతాలకు	the	regions
ప్రాంతాలతో	yerlər	with regions
ప్రాంతాలను	sahələr	state
ప్రాంతాలనుండి	hissələr	from areas
ప్రాంతాలలో	sahələr	in regions
ప్రాంతాలలోని	sahələr	region
ప్రాంతాలలోను	yerlər	in places
ప్రాంతాలు	bölgələr	places
ప్రాంతాలుగా	sahələr	regions
ప్రాంతాలైన	bölgələr	places
ప్రాంతాల్లో	sahələr	places
ప్రాంతాల్లోని	sahələr	in areas, places
ప్రాంతీయ	regional	regional
ప్రాకృత	prakrit	native
ప్రాచీన	qədim	ancient
ప్రాచీనమైన	əvvəllər	ancient
ప్రాచుర్యం	məşhur	available
ప్రాచుర్యంలో	məşhur	popular
ప్రాచుర్యము	populyarlıq	widely
ప్రాచ్య	şərq	old
ప్రాజెక్టు	layihə	project
ప్రాజెక్టుకు	layihə	for project
ప్రాజెక్టులు	layihələr	project
ప్రాజెక్ట్	layihə	project
ప్రాణ	həyat	life
ప్రాణం	ehtiras	life
ప్రాణాలు	sağ qalanlar	lives
ప్రాణ్యములు	pranyamulu	proteins
ప్రాతినిధ్యం	nümayəndəlik	importance
ప్రాథమిక	i̇btidai	primary
ప్రాదేశిక	məkan	spatial
ప్రాధమిక	i̇btidai	start
ప్రాధమికంగా	əsasən	primary
ప్రాధాన్యం	prioritet	credence
ప్రాధాన్యత	prioritet	importance
ప్రాపంచిక	dünya	whole
ప్రాప్తి	giriş	will affect
ప్రాబల్యం	tarazlıq	influence
ప్రామాణిక	standart	reputed
ప్రాముఖ్యం	əhəmiyyəti	important
ప్రాముఖ్యత	əhəmiyyəti	importance
ప్రాముఖ్యతను	əhəmiyyəti	importance
