$	ps	dollar
obronci	pendientes	slopes
obroncima	pendientes	slopes
obruč	aro	rim
obuhvata	cubre	takes
obuhvataju	abarcar	cover
obuhvatala	abarcado	included
obuhvaća	engloba	embraces
obzir	consideración	consideration
obzira	independientemente	matter
obzirom	considerando	considering
oca	padre	father
ocem	padre	father
ocjena	grado	grade
ocjene	los grados	grades
ocjenjivanje	calificación	evaluation
ocjenu	grado	evaluation
od	de	from
odaje	cámaras	reveal
odakle	de donde	where from
odatle	de allí	thereof
odavno	hace mucho tiempo	long ago
odbacuju	ellos rechazan	refuse
odbija	rechazado	refuses to
odbila	rechazado	rejected
odbili	rechazado	rejected
odbio	rechazado	refused
odbojci	vóleibol	volleyball
odbojka	vóleibol	volleyball
odbojkaški	vóleibol	volleyball
odbor	tablero	board
odbora	tablero	department
odbrambene	defensivo	defensive
odbrambeni	defensivo	defensive
odbrana	defensa	defence
odbrane	defensa	defense
odbrani	defender	defence
odbranu	defensa	defense
ode	oda	go
odgoj	educación	education
odgovara	encaja	corresponds
odgovaraju	partido	answering
odgovarajuće	apropiado	appropriate
odgovarajući	apropiado	appropriate
odgovarajućih	apropiado	compatible
odgovor	responder	answer
odgovoran	responsable	responsible
odgovorio	respondido	replied
odgovornost	responsabilidad	responsibility
odgovornosti	responsabilidades	liability
odigrala	jugó	played
odigrana	jugó	played
odigrao	jugó	played
odiseja	odisea	odyssey
odjeću	ropa	clothing
odlaska	salida	departure
odlaze	se fueron	go
odlazi	vete	leaves
odlika	calidad	characteristic
odlike	caracteristicas	characteristics
odlikovanja	decoraciones	honours
odlikuje	sobresale	characterized
odličan	excelente	excellent
odluci	decisiones	decision
odluka	decisión	decision
odluke	decisiones	decision
odlukom	decisión	decision
odluku	decisión	decision
odlučeno	decidido	decided
odlučila	decidido	decided
odlučili	decidido	decided
odlučio	decidido	decided
odlučuje	decide	decides
odlučuju	ellos deciden	decide
odmah	ahora	immediately
odmor	descanso	holiday
odmorište	área de descanso	resort
odnos	relación	relation
odnosa	relaciones	relations
odnose	relaciones	relations
odnosi	relaciones	relation
odnosima	relaciones	relationships
odnosno	es decir	that is
odnosu	relación	relation
odrasle	adultos	grown ups
odraslih	adultos	adults
odražava	refleja	maintain
odredio	determinado	determined
odrediti	para determinar	determine
određen	determinado	defined
određena	determinado	certain
određene	específico	specific
određeni	cierto	distinct
određenih	cierto	defined
određenim	cierto	certain
određeno	cierto	defined
određenog	de un particular	certain
određenoj	cierto	specific
određenom	cierto	defined
određenu	cierto	certain
određivanje	determinación	defining
određuje	determina	decides
određuju	determinar	determine
održala	retenida	held
održan	retenida	held
održana	retenida	held
održane	retenida	held
održao	retenida	held
održati	mantener	maintain
održava	mantiene	held
održavaju	mantenido	held
održavanja	mantenimiento	maintenance
održavanje	mantenimiento	maintaining
održavanju	mantenimiento	maintenance
održavati	mantener	held
održi	sostener	maintain
odsjeci	secciones	sections
odsjek	sección	department
odsjeka	sección	department
oduvijek	siempre	always
odvaja	coordinados	separates
odvajaju	separar	separated
odvija	tuvo lugar	goes on
odvijaju	tener lugar	taking place
odvojena	separar	separated
odvojene	separar	separated
odvojeni	apartado	separated
odvojeno	por separado	separately
odžak	chimenea	chimney
odžaku	chimenea	odzak
of	de	of
ofanziva	ofensiva	offensive
oficira	oficial	officers
og	og	th
ogleda	espejos	seen
ogledala	espejos	mirror
ogranak	rama	branch
ograničen	limitado	limited
ograničena	limitado	limited
ograničenja	restricciones	limitations
ograničenje	restricción	restriction
ograničeno	limitado	limited
ogrlicu	collar	necklace
ogroman	enorme	huge
ogromne	enorme	huge
oi	oi	og
oka	ojo	eyes
okean	oceano	ocean
okeana	oceano	ocean
okeanu	oceano	ocean
oklop	armadura	armor
oko	acerca de	around the
okolina	rodeando	environment
okoline	ambiente	surroundings
okolini	ambiente	environment
okolinom	ambiente	environment
okolinu	ambiente	environment
okoliša	ambiente	environment
okolna	rodeando	surrounding
okolnih	rodeando	surrounding
okolnim	rodeando	neighboring
okolnosti	circunstancias	circumstances
okolnostima	circunstancias	circumstances
okrenut	convertido	turned to
okreće	vueltas	turns
okrug	condado	district
okruga	distrito	district
okrugu	distrito	district
okružen	rodeado	surrounded
okružena	rodeado	surrounded
okruženja	alrededores	environment
okruženje	ambiente	environment
okruženju	ambiente	enviorment
okružuje	rodea	surroundings
okružuju	rodear	encircle
oksid	óxido	oxide
oksida	óxido	oxide
oksidacija	oxidación	oxidation
oksidacije	oxidación	oxidation
oksidacijsko	oxidativo	oxidative
oksigen	oxígeno	oxygen
oktobra	octubre	october
oktobru	octubre	october
oku	ojo	eye
okupacije	ocupación	occupation
okupacijom	ocupación	occupation
okupaciju	ocupación	occupation
okupatora	inquilino	occupiers,invaders
okuplja	reúne	gathers
okupljaju	reunir	gathering
okvir	cuadro	frame
okviru	marco de referencia	framework
olimpijade	juegos olímpicos	olympic
olimpiji	olympia	olympia
olimpijske	olímpico	olympic
olimpijski	olímpico	olympic
olimpijskih	olímpico	olympic
olimpijskim	olímpico	olympic
olimpijskog	olímpico	olympic
olimpijskom	olímpico	olympic
olimpizma	olimpismo	olympism
olovo	dirigir	lead
oluja	tormenta	storm
omer	omer	omer
omerpaša	omerpasha	omer-pasha
omogućava	permite	allows,enables
omogućavaju	habilitar	enabling
omogućila	habilitado	made possible
omogućilo	habilitado	enabled
omogućiti	habilitar	provide
omogućuje	permite	enables
omogućuju	habilitar	provide
omot	cubrir	cover
omotač	envoltura	covering around
on	él	he
ona	ella	it
onaj	ese	that
onako	de todas formas	that way
onda	luego	then
ondje	ahí	there
one	uno	those
oni	ellos	they
onih	aquellos	them
onim	onim	those
onima	él tiene	those
online	en línea	online
ono	eso	it
onog	onog	that
onoga	de eso	of
onom	onom	the one
onome	onome	"muslims believe that the quran refers to what was most proper that refers to the way that is most correct, and fairest. allah says: ""verily this qur'an refers to what was most appropriate and brings happy news to believers who do good deeds to reward awaits them."" general characteristics of this era was nomartivizam, which is discussed in the attitudes of trade, interest rates, fair price, etc., which is related to the values ​​and goals, as opposed to positive economics, which is set of synthesized  knowledge of what exists in practice - life."
onu	uno	that
opada	está disminuyendo	decline
opasnost	peligro	danger
opasnosti	peligros	risk
opatija	abadía	opatija
opatiji	abadía	abbey
opcija	opción	option
open	abierto	open
opera	ópera	opera
operacija	operación	operation
operacijama	operaciones	operations
operacije	operaciones	operations
operativni	operacional	operating
operativnih	operacional	operative
operativnog	operacional	operative
opere	ópera	opera
opet	de nuevo	again
opis	descripción	description
opisa	descripción	description
opisan	descrito	described
opisani	descrito	described
opisao	descrito	described
opisivanje	describiendo	describe
opisuje	describe	describes
opisuju	describir	describe
oplođena	fecundado	fertilized
oporezivanja	impuestos	taxation
oportunitetni	oportunista	opportunity
oprema	equipo	equipment
opreme	equipo	equipment
opremu	equipo	equipment
opsada	cerco	siege
opsade	cerco	siege
opstanak	supervivencia	survival
opticaju	óptica	in circulation
optički	óptico	optical
optužen	acusado	blamed
opus	opus	opus
opća	general	general
opće	general	basic
općeg	general	general
općem	general	common
općenito	en general	globaly
opći	general	general
općih	general	general
općim	general	general
općina	municipio	municipality
općinama	municipios	municipalities
općine	municipios	municipalities
općini	municipio	municipality
općinu	municipio	municipality
općoj	general	general
opšta	general	general
opšte	en general	general
opštine	municipios	municipalities
or	o	or
orašje	nueces	orasje
organ	organo	organ
organa	órganos	organs
organe	órganos	authorities
organi	órganos	organs
organima	órganos	organs
organizacija	organización	organization
organizacije	organizaciones	organization
organizaciji	organización	organization
organizaciju	organización	organization
organizam	organismo	organism
organizama	organismos	organism
organizira	organiza	organizes
organizirana	organizado	organised
organizirane	organizado	organized
organizirao	organizado	orginised
organizma	organismo	organism
organizmi	organismos	organisms
organizmu	organismo	body
organizovana	organizado	organized
organizovao	organizado	organized
organizuje	organiza	organize
organizuju	organizar	organize
organske	orgánico	organic
organskih	orgánico	organic
originalni	original	original
orijentacije	orientación	orientation
orijentalnim	oriental	oriental
orić	orić	oric
orkestar	orquesta	orchestra
oružane	armado	armed
oružanih	armado	armed
oružja	armas	weapons
oružje	arma	weapons
os	os	os
osam	ocho	eight
osamdesetih	ochenta	the eighties
osciloskop	osciloscopio	oscilloscope
osigura	asegurar	ensure
osigurao	previsto	ensure
osigurava	proporciona	secures
osim	excepto	except
osjeća	siente	feels
osjećaj	sensación	sense of
osjećaja	sentimientos	feelings
osjećaju	sensación	feel
osjećanja	sentimientos	feeling
oslobađa	libera	released
oslobađanje	lanzamiento	liberation
oslobodio	publicado	released
osloboditi	liberar	liberate
oslobođen	publicado	released
oslobođenja	liberación	oslobodjenja
oslobođenje	liberación	liberation
osmaci	ochos	osmaci
osman	osman	ottoman
osmanagića	osmanagića	osmanagić
osmanlija	otomanos	ottomans
osmanlijama	otomanos	ottomans
osmanlije	otomanos	ottomans
osmanlijska	otomano	ottoman
osmanlijske	otomano	ottoman
osmanlijski	otomano	osmanli
osmanlijskim	otomano	ottoman
osmanlijsko	otomano	ottoman
osmanlijskog	otomano	ottoman
osmanlijskom	otomano	ottoman
osmanlijsku	otomano	ottoman
osmanske	otomano	ottoman
osmanski	otomano	ottoman
osmansko	otomano	ottoman
osmanskog	otomano	ottoman
osmanskom	otomano	ottoman
osniva	fundado	founds
osnivaju	establecer	found
osnivanja	establecimiento	establishment
osnivanje	establecimiento	foundation
osnivanju	establecimiento	founding
osnivač	fundador	founder
osnivača	fundador	founders
osnivačem	fundador	founder
osnova	base	basics
osnovali	fundado	founded
osnovan	fundado	founded
osnovana	establecido	founded
osnovane	establecido	established, founded (established is better)
osnovano	fundado	founded
osnovao	fundado	founded
osnove	lo esencial	basics
osnovi	básicamente	based
osnovice	lo esencial	base
osnovna	básico	primary
osnovne	básico	primary
osnovni	básico	basic
osnovnih	básico	primary
osnovnim	básico	elementary
osnovno	básico	elementary
osnovnog	básico	elementary
osnovnu	primario	primary
osnovu	base	basis
osoba	persona	person
osobama	personas	persons
osobe	personas	persons
osobina	característica	trait
osobinama	propiedades	properties
osobine	propiedades	characteristics
osobito	especialmente	especially
osobu	persona	person
osovine	ejes	shaft
ostaci	sobras	remains
ostacima	sobras	remains
ostaje	permanece	stays
ostaju	permanecen	remain
ostala	el resto	leftover
ostale	otro	remain
ostali	otros	other
ostalih	otros	other
ostalim	otros	other
ostalo	otro	other
ostalog	el resto	other
ostane	permanecer	remain
ostao	se mantuvo	left
ostatak	el resto	remain
ostataka	sobras	remains
ostati	quedarse	to stay
ostatka	el resto	leftovers
ostatke	sobras	remains
ostavili	izquierda	left
ostavio	izquierda	left
ostavlja	hojas	leave
ostoja	ostoja	ostoja
ostrva	islas	islands
ostrvima	islas	islands
ostrvo	isla	island
ostrvu	isla	island
ostvarenja	logros	achievements
ostvarenje	realización	achievements
ostvarila	logrado	achieved
ostvario	logrado	achieve
ostvariti	darse cuenta	happen
ostvaruje	se da cuenta	achieves
ostvaruju	darse cuenta de	accomplish
osuđen	convicto	convicted
osvaja	conquista	wins
osvajaju	conquistar	occupy
osvajanja	conquistas	conquest
osvajanje	conquista	conquest
osvajanjem	por conquista	conquest
osvajač	conquistador	conqueror
osvajači	conquistadores	conquerors
osvojenih	conquistada	won
osvoji	ganar	wins
osvojila	won	conquered
osvojili	won	won
osvojio	won	won
otac	padre	father
otcijepljenje	secesión	secession
otišao	izquierda	went
otišli	ido	gone
otkrili	descubierto	discovered
otkrio	descubierto	discovered
otkriva	revela	reveals
otkriven	descubierto	discovered
otkrivena	descubierto	uncovered
otkrivene	descubierto	discovered
otkriveni	descubierto	discovered
otkriveno	descubierto	discovered
otkrića	descubrimientos	discoveries
otkriće	descubrimiento	discovery
otok	isla	island
otoka	islas	island
otpada	residuos	goes to
otpor	resistencia	resistance
otpora	resistencia	resistance
otprilike	aproximadamente	about
otrov	veneno	poison
otuda	de allí	hence
otvara	abre	opened
otvaraju	ellos abren	open
otvaranja	apertura	opening
otvaranje	apertura	opening
otvor	apertura	aperture
otvora	aberturas	aperture
otvoren	abierto	opened
otvorena	abierto	open
otvorene	abierto	open
otvoreni	abierto	open
otvoreno	abiertamente	openly
otvorenog	abierto	open
otvorenom	al aire libre	open
out	fuera	out
ova	esta	this
ovaca	oveja	sheep
ovaj	éste	this
ovakav	me gusta esto	this
ovako	me gusta esto	this
ovakva	me gusta esto	like this
ovakve	me gusta esto	these
ovakvi	me gusta esto	these
ovakvim	me gusta esto	these
ovakvo	me gusta esto	this
ovakvog	me gusta esto	this
ovde	aquí	here
ovdje	aquí	here
ove	estas	this
over	encima	over
ovi	estas	these
ovih	de estos	these
ovim	con este	these
ovisi	depende	depends
ovisno	dependiente	dependant
ovlasti	potestades	powers
ovo	esta	this
ovog	de esta	this
ovoga	de esta	this
ovoj	éste	this
ovom	esta	this
ovome	esta	this
ovu	esta	this
oznaka	etiqueta	label
oznake	etiquetas	features
označava	medio	marks
označavaju	denotar	signify
ozren	ozren	ozren
očekivalo	esperado	expected
očekuje	espera	expecting
oči	ojos	eyes
očiju	ojos	eyes
očima	ojos	eyes
očito	obviamente	obvious
očituje	manifiestos	reflected
očne	ojo	eyes
očuvanje	preservación	conservation
oštećenja	dañar	damage
oštra	agudo	sharp
oštre	agudo	sharp
oštro	bruscamente	sharp
oženio	casado	married
oženjen	casado	married
p	pags	p
pa	pensilvania	so
pacijenata	pacientes	patients
pacijenta	paciente	patient
pad	almohadilla	fall
pada	bueno, sí	fall
padaju	ellos caen	fall
padavina	precipitación	precipitation
padavine	precipitación	rainfall
padne	caerá	fell
padom	otoño	fall
padu	otoño	decline
pak	pak	again
pakistan	pakistán	pakistan
pakt	pacto	pact
pakta	pacto	pact
pala	cayó	dropped down
paladijum	paladio	palladium
palais	palacio	palais
palača	palacio	palace
palače	palacios	palace
palaču	palacio	palace
paldum	paldum	paldum
pale	pálido	fell
palestine	palestina	palestine
pali	pali	ignite
pamti	recuerda	remembers
pamuk	algodón	cotton
pandora	pandora	pandora
panonske	panoniano	pannonian
pao	cayó	fell down
papa	papá	pope
pape	pape	pope
papir	papel	paper
papira	papel	paper
par	par	couple
para	para	pair
paradajza	tomates	tomato
paradoks	paradoja	paradox
paradoksi	paradojas	paradox
paralelno	en paralelo	parallel
paralelogram	paralelogramo	parallelogram
paramecijum	paramecio	paramecijum
paravojne	paramilitar	paramilitary
parazita	parásito	parasites
parc	parque	park
pare	vapor	money
paris	parís	paris
pariz	parís	paris
pariza	parís	paris
parizu	parís	paris
pariška	parisino	paris
pariške	parisino	paris
pariški	parisino	paris
pariškog	parisino	paris
park	parque	park
parkova	parques	parks
parkovi	parques	parks
parku	parque	park
parlament	parlamento	parliament
parlamenta	parlamento	parliament
parlamentarna	parlamentario	parliamentary
parlamentarne	parlamentario	parliamentary
parlamentu	parlamento	parliament
parteru	planta baja	parterre
partija	partido	party
partije	fiestas	party
partizan	partidista	partisan
partizana	partidista	partisans
partnera	compañero	partner
partneri	socios	partners
patnje	sufrimiento	grief
patrijarh	patriarca	patriarch
patrijarha	patriarca	patriarch
patrijaršija	patriarcado	patriarchate
pauk	araña	spider
paul	pablo	paul
pauza	pausa	pause
pauze	pausa	break
pavla	pablo	pavle
pavle	pablo	pavle
pazar	mercado	pazar
paša	pasto	chief
paše	pasta	pasha
pažnja	atención	attention
pažnje	atención	attention
pažnju	atención	attention
pc	ordenador personal	pc
pci	pci	pci
pdf	pdf	pdf
pdv	iva	vat
pedagogija	pedagogía	ped
pedeset	cincuenta	fifty
penis	pene	penis
penisa	pene	penis
peraja	aletas	real
peraje	aletas	fin
performanse	actuación	performance
periferiji	periferia	periphery
perikard	pericardio	pericardium
period	período	period
perioda	período	period
periodima	períodos	periods
periodu	período	period
pero	pluma	pero
peru	perú	pero
perzijski	persa	persian
perzijskog	persa	persian
pesnici	poetas	poets
pesnika	el poeta	poet
pet	cinco	five
petak	viernes	friday
petar	petar	petar
pete	pete	fifth
peter	peter	peter
peti	quinto	fifth
petlje	bucles	knot
petnaest	quince	fifteen
petog	quinto	fifth
petra	petra	peter
petrovac	petrovac	petrovac
petrović	petrovic	petrovic
petén	petén	peten
peći	hornos	ovens
pećina	cueva	cave
pećine	cuevas	caves
pećini	cuevas	cave
pečat	sello	stamp
pgp	pgp	pgp
ph	ph	ph
pi	pi	pi
pierre	pierre	pierre
piezoelektricitet	piezoelectricidad	piezoelectricity
pijesak	arena	sand
piksela	píxeles	pixels
pilus	pilus	pilus
pingvina	pingüino	penguins
pingvini	pingüinos	penguins
piramida	pirámide	pyramid
piramide	pirámide	pyramids
pisac	escritor	writer
pisaca	escritores	writers
pisali	escribió	writted
pisan	escrito	written
pisana	escrito	written
pisane	escrito	written
pisani	escrito	written
pisanih	escrito	written
pisanim	escrito	written
pisanja	escritura	writings
pisanje	escritura	writting
pisanju	escritura	writing
pisao	escribió	wrote
pisati	escribir	write
pisca	escritor	writer
pisci	escritores	writers
pisma	letras	letters
pismenost	literatura	literacy
pismenosti	literatura	literacy
pismo	letra	epistyle
pismom	letra	by letter
pismu	letra	letter
pita	él pide	asks
pitagora	pitágoras	pythagoras
pitanja	preguntas	questions
pitanje	pregunta	question
pitanjima	cuestiones	questions
pitanju	pregunta	about
pića	bebidas	beverages
piše	el escribe	write
pišu	yo escribo	write
pjege	pecas	spots
pjesama	canciones	songs
pjesma	canción	song
pjesmama	canciones	poems
pjesme	canciones	poem
pjesmi	canciones	songs
pjesmom	canción	song
pjesmu	canción	song
pjesnici	poetas	poets
pjesnik	poeta	poet
pjesnika	poeta	poet
pjeva	canta	sing
pjevaju	ellos cantan	sing
pjevanje	canto	singing
pjevao	cantó	sang
pjevač	cantante	singer
pjevača	cantante	singers
pjevači	cantantes	singers
pjevačica	cantante	singer
pl	pl	pl
place	llorando	place
plamen	fuego	flame
plan	plan	plan
plana	plan	plan
planeta	planeta	planet
planete	planetas	planet
planina	montaña	mountain
planinama	montañas	mountains
planine	montañas	mountain
planini	montañas	mountains
planinska	montaña	mountain
planinske	montaña	mountainous
planinski	montañoso	mountainous
planinskih	montaña	mountain
planinskim	montañoso	mountain
planinsko	montañoso	mountain
planinskog	montaña	mountainous
planinskom	montaña	mountain
planira	planes	planing
planiranja	planificación	planing
planiranje	planificación	planning
planirao	planificado	planned
planova	planes	plans
planove	planes	plans
planovi	planes	plans
planu	plan	plan
platon	platon	plato
platona	platon	plato
plava	azul	blue
plave	azul	blue
plavi	azul	blue
plavom	azul	blue
play	jugar	play
playoff	eliminatoria	play-off
plazma	plasma	plasma
plaća	paga	salary
plaćanja	pagos	payment
pleme	tribu	tribe
plemena	tribus	tribes
plemenima	tribus	tribes
plemstva	nobleza	nobility
plemstvo	nobleza	nobility
plesni	molde	dance
plina	gas	gas
plod	fruta	fruit
ploda	fruta	product
plodne	fértil	fertile
plodno	fructífero	fertile
plodovi	frutas	fruits
ploča	plato	plate
pločama	platos	boards
ploče	platos	boards
ploči	platos	plate
ploču	plato	drive
plus	más	plus
pluća	livianos	lungs
plućnog	pulmonar	pulmonary
pne	antes de cristo	bc
po	por	after
pobačaj	aborto	abortion
pobijedio	winn	won
pobjeda	victoria	victory
pobjede	victorias	after winning the national-oriented parties in the first multiparty elections in bosnia there was a belief that those party's will gradually leave the national rhetoric and begin to define as most other european leftist parties in the usual right-wing-scale. cerska and kolubarska battle were the first allied victory in world war i. after victories in southern hungary, about 6000 austrian soldiers came to sarajevo to find its defenders totally unprepared for war, and on 23 october 1697 they almost completely burned the city that was then the seat bosnian eyalet with over 120 mosques.
pobjedio	won	won
pobjednici	ganadores	winners
pobjednik	ganador	winner
pobjednika	ganador	winner
pobjedom	victoria	victory
pobjedu	victoria	victory
pobjegao	escapado	escaped
pobjegli	escapado	escaped
pobjeći	escapar	run
pobjeđuje	gana	wins
poboljšanje	mejora	improvement
pobuna	rebelión	rebelion
pobune	rebelión	riots
pobunjenici	rebeldes	rebels
pobunu	rebelión	rebelion
pod	piso	under
podaci	datos	data
podacima	datos	data
podanika	asignaturas	subjects
podatak	datos	information
podataka	datos	files
podatke	datos	data
podigao	elevado	raised
podijeliti	para compartir	share
podijeljen	dividido	separated
podijeljena	dividido	shared
podijeljene	dividido	divided
podijeljeni	dividido	shared
podijeljeno	compartido	divided
podjela	división	division
podjele	división	division
podjeli	división	split
podjeljena	dividido	separated
podjelu	división	division
podloga	almohadilla	base
podloge	sustratos	surfaces
podlogu	sustrato	suface
podlozi	sustratos	groundwork
podne	mediodía	noon
podnijeti	entregar	stand
podnožju	pie	foot
podrazumijeva	implica	implies
podrazumijevaju	implicar	represent
podrazumjeva	implica	means
podrinja	podrinja	drina basin
podrinju	podrinju	drina basin
područja	áreas	areas
područje	zona	area
područjem	zona	area
područjima	áreas	areas
području	zona	former
podrška	apoyo	support
podrške	apoyo	support
podršku	apoyo	support
podržava	apoya	suports
podržavaju	apoyo	support
podržavala	soportado	support
podsjeća	recuerda	reminds
podsjećaju	recordar	remind
podstiče	alienta	encourages
poduzeća	compañías	companies
poezija	poesía	poetry
poezije	poesía	poetry
poeziji	poesía	poetry
poeziju	poesía	poetry
poginulo	murió	killed
poginuo	murió	died
pogled	ver	view
pogleda	puntos de vista	look
pogledajte	mira	look,look at
pogledati	mira	look
pogledu	ver	regarding
pogodila	golpear	hit
pogotovo	especialmente	especially
pogrešno	incorrecto	wrong
pogubljena	ejecutado	executed
pohod	caminata	visit
pohoda	caminata	campaign
pohvaliti	elogiar	commend
pojam	término	term
pojas	cinturón	belt
pojasa	cinturón	zone
pojasom	cinturón	zone
pojasu	cinturón	zone
pojava	ocurrencia	phenomena
pojave	ocurrencias	advent
pojavila	apareció	appeared
pojavile	apareció	appeared
pojavili	apareció	appeared
pojavio	apareció	appeared
pojaviti	aparecer	appear
pojavljuje	aparece	appears
pojavljuju	aparecer	appeared
pojavom	apariencia	beginning
pojavu	ocurrencia	appearance
pojačava	amplifica	increases
pojedinaca	individuos	individuals
pojedinačne	individual	individual
pojedinačni	individual	individual
pojedinačnih	individual	individual
pojedinca	individual	individual
pojedinci	individuos	individuals
pojedine	individual	some
pojedini	individual	certain
pojedinih	individual	some
pojedinim	individual	individual
pojedinog	individual	individual
pojma	concepto	term
pojmom	concepto	term
pojmova	condiciones	terms
pojmovi	condiciones	terms
pokazala	mostró	showed
pokazale	mostró	proved
pokazali	mostró	showed
pokazalo	mostró	it is shown
pokazao	mostró	showed
pokazati	mostrar	show
pokazuje	muestra	indicates
pokazuju	espectáculo	show
poklapa	partidos	coincides
pokraj	cerca de	beside
pokrajina	provincia	country
pokrajine	provincias	province
pokrajini	provincia	province
pokrenuo	iniciado	started
pokret	movimiento	move
pokreta	movimiento	movement
pokretanje	comenzando	launch
pokreti	movimientos	movements
pokretima	movimientos	moves
pokretu	movimiento	motion
pokreće	empieza	moves
pokriva	cubre	cover
pokušaj	tratar	attempt
pokušaja	intentos	attempts
pokušaji	intentos	try
pokušajima	intentos	tries
pokušaju	intentan	try
pokušali	intentó	tried
pokušao	intentó	tried
pokušati	intentar	try
pokušava	molesto	tries
pokušavaju	están tratando	try
pokušavali	intentó	attempted
pola	medio	half
polahko	despacio	slow
polako	despacio	slowly
polazi	empieza	starts
policija	policía	police
policije	policía	police
policiju	la policía	police
polisa	política	policy
polisaharidi	polisacáridos	polysacharydi
politici	política	politics
politika	política	policy
politike	política	policy
politikom	política	politics
politiku	política	politics
političar	político	politician
političara	políticos	politicians
političari	políticos	confirmed
politička	político	political
političke	político	political
politički	políticamente	politically
političkih	político	politic
političkim	político	political
političko	políticamente	political
političkog	político	political
političkoj	político	political
političkom	político	political
političku	político	political
polja	campos	fields,plateaus
polje	campo	field
poljima	campos	fields
poljoprivreda	agricultura	preaches
poljoprivrede	agricultura	agriculture
poljoprivredi	agricultura	agriculture
poljoprivredna	agrícola	agricultural
poljoprivredne	agrícola	agricultural
poljoprivredni	agrícola	agricultural
poljoprivrednih	agrícola	agricultural
poljoprivredu	agricultura	agriculture
poljska	polonia	poland
poljske	polaco	polish
poljski	polaco	polish
poljskoj	polonia	poland
poljskom	polaco	poland
poljsku	polonia	poland
polju	campo	field
polovina	medio	half
polovine	mitades	half
polovini	mitades	half
polovinom	medio	half
položaj	posición	position
položaja	posición	position
položaje	posiciones	positions
položajem	posición	position
položaju	posición	position
poluga	palanca	lever
poluostrva	península	peninsula
poluostrvo	península	peninsula
poluostrvu	península	peninsula
poluotoka	península	peninsula
poluotoku	península	peninsula
poluprečnik	radio	radius
poluprečnika	radio	radius
pomalo	un poco	little
pomaže	ayuda	helps
pomažu	ayuda	help
pomenuti	mencionado	mentioned
pominje	menciona	mention
pomogao	ayudado	helped
pomogne	ayuda	help
pomorstvo	marítimo	seamanship
pomoć	ayuda	help
pomoći	ayuda	help
pomoćne	auxiliar	lateral
pomoću	utilizando	by which
pompej	pompeya	pompey
pompeja	pompeya	pompeii
ponajprije	ante todo	firstly
ponajviše	principalmente	most
ponavlja	se repite	repeat
ponavljanje	repetición	repeating
ponašaju	comportarse	behave
ponašanja	comportamientos	behavior
ponašanje	comportamiento	behaviour
ponašanju	comportamiento	behaviour
ponegdje	algun lado	somewhere
ponekad	algunas veces	sometimes
ponovno	de nuevo	again
ponovnog	de nuevo	again
ponovo	de nuevo	again
ponoći	a la medianoche	midnight
ponuda	oferta	offer
ponude	ofertas	offers
ponudio	ofrecido	offered
ponudu	oferta	offer
pop	popular	pop
popis	lista	census
popisa	lista	counting
popisu	lista	census
poplava	inundar	flood
poplave	inundaciones	flood
popović	popović	popovic
populacija	población	population
populacije	población	population
popularan	popular	popular
popularna	popular	popular
popularne	popular	popular
popularni	popular	popular
popularno	popular	popular
popularnoj	popular	popular
popularnost	popularidad	popularity
popularnosti	popularidad	popular
poput	me gusta	like
porast	incrementar	increase
porasta	incrementar	increase
porastu	incrementar	growth
poraz	derrota	defeat
poraza	derrota	defeat
porazili	derrotado	defeated
porazio	derrotado	defeated
poražen	derrotado	defeated
poraženi	derrotado	defeated
pored	cerca de	next to
poredak	orden	order
poremećaj	trastorno	disorder
poremećaja	trastornos	disorders
poremećaji	trastornos	disorders
poretku	orden	order
porez	impuesto	tax
poreza	impuestos	tax
porezi	impuestos	taxes
porezne	impuesto	tax
porezni	impuesto	tax
poređenje	comparación	comparison
poređenju	comparación	comparison
porijekla	origen	origin
porijeklo	origen	origin
porijeklom	origen	native
porijeklu	origen	origin
porodica	familia	families
porodicama	familias	families
porodice	familias	family
porodici	familias	family
porodicom	familia	family
porodicu	familia	family
porođaj	parto	delivery
porođaja	parto	delivery
portal	portal	portal
porto	puerto	porto
portret	retrato	portrait
portugal	portugal	portugal
poruka	mensaje	message
poruke	mensajes	messages
poruku	mensaje	message
posao	trabajo	job
posavina	posavina	sava basin
posavine	posavine	posavina
posavini	posavini	posavina
poseban	especial	special
posebna	especial	special
posebne	especial	special
posebni	especial	special
posebnih	especial	special
posebnim	especial	special
posebno	especialmente	especially
posebnog	especial	special
posebnom	especial	special
posebnost	peculiaridad	uniqueness
posebnosti	características especiales	particularities
posebnu	especial	special
posjed	posesión	possession
posjeda	posesión	property
posjede	posesiones	properties
posjedu	posesión	possession
posjeduje	posee	possess
posjeduju	poseer	have
posjetio	visitó	visited
poskok	saltar	viper
posla	trabajo	job
poslanica	epístola	epistle
poslanice	epístolas	letters
poslanici	diputados	messengers
poslanik	mp	messenger
poslanika	mp	prophet
poslaniku	al embajador	prophet
poslao	expedido	sent
posle	después	after
poslije	después	after
posljedica	consecuencia	consequence
posljedice	consecuencias	aftermath
posljedicu	consecuencia	consequence
posljednja	el último	last
posljednje	el último	last
posljednjeg	el último	last
posljednjem	el último	last
posljednji	el último	last
posljednjih	el último	last
posljednjim	último	last
poslova	trabajos	affairs
poslove	trabajos	business
poslovima	trabajos	businesses
poslovna	negocio	business
poslovne	negocio	business
poslovni	negocio	business
posmatra	observa	watch
posmatrati	para observar	observe
posmatrača	observador	observers
