$  	dollarni tashkil etadi	dollar
kívüli	dan ko&#39;proq	outside of
kívülről	tashqi tomondan	from the outside
kód	tuman	code
kórház	kasalxona	hospital
kórházba	kasalxona	to hospital
kórházban	kasalxonada	hospital
kölcsey	kolcsi	kolcsey
kölcsönhatás	o&#39;zaro ta&#39;sir	interaction
kölcsönző	ijaraga olish	lender
kölcsönös	o&#39;zaro	mutual
költ	sarflamoq	spends
költemény	she&#39;r	poem
költeményei	she&#39;rlar	poems
költemények	qofiyalar	poems
költségeit	xarajatlar	sg's costs
költségek	xarajatlar	costs
költséges	qimmat	costly
költségvetés	byudjet	calculation
költségvetési	byudjet	budget
költészet	she&#39;riyat	poetry
költészete	she&#39;riyat	poetry of
költöztek	ular ko&#39;chib ketishdi	moved
költözött	ko&#39;chib	moved
költő	shoir	poet
költői	poetik	poetic
költők	shoirlar	poets
költőt	shoir	poet
könnyebb	sekinroq	easier
könnyebben	sekinroq	more easily
könnyedén	osonlik bilan	easily
könnyen	oson	easily
könnyű	oson	easy
könnyűzenei	pop musiqa	music
könyv	kitob	book
könyvben	kitob	in a book
könyve	kitob	book of
könyvek	kitoblar	books
könyveket	kitoblar	books
könyvet	kitob	book
könyvkiadó	nashriyot	publisher
könyvtár	kutubxonasi	library
könyvtára	kutubxonalar	library of sy/sg
könyvtárak	kutubxonalar	libraries
könyvtárban	katalog	in a library
könyvében	kitob	in the book of sy/sg
könyvének	kitob	book
könyvét	kitob	(her/his) book
köpeny	ko&#39;ylagi	coat
kör	kasallik	circle
körbe	atrofida	girdle, environ (körbezár, körbefog)
körben	dumaloq	in circle
köre	qo&#39;llanish doirasi	circle
környezet	atrof-muhit	environment
környezetben	atrof-muhit	atmosphere
környezeti	atrof-muhit	environmental
környezetvédelem	atrof-muhitni muhofaza qilish	environmental protection
környezetvédelmi	atrof-muhit	envaronmentalist
környezetében	atrofi	in the environment of
környező	atrofida	surrounding
környék	atrofi	region
környéke	atrofi	surroundings
környéken	turar joy dahasi	in the region of
környéki	atrofida	surrounding
környékén	atrofida	in the surroundings of
környékét	atrofi	vicinity
kört	dumaloq	beer
körzet	maydoni	district
köré	atrofida	around
körében	davrada	among
körök	doiralar	circles
körökben	doiralar	in circles
körút	bulvara	boulevard
körül	atrofida	arround
körülbelül	haqida	about
körüli	atrofida	about
körülményei	shartlari	conditions
körülmények	shartlari	conditions
körülvevő	atrofida	surrounding
körülötte	atrofida	around
körű	keng qamrovli	circle
köszönheti	qarzdor	due to the
köszönhető	rahmat	thanks
köszönhetően	tufayli	owing to
köt	bog&#39;lash	bind
köteles	bog&#39;langan	obliged
kötelező	majburiy	required
kötet	hajmi	volume
kötetben	hajmi	volume
kötete	hajmi	volume of
kötetet	hajmi	volume
köthető	bog&#39;liq	connected
köti	bog&#39;langan	connect
kötik	bog&#39;langan	tie
kötés	bog&#39;lash	bond
kötött	bog&#39;langan	with
kötötte	bog&#39;langan	concluded
kötöttek	xulosa qildi	made
kötötték	xulosa qildi	connected
kötődik	bog&#39;langan	binds
kötődő	bog&#39;langan	linked to
kövek	toshlar	stones
követ	kuzatib boring	followed by
követelt	talab	demanded
követelte	talab	demanded
követett	dan so&#39;ng	followed by
követi	quyidagicha	followed by
követik	kuzatib boring	followed by
következett	sodir bo&#39;lgan	came after
következik	kuzatib boring	follows
következménye	oqibatlari	effect of
következményei	oqibatlari	consequences of sg
következményeként	natijasida	as an effect
következtek	sodir bo&#39;lgan	followed
következtetni	xulosa qildi	to deduce
következtében	sababli	as the effect of
következő	quyidagi	next
következők	quyidagicha	the following
következőket	quyidagi	following
következőképpen	quyidagicha	follows
követte	ergashdi	followed
követték	ergashdi	followed by
követve	quyidagi	following
követő	izdosh	following
követően	quyidagi	following
követői	izdoshlari	followers
köz	ommaviy	place
közben	davomida	during, while
köze	qilmoq	lane
közel	yaqin	close
közelebb	yaqinroq	closer
közelgő	kelgusi	impending
közeli	yaqin	close
közelkeleti	yaqin sharq	near east
közelébe	yaqin	close
közelében	yaqin	close
közepe	o&#39;rtasi	center
közepes	o&#39;rta	medium
közepette	o&#39;rtasida	during
közepéig	o&#39;rtasi	to the middle
közepén	o&#39;rtasida	on the middle
közepére	o&#39;rtasi	to the middle
közepétől	o&#39;rtasi	from its middle
közgazdasági	iqtisodiy	economic
közgyűlés	umumiy yig&#39;ilish	general assembly
közigazgatás	davlat boshqaruvi	bureaucracy
közigazgatási	ma&#39;muriy	administrative
közigazgatásilag	ma&#39;muriy	governmentally
közismert	taniqli	well-known
közlekedés	transport	traffic
közlekedése	harakatlanish	traffic of
közlekedési	transport	traffic
közli	aloqa qilmoq	communicate
központ	markazi	center
központi	markaziy	central
központja	shtab-kvartirasi	center
központjában	markazi	center of
központjává	uyasi	center
központosított	markazlashtirilgan	centralized
közre	hissa qo&#39;shdi	not a stand a lone word (működött közre=worked together)
közreműködésével	hamkorlikda	with the cooperation/assistance of
közreműködött	hissa qo&#39;shdi	collaborated
község	munitsipalitet	community
közt	orasida	between
közti	orasida	between
köztudatban	jamoatchilikni xabardor qilish	in common knowledge
köztársaság	respublika	republic
köztársasági	respublika	of the republic
köztársaságot	respublika	republic
köztük	shu jumladan	among
közvetett	bilvosita	indirect
közvetlen	to&#39;g&#39;ridan-to&#39;g&#39;ri	direct
közvetlenül	to&#39;g&#39;ridan-to&#39;g&#39;ri	directly
közvélemény	jamoatchilik fikri	public opinion
közzé	nashr etildi	not stand alone word (közzé tesz=publish)
közé	orasida	among
közéleti	jamoat arboblari	public
közép	o&#39;rtasi	middle
középen	o&#39;rtasida	center
középeurópa	markaziy evropa	central europe
középeurópai	o&#39;rta evropa	central europe
középhőmérséklet	o&#39;rtacha harorat	median temperature
középiskola	maktab	high school
középiskolai	maktab	highschool
középiskolák	maktab	secondary schools
középkor	o&#39;rta asrlar	middle age
középkori	o‘rta asrlarga oid	medieval
középpontja	markazi	focuse
középpontjában	diqqat	at the centre of
középre|px	markazi | px	to the center
középső	o&#39;rtasi	middle
közölt	nashr etildi	published
közölte	aytdi	announced
közönség	tomoshabinlar	audience
közönséges	umumiy	common
közös	umumiy	common
közösen	birga	collectively
közösség	hamjamiyat	community
közössége	hamjamiyat	community of
közösségek	jamoalar	communities
közösségi	kommunal	communal
között	orasida	between
közötti	dan	in-between
közöttük	kiritilgan	among them
közúti	transport vositasi	public (road)
közül	ning	of
közülük	ular orasida	them
kúp	konus	cone
küldetés	vazifa	mission
küldte	yuborilgan	sent
küldtek	yuborilgan	(they) sent
küldték	joylashtirilgan	sent
küldött	yuborilgan	sending
külföldi	xorijiy	stranger
külföldön	chet elda	abroad
külkereskedelmi	tashqi savdo	of foreign trade
külpolitikai	tashqi siyosat	foreign policy
külső	tashqi	external
külsőleg	tashqi tomondan	from the
külön	alohida-alohida	individually
különbség	farq	difference
különbségek	farqlar	differences
különbséget	farq	difference
különbözik	farq qiladi	differ
különböző	boshqacha	different
különféle	turli xil	different
különleges	maxsus	special
különálló	alohida	separate
különös	g&#39;alati	strange
különösebb	maxsus	more particular
különösen	ayniqsa	especially
külügyminiszter	tashqi ishlar vaziri	secretary of state
kürtvirágfélék	sarraceniaceae	sarraceniaceae
küzd	kurash	fight
küzdelem	kurash	fight
küzdött	jang qildi	fought
küzdő	maydon	struggle
kő	tosh	stone
kőolaj	neft	petroleum
kőrösi	kőrösi	korosi
kőzetek	jinslar	rocks
kőzetekből	jinslar	from rocks
l	l	l
la	la	la
labda	to&#39;p	ball
labdarúgás	futbol	football
labdarúgó	futbolchi	football
labdarúgói	futbolchilar	football
labdarúgók	futbol	football players
labdarúgókupa	futbol kubogi	football cup
labdarúgószövetség	futbol uyushmasi	football association
labdarúgóválogatott	futbol jamoasi	football national team
labdát	to&#39;p	ball
lady	xonim	lady
lago	lago	lago
lagúna	laguna	lagoon
lajhármakifélék	lorisidae	sloth
lajos	luis	louis
lakatlan	odamsiz	uninhabited
lake	ko&#39;l	lake
lakik	jonli	live
lakos	istiqomat qiluvchi	inhabitant
lakosainak	aholisi	residents
lakosok	aholisi	inhabitants
lakosság	aholisi	population
lakossága	aholisi	population
lakosságot	aholisi	population
lakosságának	aholisi	its population
lakott	yashagan	inhabited
lakta	yashagan	inhabited
laktak	ular yashagan	lived
lakást	kvartira	flat
lakó	aholi yashash joyi	living
lakói	aholisi	residents
lakótelep	aholi yashash joyi	housing estate
lambdacizmus	lambdacizmus	lamdacism
land	quruqlik	land
lane	bo&#39;lak	lane
lap	sahifa	magazine
lapja	sahifa	newspaper
lapok	sahifalar	magazines
lapos	tekis	flat
lapot	varaq	paper
larry	lichinka	larry
las	las	las
lassan	sekin	slowly
lassú	sekin	slow
latin	lotin	latin
latinovits	latinovits	latinovits
latinul	lotin	latin
lawrence	qonunlar	lawrence
laza	bo&#39;shashmasdan	loose
ld	mil.	see
le	sharbati	down
league	liga	league
lee	piyoz	lee
leendő	istiqbolli	future
lefelé	pastga	down
legalacsonyabb	eng past	lowest
legalább	kamida	at least
legalábbis	kamida	at least
legegyszerűbb	eng oson	easiest
legelső	birinchi	the first
legelterjedtebb	eng keng tarqalgan	most widespread
legenda	afsona	legend
legendája	afsona	legend of sy/sg
legendák	afsonalar	legends
legendás	afsonaviy	legendary
legeredményesebb	eng muvaffaqiyatli	most succesful
legerősebb	eng kuchli	strongest
legfejlettebb	eng ilg&#39;or	most advanced
legfeljebb	ko&#39;pi bilan	at most
legfelső	tepasida	uppermost
legfelsőbb	oliy	supreme
legfiatalabb	eng kichigi	youngest
legfontosabb	eng muhim	most important
legfőbb	boshliq	chief
leggazdagabb	eng boy	the richest
leggyakoribb	eng keng tarqalgan	most frequent
leggyakrabban	eng tez-tez	most
leggyorsabb	eng tezkor	fastest
leggyorsabban	eng tezkor	fastest
leghosszabb	eng uzun	longest
leghíresebb	eng taniqli	famous
legidősebb	katta	oldest
leginkább	asosan	most of all
legismertebb	eng mashhur	known
legjelentősebb	eng	most significant
legjelentősebbek	eng muhim	most important
legjobb	eng yaxshi	best
legjobban	eng yaxshi	the best
legkisebb	eng kam	smallest
legkiválóbb	eng avvalo	the most excellent
legkorábbi	eng erta	earliest
legközelebb	keyingi safar	nearest
legközelebbi	eng yaqin	nearest
legmagasabb	eng baland	the highest
legmeghatározóbb	eng	the most
legmélyebb	eng chuqur	the deepest
legnagyobb	eng yuqori	biggest
legnagyobbak	eng katta	biggest
legnépesebb	aholi eng ko&#39;p	most populous
legnépszerűbb	eng mashhur	the most populous
legrosszabb	eng yomoni	worst
legrégebbi	eng qadimgi	oldest
legrégibb	eng qadimgi	oldest
legsikeresebb	omadli	successfull
legszebb	eng chiroyli	the most beutiful
legsúlyosabb	eng yomon	worst
legsűrűbben	zichroq	most densely
legtöbb	eng	most
legtöbben	ularning aksariyati	most of
legtöbbet	eng	most
legtöbbször	ko&#39;p marta	mostly
legutolsó	eng yangi	last
legutóbbi	oxirgi	latest
legyen	bo&#39;lmoq	be
legyenek	bor	be
legyőzte	urmoq	defeated
legyőzték	mag&#39;lubiyatga uchradi	defeated
legénység	ekipaj	crew
legértékesebb	eng qimmatli	most valuable
legészakibb	eng shimoliy	most northern
legújabb	eng yangi	newest
legősibb	eng qadimgi	most ancient
lehessen	bolishi mumkin	be
lehet	mumkin	lehet
lehetetlen	imkonsiz	impossible
lehetetlenné	imkonsiz	impossible
lehetett	bo&#39;lishi mumkin	could be
lehetne	bo&#39;lishi mumkin	could be
lehetnek	balki	be
lehetséges	mumkin	possible
lehettek	mumkin edi	may have been
lehető	mumkin	possible
lehetőleg	afzalroq	possibly
lehetőség	imkoniyat	possibility
lehetősége	imkoniyat	chance
lehetőségek	imkoniyatlar	possibilities
lehetőségeket	imkoniyatlar	chances
lehetőséget	imkoniyat	opportunity
lehetőségét	imkoniyat	opportunity
lehetővé	ruxsat berish	possible
lelet	toping	finding
leletek	asarlar	findings
lelke	jon	soul
lelkek	qalblar	souls
lelkes	g&#39;ayratli	enthusiastic
lelki	ma&#39;naviy	spiritual
lemez	plitasi	album
lemezek	disklari	albums
lemezen	disk	on disc
lemezt	disk	disc
lemond	iste&#39;foga chiqmoq	resigns
lemondott	iste&#39;foga chiqdi	renounced
lemondását	uning iste&#39;fosi	resignation
lengyel	polyakcha	polish
lengyelek	qutblar	poles
lengyelország	polsha	poland
lengyelországban	polsha	poland
lenin	leninizm	lenin
lenne	bo&#39;lishi mumkin	would be
lenni	bolmoq	to be
lennie	bo&#39;lmoq	be
lennon	lennon	lennon
lennének	bo&#39;lardi	would
leo	leo	leo
leonard	leonard	leonard
leonardo	leonardo	leonardo
leopold	leopold	leopold
les	les	les
lesz	bo&#39;ladi	will
lesznek	bo&#39;ladi	will be
leszállás	qo&#39;nish	landing
leszámítva	tashqari	not counting
leszármazottai	avlodlari	descendants of
leszármazottja	avlodi	descendant of sy
let	bo&#39;lish	let
letartóztatták	hibsga olingan	arrested
lett	bo&#39;ldi	became
lettek	ular bo&#39;ldi	became
lettország	latviya	latvia
levegő	havo	air
levegőben	havoda	airborne
levele	xat	letter of
levelei	barglari	letters of
leveleiben	harflar	letters
levelek	harflar	letters
levelet	yozing	letter
levelében	maktub bo&#39;yicha	(in her/his) letter
levelét	xat	letter
levél	xat	letter
levélben	pochta	in a letter
levéltár	arxivlari	archives
levő	bo&#39;lish	being
lewis	lyuis	lewis
lexikon	entsiklopediya	lexicon
lexikona	leksikon	cyclopedia of sy/sg
lezajlott	bu sodir bo&#39;ldi	completed
lezáró	yopilish	closing
leány	qiz	girl
leánya	qizlari	sy's daughter
leírt	yozilgan	written
leírás	tavsifi	description
leírása	tavsifi	description of
leíró	tavsiflovchi	describing
leó	leo	leo
liberalizmus	liberalizm	liberalism
liberális	liberal	liberal
library	kutubxonasi	library
liechtenstein	lixtenshteyn	liechtenstein
liechtensteini	lixtenshteyn	liechtenstein
life	hayot	life
liga	liga	league
light	yorug&#39;lik	light
ligája	liga	league
ligájában	liga	league
likőr	likyor	liqueur
lila	siyohrang	purple
lily	nilufar	lily
lincoln	linkoln	lincoln
linda	linda	linda
lindemann	lindemann	lindemann
line	chiziq	line
lineáris	chiziqli	linear
linkek	havolalar	links
linkgyűjtemény	havolalar to&#39;plami	link collection
linkin	choyshab	linkin
linux	linux	linux
lipcse	leyptsig	leipzig
lipcsei	leyptsig	from leipzig
lipcsében	leyptsig	leipzig
lipót	leopold	lipót
lisa	lisa	lisa
lista	ro&#39;yxati	list
listája	ro&#39;yxati	list of
listáján	ro&#39;yxati	list
listák	ro&#39;yxatlari	lists
listán	ro&#39;yxati	on the list
listát	ro&#39;yxati	list
liszt	un	flour
litván	litva	lithuanian
litvánia	litva	lithuania
litánia	litany	litany
live	jonli	live
liverpool	liverpul	liverpool
logan	logan	logan
logika	mantiq	logic
logikai	mantiq	logical
logisztika	logistika	logistics
loki	loki	football team
london	london	london
londonba	london	to london
londonban	london	in london
londoni	london	london
long	uzoq	long
lord	lord	lord
lorelai	lorelay	lorelai
lorenzo	lorenzo	lorenzo
los	yo&#39;qotish	los
lost	yo&#39;qolgan	lost
lotus	lotus	lotus
louis	louis	louis
lovag	ritsar	knight
lovagok	ritsarlar	knights
lovak	otlar	horses
lovas	chavandoz	lovas
lovat	ot	horse
love	sevgi	love
lsd	qarang	see
luca	luca	luca
lucas	lukas	lucas
lucifer	lucifer	lucifer
ludwig	ludvig	ludwig
luigi	luigi	luigi
luis	luis	luis
luke	luk	luke
lukács	lukachlar	luke
luna	luna	luna
lunar	qamariy	english word
lupus	qizilo&#39;ngach	lupus
luther	yuk mashinasi	luther
luxemburg	lyuksemburg	luxembourg
luxemburgi	lyuksemburg	from luxemburg
lyuk	teshik	hole
láb	oyoq	foot
lába	oyoqlari	feet
lábjegyzet	izoh	footnote
lábon	oyoq	feet
lábánál	tog &#39;etaklari	foot
lábát	oyoq	feet
láden	laden	foreign name
lágy	yumshoq	soft
lánchíd	zanjir ko&#39;prigi	chain bridge
lány	qiz	girl
lánya	uning qizi	daughter
lányok	qizlar	girls
lányt	qiz	girl
lányát	qizi	daughter of sy
lásd	qarang	see
lászló	bayroq	lászló
lát	qarang	see
láthatatlan	ko&#39;rinmas	invisible
látható	ko&#39;rinadigan	visible
láthatóak	ko&#39;rinadigan	visible
láthatók	ko&#39;rsatilgan	can be seen
látja	ko&#39;radi	hosts
látjuk	ko&#39;rib turibmiz	we can see
látják	ular ko&#39;rishadi	see
látképe	ko&#39;rinish	panorama
látni	qarang	to see
látnivalói	diqqatga sazovor joylar	sights of
látnivalók	diqqatga sazovor joylar	sights
látogatott	tashrif buyurdi	visited
látogatta	tashrif	visited
látogatása	tashrif	visit
látogató	mehmon	visitor
látogatók	tashrif buyuruvchilar	visitors
látott	ko&#39;rilgan	seen
látszik	paydo bo&#39;ladi	is heard
látszott	qaradi	was seen
látszólag	aftidan	apparently
látszólagos	ravshan	apparent
látta	ko&#39;rgan	saw
láttak	ko&#39;rdilar	saw
látták	ko&#39;rilgan	saw
látva	ko&#39;rish	seeing
látványos	ajoyib	spectacular
látás	ko&#39;rish	sight
láva	lavalar	lava
láz	isitma	fever
lázadás	isyon	rebellion
lázadó	isyonchi	rebel
lázár	lazar	lázár
légi	havo	aerial
légierő	havo kuchlari	air force
légkör	atmosfera	atmosphere
légkörbe	atmosfera	into the atmosphere
légkörben	atmosfera	in atmosphere
légköre	atmosfera	atmosphere of
légköri	atmosferaga oid	atmospheral
lélek	jon	soul
lény	bo&#39;lish	being
lényege	uning mohiyati	essence
lényeges	muhim	substantial
lényegesen	sezilarli darajada	essentially
lényegében	mohiyatan	essentially
lények	maxluqot	beings
lép	taloq	occurs in
lépett	kirdi	stepped
léphet	chiqish	can occur
lépnek	olmoq	step
lépni	qadam	move on
léptek	oyoq tovushlari	stepped
lépés	qadam	step
lépése	qadam	step of sy/sg
lépéseket	qadamlar	steps
lépést	yuqoriga	strides
lét	bo&#39;lish	existence
léte	mana	existence
létesített	tashkil etilgan	established
létesült	tashkil etilgan	established
létezett	mavjud edi	existed
létezik	mavjud	exist
léteznek	bu yerda	there are
létezés	mavjudlik	existence
létezését	mavjudligi	sy's existence
létező	mavjud	existing
létre	yuqoriga	created
létrehozni	yaratmoq	produced
létrehozott	yaratilgan	founded
létrehozta	yaratilgan	funded
létrehozták	yaratilgan	established
létrehozása	yaratish	create
létrejött	yaratilgan	came into existence
létrejövő	yaratilgan	come to existence
létszáma	raqam	number of
létszámát	raqam	number of
létszámú	raqam	in numbers
létét	mavjudligi	existence of sy/sg
lévén	bo&#39;lish	being
lévő	bo&#39;lish	being
líceum	litsey	lyceum
líra	lira	lyricism
lírai	lirik	lyrical
ló	otish	horse
lóránt	lóránt	lorant
lúdformák	anserinae	geese and swans
lőcsei	lőcsei	locse
lőrinc	qonunlar	lörinc
lőtt	otish	shot
m	m	m
ma	bugun	today
mac	mac	mac
macedónia	makedoniya	macedonia
machu	machu	machu
macska	mushuk	cat
macskák	mushuklar	cats
madarak	qushlar	birds
madonna	madonna	madonna
madrid	madrid	madrid
madách	madach	madách
madár	qush	bird
maffia	mafiya	maffia
mag	yadrosi	core
maga	o&#39;zi	himself
magam	o&#39;zim	i
magas	baland	high
magasabb	yuqori	higher
magasra	uzun bo&#39;yli	high
magasság	balandligi	height
magassága	balandligi	height of sy/sg
magazin	jurnal	magazine
magda	magda	magda
magdolna	magdolna	magdolna
magja	yadrosi	sg's seed
magma	magma	magma
maguk	o&#39;zlari	themselves
magukat	siz	themselves
magukkal	ular bilan	them
maguknak	o&#39;zlari	for them
magukra	o&#39;zlari	themselves
magvető	urug &#39;	magvető (a hungarian publishing company)
magyar	venger	hungarian
magyarok	vengerlar	hungarians
magyarokat	vengerlar	hungarian people
magyarország	vengriya	hungary
magyarországi	venger	hungarian
magyarországnak	osilgan	hungary
magyarországon	vengriyada	in hungary
magyarországot	osilgan	hungary
magyarországra	vengriyaga	hungary
magyarországról	vengriyadan	hungary
magyarországért	vengriya	for hungary
magyarság	vengerlar	hungarians
magyarul	venger tilida	in hungarian
magyarázat	tushuntirish	explanation
magyarázata	tushuntirdi	explanation
magyarázatot	tushuntirish	explanation
magyarázható	tushunarli	explainable
magyarázzák	tushuntirdi	explain
magzat	homila	embryo
magába	kiritilgan	include
magában	u o&#39;z ichiga oladi	inconsistent examples, not a stand alone word (foglalja magában=includes - magában hordozza=carries within itself)
magához	o&#39;zi	to himself
magán	xususiy	private
magának	o&#39;zi	you
magánhangzók	unlilar	vowels
magányos	yolg&#39;iz	lonely
magánélete	shaxsiy hayot	private life
magára	o&#39;zi	itself
magáról	o&#39;zi	of himself
magát	siz	himself/herself
magától	o&#39;zi tomonidan	inconsistent examples (magától értetődő=evident - távol tartani magától=keep it away from himself)
magával	bo&#39;ylab	with him/her
mai	zamonaviy	pesent-day
main	bugun	main
maja	mayya	maya
majd	keyin	then
majdnem	deyarli	almost
makedón	makedon	macedonian
makedónok	makedoniyaliklar	macedonians
malcolm	malkolm	malcolm
malfoy	malfoy	malfoy
malthusianizmus	maltusianizm	not a hungarian word, it instead is an obsolete demography theory of thomas malthus
maláj	malay	malaysian
malária	bezgak	malaria
manapság	shu kunlarda	nowadays
manchester	manchester	manchester
manga	manga	manga
mann	mann	mann
mansell	mansell	mansell
manson	manson	not aa hungarian word
manuel	manuel	manuel
marad	turmoq	remains
maradandó	boqiy	irreversible
maradjon	turmoq	stay
maradnak	turmoq	(they) stay
maradni	turmoq	to remain
maradt	chapga	stayed
maradtak	qoldi	stayed
maradványai	qoladi	remains
maradványait	qoladi	remains
maradék	qolgani	leftover
marcell	marcell	marcell (forename)
marco	marko	marco
marcus	marcus	marcus
margaret	margaret	margaret
margit	margaret	margaret
mari	mari	mari
maria	mariya	maria
marie	mari	marie
mario	mario	mario
mark	belgilash	mark
marketing	marketing	marketing
marley	marley	marley
marokkó	marokash	morocco
maros	tirgu	tirgu
marosvásárhely	marosvásárhely	marosvásárhely
marosvásárhelyen	targu mures	at marosvásárhely
marosvásárhelyi	tirgu mures	of marosvásárhely
mars	mars	mars
marsall	marshal	marshal
marsh	botqoq	marsh
martin	martin	martin
marx	marksizm	marx
marxista	marksist	marxist
mary	mari	mary
maría	mariya	maria
mason	mason	mason
massa	massa	massa
master	usta	master
matematika	matematika	mathematics
matematikai	matematik	mathematical
matematikus	matematik	mathematician
matt	mot qoplama	matt
max	yuqoriga	max
maximum	maksimal	maximum
maximális	maksimal	maximal
may	mumkin	english word
mccartney	makkartni	mccartney
mclaren	mclaren	mclaren
mdp	mdp	abbreviation of hungarian workers' party
me	meni	english word
meccs	gugurt	game
meccsen	o&#39;yin	on a match
meccset	jang	match
mechanikai	mexanik	mechanic
mechanikus	mexanik	mechanic
medici	medici	medici
medicina	dori	medicina (a hungarian publisher company)
mediterrán	o&#39;rta er dengizi	mediterranean
medián	median	median
medve	ayiq	bear
medveállatkák	tardigradalar	bear animal
meg	va	and
megadott	berilgan	given
megakadályozni	oldini olish	hinder
megakadályozta	oldini oldi	prevented
megalakult	hosil bo&#39;lishi	formed
megalakulása	poydevor	foundation
megalapította	asos solingan	founded
megalapították	asos solingan	founded
megalkotta	yaratilgan	created
megbetegedett	kasal	ill
megbukott	bajarilmadi	failed
megbízható	ishonchli	reliable
megbízott	vasiy	representative
megbízást	komissiya	commissioned
megbízásából	tomonidan topshirilgan	on the behalf of
megegyezett	kelishilgan	agreed
megegyezik	rozi	correspond with
megegyeznek	ular rozi	are identical
megegyező	xuddi shu	the same
megelőzte	oldinda	preceded
megelőzve	oldinda	ahead of sy/sg
megelőző	profilaktik	preceding
megelőzően	oldin	preventing
megengedett	ruxsat berilgan	permitted
megerősített	kuchaytirildi	inconsistent examples (translations in order: confirmed, reinforced, reinforced)
megerősítette	tasdiqladi	reinforced
megerősítették	tasdiqladi	fortified
megfelel	muvofiqlik	is in accordance with
megfelelő	to&#39;g&#39;ri	proper
megfelelően	tegishli ravishda	accordingly
megfelelője	hamkasbi	equivalent of sy/sg
megfigyelhető	ravshan	observed
megfigyelése	kuzatish	observation of
megfigyelések	kuzatishlar	observations
megfigyelő	kuzatuvchi	observer
megfogalmazott	shakllantirish	formulated
megfordult	burildi	appeared
meggyengült	zaiflashdi	became weak
meghajtó	haydash	drive
meghal	o&#39;lmoq	dies
meghaladja	oshadi	surpasses
meghaladta	dan oshdi	exceeded
meghalt	vafot etdi	died
meghatározható	aniqlanishi mumkin	definable
meghatározni	aniqlash uchun	to define
meghatározott	belgilangan	defined
meghatározta	aniqlandi	defined
meghatározza	belgilang	defines
meghatározása	qat&#39;iyat	allocation of
meghatározó	aniqlovchi	determining
meghívta	taklif qilingan	invited
meghódította	taassurot qoldirdi	conquered
megindult	ko&#39;chib	started
megint	yana	again
megismerkedett	u uchrashdi	got acquinted  (with sy)
megismerés	bilish	acquaintance
megismerése	tushunish	becoming acquainted with
megjegyezni	eslaylik	to remark
megjegyezte	qayd etdi	remarked
megjegyzendő	qayd etdi	nota bene
megjegyzés	sharh	remark
megjegyzések	eslatmalar	notes
megjelenik	paydo bo&#39;ladi	appear
megjelennek	paydo bo&#39;ladi	appear
megjelent	ozod qilindi	appeared
megjelentek	paydo bo&#39;ldi	appeared
megjelenés	tashqi ko&#39;rinishi	appearance
megjelenése	tashqi ko&#39;rinishi	appearance of
megjelenésének	tashqi ko&#39;rinishi	of its publication
megjelenését	tashqi ko&#39;rinishi	his appearance
megjelenő	paydo bo&#39;ladi	appearing
megkapta	qabul qildi	got
megkezdte	boshlandi	begun
megkezdték	ular boshladilar	started
megkezdődött	boshlandi	started
megkérte	- deb so&#39;radi u	ask
megkísérelte	urinish	tryed
megközelítés	yondashuv	approach
megközelítőleg	taxminan	approximately
megkülönböztetünk	ajratib turmoq	distinguish
meglehetősen	o&#39;rniga	rather
meglepő	ajablantiradigan	amazing
meglátogatta	tashrif	visited
meglévő	mavjud	existing
megmaradt	chapga	remaining
megmutatta	ko&#39;rsatdi	showed
megnevezés	denominatsiya	denomination
megnevezése	nomi	identification
megnyerni	yutmoq	win
megnyert	yutuq	won
megnyerte	yutuq	won
megnyerték	yutuq	won
megnyitotta	ochildi	opened
megnyílt	ochildi	opened
megnövekedett	oshdi	grew
megnőtt	yetishtirilgan	grew
megoldani	hal qilmoq	to solve
megoldás	eritma	solution
megoldása	hal qilish	solution
megoldást	eritma	solution
megoszlás	tarqatish	distribution
megoszlása	tarqatish	distribution
megosztott	bo&#39;lingan	shared
megosztotta	birgalikda	divided
megpróbálja	urinib ko&#39;rmoq	tries
megpróbált	harakat qildi	tried to
megpróbálta	harakat qildi	tried to
megpróbálták	harakat qildilar	tried to
megrendezett	o&#39;tkazildi	organized
megrendezésre	joy	to be organized
megromlott	yomonlashdi	deteriorated
megsemmisült	yo&#39;q qilindi	perished
megszakadt	bekor qilindi	interrupted
megszerezni	olish uchun; olmoq	acquired
megszerezte	kasb etdi	acquired
megszerzett	sotib olingan	acquired
megszerzése	sotib olish	acquiring
megszokott	oddiy	established
megszállt	ishg&#39;ol qilingan	occupied
megszállta	bostirib kirdi	occupied
megszállták	bostirib kirdi	occupied by
megszállás	kasb	occupation
megszállása	kasb	invasion of
megszületett	tug&#39;ilgan	came to existence
megszüntette	bekor qilindi	abolished
megszüntették	bekor qilindi	abolished
megszüntetése	tozalash	cessation of
megszűnik	to&#39;xtatish	terminated
megszűnt	yo&#39;q qilindi	ended
megszűnése	tugatish	cessation
megsértése	buzilish	violation of
megsérült	jarohatlangan	injured
megtagadta	rad qildi	refused (to)
megtalálható	topish mumkin	be in evidence
megtalálhatók	topildi	can be found
megtalálni	topmoq	to find
megtalálta	topildi	found
megtalálták	topildi	found
megtartotta	saqlanib qoldi	retained
megtartották	saqlanib qoldi	they have kept
megteremtése	yaratish	creation of
megtett	sayohat qildi	did
megtiltotta	taqiqlangan	forbade
megtudja	top	finds out
megtámadta	hujum qildi	attacked
