$	dollar təşkil edib	dollar
osmanske	osmanlı	ottoman
osmanski	osmanlı	ottoman
osmansko	osmanlı	ottoman
osmanskog	osmanlı	ottoman
osmanskom	osmanlı	ottoman
osniva	quruldu	founds
osnivaju	qurmaq	found
osnivanja	müəssisə	establishment
osnivanje	müəssisə	foundation
osnivanju	müəssisə	founding
osnivač	qurucusu	founder
osnivača	qurucusu	founders
osnivačem	qurucusu	founder
osnova	əsas	basics
osnovali	quruldu	founded
osnovan	quruldu	founded
osnovana	quruldu	founded
osnovane	quruldu	established, founded (established is better)
osnovano	quruldu	founded
osnovao	quruldu	founded
osnove	əsasları	basics
osnovi	əsasən	based
osnovice	əsasları	base
osnovna	əsas	primary
osnovne	əsas	primary
osnovni	əsas	basic
osnovnih	əsas	primary
osnovnim	əsas	elementary
osnovno	əsas	elementary
osnovnog	əsas	elementary
osnovnu	ibtidai	primary
osnovu	əsas	basis
osoba	şəxs	person
osobama	şəxslər	persons
osobe	şəxslər	persons
osobina	xüsusiyyət	trait
osobinama	xassələri	properties
osobine	xassələri	characteristics
osobito	xüsusilə	especially
osobu	şəxs	person
osovine	oxlar	shaft
ostaci	qalıqlar	remains
ostacima	qalıqlar	remains
ostaje	qalır	stays
ostaju	qalırlar	remain
ostala	istirahət	leftover
ostale	digərləri	remain
ostali	digərləri	other
ostalih	digərləri	other
ostalim	digərləri	other
ostalo	digərləri	other
ostalog	istirahət	other
ostane	qalmaq	remain
ostao	qaldı	left
ostatak	istirahət	remain
ostataka	qalıqlar	remains
ostati	qalmaq	to stay
ostatka	istirahət	leftovers
ostatke	qalıqlar	remains
ostavili	qalıb	left
ostavio	qalıb	left
ostavlja	yarpaqlar	leave
ostoja	ostoja	ostoja
ostrva	adalar	islands
ostrvima	adalar	islands
ostrvo	ada	island
ostrvu	ada	island
ostvarenja	nailiyyətlər	achievements
ostvarenje	reallaşdırma	achievements
ostvarila	nail oldu	achieved
ostvario	nail oldu	achieve
ostvariti	həyata keçirmək	happen
ostvaruje	həyata keçirir	achieves
ostvaruju	dərk etmək	accomplish
osuđen	məhkum	convicted
osvaja	fəth edir	wins
osvajaju	fəth etmək	occupy
osvajanja	fəthlər	conquest
osvajanje	fəth	conquest
osvajanjem	fəth edərək	conquest
osvajač	fəthçi	conqueror
osvajači	fəth edənlər	conquerors
osvojenih	fəth etdi	won
osvoji	qazanmaq	wins
osvojila	qazandı	conquered
osvojili	qazandı	won
osvojio	qazandı	won
otac	ata	father
otcijepljenje	ayrılma	secession
otišao	qalıb	went
otišli	getdi	gone
otkrili	aşkar etdi	discovered
otkrio	aşkar etdi	discovered
otkriva	ortaya qoyur	reveals
otkriven	aşkar etdi	discovered
otkrivena	aşkar etdi	uncovered
otkrivene	aşkar etdi	discovered
otkriveni	aşkar etdi	discovered
otkriveno	aşkar etdi	discovered
otkrića	kəşflər	discoveries
otkriće	kəşf	discovery
otok	ada	island
otoka	adalar	island
otpada	israf	goes to
otpor	müqavimət	resistance
otpora	müqavimət	resistance
otprilike	təxminən	about
otrov	zəhər	poison
otuda	oradan	hence
otvara	açılır	opened
otvaraju	açırlar	open
otvaranja	açılış	opening
otvaranje	açılış	opening
otvor	açılış	aperture
otvora	açılışlar	aperture
otvoren	açıq	opened
otvorena	açıq	open
otvorene	açıq	open
otvoreni	açıq	open
otvoreno	açıq şəkildə	openly
otvorenog	açıq	open
otvorenom	açıq havada	open
out	çöldə	out
ova	bu	this
ovaca	qoyun	sheep
ovaj	bu bir	this
ovakav	bunun kimi	this
ovako	bunun kimi	this
ovakva	bunun kimi	like this
ovakve	bunun kimi	these
ovakvi	bunun kimi	these
ovakvim	bunun kimi	these
ovakvo	bunun kimi	this
ovakvog	bunun kimi	this
ovde	burada	here
ovdje	burada	here
ove	bunlar	this
over	üzərində	over
ovi	bunlar	these
ovih	bunlardan	these
ovim	bununla	these
ovisi	asılıdır	depends
ovisno	asılı olaraq	dependant
ovlasti	səlahiyyətləri	powers
ovo	bu	this
ovog	bu	this
ovoga	bu	this
ovoj	bu bir	this
ovom	bu	this
ovome	bu	this
ovu	bu	this
oznaka	etiket	label
oznake	etiketlər	features
označava	deməkdir	marks
označavaju	işarədir	signify
ozren	ozren	ozren
očekivalo	gözlənilir	expected
očekuje	gözləyir	expecting
oči	gözlər	eyes
očiju	gözlər	eyes
očima	gözlər	eyes
očito	açıq-aydın	obvious
očituje	təzahür edir	reflected
očne	göz	eyes
očuvanje	qorunması	conservation
oštećenja	zərər	damage
oštra	kəskin	sharp
oštre	kəskin	sharp
oštro	kəskin	sharp
oženio	evli	married
oženjen	evli	married
p	səh	p
pa	pa	so
pacijenata	xəstələr	patients
pacijenta	xəstə	patient
pad	pad	fall
pada	yaxşı bəli	fall
padaju	düşürlər	fall
padavina	yağıntı	precipitation
padavine	yağıntı	rainfall
padne	düşəcək	fell
padom	düşmək	fall
padu	düşmək	decline
pak	pak	again
pakistan	pakistan	pakistan
pakt	pakt	pact
pakta	pakt	pact
pala	düşdü	dropped down
paladijum	palladi	palladium
palais	saray	palais
palača	saray	palace
palače	saraylar	palace
palaču	saray	palace
paldum	paldum	paldum
pale	solğun	fell
palestine	fələstin	palestine
pali	pali	ignite
pamti	yadda saxla	remembers
pamuk	pambıq	cotton
pandora	pandora	pandora
panonske	pannonian	pannonian
pao	düşdü	fell down
papa	papa	pope
pape	pape	pope
papir	kağız	paper
papira	kağız	paper
par	par	couple
para	üçün	pair
paradajza	pomidor	tomato
paradoks	paradoks	paradox
paradoksi	paradokslar	paradox
paralelno	paralel olaraq	parallel
paralelogram	paraleloqram	parallelogram
paramecijum	paramecium	paramecijum
paravojne	hərbçi	paramilitary
parazita	parazit	parasites
parc	parc	park
pare	buxar	money
paris	paris	paris
pariz	paris	paris
pariza	paris	paris
parizu	paris	paris
pariška	paris	paris
pariške	paris	paris
pariški	paris	paris
pariškog	paris	paris
park	park	park
parkova	parklar	parks
parkovi	parklar	parks
parku	park	park
parlament	məclis	parliament
parlamenta	məclis	parliament
parlamentarna	parlamentli	parliamentary
parlamentarne	parlamentli	parliamentary
parlamentu	məclis	parliament
parteru	aşağı mərtəbə	parterre
partija	tərəf	party
partije	tərəflər	party
partizan	partizan	partisan
partizana	partizan	partisans
partnera	tərəfdaş	partner
partneri	tərəfdaşlar	partners
patnje	əzab	grief
patrijarh	patriarx	patriarch
patrijarha	patriarx	patriarch
patrijaršija	patriarxlıq	patriarchate
pauk	hörümçək	spider
paul	paul	paul
pauza	fasilə	pause
pauze	fasilə	break
pavla	paul	pavle
pavle	paul	pavle
pazar	bazar	pazar
paša	otlaq	chief
paše	otlayır	pasha
pažnja	diqqət	attention
pažnje	diqqət	attention
pažnju	diqqət	attention
pc	pc	pc
pci	pci	pci
pdf	pdf	pdf
pdv	ədv	vat
pedagogija	pedaqogika	ped
pedeset	əlli	fifty
penis	penis	penis
penisa	penis	penis
peraja	üzüklər	real
peraje	üzüklər	fin
performanse	performans	performance
periferiji	periferiya	periphery
perikard	perikard	pericardium
period	dövrü	period
perioda	dövrü	period
periodima	dövrlər	periods
periodu	dövrü	period
pero	lələk	pero
peru	peru	pero
perzijski	fars	persian
perzijskog	fars	persian
pesnici	şairlər	poets
pesnika	şair	poet
pet	beş	five
petak	cümə	friday
petar	petar	petar
pete	pete	fifth
peter	peter	peter
peti	beşinci	fifth
petlje	döngələr	knot
petnaest	on beş	fifteen
petog	beşinci	fifth
petra	petra	peter
petrovac	petrovac	petrovac
petrović	petrovic	petrovic
petén	peten	peten
peći	sobalar	ovens
pećina	mağara	cave
pećine	mağaralar	caves
pećini	mağaralar	cave
pečat	möhür	stamp
pgp	pqp	pgp
ph	ph	ph
pi	pi	pi
pierre	pierre	pierre
piezoelektricitet	piezoelektrik	piezoelectricity
pijesak	qum	sand
piksela	piksel	pixels
pilus	pilus	pilus
pingvina	pinqvin	penguins
pingvini	pinqvinlər	penguins
piramida	piramida	pyramid
piramide	piramida	pyramids
pisac	yazıçı	writer
pisaca	yazıçılar	writers
pisali	yazdı	writted
pisan	yazılıb	written
pisana	yazılıb	written
pisane	yazılıb	written
pisani	yazılıb	written
pisanih	yazılıb	written
pisanim	yazılıb	written
pisanja	yazmaq	writings
pisanje	yazmaq	writting
pisanju	yazmaq	writing
pisao	yazdı	wrote
pisati	yazmaq	write
pisca	yazıçı	writer
pisci	yazıçılar	writers
pisma	məktublar	letters
pismenost	savadlılıq	literacy
pismenosti	savadlılıq	literacy
pismo	məktub	epistyle
pismom	məktub	by letter
pismu	məktub	letter
pita	o soruşur	asks
pitagora	pifaqor	pythagoras
pitanja	suallar	questions
pitanje	sual	question
pitanjima	məsələlər	questions
pitanju	sual	about
pića	içki	beverages
piše	o yazır	write
pišu	mən yazıram	write
pjege	çəpərlər	spots
pjesama	mahnıları	songs
pjesma	mahnı	song
pjesmama	mahnıları	poems
pjesme	mahnıları	poem
pjesmi	mahnıları	songs
pjesmom	mahnı	song
pjesmu	mahnı	song
pjesnici	şairlər	poets
pjesnik	şair	poet
pjesnika	şair	poet
pjeva	oxuyur	sing
pjevaju	oxuyurlar	sing
pjevanje	oxuyur	singing
pjevao	səsləndirdi	sang
pjevač	müğənni	singer
pjevača	müğənni	singers
pjevači	müğənnilər	singers
pjevačica	müğənni	singer
pl	pl	pl
place	ağlayır	place
plamen	alov	flame
plan	plan	plan
plana	plan	plan
planeta	planet	planet
planete	planetlər	planet
planina	dağ	mountain
planinama	dağlar	mountains
planine	dağlar	mountain
planini	dağlar	mountains
planinska	dağ	mountain
planinske	dağ	mountainous
planinski	dağlıq	mountainous
planinskih	dağ	mountain
planinskim	dağlıq	mountain
planinsko	dağlıq	mountain
planinskog	dağ	mountainous
planinskom	dağ	mountain
planira	planlar	planing
planiranja	planlaşdırma	planing
planiranje	planlaşdırma	planning
planirao	planlaşdırılır	planned
planova	planlar	plans
planove	planlar	plans
planovi	planlar	plans
planu	plan	plan
platon	platon	plato
platona	platon	plato
plava	mavi	blue
plave	mavi	blue
plavi	mavi	blue
plavom	mavi	blue
play	oynamaq	play
playoff	pley-off	play-off
plazma	plazma	plasma
plaća	ödəyir	salary
plaćanja	ödənişlər	payment
pleme	qəbilə	tribe
plemena	tayfalar	tribes
plemenima	tayfalar	tribes
plemstva	zadəganlıq	nobility
plemstvo	zadəganlıq	nobility
plesni	kif	dance
plina	qaz	gas
plod	meyvə	fruit
ploda	meyvə	product
plodne	bərəkətli	fertile
plodno	məhsuldar	fertile
plodovi	meyvələr	fruits
ploča	boşqab	plate
pločama	plitələr	boards
ploče	plitələr	boards
ploči	plitələr	plate
ploču	boşqab	drive
plus	üstəgəl	plus
pluća	ciyərlər	lungs
plućnog	pulmoner	pulmonary
pne	e.ə.	bc
po	tərəfindən	after
pobačaj	abort	abortion
pobijedio	qazan	won
pobjeda	qələbə	victory
pobjede	qələbələr	after winning the national-oriented parties in the first multiparty elections in bosnia there was a belief that those party's will gradually leave the national rhetoric and begin to define as most other european leftist parties in the usual right-wing-scale. cerska and kolubarska battle were the first allied victory in world war i. after victories in southern hungary, about 6000 austrian soldiers came to sarajevo to find its defenders totally unprepared for war, and on 23 october 1697 they almost completely burned the city that was then the seat bosnian eyalet with over 120 mosques.
pobjedio	qazandı	won
pobjednici	qaliblər	winners
pobjednik	qalib	winner
pobjednika	qalib	winner
pobjedom	qələbə	victory
pobjedu	qələbə	victory
pobjegao	qaçdı	escaped
pobjegli	qaçdı	escaped
pobjeći	qaçmaq	run
pobjeđuje	qalib	wins
poboljšanje	təkmilləşdirilməsi	improvement
pobuna	üsyan	rebelion
pobune	üsyan	riots
pobunjenici	üsyançılar	rebels
pobunu	üsyan	rebelion
pod	mərtəbə	under
podaci	məlumatları	data
podacima	məlumatları	data
podanika	fənlər	subjects
podatak	məlumatları	information
podataka	məlumatları	files
podatke	məlumatları	data
podigao	qaldırdı	raised
podijeliti	paylaşmaq	share
podijeljen	bölünmüşdür	separated
podijeljena	bölünmüşdür	shared
podijeljene	bölünmüşdür	divided
podijeljeni	bölünmüşdür	shared
podijeljeno	paylaşdı	divided
podjela	bölmə	division
podjele	bölmə	division
podjeli	bölmə	split
podjeljena	bölünmüşdür	separated
podjelu	bölmə	division
podloga	pad	base
podloge	substratlar	surfaces
podlogu	substrat	suface
podlozi	substratlar	groundwork
podne	günorta	noon
podnijeti	təqdim etmək	stand
podnožju	ayaq	foot
podrazumijeva	nəzərdə tutur	implies
podrazumijevaju	deməkdir	represent
podrazumjeva	nəzərdə tutur	means
podrinja	podrinja	drina basin
podrinju	podrinju	drina basin
područja	sahələr	areas
područje	sahəsi	area
područjem	sahəsi	area
područjima	sahələr	areas
području	sahəsi	former
podrška	dəstək	support
podrške	dəstək	support
podršku	dəstək	support
podržava	dəstəkləyir	suports
podržavaju	dəstək	support
podržavala	dəstəklənir	support
podsjeća	xatırladır	reminds
podsjećaju	xatırlatmaq	remind
podstiče	təşviq edir	encourages
poduzeća	şirkətlər	companies
poezija	şeir	poetry
poezije	şeir	poetry
poeziji	şeir	poetry
poeziju	şeir	poetry
poginulo	ölmüş	killed
poginuo	ölmüş	died
pogled	görünüşü	view
pogleda	baxışlar	look
pogledajte	baxmaq	look,look at
pogledati	baxmaq	look
pogledu	görünüşü	regarding
pogodila	vurdu	hit
pogotovo	xüsusilə	especially
pogrešno	səhv	wrong
pogubljena	edam edildi	executed
pohod	zam	visit
pohoda	zam	campaign
pohvaliti	tərifləmək	commend
pojam	müddət	term
pojas	kəmər	belt
pojasa	kəmər	zone
pojasom	kəmər	zone
pojasu	kəmər	zone
pojava	baş verməsi	phenomena
pojave	hadisələr	advent
pojavila	ortaya çıxdı	appeared
pojavile	ortaya çıxdı	appeared
pojavili	ortaya çıxdı	appeared
pojavio	ortaya çıxdı	appeared
pojaviti	görünür	appear
pojavljuje	görünür	appears
pojavljuju	görünür	appeared
pojavom	görünüşü	beginning
pojavu	baş verməsi	appearance
pojačava	gücləndirir	increases
pojedinaca	şəxslər	individuals
pojedinačne	fərdi	individual
pojedinačni	fərdi	individual
pojedinačnih	fərdi	individual
pojedinca	fərdi	individual
pojedinci	şəxslər	individuals
pojedine	fərdi	some
pojedini	fərdi	certain
pojedinih	fərdi	some
pojedinim	fərdi	individual
pojedinog	fərdi	individual
pojma	konsepsiya	term
pojmom	konsepsiya	term
pojmova	şərtləri	terms
pojmovi	şərtləri	terms
pokazala	göstərdi	showed
pokazale	göstərdi	proved
pokazali	göstərdi	showed
pokazalo	göstərdi	it is shown
pokazao	göstərdi	showed
pokazati	göstərmək	show
pokazuje	göstərir	indicates
pokazuju	şou	show
poklapa	matçlar	coincides
pokraj	yanında	beside
pokrajina	vilayət	country
pokrajine	əyalətlər	province
pokrajini	vilayət	province
pokrenuo	başlatdı	started
pokret	hərəkat	move
pokreta	hərəkat	movement
pokretanje	başlanğıc	launch
pokreti	hərəkətlər	movements
pokretima	hərəkətlər	moves
pokretu	hərəkat	motion
pokreće	başlayır	moves
pokriva	əhatə edir	cover
pokušaj	cəhd edin	attempt
pokušaja	cəhdlər	attempts
pokušaji	cəhdlər	try
pokušajima	cəhdlər	tries
pokušaju	cəhd edirlər	try
pokušali	çalışdı	tried
pokušao	çalışdı	tried
pokušati	sınamaq	try
pokušava	çalışır	tries
pokušavaju	çalışırlar	try
pokušavali	çalışdı	attempted
pola	yarım	half
polahko	yavaş-yavaş	slow
polako	yavaş-yavaş	slowly
polazi	başlayır	starts
policija	polis	police
policije	polis	police
policiju	polis	police
polisa	siyasəti	policy
polisaharidi	polisaxaridlər	polysacharydi
politici	siyasəti	politics
politika	siyasət	policy
politike	siyasəti	policy
politikom	siyasət	politics
politiku	siyasəti	politics
političar	siyasətçi	politician
političara	siyasətçilər	politicians
političari	siyasətçilər	confirmed
politička	siyasi	political
političke	siyasi	political
politički	siyasi	politically
političkih	siyasi	politic
političkim	siyasi	political
političko	siyasi	political
političkog	siyasi	political
političkoj	siyasi	political
političkom	siyasi	political
političku	siyasi	political
polja	sahələr	fields,plateaus
polje	sahə	field
poljima	sahələr	fields
poljoprivreda	kənd təsərrüfatı	preaches
poljoprivrede	kənd təsərrüfatı	agriculture
poljoprivredi	kənd təsərrüfatı	agriculture
poljoprivredna	kənd təsərrüfatı	agricultural
poljoprivredne	kənd təsərrüfatı	agricultural
poljoprivredni	kənd təsərrüfatı	agricultural
poljoprivrednih	kənd təsərrüfatı	agricultural
poljoprivredu	kənd təsərrüfatı	agriculture
poljska	polşa	poland
poljske	polyak	polish
poljski	polyak	polish
poljskoj	polşa	poland
poljskom	polyak	poland
poljsku	polşa	poland
polju	sahə	field
polovina	yarım	half
polovine	yarıya endirilir	half
polovini	yarıya endirilir	half
polovinom	yarım	half
položaj	mövqe	position
položaja	mövqe	position
položaje	vəzifələr	positions
položajem	mövqe	position
položaju	mövqe	position
poluga	qolu	lever
poluostrva	yarımada	peninsula
poluostrvo	yarımada	peninsula
poluostrvu	yarımada	peninsula
poluotoka	yarımada	peninsula
poluotoku	yarımada	peninsula
poluprečnik	radius	radius
poluprečnika	radius	radius
pomalo	biraz	little
pomaže	kömək edir	helps
pomažu	kömək	help
pomenuti	qeyd etdi	mentioned
pominje	qeyd edir	mention
pomogao	kömək etdi	helped
pomogne	kömək	help
pomorstvo	dənizçilik	seamanship
pomoć	kömək	help
pomoći	kömək	help
pomoćne	köməkçi	lateral
pomoću	istifadə edərək	by which
pompej	pompey	pompey
pompeja	pompey	pompeii
ponajprije	ilk növbədə	firstly
ponajviše	əsasən	most
ponavlja	təkrarlayır	repeat
ponavljanje	təkrarlama	repeating
ponašaju	davranmaq	behave
ponašanja	davranışları	behavior
ponašanje	davranış	behaviour
ponašanju	davranış	behaviour
ponegdje	haradasa	somewhere
ponekad	bəzən	sometimes
ponovno	yenidən	again
ponovnog	yenidən	again
ponovo	yenidən	again
ponoći	gecə yarısında	midnight
ponuda	təklif	offer
ponude	təklif edir	offers
ponudio	təklif etdi	offered
ponudu	təklif	offer
pop	pop	pop
popis	siyahısı	census
popisa	siyahısı	counting
popisu	siyahısı	census
poplava	sel	flood
poplave	daşqınlar	flood
popović	popović	popovic
populacija	əhali	population
populacije	əhali	population
popularan	məşhur	popular
popularna	məşhur	popular
popularne	məşhur	popular
popularni	məşhur	popular
popularno	məşhur	popular
popularnoj	məşhur	popular
popularnost	populyarlıq	popularity
popularnosti	populyarlıq	popular
poput	kimi	like
porast	artırmaq	increase
porasta	artırmaq	increase
porastu	artırmaq	growth
poraz	məğlub etmək	defeat
poraza	məğlub etmək	defeat
porazili	məğlub oldu	defeated
porazio	məğlub oldu	defeated
poražen	məğlub oldu	defeated
poraženi	məğlub oldu	defeated
pored	yanında	next to
poredak	sifariş	order
poremećaj	pozğunluq	disorder
poremećaja	iğtişaşlar	disorders
poremećaji	iğtişaşlar	disorders
poretku	sifariş	order
porez	vergi	tax
poreza	vergilər	tax
porezi	vergilər	taxes
porezne	vergi	tax
porezni	vergi	tax
poređenje	müqayisə	comparison
poređenju	müqayisə	comparison
porijekla	mənşəli	origin
porijeklo	mənşəli	origin
porijeklom	mənşəli	native
porijeklu	mənşəli	origin
porodica	ailə	families
porodicama	ailələr	families
porodice	ailələr	family
porodici	ailələr	family
porodicom	ailə	family
porodicu	ailə	family
porođaj	doğuş	delivery
porođaja	doğuş	delivery
portal	portal	portal
porto	liman	porto
portret	portret	portrait
portugal	portuqal	portugal
poruka	mesaj	message
poruke	mesajlar	messages
poruku	mesaj	message
posao	işləmək	job
posavina	posavina	sava basin
posavine	posavine	posavina
posavini	posavini	posavina
poseban	xüsusi	special
posebna	xüsusi	special
posebne	xüsusi	special
posebni	xüsusi	special
posebnih	xüsusi	special
posebnim	xüsusi	special
posebno	xüsusilə	especially
posebnog	xüsusi	special
posebnom	xüsusi	special
posebnost	özəllik	uniqueness
posebnosti	xüsusi xüsusiyyətləri	particularities
posebnu	xüsusi	special
posjed	sahiblik	possession
posjeda	sahiblik	property
posjede	əşyalar	properties
posjedu	sahiblik	possession
posjeduje	sahibdir	possess
posjeduju	sahib olmaq	have
posjetio	ziyarət etdi	visited
poskok	tullanmaq	viper
posla	iş	job
poslanica	məktub	epistle
poslanice	məktublar	letters
poslanici	millət vəkilləri	messengers
poslanik	millət vəkili	messenger
poslanika	millət vəkili	prophet
poslaniku	elçiyə	prophet
poslao	göndərdi	sent
posle	sonra	after
poslije	sonra	after
posljedica	nəticəsi	consequence
posljedice	nəticələr	aftermath
posljedicu	nəticəsi	consequence
posljednja	sonuncu	last
posljednje	sonuncu	last
posljednjeg	sonuncu	last
posljednjem	sonuncu	last
posljednji	sonuncu	last
posljednjih	sonuncu	last
posljednjim	son	last
poslova	iş yerləri	affairs
poslove	iş yerləri	business
poslovima	iş yerləri	businesses
poslovna	biznes	business
poslovne	biznes	business
poslovni	biznes	business
posmatra	müşahidə edir	watch
posmatrati	müşahidə etmək	observe
posmatrača	müşahidəçi	observers
posredstvom	vasitəsilə	mediation
post	post	post
postaje	olur	becomes
postaju	olurlar	become
postala	oldu	became
postale	oldu	become
postali	oldu	become
postalo	oldu	become
postanak	genezisi	origin
postane	olur	become
postanka	dayan	occurance
postanku	dayan	origin
postao	oldu	become
postati	olmaq	become
postava	qurmaq	lining
postavi	dəsti	set
postavio	dəsti	established
postavlja	dəstlər	sets
postavljanje	ayarlamaq	setting
postavljen	dəsti	established
postavljena	dəsti	placed
postepeno	tədricən	gradually
postigao	nail oldu	achieved
postigla	nail oldu	achieve
postigli	nail oldu	achieve
postizanja	nailiyyətlər	achivment
postići	nail olmaq	accomplish
postiže	nail olur	accomplished
postižu	nail olmaq	acomplish
postojala	mövcuddur	existed
postojale	mövcuddur	existed
postojali	mövcuddur	existed
postojalo	var idi	existed
postojanja	varlıq	occurance
postojanje	varlıq	existence
postojanju	varlıq	existence
postojao	mövcuddur	existed
postojati	mövcud olmaq	be
postoje	var	there
postojeće	mövcuddur	existing
postojeći	mövcuddur	existing
postojećih	mövcuddur	existing
postoji	var	there
postotak	faiz	percentage
postrojenja	təsis	facilities
postupak	proseduru	procedure
postupaka	prosedurlar	procedures
postupci	prosedurlar	procedures
postupno	tədricən	gradually
posušje	quraqlıq	drought
posve	tamamilə	completely
posvetio	həsr olunmuşdur	dedicated
posvećena	həsr olunmuşdur	devoted
potencijal	potensial	potential
potencijala	potensial	potential
potencijalno	potensial olaraq	potentially
potiče	təşviq edir	comes
potiču	təşviq etmək	origin
potječe	mənşəlidir	originate
potkraj	sonda	end,end of
potok	axın	creek
potom	sonra	then
potomci	nəvələri	descendants
potočarima	dərələr	potočari
potpisali	imzalanıb	signed
potpisan	imzalanıb	signed
potpisao	imzalanıb	signed
potpisivanja	imza	signing
potporu	dəstək	support
potpuno	tamamilə	completely
potpunosti	tamamilə	fully
potpunu	tamamlandı	full
potrazi	axtarış	search
potreba	ehtiyac	need
potrebama	ehtiyaclar	needs
potreban	tələb olunur	needed
potrebe	ehtiyaclar	need
potrebi	ehtiyaclar	need
potrebna	tələb olunur	need
potrebne	tələb olunur	needed
potrebno	lazımdı	needed
potrebu	ehtiyac	need
potrošnje	istehlak	spending
potvrđena	təsdiqlədi	confirmed
potvrđeno	təsdiqlədi	confirmed
potvrđuje	təsdiqləyir	confirms
potvrđuju	təsdiqləyin	confirm
pouzdano	etibarlı	reliably
povelja	nizamnamə	charter
povelje	nizamnamə	document
povelji	nizamnamələri	statute
povezan	əlaqədar	connected
povezana	əlaqədar	connected
povezane	bağlıdır	associated
povezani	əlaqədar	conneting
povezanih	bağlıdır	connected
povezano	əlaqədar	connected
povezanost	əlaqə	connection
povezivanje	bağlanır	connection
povezuje	bağlayır	connects
povezuju	qoşulmaq	link
povećala	artdı	grew
povećanja	artır	increase
povećanje	artırmaq	increase
povećanjem	artırmaqla	increase
povećao	artdı	increased
povećava	artır	increases
povijest	tarixi	history
povjerenje	güvənmək	faith
povlačenja	çəkilmə	withdrawal
povlači	çəkir	withdraws
povod	münasibətilə	motive
povodom	münasibətilə	occasion
povoljan	əlverişli	favorable
povoljni	əlverişli	good
povratak	qayıtmaq	return
povratka	qayıtmaq	return
povratku	qayıtmaq	come back
povreda	zədə	injury
povrede	xəsarətlər	injury
povremeno	ara-sıra	occasionally
povrća	tərəvəzlər	vegetables
povrće	tərəvəzlər	vegetables
površina	səthi	area
površinama	səthlər	surfaces
površine	səthlər	surface
površini	səthi	surface
površinom	səthi	surface
površinski	səthi	surface
površinu	səthi	surface
povući	çəkmək	drawn
pozadini	fon	background
pozicija	mövqe	position
pozicije	vəzifələr	positions
poziciji	mövqe	position
poziciju	mövqe	position
pozitivan	müsbət	positive
poziv	zəng edin	call
poziva	zənglər	call
pozivni	zəng edin	dial
poznat	məlumdur	known
poznata	məlumdur	well-known
poznate	məşhurdur	famous
poznati	məşhurdur	famous
poznatih	məşhurdur	known
poznatije	daha məşhurdur	known
poznatiji	daha məşhurdur	known
poznatijih	daha məşhurdur	known
poznatim	məşhurdur	known
poznato	məlumdur	known
poznatog	məlumdur	known
poznatom	tanış	known
poznatu	məlumdur	known
poznavali	bilirdi	known
poznavanje	bilik	knowing
pozorišne	teatr	theater
pozorišni	teatr	theatrical
pozorišta	teatrlar	theaters
pozorište	teatr	teatar
pozvao	çağırdı	called
počeci	başlanğıclar	beginnings
počela	başladı	started
počele	başladı	started
počeli	başladı	started
počelo	başladı	started
počeo	başladı	started
početak	başlanğıc	beginning
početka	başlanğıc	beginning
početkom	başında	beginning
početku	başında	start
početne	ilkin	initial
početnim	ilkin	starting
početnu	ilkin	initial
počev	mən başladım	starting
počevši	başlanğıc	starting with
počinje	başlayır	begins
počinju	başlayırlar	start
počitelj	günahkar	pochitelj
pošalje	göndərir	sent
pošta	poçt	post office
poštanskih	poçt	post
pošte	poçt	mail
pošto	bəri	since
poštovanje	hörmət	respect
poželjno	tercihen	desirable
prag	eşik	prague
praksa	təcrübə	practice
praksi	təcrübə	practice
praktički	praktik olaraq	practically
praktično	praktik olaraq	practical
prate	təqib edin	follow
prateći	müşayiət edən	following
prati	yumaq	wash
pratiti	izləmək	follow
prava	hüquqları	law
pravac	istiqamət	direction
pravaca	istiqamətləri	directions
pravca	istiqamət	directions
pravcem	istiqamət	direction
pravci	istiqamətləri	directions
pravcima	istiqamətləri	directions
pravcu	istiqamət	direction
pravde	ədalət	justice
pravdu	həqiqət	justice
prave	onlar edir	real
pravi	o deyir	real
pravih	real	real
pravila	qaydalar	rules
pravilima	qaydalar	rules
pravilna	düzəldin	proper
pravilno	düzgün	properly
pravilo	qayda	rule
pravilu	qayda	rule
pravim	mən deyirəm	straight
pravima	hüquqları	rights
pravljenje	edilməsi	making
pravna	qanuni	legal
pravne	qanuni	legal
pravni	qanuni	legal
pravnom	qanuni	law
pravo	sağ	right
pravom	sağ	right
pravopis	yazım	orthography
pravoslavci	pravoslav	orthodox
pravoslavlje	ortodoksi	orthodoxy
pravoslavna	pravoslav	ortodox
pravoslavne	pravoslav	ortodox
pravoslavni	pravoslav	orthodox
pravu	sağ	law
praznici	tətil	holidays
praznik	tətil	holiday
praznika	tətil	holidays
pre	əvvəl	before,primarily
preci	atalar	ancestors
precizno	dəqiqliklə	precise
pred	pred	before
predaje	təslim olur	surrender
predaju	təslim olmaq	hand over
predao	təhvil verilib	submitted
predavanja	mühazirələr	lectures
predjelima	iştahaaçanlar	areas
predjelu	iştahaaçan	region
predlaže	təklif edir	suggests
predmet	mövzu	thing
predmeta	maddələr	items
predmeti	maddələr	objects
predmetima	obyektlər	items
prednji	ön	front
prednost	üstünlüyü	advantage
prednosti	üstünlükləri	advantages
predrag	çox baha	predrag
predsjednik	prezident	president
predsjednika	prezident	president
predsjednikom	prezident tərəfindən	president
predsjedniku	prezidentə	president
predsjedništva	prezidentlik	president's office
predsjedništvo	prezidentlik	president's office
predstave	tamaşalar	shows
