$	ps	dollar
околину	ambiente	neighbourghood
околне	rodeando	environment
околним	rodeando	surrounding
околних	rodeando	surrounding
околности	circunstancias	conditions
околностима	circunstancias	circumstances
окончан	terminado	completed
окончао	terminado	ended
окренуо	convertido	turned
округ	distrito	district
округа	distrito	municipality
округу	distrito	circle
окружен	rodeado	surrounded
окружена	rodeado	surrounded
окружење	el entorno	environment
окружењу	ambiente	environment
окружује	rodea	surrounds
окружују	rodear	surrounding
окрузи	distritos	districts
октобар	octubre	october
октобра	octubre	october
октобру	octubre	october
окупатора	inquilino	occupiers
окупационе	ocupación	occupying
окупација	ocupación	ocupation
окупације	ocupación	ocupation
окупацијом	ocupación	occupation
окупирале	ocupado	occupied
окупирали	ocupado	occupied
оливера	olivera	olivera
олимпијске	olímpico	olympic
олимпијски	olímpico	olympic
олимпијским	olímpico	olympic
олимпијских	olímpico	olympic
олимпијског	olímpico	olympic
олуја	tormenta	storm
омладине	juventud	youth
омогућава	permite	enables
омогућавају	habilitar	provide
омогућила	habilitado	provided
омогућило	habilitado	allow
омогућио	habilitado	enabled
омогућује	permite	enables
омотач	envoltura	layer
он	él	he
она	ella	she
онако	como eso	as
онај	ese	the one
онда	luego	then
оне	oh no	those
они	ellos	they
оним	onim	those
онима	él tiene	those
оних	aquellos	the
онлајн	en línea	online
оно	eso	the thing
оног	onog	that
онога	de eso	whom
оном	onom	that one
ономе	onome	the thing
опада	está disminuyendo	decreases
опасност	peligro	threat
опасности	peligros	dangers
опера	ópera	opera
оперативни	operacional	operating
оперативних	operacional	operational
оперативног	operacional	operating
оперативну	operacional	operative
операција	operación	operation
операцијама	operaciones	operations
операције	operaciones	operations
операцију	operación	operation
опере	ópera	opera
опет	de nuevo	again
опис	descripción	description
описан	descrito	described
описао	descrito	describe
описгрба	opisgrba	provision
описзаставе	descripción de la bandera	flag description
описи	descripciones	descriptions
описслике	descriptivo	caption
описује	describe	describes
описују	describir	describe
оплођење	fertilización	fertilization
опозиција	oposición	opposition
опозиције	oposición	opposition
опрема	equipo	equipment
опреме	equipo	equipment
опрему	equipo	equipment
опремљен	equipado	equipment
опсада	cerco	siege
опсаде	cerco	siege
опсег	rango	range
опсегу	rango	range
опстанак	supervivencia	survival
оптужбе	cargos	accusation
опција	opción	option
опције	opciones	options
општа	general	general
опште	en general	general
општег	general	general
општи	general	general
општина	municipio	municipalities
општинама	municipios	municipalities
општине	municipios	municipalities
општини	municipios	municipality
општу	general	general
орао	águila	eagle
оргазам	orgasmo	orgasm
орган	organo	body
органа	órganos	authorities
органи	órganos	authorities
организам	organismo	oganism
организама	organismos	organisms
организација	organización	organization
организације	organizaciones	organization
организацији	organización	organization
организацију	organización	organization
организма	organismo	organism
организми	organismos	organisms
организму	organismo	organism
организовала	organizado	organised
организовали	organizado	organized
организован	organizado	organized
организована	organizado	organized
организоване	organizado	organised
организовани	organizado	organised
организовано	organizado	organised
организовао	organizado	organised
организује	organiza	organize
организују	organizar	organize
органима	órganos	authorities
органска	orgánico	organic
органске	orgánico	organic
органских	orgánico	organic
оргуље	organo	organ
орден	orden	medal
ордена	orden	medal
оригинални	original	original
оријентација	orientación	orientation
оркестар	orquesta	orchestra
оружане	armado	armed
оружани	armado	armed
оружаних	armado	armed
оружја	armas	weapons
оружје	arma	weapons
оружјем	armas	weapons
оруђа	herramientas	weapons
оруђе	herramientas	tool
осам	ocho	eight
осамдесетих	ochenta	the eighties
осваја	conquista	wins
освајача	conquistador	conquerors
освајају	conquistar	win
освајања	conquistas	conquest
освајање	conquista	conquest
освети	venganza	revange
освоје	ganar	win
освојених	conquistada	conquered
освоји	ganar	win
освојила	won	won
освојили	won	win
освојио	won	won
осе	avispas	whant
осећа	siente	feel
осећај	sensación	feeling
осећања	emociones	feelings
осигурао	previsto	insured
осим	excepto	unless
ослања	depende	relies
ослобађа	libera	frees
ослобађања	lanzamiento	release
ослобађање	liberación	release
ослободи	lanzamiento	release
ослободили	publicado	released
ослободио	publicado	liberated
ослобођен	publicado	released
ослобођења	liberación	liberation
ослобођење	liberación	release
ослонац	apoyo	support
османлија	otomanos	ottomans
османлијама	otomanos	ottomans
османлије	otomanos	ottomans
османлијске	otomano	osmanli
османско	otomano	ottoman
османског	otomano	the ottoman
османском	otomano	ottoman
оснива	fundado	creates
оснивач	fundador	founder
оснивача	fundador	founders
оснивају	establecer	establish
оснивања	establecimiento	founding
оснивање	fundación	founding
оснивањем	por establecimiento	establishment
оснивању	establecimiento	establishment
основа	base	basis
основала	fundado	founded
основали	fundado	founded
основан	fundado	founded
основана	establecido	established
основане	establecido	founded
основано	fundado	founded
основао	fundado	founded
основе	lo esencial	fundamentals
основи	básicamente	basics
основна	básico	primary
основне	básico	elementary
основни	básico	basic
основним	básico	elementary
основних	básico	basics
основно	básico	elementary
основну	básico	elementary
основу	base	the basics
особа	una persona	person
особе	personas	persons
особина	característica	characteristics
особинама	propiedades	characteristics
особине	propiedades	features
осовине	ejes	shaft (name for the nacistic forces in ww2)
остави	dejalo	leave
оставила	izquierda	left
оставили	izquierda	left
оставио	dejado atrás	left
оставку	resignación	resignation
оставља	hojas	abandon
остављајући	dejando	leaving
остала	descanso	stay
остале	otros	other
остали	los demás	the remain
осталим	otros	other
осталих	otros	othres
остало	otro	other
осталог	el resto	other
остане	permanecer	remain
остао	se mantuvo	stayed
остатак	descanso	remain
остатака	sobras	remains
остати	permanecer	remain
остатка	el resto	the rest
остатке	sobras	remnants
остаци	sobras	remains
остаје	permanece	remains
остају	permanecen	remain
остварења	logros	achievements
оствари	lograr	accomplish
остварио	logrado	accomplished
остварује	se da cuenta	achieve
острва	islas	island
острвима	islas	islands
острво	isla	island
острву	isla	island
осудио	condenado	sentenced
осуђен	convicto	sentenced
отац	padre	father
отвара	abre	open
отварају	ellos abren	open
отварања	apertura	opening
отварање	apertura	opening
отворен	abrió	open
отворена	abierto	opened
отворене	abierto	open
отворени	abierto	open
отворено	abiertamente	open
отвореног	abierto	open
отвореном	al aire libre	open
отворио	abrió	opened
отишао	se fue	gone
отишли	ido	gone
открива	revela	uncovers
откривају	revelar	reveal
откривање	detección	detection
откривен	descubierto	uncovered
откривена	descubierto	discovered
откривени	descubierto	discovered
откривено	descubierto	discovered
открили	descubierto	discovered
открио	descubierto	discovered
открије	revela	detected
открића	descubrimientos	invention
откриће	descubrimiento	discovery
оток	isla	island
отоманска	otomano	ottoman
отоманске	otomano	ottoman
отомански	otomano	otomanic
отоманског	otomano	ottoman
отпада	residuos	waste
отпор	resistencia	resist
отпора	resistencia	resistance
отпорност	resistencia	resistance
отпочела	empezado	started
отпочео	empezado	started
отприлике	aproximadamente	about
отуда	de allí	hence
оф	de	off
офанзива	ofensiva	offensive
офанзиве	ofensiva	offensive
офанзиву	ofensiva	offensive
официр	oficial	oficer
официра	oficial	oficire
официри	oficiales	officers
охрид	ohrid	ohrid
охриду	ohrid	ohrid
оца	padre	father
оцем	padre	with father
оцу	padre	father
очеве	padres	father's
очекује	espera	expected
очи	ojos	eyes
очигледно	obvio	obviously
очима	ojos	eyes
очију	ojos	eyes
очување	preservación	conservation
ош	osh	osh
оштећења	dañar	damage
оштре	agudo	sharp
оштро	bruscamente	sharp
п	pags	p
п|	p |	p
па	bien	so
павелић	pavelić	pavelic
павелића	pavelic	pavelic
павић	pavo real	pavic
павла	pablo	pavle
павле	pablo	pavle
павловић	pavlovic	pavlovic
пад	almohadilla	fall
пада	bueno, sí	fall
падавина	precipitación	rainfall
падавине	precipitación	precipitation
падају	ellos caen	fell
падинама	pendientes	slope
падне	caerá	falls
падом	otoño	the fall
пажљиво	cuidadosamente	carefully
пажње	atención	attention
пажњу	atención	attention
пазар	mercado	pazar
пазара	mercado	pazar (town in serbia)
пак	pak	however
пакао	infierno	hell
пакет	paquete	package
пакета	paquete	package
пакистан	pakistán	pakistan
пакистана	pakistán	pakistan
пакт	pacto	pact
пакта	pacto	pact
пала	cayó	fell
паланка	palanka	palanka
палата	palacio	palace
палате	palacio	palces
пале	pálido	fell
палеолита	paleolítico	palaeolithic
палерму	palermo	palermo
палестине	palestina	palestine
пали	disparar	fail
памук	algodón	cotton
панонској	panoniano	pannonian
панорама	panorama	panorama
панчева	pancevo	panchevo
панчево	pancevo	pancevo
панчеву	pancevo	pancevo (city in serbia)
пао	cayó	fell
папа	adiós	pope
папе	pape	pope
пар	pareja	few
пара	para	money
паралелно	paralela	paralel
паралелограм	paralelogramo	parallelogram
паре	vapor	money
пареза	paresia	paresis
париз	parís	paris
париза	parís	paris
паризу	parís	paris
парк	parque	park
парка	parque	park
паркова	parques	parks
паркови	parques	parks
парку	parque	park
парламент	parlamento	parliament
парламента	parlamento	parliament
парламентарна	parlamentario	parliamentary
парламентарним	parlamentario	parliamentary
парламенту	parlamento	parliament
парохија	parroquia	parish
партизан	partidista	partisan
партизана	partidista	partisan
партизани	partisanos	partisans
партизанске	partidista	partisan
партија	partido	party
партије	fiestas	party
партији	partido	party
партију	partido	party
партнер	compañero	partner
партнери	socios	partners
пас	el perro	dog
паса	perro	dogs
пасош	pasaporte	passport
пасоша	pasaporte	passports
патријарх	patriarca	patriarch
патријарха	patriarca	patriarch
патријаршија	patriarcado	patriarchate
патријаршије	patriarcado	patriarchate
пацијената	pacientes	patients
паша	pasto	ali pasha
пашић	pašić	pasic
пашића	pastar	pasic
паја	pues yo	pajo
пво	pvo	anti-aircraft warfare
пгп	pgp	pgp
пева	canta	sing
певао	cantó	sang
певач	cantante	singer
певачи	cantantes	singers
певачица	cantante	singer
певају	ellos cantan	sing
певање	canto	singing
педагогија	pedagogía	pedagogy
педесет	cincuenta	fifty
педесетих	años cincuenta	the fifties
педологија	pedología	pedology
пекинг	beijing	beijing
пекинга	beijing	peking
пекингу	beijing	beijing
пекиншки	beijing	beijing
пеликан	pelícano	pellican
пенис	pene	penis
пениса	pene	penis
пеницилин	penicilina	penicillin
пеницилина	penicilina	penicillin
пеницилини	penicilinas	penicillin
пера	plumas	quills
пере	pere	pera
период	período de tiempo	period
периода	período	period
периодима	períodos	periods
периоду	período	period
персијски	persa	persian
персијског	persa	persian
персијском	persa	persian
персона	persona	person
перу	perú	peru
перуа	perú	peru
перун	perun	perun
песама	canciones	songs
песма	canción	poem
песмама	canciones	poems
песме	canciones	poems
песми	canciones	song
песмом	canción	song
песму	canción	song
песник	poeta	poet
песника	el poeta	poet
песници	poetas	poets
пет	cinco	five
пета	tacón	fifth
петак	viernes	friday
петар	peter	peter
петербург	petersburgo	peterbourgh
петербурга	petersburgo	peterburg
пети	quinto	fly
петковић	petkovic	petkovic
петнаест	quince	fifteen
петог	quinto	fifth
петра	petra	petra
петроварадин	petrovaradina	petrovaradin
петроварадина	petrovaradina	petrovaradian
петроварадинска	petrovaradinska	petrovaradin
петроварадинској	petrovaradina	petrovaradin
петроварадину	petrovaradina	accommodated
петровац	petrovac	petrovac
петровић	petrovic	petrovic
петровића	petrovic	petrovic
петру	petru	petar
печат	sello	stamp
пећ	horno	pach
пећи	hornos	pec,town in kosovo
пећина	cueva	cave
пећине	cuevas	caves
пећини	cuevas	cave
пикасо	picasso	picasso
пикометар	picómetro	picometers
пилот	piloto	sex
пилота	piloto	pilots
пилоти	pilotos	pilots
пирамиде	pirámide	pyramids
пирот	pirot	pirot
писама	letras	alphabets
писан	escrito	written
писана	escrito	written
писани	escrito	written
писано	escrito	written
писао	escribió	wrote
писати	escribir	write
писац	escritor	writer
писаца	escritores	writers
писања	escritura	writing
писање	escritura	writing
писању	escritura	writing
писма	letras	letters
писмености	literatura	literacy
писмо	la carta	alphabet
писмом	letra	alphabet
писму	letra	alphabet
писца	escritor	writer
писци	escritores	writers
питагора	pitágoras	pitagora
питагорине	pitágoras	pitagoras
питања	preguntas	questions
питање	la pregunta	question
питањима	cuestiones	questions
питању	pregunta	about
пише	el escribe	write
пишу	yo escribo	write
пића	bebidas	drink
пиће	una bebida	drink
плава	azul	blue
плаве	azul	blue
плаво	azul	blue
плавом	azul	blue
плажа	playa	beach
плазми	plasma	plasma
план	plan	plan
плана	plan	plan
планета	planeta	planet
планете	planetas	planets
планина	montaña	mountain
планинама	montañas	mountains
планине	montañas	mountains
планини	montañas	mountain
планинска	montaña	mountain
планинске	montaña	mountain
планински	montañoso	mountain
планинским	montañoso	mountain
планинских	montaña	mountain
планину	la montaña	mountain
планира	planes	planning
планирао	planificado	planed
планирање	planificación	planning
планова	planes	plans
планове	planes	plans
планови	planes	plans
плановима	planes	plans
плану	plan	plan
пласман	colocación	placement
платан	plátano	sycamore
плато	meseta	plateau
платон	platon	platon
плаћа	paga	pay
плаћања	pagos	payment
племе	tribu	tribe
племена	tribus	tribes
племенима	tribus	tribes
племића	nobles	nobleman
племства	nobleza	aristocrasy
племство	nobleza	nobility
плен	presa	prey
плеј	jugar	play
плод	fruta	fruit
плодне	fértil	fertile
плодно	fructífero	fruitfull
плоча	plato	plate
плоче	platos	tectonic plate
плочи	platos	plate
плочу	plato	record
по	por	on
побегао	escapado	escaped
победа	victoria	victory
победе	victoria	win
победи	ganar	win
победивши	victorioso	beating
победила	won	won
победили	won	win
победио	won	won
победник	el ganador	winner
победника	el ganador	winner
победници	ganadores	winners
победом	victoria	victory
победу	victoria	win
побеђује	gana	wining
побољшања	mejoras	improvements
побољшање	mejora	enhancement
побратими	hermanos	twin's
побуна	rebelión	revolt
побуне	rebelión	rebelion
побуну	rebelión	rebelion
повезан	conectado	connected
повезана	conectado	connected
повезане	relacionado	associated
повезани	conectado	connected
повезано	conectado	connected
повезаност	conexión	connection
повезује	conecta	connects
повезују	conectar	connecting
повеља	carta	charter
повећа	más	increase
повећава	aumenta	increase
повећан	aumentado	increased
повећана	aumentado	enlarged
повећања	aumenta	increase
повећање	un aumento	enlargement
повећањем	al aumentar	increase
повлачења	retiros	withdraw
повлачење	retirada	withdrawing
повлачи	tira	withdraws
повод	ocasión	reason
поводом	respecto a	motivated by
повољан	favorable	good
повратак	regreso	return
поврати	vómito	recover
повратка	regreso	return
повратку	regreso	return
повреде	heridas	injuries
повремено	periódicamente	frequently
површина	área de superficie	area
површине	superficies	surface
површини	superficie	place
површином	superficie	surface
површину	superficie	surface
поврће	vegetales	vegetables
повукао	se retiró	withdrawn
повукла	se retiró	withdrew
повукли	se retiró	withdrew
повуче	tira	withdraw
повући	tirar	withdraw
погибије	fallecidos	death
погинуло	murió	killed
погинуо	murió	killed
поглавара	jefe	superior
поглавља	capítulos	chapter
поглед	la vista	view
погледа	puntos de vista	views
погледати	mira	see
погледајте	mira	have a look
погледу	ver	respect
погодио	golpear	struck
погон	manejar	process
поготово	especialmente	especially
поготову	especialmente	particularly
погођен	afectado	affected
погрешно	incorrecto	wrong
погубљен	ejecutado	executed
под	piso	under
податак	datos	information
података	datos	information
податке	datos	documents
подаци	los datos	data
подацима	datos	data
подгорица	podgorica	podgorica
подгорице	podgorica	podgorica
подгорици	podgorica	podgorica
подела	división	division
поделе	división	division
подели	compártelo	division
поделили	compartido	divaded
поделио	compartido	divided
поделити	dividir	divide
поделом	división	by dividing
поделу	división	division
подељен	dividido	divided
подељена	dividido	divided
подељене	dividido	divided
подељени	dividido	divided
подељено	dividido	divided
подигао	elevado	rise up
подигли	elevado	raised
подигне	plantea	raise
подигнут	levantado	raised
подигнута	elevado	raised
подижу	ellos crían	lift
подизање	levantamiento	building
подлога	sustrato	base
поднео	archivado	tendered
подножју	pie	foot
подразумева	implica	implies
подразумевају	implicar	involve
подржава	apoya	supports
подржавали	soportado	supporting
подржавао	soportado	supported
подржавају	apoyo	support
подручја	áreas	regions
подручје	zona	region
подручјима	áreas	areas
подручју	zona	region
подршка	apoyo	support
подршке	apoyo	support
подршку	apoyo	support
подсећа	recuerda	reminds
подједнако	igualmente	such as
поезија	poesía	poetry
поезије	poesía	poetry
поезији	poesía	poetry
поезију	poesía	poetry
поена	puntos	points
пожаревац	bombero	pozarevac,town in serbia
позадина	antecedentes	background
позадини	antecedentes	background
позвао	llamado	invited
позив	llamada	call
позива	llamadas	appeal
позивни	llamada	dialing (code)
позивниброј	codigo de area	"area code (it's ""pozivni broj"", two words)"
позиција	posición	position
позиције	posiciones	position
позицији	posición	position
позицију	posición	position
познавање	conocimiento	knowing
познат	conocido	known
позната	conocido	known
познате	ya sabes	known
познати	famoso	known
познатим	famoso	known
познатих	famoso	known
познатији	más famoso	known
познато	conocido	known
познатог	conocido	known
позоришни	teatral	caution
позоришта	teatros	theater
позориште	teatro	theater
позоришту	teatro	theater
показала	mostró	shown
показали	mostró	indicators
показало	mostró	was proved
показао	mostró	shown
показује	muestra	demonstrate
показују	espectáculo	shown
поклонио	encorvado	presented
покрајина	provincia	province
покрајинама	provincias	province
покрајине	provincias	province
покрајини	provincia	province
покренуо	iniciado	started
покрет	moverse	movement
покрета	movimiento	movements
покрете	movimientos	movement
покрети	movimientos	the movements
покретима	movimientos	moves
покретни	móvil	moving
покрету	movimiento	movement
покреће	empieza	start
покрива	cubre	cover
покривају	cubrir	cover
покуша	intentos	try
покушава	molesto	tries
покушавала	intentó	trying
покушавали	intentó	tryed
покушавао	intentó	trying
покушавају	están tratando	try
покушавајући	molesto	trying
покушала	intentó	attempted
покушали	intentó	try
покушао	intentó	tried
покушај	tratar	attempt
покушаја	intentos	attempts
покушаји	intentos	attempts
покушају	intentan	attempt
пол	género	pole
пола	medio	half
полако	despacio	slowly
полетања	quitarse	take off
полетео	despegó	took off
политика	política	policy
политике	política	policy
политиком	política	policy
политику	política	politic
политици	política	politics
политичар	político	politician
политичара	políticos	politicians
политичари	políticos	politicians
политичка	político	politics
политичке	político	political
политички	políticamente	political
политичким	político	political
политичких	político	politics
политичко	políticamente	political
политичког	político	political
политичком	político	political
политичкој	político	political
политичку	político	political
полицајац	oficial de policía	police man
полиција	policía	police
полиције	policía	police
полни	completo	genital
полног	completo	genital
половина	medio	half
половине	mitades	half
половини	mitades	half
половином	medio	half
половину	medio	half
положај	posición	position
положаја	posición	posicion
положаје	posiciones	positions
положају	posición	position
полу	medio	pole
полуострва	península	peninsula
полуострво	península	peninsula
полуострву	península	peninsula
полуфинала	semifinales	semi final
полуфинале	semifinales	semi-final
полуфиналу	semifinales	semifinale
помагао	ayudado	helped
помаже	ayuda	help
помажу	ayuda	help
помен	sentido	mention
поменути	mencionado	mention
помиње	menciona	mentioned
помињу	mencionar	mentioning
помогао	ayudado	helped
помогне	ayuda	help
поморске	marítimo	naval
помоћ	ayuda	assistance
помоћи	ayuda	help
помоћне	auxiliar	helping
помоћник	asistente	assistant
помоћу	utilizando	with help of
понашања	comportamientos	behavior
понашање	comportamiento	behaviour
понекад	algunas veces	sometimes
поновно	de nuevo	again
поновног	de nuevo	repeated
поново	de nuevo	over again
понуда	una oferta	offer
понуде	ofertas	offers
понудио	ofrecido	offered
понуду	oferta	offer
поп	sacerdote	pop
попа	popa	popa
попис	lista	index
пописа	lista	census
попису	lista	list
поплава	la inundación	flood
поплаве	inundaciones	flood
поповић	popović	popovic
поповића	popovića	popovic
популаран	popular	popular
популарна	popular	popular
популарне	popular	popular
популарни	popular	popular
популарно	popular	popular
популарност	popularidad	popularity
популарности	popularidad	popularity
популација	población	popuation
популације	población	populations
попут	me gusta	such as
поражен	derrotado	beaten
поражена	derrotado	defeated
поражени	derrotado	defeated
пораз	derrota	defeat
пораза	derrota	defeat
поразила	derrotado	defeated
поразио	derrotado	defeated
поразом	derrota	defeat
пораст	incrementar	increase
порастао	aumentado	grew
поред	cerca de	near (besides)
поредак	orden	order
порез	impuesto	fee
пореза	impuestos	tax
порекла	origen	origin
порекло	origen	origin
пореклом	origen	originating
пореклу	origen	origin
поремећај	trastorno	diorder
поремећаја	trastornos	disrupt
поређење	comparación	comparison
поређењу	comparación	comparison
порно	pornografía	porno
породица	la familia	family
породице	familias	families; (of) family
породици	familias	family
породицом	familia	family
породицу	familia	family
порт	puerto	port
порта	puerto	gate
портал	portal	portal
портрет	retrato	portrait
портрети	retratos	portrait
португал	portugal	portugal
португалије	portugal	portugal
португалски	portugués	portuguese
порука	mensaje	message
поруке	mensajes	message
поруку	mensaje	message
посада	la pandilla	personnel
посаде	tripulación	crew
посао	negocio	job
посветио	dedicado	dedicated
посвећен	dedicado	dedicated
посвећена	dedicado	dedicated
посебан	especial	special
посебна	especial	special
посебне	especial	special
посебним	especial	seperate
посебних	especial	special
посебно	especialmente	especially
посебном	especial	specific
посебну	especial	special
посед	posesión	possession
поседа	posesión	properties
поседе	posesión	possession
поседи	posesiones	estates
поседу	posesión	possession
поседује	posee	has
поседују	poseer	own
посете	visitar	visit
посетио	visitó	visited
посету	visitar	visit
посла	negocio	job
послала	enviar	put
послали	expedido	send
посланик	ministro	member of parliament
посланика	mp	mps
посланици	diputados	emmisaries
послао	expedido	sent
послат	expedido	sent
послати	mandar	sent
после	mas tarde	after
последица	consecuencia	consequence
последице	consecuencias	consequences
последицу	consecuencia	consequence
последња	el último	last
последње	el último	last
последњег	el último	last
последњем	el último	last
последњи	el último	last
последњим	el último	last
последњих	el último	last
последњој	el último	last
послије	después	after
послова	trabajos	work
послове	trabajos	businesses
послови	trabajos	jobs
пословима	trabajos	works
пословни	negocio	business
посматра	observa	observed
посматрања	observaciones	observing
посматрање	observación	observement
постави	sitio	appoint
поставила	conjunto	set
поставили	conjunto	placed
поставио	publicado por	set
поставља	conjuntos	positions
постављање	poniendo	setting
постављен	conjunto	placed
постављена	conjunto	set
постављени	conjunto	placed
постала	convirtió	become
постале	convirtió	become
постали	convirtió	became
постало	convirtió	became
постане	se convierte	becomes
постану	volverse	become
постао	convirtió	become
постати	convertirse	become
постаје	se convierte	becomes
постају	se convierten	become
постепено	gradualmente	gradually
постигао	logrado	succeed
постигла	logrado	achieved
постиже	logra	is accomplished
постизање	logro	accomplishement
постојала	existió	existed
постојале	existió	existed
постојали	existió	existed
постојало	había	existed
постојао	existió	existed
постојања	existencia	existence
постојање	existencia	existence
постојању	existencia	existence
постоје	ya que	there are
постојеће	existente	existing
постојећих	existente	existing
постоји	existe	there are
постројења	plantas	plants
поступак	procedimiento	action
поступно	gradualmente	gradually
постхумно	después de la muerte	posthumously
потврдио	confirmado	claimed
потврђена	confirmado	confirmed
потврђује	confirma	confirms
потврђују	confirmar	validate
потез	moverse	move
потенцијал	potencial	potencial
потенцијална	potencial	potential
потенцијалне	potencial	potential
потер	alfarero	potter
потисак	empuje	thrust
потиче	alienta	come from
потичу	alentar	originate
поток	corriente	stream
потока	corriente	rivulets
потом	luego	after
потомак	descendiente	descendant
потомци	descendientes	descendants
потписала	firmado	signed
потписан	firmado	signed
потписао	firmado	singed
потписивања	firma	signing
потпредседник	vicepresidente	vice president
потпредседника	vicepresidente	vice president
потпун	completar	full
потпуна	completar	full
потпуно	completamente	completely
потпуног	completar	total
потпуности	completamente	fully
потпуну	completar	complete
потрази	búscalo	search
потреба	necesitar	need
потребама	necesidades	needs
потребан	necesario	need
потребе	necesidades	needs
потреби	necesidades	need
потребна	necesario	needed
потребне	necesario	needed
потребно	necesario	needed
потребу	necesitar	need
потреса	terremoto	earthquake
поуздано	seguramente	reliable
похађа	asiste	attend
похађао	atendido	gone
поход	caminata	quest
похода	caminata	visit
походу	caminata	attack
почасни	honorable	honorable
почев	yo empecé	start
почевши	comenzando	starting
почела	empezó	started
почеле	empezado	started
почели	empezado	started
почело	empezado	started
почео	empezado	started
почетак	el comienzo	start
почетка	comenzando	start
почетком	al principio	early
почетку	al principio	the beginning
почетна	inicial	initial
почетне	inicial	initial
почетни	inicial	initial
почеци	principios	starts
почива	descansa	is based
почиње	empezando	begins
почињу	ellos comenzaron	start
почне	comienza	start
пошаље	envía	send
пошта	el correo	mail
поштанскикод	código postal	postal cod
поште	correo	mail
пошто	ya que	since
поштовање	el respeto	respect
поштује	saludos	respects
поштују	el respeto	respect
појава	ocurrencia	term
појавама	fenómenos	phenomena
појаве	ocurrencias	appearance
појави	aparece	appearance
појавила	apareció	appeared
појавиле	apareció	appeared
појавили	apareció	appeared
појавио	apareció	appeared
појавом	apariencia	appearance
појаву	ocurrencia	appearance
појављује	aparece	appears
појављују	apareciendo	appear
појам	término	term
појас	cinturón	area
појаса	cinturón	belt
појасу	cinturón	strip
појачања	refuerzos	reinforcements
појачање	reforzamiento	gaining
појединаца	individuos	individuals
појединачно	individualmente	singularly
поједине	individual	individual
поједини	algunos	certain
појединим	individual	certain
појединих	individual	some
појединца	individual	individual
појма	concepto	term
појмом	concepto	term
поља	campos	field
пољаци	postes	polish
поље	campo	field
пољима	campos	fields
пољопривреда	agricultura	agriculture
пољопривреде	agricultura	agriculture
пољопривреди	agricultura	agriculture
пољопривредна	agrícola	agricultural
пољопривредне	agrícola	agricultural
пољопривредни	agrícola	agricultural
пољопривредних	agrícola	agricultural
пољопривреду	agricultura	agriculture
пољска	polonia	poland
пољске	polaco	polish
пољски	polaco	polish
пољском	polaco	polish
пољској	polonia	polish
пољску	polonia	polish
пољу	campo	field
права	derechos	right
правац	dirección	direction
праваца	direcciones	directions
правде	justicia	justice
праве	derecha	real
прави	el real	real
правила	reglas	rules
правилима	reglas	rules
правило	regla	rool
правилу	regla	as a rule
правима	derechos	rights
правни	legal	law
правних	legal	law
право	derecha	real
правом	derecha	right
правопис	ortografía	spelling
православна	ortodoxo	ortodox
православне	ortodoxo	orthodox
православни	ortodoxo	orthodox
православним	ortodoxo	ortodox
православних	ortodoxo	ortodox
православље	ortodoxia	orthodoxy
праву	derecha	real
правца	dirección	directions
правцем	dirección	route
правци	direcciones	routes
правцима	direcciones	directions
правцу	dirección	direction
праг	límite	prague {city}
прагу	límite	prague
празник	fiesta	holiday
празника	días festivos	holidays
празници	días festivos	holidays
праисторија	prehistoria	prehistory
праисторије	prehistoria	prehistory
пракса	práctica	practice
пракси	práctica	usually
праксу	práctica	practice
практично	prácticamente	practically
прате	seguir	follow
пратећи	acompañamiento	following
прати	lavar	follow
пратио	seguido	followed
пратити	seguir	follows
праћење	rastreo	following
прва	primero	first
првак	campeón	champion
првака	campeón	league
прве	primero	first
првенства	campeonatos	championship
првенствено	ante todo	fist of all
првенство	campeonato	championship
првенству	campeonato	championship
први	primero	first
првим	primero	first
првих	primero	first
прво	primero	firstly
првобитни	original	initial
првобитно	originalmente	originally
првовенчани	primer casado	first crowned
првог	el primero	first
првом	primero	first
првој	el primero	first
прву	el primero	first
пре	antes de	before
превео	traducido	translated
превише	demasiado	too much
превласт	supremacía	predominance
превод	traducción	translation
превода	traducción	translation
преводе	traducciones	translate
преводи	traducciones	translate
преводилац	traductor	translator
преводу	traducción	translation
превоз	transporte	transport
превоза	transporte	transport
преглед	revisión	overview
преговора	negociaciones	negotiations
преговоре	negociaciones	negotiations
преговори	negociaciones	negotiations
преговорима	negociaciones	negotiation
пред	pred	in front of
преда	preda	surrender
предавања	conferencias	teachings
предака	antepasados	ancestors
предао	entregado	delivered
предаје	rendición	surrender
предају	rendición	surrender
предања	tradiciones	front
предање	rendición	tradition
предању	rendición	teaching
предвиђао	predicho	provided
предвиђен	previsto	is planned
предвиђена	previsto	provided
предвиђено	previsto	anticipated
предводио	led	led
предвођена	dirigido por	led by
предвођени	led	led
предграђа	afueras	suburbs
предела	paisaje	regions
предели	paisaje	region
пределима	paisajes	regions
предлаже	sugiere	suggests
предлог	la propuesta	proposal
предложио	sugirió	suggested
предмет	tema	subject
предмета	artículos	items
предмети	artículos	items
предност	ventaja	advantage
предности	ventajas	benefits
предраг	muy querido	predrag
председник	presidente	president
председника	el presidente	president
председнику	al presidente	president
председничким	presidencial	presedential
председништва	presidencia	presidency
представа	actuación	performance
представе	actuaciones	performances
представи	presente	represent
представник	representante	represent
представника	representante	represent
представници	representantes	representatives
представницима	representantes	representatives
представља	representa	represent
представљала	representado	represented
представљали	representado	represented
представљало	representado	was
представљао	representado	respresented
