$	ps	dollar
పుడతాయి	nacido	to be form
పుడుతుంది	surge	take birth
పుణ్య	caritativo	pilgrimage
పుణ్యం	punyam	good
పుణ్యక్షేత్రాలు	santuarios	pilgrimage
పుత్రుడు	hijo	son
పుత్రులు	hijos	sons
పునరుజ్జీవనం	el avivamiento	re birth
పునరుత్పత్తి	reproducción	reproduction
పునరుద్ధరణ	restauracion	punrudhrna
పునర్జన్మ	reencarnación	rebirth
పునర్నిర్మాణ	reconstrucción	reconstruction
పునర్వసు	punarvasu	"indian people call punarvasu a star which means ""the repeated dweller"""
పునాది	fundación	foundation
పుప్పొడిని	polen	pollen
పురపాలక	municipios	municipal
పురస్కార	recepción	award
పురస్కారం	premio	award
పురస్కారాన్ని	premio	prize
పురస్కారాలు	premios	awards
పురాణ	la leyenda	myth
పురాణం	mito	old
పురాణంలో	mito	disambiguations
పురాణపండ	puranapanda	puraana panda
పురాణము	historia	holy book
పురాణాల	leyenda	mythology
పురాణాలలో	mitología	scriptures
పురాణాలు	mitos	puraanaalu
పురాతత్వ	arqueológico	ancient
పురాతన	antiguo	ancient
పురాతనమైన	el más antiguo	ancient
పురాతనమైనది	el más antiguo	ancient
పురావస్తు	arqueología	archeology
పురుగులు	gusanos	insects
పురుష	metro	male
పురుషుడు	masculino	male
పురుషుని	hombre	men
పురుషుల	hombres	men
పురుషులు	hombres	males
పురోగతి	progreso	development
పులి	tigre	tiger
పులివెందుల	pulivendula	pulivendulla
పులుల	tigre	tigers
పులులకు	tigres	to tigers
పులులను	tigres	tigers
పులులు	tigres	tigers
పులుసు	sopa	fluid
పువ్వు	flor	flower
పువ్వులు	flores	flowers
పుష్కలంగా	mucho	plenty
పుష్ప	floral	flower
పుష్పం	flor	flower
పుష్పానికి	corola	flower
పుష్పాల	flores	pushpaapala
పుష్పాలకు	flores	flowers
పుష్పాలను	flores	flowers
పుష్పాలు	flores	flowers
పుష్పించే	floración	flowering
పుష్ఫాలు	flores	flowers
పుస్తక	libro	book
పుస్తకం	libro	book
పుస్తకంలో	libro	in the book
పుస్తకము	libro	book
పుస్తకాన్ని	libro	book
పుస్తకాల	libros	books
పుస్తకాలను	libros	books
పుస్తకాలలో	libros	in books
పుస్తకాలు	libros	books
పూ	flor	bc
పూజ	puja	praying
పూజకు	adoración	to worship
పూజలు	adorado	worship
పూజా	pooja	pray
పూజారి	sacerdote	priest
పూజించడం	adoración	worshipping
పూజించి	adoración	pray
పూజించే	adoración	pray
పూజిస్తారు	adorado	will worship
పూట	en el	evening time
పూణే	pune	pune
పూత	revestimiento	covering
పూరి	puri	puri (an indian dish)
పూర్	pobre	poor
పూర్ణ	completo	intezers
పూర్తిగా	completamente	complete
పూర్వం	antes de la	before
పూర్వకంగా	como un	wholly
పూర్వపు	temprano	past
పూర్వము	hace	ancient
పూర్వీకులు	antepasados	ancestors
పూల	flor	flowers
పూలు	flores	flowers
పూసలు	rosario	beads
పెంచడం	creciente	growing
పెంచడానికి	incrementar	improve
పెంచి	incrementar	to increase
పెంచే	aumenta	increase
పెండ్లి	boda	marriage
పెందుర్తి	pendurthi	pendurti
పెంపకం	criador	breeding
పెంపుడు	mascotas	pet
పెక్కు	varios	lots of
పెట్టడం	a	to happen
పెట్టడానికి	a	to keep
పెట్టారు	nombrada	launched
పెట్టి	caja	put
పెట్టింది	tiene	famous for
పెట్టిన	los	upload
పెట్టుకుని	coquetea	put
పెట్టుకొని	solemnemente	keeping
పెట్టుబడి	inversión	save
పెట్టుబడిదారీ	capitalista	pettubadidaaree
పెట్టె	caja	box
పెట్టే	corrió	put
పెట్రోలియం	petróleo	petroleum
పెట్రోలియమ్	petróleo	petrolium
పెడతారు	expuesto	will keep
పెత్తనం	autoridad	leadership
పెద	, aquí	poor
పెద్ద	grande	big
పెద్దగా	más grande	big
పెద్దది	más grande	big one
పెద్దదిగా	magnificado	big
పెద్దదైన	más grande	the biggest one
పెద్దన	peddana	big brother
పెద్దపెద్ద	más grande	big once
పెద్దమనుషుల	carta	gentlemen
పెద్దయెత్తున	escala	large scale
పెద్దల	mayor	elders
పెద్దలకు	adultos	elders
పెద్దలు	adultos	elders
పెద్దవి	más grande	big
పెద్దవైన	más grande	biggest
పెద్దాపురం	peddapuram	pedhapuram
పెనుగొండ	penugonda	penugonda
పెరగడం	crecer	increase
పెరగడానికి	crecer	increase
పెరిగాయి	aumentado	increased
పెరిగి	arriba	increase
పెరిగింది	aumentado	increased
పెరిగిన	aumentado	grown
పెరిగిపోయింది	aumentado	has increased
పెరిగే	crecer	increasing
పెరుగు	yogur	curd
పెరుగుతాయి	crecer	increase
పెరుగుతుంది	aumenta	will increase
పెరుగుతున్న	creciente	increasing
పెరుగుతున్నది	se levanta	increasig
పెరుగుతూ	creciente	growing
పెరుగుదల	crecimiento	increase
పెరుగుదలకు	crecimiento	to increase
పెళ్లి	casado	marriage
పెళ్ళి	negocio	marriage
పెళ్ళికి	boda	marriage
పెసర	moong	green gram
పేజీ	página	page
పేజీల	páginas	of pages
పేజీలను	páginas	pages
పేజీలు	páginas	pages
పేజీలో	en	in the page
పేట	peta	peta
పేటెంట్	patentar	patent
పేద	los pobres	poor
పేదరిక	pobreza	poor
పేదరికం	pobreza	poverty
పేను	piojos	lice
పేపర్	papel	paper
పేరిట	nombre	by name
పేరు	nombre	name
పేరుకు	nombre	names
పేరుగాంచింది	conocido	was popularized
పేరుగాంచిన	popular	famous
పేరుతో	nombrada	with name
పేరుని	nombre	name
పేరును	nombre	as per the name
పేరుమీదుగా	acreditado	on the name of
పేరులో	nombre	in names
పేరెన్నిక	conocido	famous
పేరే	nombre	name only
పేరొందిన	la llamada	famous
పేర్కొంటారు	referido a	name them
పేర్కొనవచ్చు	especificar	can be said as
పేర్కొన్న	especificado	mentioned
పేర్కొన్నాడు	fijado	told
పేర్కొన్నాయి	dijo	said
పేర్కొన్నారు	mencionado	stated that
పేర్ల	nombres	names
పేర్లతో	nombres	with names
పేర్లను	nombres	names of
పేర్లలో	los nombres	names
పేర్లు	nombres	names
పేలుడు	explosión	blost
పేస్	paga	pace
పై	en	on
పైకి	arriba	upwards
పైగా	más	moreover
పైన	parte superior	on
పైనే	paine	upon
పొంగి	desbordante	overflown
పొందడానికి	obtener	to have
పొందాడు	valdés	got
పొందాయి	son	got
పొందారు	recibido	receive
పొందాలి	obtener	required
పొంది	consigue	got
పొందింది	recibido	got
పొందిన	los	got
పొందినది	galardonado	got
పొందుతారు	obtener	receive
పొందును	obtener	got
పొందే	obtener	to get
పొగ	fumar	hazy, fumigation
పొగాకు	tabaco	cigar
పొటాషియం	potasio	potacium
పొట్టి	corto	potti
పొడవు	longitud	length
పొడవుగా	largo	lengthy
పొడవునా	redondo	along side
పొడవైన	alto	tall
పొడి	seco	powder
పొడిగా	seco	dry
పొడుగు	papa noel	length
పొద	arbusto	bush
పొదుపు	ahorros	net income
పొన్నూరు	ponnur	ponnuru
పొర	capa	layer
పొరల	escama	layers
పొరలు	capas	layers
పొరుగు	barrio	neighboring
పొలం	en la granja	field
పోటీ	competencia	competition
పోటీగా	rival	competetion
పోటీని	competencia	race
పోటీలకు	en peligro	competitions
పోటీలలో	competencia	potelu
పోటీలు	competiciones	compitition
పోటీలో	competencia	in the game
పోటు	marea	ache
పోతన	potana	pothana
పోతాయి	se perderá	will loose
పోతుంది	será	gone
పోతులూరి	sentido	potuluri(first name)
పోతే	si	if gone
పోదాం	nosotros vamos	go
పోప్	el papa	pope
పోయాయి	ido	gone
పోయారు	pudimos	went
పోయి	vamos	go
పోయింది	ido	gone
పోయిన	perdió	gone
పోయే	ausente	gone
పోరాట	combate	fighting
పోరాటం	lucha	revolt
పోరాటంలో	lucha	in war
పోరాటాల	batallas	of fights
పోరాడి	luchado	fought
పోరాడే	luchando	fight
పోరు	luchando	war
పోర్చుగల్	portugal	portugal(name of the place)
పోర్చుగీసు	portugués	portuguese
పోర్చుగీసువారు	portugués	the portuguese
పోర్టల్	portal	portal
పోర్టు	puerto	portu
పోర్ట్	puerto	port
పోలాండ్	polonia	poland
పోలి	similar	similar
పోలిక	comparación	have same qualities
పోలికలు	comparaciones	similarities
పోలిన	similar	similar
పోలిస్	policía	ploice
పోలిస్తే	comparado	if compare
పోలీసు	policía	police
పోలీసులు	policía	police
పోలీస్	policía	police
పోలో	polo	polo
పోల్చి	comparar	comparasion
పోవచ్చు	puede no ser	may happen
పోవటం	abrochado	going
పోవడం	pérdida	going
పోషక	nutricional	health
పోషించాడు	retratado	done
పోషించారు	jugó	protected
పోషించింది	jugó	played
పోసి	torrencial	pour
పోస్టలు	publicaciones	postal
పోస్టు	enviar	post
పోస్ట్	publicaciones	post
పౌర	civil	citizen
పౌరాణిక	mítico	mythological
పౌరుడు	ciudadano	citizen
పౌరుల	los ciudadanos	citizen
పౌరులకు	residentes	citizens
పౌరులు	los ciudadanos	soldiers
పౌర్ణమి	luna llena	full moon
ప్రకటన	anuncio	announcement
ప్రకటనల	publicidad	advertisements
ప్రకటనలు	notificaciones	advertisements
ప్రకటించాడు	declara	declared
ప్రకటించారు	anunciado	announce
ప్రకటించి	anunciar	announce
ప్రకటించింది	anunciado	announce
ప్రకటించిన	los	declared
ప్రకారం	de acuerdo con la	according
ప్రకారము	de acuerdo con la	accordingly
ప్రకాశ	brillar	bright
ప్రకాశం	brillo	prakasam
ప్రకృతి	naturaleza	nature
ప్రకృతిలో	naturaleza	in nature
ప్రక్క	lado	side
ప్రక్కన	aparte	left aside
ప్రక్కనే	adyacente a la	beside
ప్రక్కల	lados	surroundings, sides
ప్రక్రియ	proceso	device
ప్రక్రియకు	proceso	order
ప్రక్రియను	proceso	process
ప్రక్రియల	procesos	processes
ప్రక్రియలలో	procesos	in the processes
ప్రక్రియలు	procesos	incantations
ప్రక్రియలో	proceso	process
ప్రఖ్యాత	famoso	famous
ప్రఖ్యాతి	reputación	famous
ప్రగతి	progreso	pragathi
ప్రచార	promoción	announce
ప్రచారం	campaña	publicity
ప్రచారంలో	campaña	announce
ప్రచురణ	publicado	publishing
ప్రచురణలు	publicaciones	magzines
ప్రచురణా	publicación	publishing
ప్రచురించాడు	publicado	authored
ప్రచురించారు	publicado	posted
ప్రజల	personas	people's
ప్రజలందరికీ	todos	to all the people
ప్రజలకు	personas	for people
ప్రజలను	personas	peoples
ప్రజలలో	personas	in the people
ప్రజలు	personas	people
ప్రజల్లో	las masas	among people
ప్రజా	el público	people
ప్రజాతి	especies	genes
ప్రజాదరణ	popularidad	greetings of people
ప్రజాపతి	prajapati	leader
ప్రజాస్వామ్య	democrático	democracy
ప్రజాస్వామ్యం	democracia	rule of people
ప్రజ్ఞ	inteligencia	insight
ప్రణాళిక	plan	pranalika
ప్రణాళికలు	planes	plannings
ప్రణాళికలో	plan	report
ప్రణాళికా	planificación	planning
ప్రతాపరుద్రుని	prataparudra	prataparudra
ప్రతాపరెడ్డి	pratap	pratap reddy
ప్రతి	cada	means
ప్రతికూల	adverso	inconvenient
ప్రతిఘటన	resistencia	resselent
ప్రతిజ్ఞ	promesa	promise
ప్రతినిధి	representante	ambassador or member
ప్రతినిధిగా	representante	representative
ప్రతినిధులు	representantes	head of the depatment
ప్రతినెలా	mes	every month
ప్రతిపక్ష	oposición	opposition
ప్రతిపక్షం	oposición	political opposition
ప్రతిపత్తి	estado	ruling
ప్రతిపాదన	nominado	proposal
ప్రతిపాదనకు	propuesta	proposal
ప్రతిపాదించాడు	propuesto	intimated
ప్రతిపాదించారు	propuesto	contious
ప్రతిపాదించి	oferta	propose
ప్రతిపాదించిన	propuesto	pur forward
ప్రతిబింబిస్తాయి	reflejar	reflects
ప్రతిబింబిస్తుంది	refleja	reflects
ప్రతిభ	talentos	new
ప్రతిమ	imagen	statue
ప్రతియేటా	cada año,	every year
ప్రతిరోజు	diario	every day
ప్రతిరోజూ	diario	every day
ప్రతిష్ట	honor	prestige
ప్రతీ	cada	every
ప్రతీకగా	simbólico	symbol
ప్రతీతి	marca	known for
ప్రత్తి	algodón	cotton
ప్రత్యక్ష	directo	direct
ప్రత్యక్షంగా	directamente	specially
ప్రత్యామ్నాయ	alterno	alternative
ప్రత్యామ్నాయంగా	alternativamente	opposition party
ప్రత్యుత్పత్తి	reproducción	reproduction
ప్రత్యేక	especial	different
ప్రత్యేకంగా	especialmente	especially
ప్రత్యేకత	especialización	mainly
ప్రత్యేకతను	especializada	special
ప్రత్యేకతలు	detalles específicos	importance
ప్రత్యేకమైన	exclusivo	important
ప్రత్యేకాంధ్ర	pratyekandhra	separate andhra
ప్రత్యేకించి	especialmente	especially
ప్రథమ	primero	first
ప్రదక్షిణ	dando vueltas	rotate
ప్రదర్శన	monitor	exhibit
ప్రదర్శనకు	monitor	for exhibition
ప్రదర్శనలు	exposiciones	performance
ప్రదర్శనలో	mostrar	exhibition
ప్రదర్శనశాల	exposición	museum
ప్రదర్శించారు	destacados	published
ప్రదర్శించే	monitor	displayed
ప్రదర్శిస్తారు	mostrar	display
ప్రదానం	galardonado	giving away
ప్రదేశం	sitio	place
ప్రదేశంగా	sitio	as place
ప్రదేశంలో	sitio	in the place
ప్రదేశము	sitio	place
ప్రదేశములో	zona	in place
ప్రదేశాన్ని	sitio	that place
ప్రదేశాల	lugares	places
ప్రదేశాలను	localizaciones	places
ప్రదేశాలలో	lugares	places
ప్రదేశాలు	lugares	places
ప్రదేశాల్లో	lugares	in the places
ప్రదేశ్	pradesh	predesh
ప్రదేశ్‌	pradesh	pradesh or place
ప్రదేశ్‌లో	pradesh	pradesh (in the place)
ప్రధమ	primero	first
ప్రధాన	el principal	main, prime
ప్రధానం	prioridad	importantly
ప్రధానంగా	los	majorly
ప్రధానమంత్రి	principal	prime minister
ప్రధానమంత్రిగా	principal	priminister
ప్రధానమంత్రిని	principal	prime minister
ప్రధానముగా	el mayor	important
ప్రధానమైన	grapa	mainly
ప్రధానమైనది	el principal	top priority
ప్రధానమైనవి	en el	important
ప్రధానాంకాలు	pradhanankalu	prime numbers
ప్రధాని	el primer ministro	prime minister
ప్రపంచ	mundo	world
ప్రపంచం	mundo	world
ప్రపంచంలో	el mundo	world
ప్రపంచంలోని	el mundo	in world
ప్రపంచంలోనే	el mundo	world
ప్రపంచపు	mundo	world
ప్రపంచమంతా	alrededor del mundo	whole world
ప్రపంచము	mundo	world
ప్రపంచములో	mundo	in world
ప్రపంచములోనే	el mundo	in the world
ప్రపంచయుద్ధం	mundo	worldwar
ప్రపంచవ్యాప్తంగా	alrededor del mundo	worldwide
ప్రపంచానికి	el mundo	world
ప్రపంచాన్ని	mundo	world
ప్రపంచీకరణ	globalización	globalization
ప్రపంచీకరణను	globalización	globalization
ప్రబల	poderoso	strong indication
ప్రబలంగా	predominante	strongly
ప్రభ	aureola	praba
ప్రభావం	efecto	effect
ప్రభావము	efecto	effect
ప్రభావానికి	efecto	the effect
ప్రభావాన్ని	efecto	influence
ప్రభావాల	efectos	as a reason of
ప్రభావాలు	efectos	influence
ప్రభావితం	afectar	influencing
ప్రభుత్వ	gobierno	government
ప్రభుత్వం	gobierno	government
ప్రభుత్వంచే	gobierno	by government
ప్రభుత్వంలో	gobierno	in government
ప్రభుత్వపు	gobierno	of government
ప్రభుత్వము	gobierno	government
ప్రభుత్వానికి	gobierno	to government
ప్రభుత్వాన్ని	gobierno	government
ప్రభుత్వాల	gobiernos	government
ప్రభుత్వాలు	gobiernos	governments
ప్రభువు	señor	lord
ప్రమాణ	cantidad	pramana
ప్రమాణం	juramento	journey
ప్రమాణాల	normas	values
ప్రమాణాలను	normas	journey
ప్రమాణాలు	normas	promises
ప్రమాద	accidente	accident
ప్రమాదం	accidente	accident
ప్రమాదంలో	accidente	in the danger
ప్రమాదకరమైన	peligroso	dangerous
ప్రమాదాలు	accidentes	accidents
ప్రముఖ	el principal	famous
ప్రముఖంగా	popular	major
ప్రముఖమైన	incapaz	important
ప్రముఖమైనది	reputación	popular
ప్రముఖుల	famosos	celebrities
ప్రముఖులు	famosos	famous personalities
ప్రమేయం	intervención	involved
ప్రయత్నం	esfuerzo	try
ప్రయత్నంలో	esfuerzo	trying
ప్రయత్నాలు	esfuerzos	try
ప్రయత్నించాడు	intentó	tried
ప్రయత్నించారు	intentó	attempted
ప్రయాణ	viaje	journey
ప్రయాణం	viaje	journey
ప్రయాణము	viaje	travel
ప్రయాణానికి	conmutar	for travel
ప్రయాణాలకు	excursiones	journeys
ప్రయాణికుల	pasajero	passangers
ప్రయోగం	experimentar	experiment
ప్రయోగశాల	laboratorio	laboratory
ప్రయోగాత్మక	experimental	experimentally
ప్రయోగాత్మకంగా	experimentalmente	famous
ప్రయోగాలు	los experimentos	experiments
ప్రయోగాలున్నాయి	prayogalunnayi	there are advantages
ప్రయోజనం	beneficio	benefit
ప్రయోజనాలు	beneficios	advantages
ప్రవక్త	el profeta	prophet
ప్రవక్తల	profético	prophets
ప్రవచించిన	predicado	explicate
ప్రవర్తన	comportamiento	behaviou
ప్రవహించి	fluir	flow
ప్రవహించే	fluido	flowing
ప్రవహిస్తుంది	flujos	flows
ప్రవహిస్తూ	flujos	flowing
ప్రవాస	excursión	major
ప్రవాహం	fluir	flow
ప్రవాహాలు	corrientes	wves
ప్రవృత్తి	tendencia	effective
ప్రవేశ	entrada	entry
ప్రవేశం	entrada	entry
ప్రవేశపెట్టాడు	rupp	introduced
ప్రవేశపెట్టారు	introducido	realeased
ప్రవేశపెట్టింది	introducido	introduced
ప్రవేశము	entrada	entrance
ప్రవేశానికి	entrada	entrance
ప్రవేశించి	ingresó el	praveshinche
ప్రవేశించింది	ingresó	entered
ప్రవేశించిన	entrada	entered
ప్రవేశిస్తుంది	entra	enters
ప్రశంసలు	apreciado	praises
ప్రశస్తి	premio	prasasthi
ప్రశాంత	calma	peaceful
ప్రశాంతంగా	claro	peacefully
ప్రశ్న	pregunta	questin
ప్రశ్నకు	pregunta	for question
ప్రశ్నలకు	preguntas	to questions
ప్రశ్నలు	preguntas	questions
ప్రశ్నా	consulta	question
ప్రసంగాలు	discursos	speeches
ప్రసరణ	circulación	announce
ప్రసాదం	prasad	prasad
ప్రసాద్	prasad	prasad
ప్రసారం	corriente	broadcasting
ప్రసారాలు	transmisiones	telecasts
ప్రసిద్ది	popular	famous
ప్రసిద్ధ	popular	famous
ప్రసిద్ధం	famoso	famous
ప్రసిద్ధమైన	popular	famous
ప్రసిద్ధమైనది	renombrado	famous
ప్రసిద్ధి	conocido	famous
ప్రసిద్ధుడు	conocido	famous
ప్రసిద్ధుడైన	conocido	well known
ప్రసిద్ధులు	conocido	symbol
ప్రస్తావన	referencia	topic
ప్రస్తావించబడ్డాయి	referido a	discussed
ప్రస్తుత	actual	present
ప్రస్తుతం	actualmente,	at present
ప్రస్తుతపు	actual	at present
ప్రస్తుతానికి	ahora	currently
ప్రస్థానం	reina	progress
ప్రస్థుతం	hoy	at present
ప్రస్ఫుటంగా	claro	clear
ప్రహ్లాద	prahlad	prahlada
ప్రాంత	zona	region
ప్రాంతం	zona	place
ప్రాంతంగా	territorio	as a region
ప్రాంతంపై	zona	region
ప్రాంతంలోని	zona	in the region
ప్రాంతంలోనూ	territorio	regions
ప్రాంతపు	zona	region's
ప్రాంతము	zona	place
ప్రాంతములు	regiones	regions
ప్రాంతములో	territorio	in the area
ప్రాంతమైన	territorio	located
ప్రాంతలో	regiones	in the area
ప్రాంతానికి	zona	region
ప్రాంతాన్ని	región	area
ప్రాంతాల	areas	regions
ప్రాంతాలకు	los	regions
ప్రాంతాలతో	localizaciones	with regions
ప్రాంతాలను	areas	state
ప్రాంతాలనుండి	partes	from areas
ప్రాంతాలలో	areas	in regions
ప్రాంతాలలోని	areas	region
ప్రాంతాలలోను	localizaciones	in places
ప్రాంతాలు	regiones	places
ప్రాంతాలుగా	areas	regions
ప్రాంతాలైన	regiones	places
ప్రాంతాల్లో	areas	places
ప్రాంతాల్లోని	areas	in areas, places
ప్రాంతీయ	regional	regional
ప్రాకృత	prácrito	native
ప్రాచీన	antiguo	ancient
ప్రాచీనమైన	más temprano	ancient
ప్రాచుర్యం	popular	available
ప్రాచుర్యంలో	popular	popular
ప్రాచుర్యము	popularidad	widely
ప్రాచ్య	oriental	old
ప్రాజెక్టు	proyecto	project
ప్రాజెక్టుకు	proyecto	for project
ప్రాజెక్టులు	proyectos	project
ప్రాజెక్ట్	proyecto	project
ప్రాణ	vida	life
ప్రాణం	pasión	life
ప్రాణాలు	sobrevivientes	lives
ప్రాణ్యములు	pranyamulu	proteins
ప్రాతినిధ్యం	representación	importance
ప్రాథమిక	primario	primary
ప్రాదేశిక	espacial	spatial
ప్రాధమిక	primario	start
ప్రాధమికంగా	ante todo	primary
ప్రాధాన్యం	prioridad	credence
ప్రాధాన్యత	prioridad	importance
ప్రాపంచిక	mundano	whole
ప్రాప్తి	acceso	will affect
ప్రాబల్యం	predominio	influence
ప్రామాణిక	estándar	reputed
ప్రాముఖ్యం	la importancia	important
ప్రాముఖ్యత	importancia	importance
ప్రాముఖ్యతను	la importancia	importance
ప్రారంభ	temprano	starting
ప్రారంభం	comienzo	started
ప్రారంభంలో	al principio	started
ప్రారంభమయ్యాయి	empezado	started
ప్రారంభమై	comenzando	started
ప్రారంభమైంది	empezado	began
ప్రారంభమైన	abrió	began
ప్రారంభమైనది	empezado	began
ప్రారంభించబడింది	habilitado	started
ప్రారంభించారు	empezado	started
ప్రారంభించి	comenzando	started
ప్రారంభించింది	lanzado	started
ప్రారంభించిన	lanzado	started
ప్రార్థన	oración	prayer
ప్రార్థనలు	oraciones	prayers
ప్రార్ధన	oración	prardhana
ప్రార్ధనలు	oraciones	prayers
ప్రార్ధనా	adoración	prayer
ప్రావిన్స్	provincia	provience
ప్రాసెస్	proceso	process
ప్రియ	querido	priya
ప్రియమైన	querido	dear
ప్రీతి	preeti	dearest
ప్రెంచి	prenci	french
ప్రెసిడెంట్	presidente	president
ప్రెసిడెన్సీ	presidencia	presidency
ప్రెసిడెన్సీలో	presidencia	province
ప్రెస్	prensa	press
ప్రేక్షకుల	la audiencia	audience
ప్రేక్షకులకు	audiencia	audiens
ప్రేక్షకులు	audiencias	audience
ప్రేమ	amor	love
ప్రేమకు	amor	to love
ప్రేమతో	amor	with love
ప్రేమను	amor	love
ప్రేమలో	amor	in love
ప్రేరణ	inspiración	importance
ప్రైజ్	premio	prize
ప్రైవేటు	privado	private
ప్రైవేట్	privado	private
ప్రో	pro	pro
ప్రోగ్రాం	programa	program
ప్రోగ్రామింగు	programación	programming
ప్రోగ్రామింగ్	programación	programming
ప్రోగ్రాము	programa	program
ప్రోగ్రామును	programa	programs
ప్రోగ్రాములను	programas	programms
ప్రోగ్రాములు	programas	programmes
ప్రోగ్రామ్	programa	program
ప్రోగ్రామ్‌ల	programas	programmes
ప్రోగ్రామ్‌లు	programas	programs
ప్రోటిస్టా	protista	protista
ప్రోటీన్లు	proteínas	proteins
ప్రోత్సాహం	alentado	encouraging
ప్రోలరాజు	prolaraju	prolaraju
ప్లంబజినేసి	plambajinesi	plumbajinesi
ప్లవకాలు	plancton	planks
ప్లస్	más	plus
ప్లాంక్	tablón	flank
ప్లాంట్	planta	plant
ప్లాటీహెల్మింథిస్	flatworm	platyhelimenthis
ప్లానింగ్	planificación	planning
ప్లాస్మోడియం	plasmodium	plasmodium
ప్లీహము	bazo	spleen
ప్లేటో	platón	plate
ప్లేట్	plato	plate
ప్లేట్లు	platos	plates
ప్లేస్	sitio	place
ఫర్	pelaje	for
ఫలం	fruta	fruit
ఫలకాలు	platos	slates
ఫలదీకరణం	fertilización	fertilisation
ఫలానా	específico	some
ఫలాలు	frutas	results
ఫలితం	resultado	result
ఫలితంగా	como resultado,	as a result
ఫలితము	el resultado	result
ఫలితాలను	resultados	results
ఫలితాలు	resultados	results
ఫాబేసి	fabaceae	fabesi
ఫార్	por	far
ఫార్ములా	fórmula	formula
ఫాల్ట్	culpa	fault
ఫాస్ట్	rápido	fast
ఫిబ్రవరి	febrero	february
ఫిరోజ్	feroz	firoz
ఫిలిప్	philip	philip
ఫిలిప్పీన్స్	filipinas	philippines
ఫిలిప్స్	philips	phillips
ఫిల్మ్	película	film
ఫిల్మ్‌ఫేర్	filmfare	filmfare
ఫీల్డ్	campo	field
ఫుట్	pie	foot
ఫుట్‌బాలు	fútbol americano	football
ఫుట్‌బాల్	fútbol americano	football
ఫెడరల్	federal	federal
ఫేర్	tarifa	fare
ఫైర్	fuego	fire
ఫైల్	expediente	file
ఫైల్స్	archivos	files
ఫైళ్ళను	archivos	files
ఫొటో	foto	photo
ఫోటాన్	fotón	photon
ఫోటో	foto	photo
ఫోటోగ్రఫీ	fotografía	photography
ఫోటోషాప్	photoshop	photoshop
ఫోన్	teléfono	phone
ఫౌండేషన్	fundación	foundation
ఫ్యాక్టరీ	fábrica	factory
ఫ్రంట్	frente	front
ఫ్రాంక్	franco	frank (the name of a person)
ఫ్రాన్క్స్	francos	francisco
ఫ్రాన్సిస్	francis	francis
ఫ్రాన్సిస్కో	francisco	fransisco
ఫ్రాన్సు	francia	france
ఫ్రాన్సులో	francia	in france
ఫ్రాన్స్	francia	france
ఫ్రీ	gratis	free
ఫ్రీడమ్	libertad	freedom
ఫ్రెంచి	francés	french
ఫ్రెంచ్	francés	french
ఫ్రెడరిక్	frederick	frederic
ఫ్లడ్	inundar	flood
ఫ్లాష్	destello	flash
ఫ్లెమిష్	flamenco	flemish
ఫ్లోరిడా	florida	florida
బంగారం	oro	gold
బంగారు	oro	golden
బంగాళా	papas	bangala
బంగాళాఖాతం	bahía de bengala	bay of bangal
బంగ్లాదేశ్	bangladesh	bangladesh
బంటు	empeñar	militant
బండ	banda	rock
బండి	bundy	vehicle
బండ్	bund	bund
బండ్లను	carros	vehicles
బంతి	pelota	ball
బంతిని	pelota	ball
బందరు	puerto	bundar
బందీ	cautivo	prisoner
బంధం	localización	relation
బంధాలు	cautiverio	relationships
బంధించి	capturas	captured
బంధువులు	parientes	relatives
బజార్	bazar	bazar
బట్ట	tela	clothing
బట్టలు	ropa	clothes
బట్టి	menú	depending on the
బట్టీ	horno	as per
బడతాయి	son	done by
బడి	de acuerdo con la	school
బడింది	es	done
బడిన	teniendo	done
బడుతుంది	es	has been
బడ్జెట్	presupuesto	budjet
బడ్డాయి	son	done
బతుకమ్మ	bathukamma	festival bathukama
బదిలీ	la transferencia	transfer
బదులు	en lugar,	rather
బదులుగా	en lugar	in response
బనగానపల్లె	banaganapalle	banagapally
బమ్మెర	bammera	bamera
బయట	al aire libre	outside
బయటకి	fuera	outside
బయటకు	fuera	to outside
బయటి	externo	outside
బయటికి	fuera	out
బయలుదేరాడు	tomó	started
బయలుదేరారు	salido	started
బయలుదేరి	fuera	started
బయోటెక్నాలజీ	biotecnología	bio technology
బరువు	peso	weight
బరువును	peso	weight
బర్గ్	iceberg	berg
బర్మా	birmania	burma
బలంగా	fuerte	strongly
బలగాలను	refuerzos	force
బలగాలు	efectivo	soldiers
బలము	fuerza	strength
బలమైన	fuerte	strong
బలరాముడు	balarama	balaram
బలవంతంగా	fuerza	forcibly
బలవంతులు	hombre fuerte	the powerful
బలహీనమైన	débiles	weak
బలి	bali	sacrifice
బల్గేరియా	bulgaria	bulgaria
బల్లకట్టు	pont	tablecot
బళ్ళారి	bellary	bellary
బళ్ళు	pallu	baldwin
బస	alojamiento	stayed
బస్	autobús	bus
బస్టాండు	bastandu	bus stand
బస్సు	autobús	bus
బస్సుల	autobuses	of buses
బస్సులను	autobuses	the buses
బస్సులు	autobuses	buses
బహదూర్	bahadur	bahadioor
బహమనీ	bahmani	bahamani
బహిరంగ	revelado	open
బహిరంగంగా	en público	openly
బహు	más	many
బహుమతి	presente	prize
బహుమతిని	recompensado	reward, gift
బహుమతులు	regalos	gifts
బహుమానం	regalo	award
బహుముఖ	versátil	bi-laterall , versatile
