$	dollarni tashkil etadi	dollar
открије	ochib beradi	detected
открића	kashfiyotlar	invention
откриће	kashfiyot	discovery
оток	orol	island
отоманска	usmonli	ottoman
отоманске	usmonli	ottoman
отомански	usmonli	otomanic
отоманског	usmonli	ottoman
отпада	chiqindilar	waste
отпор	qarshilik	resist
отпора	qarshilik	resistance
отпорност	qarshilik	resistance
отпочела	boshlandi	started
отпочео	boshlandi	started
отприлике	taxminan	about
отуда	u erdan	hence
оф	ning	off
офанзива	haqoratli	offensive
офанзиве	haqoratli	offensive
офанзиву	haqoratli	offensive
официр	ofitser	oficer
официра	ofitser	oficire
официри	ofitserlar	officers
охрид	ohrid	ohrid
охриду	ohrid	ohrid
оца	otasi	father
оцем	otasi	with father
оцу	otasi	father
очеве	otalar	father's
очекује	kutmoqda	expected
очи	ko&#39;zlar	eyes
очигледно	ravshan	obviously
очима	ko&#39;zlar	eyes
очију	ko&#39;zlar	eyes
очување	saqlash	conservation
ош	osh	osh
оштећења	zarar	damage
оштре	o&#39;tkir	sharp
оштро	keskin	sharp
п	p	p
п|	p |	p
па	yaxshi	so
павелић	pavelić	pavelic
павелића	toshli	pavelic
павић	tovus	pavic
павла	pol	pavle
павле	pol	pavle
павловић	pavlovich	pavlovic
пад	plash	fall
пада	yaxshi, ha	fall
падавина	yog&#39;ingarchilik	rainfall
падавине	yog&#39;ingarchilik	precipitation
падају	ular tushadi	fell
падинама	qiyaliklar	slope
падне	yiqilib tushadi	falls
падом	tushish	the fall
пажљиво	ehtiyotkorlik bilan	carefully
пажње	diqqat	attention
пажњу	diqqat	attention
пазар	bozor	pazar
пазара	bozor	pazar (town in serbia)
пак	pak	however
пакао	jahannam	hell
пакет	to&#39;plami	package
пакета	to&#39;plami	package
пакистан	pokiston	pakistan
пакистана	pokiston	pakistan
пакт	pakt	pact
пакта	pakt	pact
пала	yiqildi	fell
паланка	palanka	palanka
палата	saroy	palace
палате	saroy	palces
пале	rangpar	fell
палеолита	paleolit davriga oid	palaeolithic
палерму	palerma	palermo
палестине	falastin	palestine
пали	olov uzoqroq	fail
памук	paxta	cotton
панонској	pannoniy	pannonian
панорама	panorama	panorama
панчева	pancevo	panchevo
панчево	pancevo	pancevo
панчеву	pancevo	pancevo (city in serbia)
пао	yiqilib tushdi	fell
папа	xayr	pope
папе	pape	pope
пар	juftlik	few
пара	uchun	money
паралелно	parallel	paralel
паралелограм	parallelogramma	parallelogram
паре	bug &#39;	money
пареза	parez	paresis
париз	paris	paris
париза	parij	paris
паризу	paris	paris
парк	park	park
парка	park	park
паркова	parklar	parks
паркови	parklar	parks
парку	park	park
парламент	parlament	parliament
парламента	parlament	parliament
парламентарна	parlamentga oid	parliamentary
парламентарним	parlamentga oid	parliamentary
парламенту	parlament	parliament
парохија	cherkov	parish
партизан	partizan	partisan
партизана	partizan	partisan
партизани	partizanlar	partisans
партизанске	partizan	partisan
партија	partiya	party
партије	partiyalar	party
партији	partiya	party
партију	partiya	party
партнер	sherik	partner
партнери	sheriklar	partners
пас	it	dog
паса	it	dogs
пасош	pasport	passport
пасоша	pasport	passports
патријарх	boshliq	patriarch
патријарха	boshliq	patriarch
патријаршија	patriarxat	patriarchate
патријаршије	patriarxat	patriarchate
пацијената	bemorlar	patients
паша	boqish	ali pasha
пашић	pašić	pasic
пашића	yaylov	pasic
паја	yaxshi, men	pajo
пво	pvo	anti-aircraft warfare
пгп	pgp	pgp
пева	kuylaydi	sing
певао	kuyladi	sang
певач	ashulachi	singer
певачи	qo&#39;shiqchilar	singers
певачица	ashulachi	singer
певају	ular kuylashadi	sing
певање	ashula aytmoqda	singing
педагогија	pedagogika	pedagogy
педесет	ellik	fifty
педесетих	ellikinchi	the fifties
педологија	pedologiya	pedology
пекинг	beijing	beijing
пекинга	pekin	peking
пекингу	pekin	beijing
пекиншки	pekin	beijing
пеликан	toshbaqa	pellican
пенис	jinsiy olatni	penis
пениса	jinsiy olatni	penis
пеницилин	penitsillin	penicillin
пеницилина	penitsillin	penicillin
пеницилини	penitsillinlar	penicillin
пера	tuklar	quills
пере	pere	pera
период	vaqt davri	period
периода	davri	period
периодима	davrlar	periods
периоду	davri	period
персијски	forsiy	persian
персијског	forsiy	persian
персијском	forsiy	persian
персона	shaxs	person
перу	peru	peru
перуа	peru	peru
перун	perun	perun
песама	qo&#39;shiqlar	songs
песма	qo&#39;shiq	poem
песмама	qo&#39;shiqlar	poems
песме	qo&#39;shiqlar	poems
песми	qo&#39;shiqlar	song
песмом	qo&#39;shiq	song
песму	qo&#39;shiq	song
песник	shoir	poet
песника	shoir	poet
песници	shoirlar	poets
пет	beshta	five
пета	tovon	fifth
петак	juma	friday
петар	butrus	peter
петербург	petersburg	peterbourgh
петербурга	peterburg	peterburg
пети	beshinchi	fly
петковић	petkovich	petkovic
петнаест	o&#39;n besh	fifteen
петог	beshinchi	fifth
петра	petra	petra
петроварадин	petrovaradin	petrovaradin
петроварадина	petrovaradin	petrovaradian
петроварадинска	petrovaradinska	petrovaradin
петроварадинској	petrovaradin	petrovaradin
петроварадину	petrovaradin	accommodated
петровац	petrovak	petrovac
петровић	petrovich	petrovic
петровића	petrovich	petrovic
петру	petru	petar
печат	muhr	stamp
пећ	o&#39;choq	pach
пећи	pechlar	pec,town in kosovo
пећина	g&#39;or	cave
пећине	g&#39;orlar	caves
пећини	g&#39;orlar	cave
пикасо	pikasso	picasso
пикометар	pikometr	picometers
пилот	uchuvchi	sex
пилота	uchuvchi	pilots
пилоти	uchuvchilar	pilots
пирамиде	piramida	pyramids
пирот	pirot	pirot
писама	harflar	alphabets
писан	yozilgan	written
писана	yozilgan	written
писани	yozilgan	written
писано	yozilgan	written
писао	yozgan	wrote
писати	yozmoq	write
писац	yozuvchi	writer
писаца	yozuvchilar	writers
писања	yozish	writing
писање	yozish	writing
писању	yozish	writing
писма	harflar	letters
писмености	savodxonlik	literacy
писмо	xat	alphabet
писмом	xat	alphabet
писму	xat	alphabet
писца	yozuvchi	writer
писци	yozuvchilar	writers
питагора	pifagoralar	pitagora
питагорине	pifagoralar	pitagoras
питања	savollar	questions
питање	savol	question
питањима	masalalar	questions
питању	savol	about
пише	deb yozadi	write
пишу	men .. yozaman	write
пића	ichimliklar	drink
пиће	ichimlik	drink
плава	ko&#39;k	blue
плаве	ko&#39;k	blue
плаво	ko&#39;k	blue
плавом	ko&#39;k	blue
плажа	plyaj	beach
плазми	plazma	plasma
план	reja	plan
плана	rejasi	plan
планета	sayyora	planet
планете	sayyoralar	planets
планина	tog	mountain
планинама	tog&#39;lar	mountains
планине	tog&#39;lar	mountains
планини	tog&#39;lar	mountain
планинска	tog	mountain
планинске	tog	mountain
планински	tog&#39;li	mountain
планинским	tog&#39;li	mountain
планинских	tog	mountain
планину	tog &#39;	mountain
планира	rejalari	planning
планирао	rejalashtirilgan	planed
планирање	rejalashtirish	planning
планова	rejalari	plans
планове	rejalari	plans
планови	rejalari	plans
плановима	rejalari	plans
плану	rejasi	plan
пласман	joylashtirish	placement
платан	chinor	sycamore
плато	plato	plateau
платон	platon	platon
плаћа	to&#39;laydi	pay
плаћања	to&#39;lovlar	payment
племе	qabilasi	tribe
племена	qabilalar	tribes
племенима	qabilalar	tribes
племића	zodagonlar	nobleman
племства	olijanoblik	aristocrasy
племство	olijanoblik	nobility
плен	o&#39;lja	prey
плеј	o&#39;ynash	play
плод	meva	fruit
плодне	serhosil	fertile
плодно	mevali	fruitfull
плоча	plitasi	plate
плоче	plitalari	tectonic plate
плочи	plitalari	plate
плочу	plitasi	record
по	tomonidan	on
побегао	qochib ketdi	escaped
победа	g&#39;alaba	victory
победе	g&#39;alaba	win
победи	yutmoq	win
победивши	yutib olish	beating
победила	yutuq	won
победили	yutuq	win
победио	yutuq	won
победник	g&#39;olib	winner
победника	g&#39;olib	winner
победници	g&#39;oliblar	winners
победом	g&#39;alaba	victory
победу	g&#39;alaba	win
побеђује	yutadi	wining
побољшања	takomillashtirish	improvements
побољшање	takomillashtirish	enhancement
побратими	aka-uka	twin's
побуна	isyon	revolt
побуне	isyon	rebelion
побуну	isyon	rebelion
повезан	ulangan	connected
повезана	ulangan	connected
повезане	bog&#39;liq	associated
повезани	ulangan	connected
повезано	ulangan	connected
повезаност	ulanish	connection
повезује	ulanadi	connects
повезују	ulanmoq	connecting
повеља	nizom	charter
повећа	ko&#39;proq	increase
повећава	ortadi	increase
повећан	oshdi	increased
повећана	oshdi	enlarged
повећања	ortadi	increase
повећање	o&#39;sish	enlargement
повећањем	oshirish orqali	increase
повлачења	pul olish	withdraw
повлачење	olib qo&#39;yish	withdrawing
повлачи	tortadi	withdraws
повод	voqea	reason
поводом	haqida	motivated by
повољан	qulay	good
повратак	qaytish	return
поврати	qusmoq	recover
повратка	qaytish	return
повратку	qaytish	return
повреде	jarohatlar	injuries
повремено	vaqti-vaqti bilan	frequently
површина	sirt maydoni	area
површине	yuzalar	surface
површини	yuzasi	place
површином	yuzasi	surface
површину	yuzasi	surface
поврће	sabzavotlar	vegetables
повукао	chekindi	withdrawn
повукла	chekindi	withdrew
повукли	chekindi	withdrew
повуче	tortadi	withdraw
повући	tortmoq	withdraw
погибије	o&#39;limlar	death
погинуло	vafot etdi	killed
погинуо	vafot etdi	killed
поглавара	boshliq	superior
поглавља	boblar	chapter
поглед	ko&#39;rinishi	view
погледа	ko&#39;rish	views
погледати	qarang	see
погледајте	qarang	have a look
погледу	ko&#39;rinish	respect
погодио	urdi	struck
погон	haydash	process
поготово	ayniqsa	especially
поготову	ayniqsa	particularly
погођен	ta&#39;sir ko&#39;rsatdi	affected
погрешно	noto&#39;g&#39;ri	wrong
погубљен	qatl qilindi	executed
под	qavat	under
податак	ma&#39;lumotlar	information
података	ma&#39;lumotlar	information
податке	ma&#39;lumotlar	documents
подаци	ma&#39;lumotlar	data
подацима	ma&#39;lumotlar	data
подгорица	podgoritsa	podgorica
подгорице	podgoritsa	podgorica
подгорици	podgoritsa	podgorica
подела	bo&#39;linish	division
поделе	bo&#39;linish	division
подели	buni ulashish	division
поделили	birgalikda	divaded
поделио	birgalikda	divided
поделити	ajratmoq	divide
поделом	bo&#39;linish	by dividing
поделу	bo&#39;linish	division
подељен	bo&#39;lingan	divided
подељена	bo&#39;lingan	divided
подељене	bo&#39;lingan	divided
подељени	bo&#39;lingan	divided
подељено	bo&#39;lingan	divided
подигао	ko&#39;tarildi	rise up
подигли	ko&#39;tarildi	raised
подигне	ko&#39;taradi	raise
подигнут	ko&#39;tarildi	raised
подигнута	ko&#39;tarildi	raised
подижу	ular ko&#39;taradilar	lift
подизање	ko&#39;tarish	building
подлога	substrat	base
поднео	topshirilgan	tendered
подножју	oyoq	foot
подразумева	nazarda tutadi	implies
подразумевају	nazarda tutmoq	involve
подржава	qo&#39;llab-quvvatlaydi	supports
подржавали	qo&#39;llab-quvvatlanadi	supporting
подржавао	qo&#39;llab-quvvatlanadi	supported
подржавају	qo&#39;llab-quvvatlash	support
подручја	joylar	regions
подручје	maydoni	region
подручјима	joylar	areas
подручју	maydoni	region
подршка	qo&#39;llab-quvvatlash	support
подршке	qo&#39;llab-quvvatlash	support
подршку	qo&#39;llab-quvvatlash	support
подсећа	eslaydi	reminds
подједнако	teng ravishda	such as
поезија	she&#39;riyat	poetry
поезије	she&#39;riyat	poetry
поезији	she&#39;riyat	poetry
поезију	she&#39;riyat	poetry
поена	ball	points
пожаревац	o&#39;t o&#39;chiruvchi	pozarevac,town in serbia
позадина	fon	background
позадини	fon	background
позвао	chaqirdi	invited
позив	qo&#39;ng&#39;iroq	call
позива	qo&#39;ng&#39;iroqlar	appeal
позивни	qo&#39;ng&#39;iroq	dialing (code)
позивниброј	maydon kodi	"area code (it's ""pozivni broj"", two words)"
позиција	holati	position
позиције	pozitsiyalari	position
позицији	holati	position
позицију	holati	position
познавање	bilim	knowing
познат	ma&#39;lum	known
позната	ma&#39;lum	known
познате	bilasiz	known
познати	mashhur	known
познатим	mashhur	known
познатих	mashhur	known
познатији	yanada mashhur	known
познато	ma&#39;lum	known
познатог	ma&#39;lum	known
позоришни	teatr	caution
позоришта	teatrlar	theater
позориште	teatr	theater
позоришту	teatr	theater
показала	ko&#39;rsatdi	shown
показали	ko&#39;rsatdi	indicators
показало	ko&#39;rsatdi	was proved
показао	ko&#39;rsatdi	shown
показује	namoyishlari	demonstrate
показују	shou	shown
поклонио	egildi	presented
покрајина	viloyati	province
покрајинама	viloyatlar	province
покрајине	viloyatlar	province
покрајини	viloyati	province
покренуо	boshlandi	started
покрет	ko&#39;chirish	movement
покрета	harakat	movements
покрете	harakatlar	movement
покрети	harakatlar	the movements
покретима	harakatlar	moves
покретни	harakatlanuvchi	moving
покрету	harakat	movement
покреће	boshlanadi	start
покрива	panellari	cover
покривају	qopqoq	cover
покуша	urinishlar	try
покушава	harakat qilmoqda	tries
покушавала	harakat qildi	trying
покушавали	harakat qildi	tryed
покушавао	harakat qildi	trying
покушавају	ular harakat qilmoqdalar	try
покушавајући	harakat qilmoqda	trying
покушала	harakat qildi	attempted
покушали	harakat qildi	try
покушао	harakat qildi	tried
покушај	harakat qilib ko&#39;ring	attempt
покушаја	urinishlar	attempts
покушаји	urinishlar	attempts
покушају	ular harakat qilishadi	attempt
пол	jinsi	pole
пола	yarmi	half
полако	sekin	slowly
полетања	yechmoq	take off
полетео	uchib ketdi	took off
политика	siyosat	policy
политике	siyosati	policy
политиком	siyosat	policy
политику	siyosati	politic
политици	siyosati	politics
политичар	siyosatchi	politician
политичара	siyosatchilar	politicians
политичари	siyosatchilar	politicians
политичка	siyosiy	politics
политичке	siyosiy	political
политички	siyosiy jihatdan	political
политичким	siyosiy	political
политичких	siyosiy	politics
политичко	siyosiy jihatdan	political
политичког	siyosiy	political
политичком	siyosiy	political
политичкој	siyosiy	political
политичку	siyosiy	political
полицајац	militsiya hodimi	police man
полиција	politsiya	police
полиције	politsiya	police
полни	to&#39;la	genital
полног	to&#39;la	genital
половина	yarmi	half
половине	yarmi	half
половини	yarmi	half
половином	yarmi	half
половину	yarmi	half
положај	holati	position
положаја	holati	posicion
положаје	pozitsiyalari	positions
положају	holati	position
полу	yarmi	pole
полуострва	yarim orol	peninsula
полуострво	yarim orol	peninsula
полуострву	yarim orol	peninsula
полуфинала	yarim final	semi final
полуфинале	yarim final	semi-final
полуфиналу	yarim final	semifinale
помагао	yordam berdi	helped
помаже	yordam beradi	help
помажу	yordam	help
помен	ma&#39;nosi	mention
поменути	eslatib o&#39;tilgan	mention
помиње	eslatib o&#39;tilgan	mentioned
помињу	zikr	mentioning
помогао	yordam berdi	helped
помогне	yordam	help
поморске	dengizchilik	naval
помоћ	yordam	assistance
помоћи	yordam	help
помоћне	yordamchi	helping
помоћник	yordamchi	assistant
помоћу	foydalanish	with help of
понашања	xulq-atvor	behavior
понашање	xulq	behaviour
понекад	ba&#39;zan	sometimes
поновно	yana	again
поновног	yana	repeated
поново	yana	over again
понуда	taklif	offer
понуде	takliflar	offers
понудио	taklif	offered
понуду	taklif	offer
поп	ruhoniy	pop
попа	popa	popa
попис	ro&#39;yxati	index
пописа	ro&#39;yxati	census
попису	ro&#39;yxati	list
поплава	toshqin	flood
поплаве	toshqinlar	flood
поповић	popović	popovic
поповића	popovića	popovic
популаран	mashhur	popular
популарна	mashhur	popular
популарне	mashhur	popular
популарни	mashhur	popular
популарно	mashhur	popular
популарност	mashhurlik	popularity
популарности	mashhurlik	popularity
популација	aholisi	popuation
популације	aholisi	populations
попут	kabi	such as
поражен	mag&#39;lubiyatga uchradi	beaten
поражена	mag&#39;lubiyatga uchradi	defeated
поражени	mag&#39;lubiyatga uchradi	defeated
пораз	mag&#39;lubiyat	defeat
пораза	mag&#39;lubiyat	defeat
поразила	mag&#39;lubiyatga uchradi	defeated
поразио	mag&#39;lubiyatga uchradi	defeated
поразом	mag&#39;lubiyat	defeat
пораст	o&#39;sish	increase
порастао	oshdi	grew
поред	ning yonida	near (besides)
поредак	buyurtma	order
порез	soliq	fee
пореза	soliqlar	tax
порекла	kelib chiqishi	origin
порекло	kelib chiqishi	origin
пореклом	kelib chiqishi	originating
пореклу	kelib chiqishi	origin
поремећај	tartibsizlik	diorder
поремећаја	buzilishlar	disrupt
поређење	taqqoslash	comparison
поређењу	taqqoslash	comparison
порно	porno	porno
породица	oila	family
породице	oilalar	families; (of) family
породици	oilalar	family
породицом	oila	family
породицу	oila	family
порт	port	port
порта	port	gate
портал	portal	portal
портрет	portret	portrait
портрети	portretlari	portrait
португал	portugal	portugal
португалије	portugaliya	portugal
португалски	portugalcha	portuguese
порука	xabari	message
поруке	xabarlar	message
поруку	xabari	message
посада	ekipaj	personnel
посаде	ekipaj	crew
посао	biznes	job
посветио	bag&#39;ishlangan	dedicated
посвећен	bag&#39;ishlangan	dedicated
посвећена	bag&#39;ishlangan	dedicated
посебан	maxsus	special
посебна	maxsus	special
посебне	maxsus	special
посебним	maxsus	seperate
посебних	maxsus	special
посебно	ayniqsa	especially
посебном	maxsus	specific
посебну	maxsus	special
посед	egalik	possession
поседа	egalik	properties
поседе	egalik	possession
поседи	mol-mulk	estates
поседу	egalik	possession
поседује	egalik qiladi	has
поседују	ega	own
посете	tashrif	visit
посетио	tashrif buyurdi	visited
посету	tashrif	visit
посла	biznes	job
послала	yuborish	put
послали	yuborilgan	send
посланик	vazir	member of parliament
посланика	mp	mps
посланици	deputatlar	emmisaries
послао	yuborilgan	sent
послат	yuborilgan	sent
послати	yubormoq	sent
после	keyinroq	after
последица	natija	consequence
последице	oqibatlari	consequences
последицу	natija	consequence
последња	oxirgisi	last
последње	oxirgisi	last
последњег	oxirgisi	last
последњем	oxirgisi	last
последњи	oxirgisi	last
последњим	oxirgisi	last
последњих	keyingisi	last
последњој	oxirgisi	last
послије	keyin	after
послова	ish o&#39;rinlari	work
послове	ish o&#39;rinlari	businesses
послови	ish o&#39;rinlari	jobs
пословима	ish o&#39;rinlari	works
пословни	biznes	business
посматра	kuzatadi	observed
посматрања	kuzatishlar	observing
посматрање	kuzatuv	observement
постави	joy	appoint
поставила	o&#39;rnatildi	set
поставили	o&#39;rnatildi	placed
поставио	muallif:	set
поставља	to&#39;plamlar	positions
постављање	qo&#39;yish	setting
постављен	o&#39;rnatildi	placed
постављена	o&#39;rnatildi	set
постављени	o&#39;rnatildi	placed
постала	bo&#39;ldi	become
постале	bo&#39;ldi	become
постали	bo&#39;ldi	became
постало	bo&#39;ldi	became
постане	bo&#39;ladi	becomes
постану	bo&#39;lmoq	become
постао	bo&#39;ldi	become
постати	bolmoq	become
постаје	bo&#39;ladi	becomes
постају	ular bo&#39;ladilar	become
постепено	asta-sekin	gradually
постигао	erishildi	succeed
постигла	erishildi	achieved
постиже	erishadi	is accomplished
постизање	muvaffaqiyat	accomplishement
постојала	mavjud edi	existed
постојале	mavjud edi	existed
постојали	mavjud edi	existed
постојало	bor edi	existed
постојао	mavjud edi	existed
постојања	mavjudlik	existence
постојање	mavjudlik	existence
постојању	mavjudlik	existence
постоје	beri	there are
постојеће	mavjud	existing
постојећих	mavjud	existing
постоји	mavjud	there are
постројења	o&#39;simliklar	plants
поступак	tartibi	action
поступно	asta-sekin	gradually
постхумно	vafotidan keyin	posthumously
потврдио	tasdiqladi	claimed
потврђена	tasdiqladi	confirmed
потврђује	tasdiqlaydi	confirms
потврђују	tasdiqlang	validate
потез	ko&#39;chirish	move
потенцијал	potentsial	potencial
потенцијална	potentsial	potential
потенцијалне	potentsial	potential
потер	kulol	potter
потисак	itarish	thrust
потиче	rag&#39;batlantiradi	come from
потичу	rag&#39;batlantirish	originate
поток	oqim	stream
потока	oqim	rivulets
потом	keyin	after
потомак	avlodi	descendant
потомци	avlodlari	descendants
потписала	imzolangan	signed
потписан	imzolangan	signed
потписао	imzolangan	singed
потписивања	imzolash	signing
потпредседник	vitse prezident	vice president
потпредседника	vitse prezident	vice president
потпун	yakunlandi	full
потпуна	yakunlandi	full
потпуно	to&#39;liq	completely
потпуног	yakunlandi	total
потпуности	to&#39;liq	fully
потпуну	yakunlandi	complete
потрази	uni qarang	search
потреба	kerak	need
потребама	ehtiyojlar	needs
потребан	talab qilinadi	need
потребе	ehtiyojlar	needs
потреби	ehtiyojlar	need
потребна	zarur	needed
потребне	kerak	needed
потребно	zarur	needed
потребу	kerak	need
потреса	zilzila	earthquake
поуздано	ishonchli	reliable
похађа	qatnashadi	attend
похађао	qatnashdi	gone
поход	piyoda	quest
похода	piyoda	visit
походу	piyoda	attack
почасни	sharafli	honorable
почев	men boshladim	start
почевши	boshlanmoqda	starting
почела	boshlangan	started
почеле	boshlandi	started
почели	boshlandi	started
почело	boshlandi	started
почео	boshlandi	started
почетак	boshlanishi	start
почетка	boshlanishi	start
почетком	boshida	early
почетку	boshida	the beginning
почетна	boshlang&#39;ich	initial
почетне	boshlang&#39;ich	initial
почетни	boshlang&#39;ich	initial
почеци	boshlanishlari	starts
почива	dam oladi	is based
почиње	ishni boshlash	begins
почињу	ular boshlaydilar	start
почне	boshlanadi	start
пошаље	yuboradi	send
пошта	pochta bo&#39;limi	mail
поштанскикод	pochta indeksi	postal cod
поште	pochta	mail
пошто	beri	since
поштовање	hurmat	respect
поштује	hurmat qiladi	respects
поштују	hurmat	respect
појава	paydo bo&#39;lishi	term
појавама	hodisalar	phenomena
појаве	hodisalar	appearance
појави	paydo bo&#39;ladi	appearance
појавила	paydo bo&#39;ldi	appeared
појавиле	paydo bo&#39;ldi	appeared
појавили	paydo bo&#39;ldi	appeared
појавио	paydo bo&#39;ldi	appeared
појавом	tashqi ko&#39;rinishi	appearance
појаву	paydo bo&#39;lishi	appearance
појављује	paydo bo&#39;ladi	appears
појављују	ko&#39;rsatish	appear
појам	muddatli	term
појас	kamar	area
појаса	kamar	belt
појасу	kamar	strip
појачања	mustahkamlovchi qismlar	reinforcements
појачање	kuchaytirish	gaining
појединаца	shaxslar	individuals
појединачно	individual ravishda	singularly
поједине	individual	individual
поједини	ulardan ba&#39;zilari	certain
појединим	individual	certain
појединих	individual	some
појединца	individual	individual
појма	tushunchasi	term
појмом	tushunchasi	term
поља	maydonlar	field
пољаци	qutblar	polish
поље	maydon	field
пољима	maydonlar	fields
пољопривреда	qishloq xo&#39;jaligi	agriculture
пољопривреде	qishloq xo&#39;jaligi	agriculture
пољопривреди	qishloq xo&#39;jaligi	agriculture
пољопривредна	qishloq xo&#39;jaligi	agricultural
пољопривредне	qishloq xo&#39;jaligi	agricultural
пољопривредни	qishloq xo&#39;jaligi	agricultural
пољопривредних	qishloq xo&#39;jaligi	agricultural
пољопривреду	qishloq xo&#39;jaligi	agriculture
пољска	polsha	poland
пољске	polyakcha	polish
пољски	polyakcha	polish
пољском	polyakcha	polish
пољској	polsha	polish
пољску	polsha	polish
пољу	maydon	field
права	huquqlari	right
правац	yo&#39;nalishi	direction
праваца	ko&#39;rsatmalar	directions
правде	adolat	justice
праве	to&#39;g&#39;ri	real
прави	haqiqiy	real
правила	qoidalari	rules
правилима	qoidalari	rules
правило	qoida	rool
правилу	qoida	as a rule
правима	huquqlari	rights
правни	qonuniy	law
правних	qonuniy	law
право	to&#39;g&#39;ri	real
правом	to&#39;g&#39;ri	right
правопис	imlo	spelling
православна	pravoslav	ortodox
православне	pravoslav	orthodox
православни	pravoslav	orthodox
православним	pravoslav	ortodox
православних	pravoslav	ortodox
православље	pravoslavlik	orthodoxy
праву	to&#39;g&#39;ri	real
правца	yo&#39;nalishi	directions
правцем	yo&#39;nalishi	route
правци	ko&#39;rsatmalar	routes
правцима	ko&#39;rsatmalar	directions
правцу	yo&#39;nalishi	direction
праг	pol	prague {city}
прагу	pol	prague
празник	ta&#39;til	holiday
празника	bayramlar	holidays
празници	bayramlar	holidays
праисторија	tarixdan oldin	prehistory
праисторије	tarixdan oldin	prehistory
пракса	amaliyot	practice
пракси	amaliyot	usually
праксу	amaliyot	practice
практично	amalda	practically
прате	kuzatib boring	follow
пратећи	hamrohlik	following
прати	yuvish	follow
пратио	ergashdi	followed
пратити	kuzatib boring	follows
праћење	kuzatuv	following
прва	birinchi	first
првак	chempion	champion
првака	chempion	league
прве	birinchi	first
првенства	chempionatlar	championship
првенствено	birinchi navbatda	fist of all
првенство	chempionati	championship
првенству	chempionati	championship
први	birinchidan	first
првим	birinchi	first
првих	birinchi	first
прво	birinchi	firstly
првобитни	original	initial
првобитно	dastlab	originally
првовенчани	birinchi uylangan	first crowned
првог	birinchi	first
првом	birinchi	first
првој	birinchi	first
прву	birinchi	first
пре	oldin	before
превео	tarjima qilingan	translated
превише	juda ko&#39;p	too much
превласт	ustunlik	predominance
превод	tarjima	translation
превода	tarjima	translation
преводе	tarjimalari	translate
преводи	tarjimalari	translate
преводилац	tarjimon	translator
преводу	tarjima	translation
превоз	tashish	transport
превоза	tashish	transport
преглед	sharh	overview
преговора	muzokaralar	negotiations
преговоре	muzokaralar	negotiations
преговори	muzokaralar	negotiations
преговорима	muzokaralar	negotiation
пред	pred	in front of
преда	preda	surrender
предавања	ma&#39;ruzalar	teachings
предака	ajdodlari	ancestors
предао	topshirdi	delivered
предаје	taslim bo&#39;lish	surrender
предају	taslim bo&#39;lish	surrender
предања	urf-odatlari	front
предање	taslim bo&#39;lish	tradition
предању	taslim bo&#39;lish	teaching
предвиђао	bashorat qilingan	provided
предвиђен	taqdim etilgan	is planned
предвиђена	taqdim etilgan	provided
предвиђено	taqdim etilgan	anticipated
предводио	led	led
предвођена	boshchiligidagi	led by
предвођени	led	led
предграђа	shahar atrofi	suburbs
предела	landshaft	regions
предели	landshaft	region
пределима	landshaftlar	regions
предлаже	taklif qiladi	suggests
предлог	taklif	proposal
предложио	taklif qildi	suggested
предмет	mavzu	subject
предмета	buyumlar	items
предмети	buyumlar	items
предност	ustunlik	advantage
предности	afzalliklari	benefits
предраг	juda aziz	predrag
председник	prezident	president
председника	prezident	president
председнику	prezidentga	president
председничким	prezidentlik	presedential
председништва	prezidentlik	presidency
представа	ishlash	performance
представе	spektakllar	performances
представи	hozirgi	represent
представник	vakili	represent
представника	vakili	represent
представници	vakillari	representatives
представницима	vakillari	representatives
представља	ifodalaydi	represent
представљала	vakili	represented
представљали	vakili	represented
представљало	vakili	was
представљао	vakili	respresented
представљају	vakili	represent
представљање	taqdimot	representation
представљен	taqdim etdi	presented
предсједник	prezident	president
предузећа	kompaniyalari	company
предузеће	kompaniyasi	company
предузећима	kompaniyalari	corporation
предњи	old tomon	front
преживели	omon qolganlar	survivors
презентација	taqdimot	presentation
презиме	familiya	last name
презимена	familiyalari	last name
прекид	tanaffus	break
прекида	tanaffuslar	break
преко	bo&#39;ylab	over
прекршај	huquqbuzarlik	violation
прелаз	o&#39;tish	transition
прелаза	o&#39;tish	crossing
прелазак	o&#39;tish	crossing
прелазе	kesib o&#39;tish	cross
прелази	xochlar	exceed
преласка	kesib o&#39;tish	transition
према	ga ko&#39;ra	to
преминуо	marhum	died
премијер	bosh vazir	prime minister
премијера	bosh vazir	premiere
пренос	yuqish	transmission
преноса	yuqish	broadcast
преносе	o&#39;tkazish	transmit
преноси	o&#39;tkazmalar	informing
преостале	qolgan	left over
преостали	qolgan	the remaining
преосталих	qolgan	the remaining
препис	transkript	transcript
препрека	to&#39;siq	obsticle
прес	pres	press
пресвете	eng muqaddas	most holy
преселила	ko&#39;chib	moved
преселио	ko&#39;chib	move
престала	to&#39;xtadi	ceased
престао	to&#39;xtadi	stopped
престаје	to&#39;xtaydi	ends
престо	taxt	throne
престола	taxt	throne
престолонаследника	taxt vorisi	crown prince
престоница	poytaxt	capitol
престонице	poytaxt	capital
престоници	poytaxtlar	capital
престоницу	poytaxt	capital of
претвара	o&#39;zgartiradi	turns
претворио	aylantirildi	converted
претежно	asosan	mostly
претензије	da’volar	pretension
претпоставка	taxmin	assumption
