$	usd	dollar
организацију	organizācija	organization
организма	organisms	organism
организми	organismi	organisms
организму	organisms	organism
организовала	organizēts	organised
организовали	organizēts	organized
организован	organizēts	organized
организована	organizēts	organized
организоване	organizēts	organised
организовани	organizēts	organised
организовано	organizēts	organised
организовао	organizēts	organised
организује	organizē	organize
организују	organizēt	organize
органима	orgāni	authorities
органска	organisks	organic
органске	organisks	organic
органских	organisks	organic
оргуље	ērģeles	organ
орден	pasūtīt	medal
ордена	pasūtīt	medal
оригинални	oriģināls	original
оријентација	orientācija	orientation
оркестар	orķestris	orchestra
оружане	bruņots	armed
оружани	bruņots	armed
оружаних	bruņots	armed
оружја	ieročus	weapons
оружје	ierocis	weapons
оружјем	ieročus	weapons
оруђа	darbarīki	weapons
оруђе	darbarīki	tool
осам	astoņi	eight
осамдесетих	astoņdesmitie	the eighties
осваја	iekaro	wins
освајача	iekarotājs	conquerors
освајају	iekarot	win
освајања	iekarojumi	conquest
освајање	iekarošana	conquest
освети	atriebība	revange
освоје	uzvarēt	win
освојених	iekaroja	conquered
освоји	uzvarēt	win
освојила	uzvarēja	won
освојили	uzvarēja	win
освојио	uzvarēja	won
осе	lapsenes	whant
осећа	jūtas	feel
осећај	sajūta	feeling
осећања	emocijas	feelings
осигурао	ar nosacījumu	insured
осим	izņemot	unless
ослања	paļaujas	relies
ослобађа	atbrīvo	frees
ослобађања	atbrīvot	release
ослобађање	atbrīvošanās	release
ослободи	atbrīvot	release
ослободили	atbrīvots	released
ослободио	atbrīvots	liberated
ослобођен	atbrīvots	released
ослобођења	atbrīvošanās	liberation
ослобођење	atbrīvošanās	release
ослонац	atbalstu	support
османлија	osmaņi	ottomans
османлијама	osmaņi	ottomans
османлије	osmaņi	ottomans
османлијске	osmaņu	osmanli
османско	osmaņu	ottoman
османског	osmaņu	the ottoman
османском	osmaņu	ottoman
оснива	dibināta	creates
оснивач	dibinātājs	founder
оснивача	dibinātājs	founders
оснивају	nodibināt	establish
оснивања	nodibināšana	founding
оснивање	fonds	founding
оснивањем	izveidojot	establishment
оснивању	nodibināšana	establishment
основа	pamats	basis
основала	dibināta	founded
основали	dibināta	founded
основан	dibināta	founded
основана	nodibināta	established
основане	nodibināta	founded
основано	dibināta	founded
основао	dibināta	founded
основе	pamati	fundamentals
основи	būtībā	basics
основна	pamata	primary
основне	pamata	elementary
основни	pamata	basic
основним	pamata	elementary
основних	pamata	basics
основно	pamata	elementary
основну	pamata	elementary
основу	pamats	the basics
особа	cilvēks	person
особе	personām	persons
особина	iezīme	characteristics
особинама	īpašības	characteristics
особине	īpašības	features
осовине	asis	shaft (name for the nacistic forces in ww2)
остави	atstāt to	leave
оставила	pa kreisi	left
оставили	pa kreisi	left
оставио	atstāts aiz muguras	left
оставку	atkāpšanās	resignation
оставља	lapas	abandon
остављајући	aiziešana	leaving
остала	atpūsties	stay
остале	citi	other
остали	citi	the remain
осталим	citi	other
осталих	citi	othres
остало	citi	other
осталог	pārējie	other
остане	palikt	remain
остао	palika	stayed
остатак	atpūta	remain
остатака	pārpalikumi	remains
остати	palikt	remain
остатка	pārējie	the rest
остатке	pārpalikumi	remnants
остаци	pārpalikumi	remains
остаје	paliek	remains
остају	viņi paliek	remain
остварења	sasniegumi	achievements
оствари	sasniegt	accomplish
остварио	sasniegts	accomplished
остварује	saprot	achieve
острва	salas	island
острвима	salas	islands
острво	sala	island
острву	sala	island
осудио	nosodīts	sentenced
осуђен	notiesāts	sentenced
отац	tēvs	father
отвара	tiek atvērts	open
отварају	viņi atveras	open
отварања	atvēršana	opening
отварање	atvēršana	opening
отворен	atvērta	open
отворена	atvērts	opened
отворене	atvērts	open
отворени	atvērts	open
отворено	atklāti	open
отвореног	atvērts	open
отвореном	ārā	open
отворио	atvērta	opened
отишао	aizgāja	gone
отишли	aizgājuši	gone
открива	atklāj	uncovers
откривају	atklāt	reveal
откривање	atklāšana	detection
откривен	atklāts	uncovered
откривена	atklāts	discovered
откривени	atklāts	discovered
откривено	atklāts	discovered
открили	atklāts	discovered
открио	atklāts	discovered
открије	atklāj	detected
открића	atklājumi	invention
откриће	atklājums	discovery
оток	sala	island
отоманска	osmaņu	ottoman
отоманске	osmaņu	ottoman
отомански	osmaņu	otomanic
отоманског	osmaņu	ottoman
отпада	atkritumi	waste
отпор	pretestība	resist
отпора	pretestība	resistance
отпорност	pretestība	resistance
отпочела	sākās	started
отпочео	sākās	started
отприлике	aptuveni	about
отуда	no turienes	hence
оф	no	off
офанзива	aizskaroši	offensive
офанзиве	aizskaroši	offensive
офанзиву	aizskaroši	offensive
официр	virsnieks	oficer
официра	virsnieks	oficire
официри	virsnieki	officers
охрид	ohrid	ohrid
охриду	ohrid	ohrid
оца	tēvs	father
оцем	tēvs	with father
оцу	tēvs	father
очеве	tēvi	father's
очекује	sagaida	expected
очи	acis	eyes
очигледно	acīmredzams	obviously
очима	acis	eyes
очију	acis	eyes
очување	saglabāšana	conservation
ош	oša	osh
оштећења	bojājumi	damage
оштре	asu	sharp
оштро	asi	sharp
п	lpp	p
п|	p |	p
па	labi	so
павелић	pavelić	pavelic
павелића	bruģakmens	pavelic
павић	pāvs	pavic
павла	pols	pavle
павле	pols	pavle
павловић	pavlovičs	pavlovic
пад	pakete	fall
пада	nu jā	fall
падавина	nokrišņi	rainfall
падавине	nokrišņi	precipitation
падају	viņi nokrīt	fell
падинама	nogāzes	slope
падне	kritīs	falls
падом	kritums	the fall
пажљиво	uzmanīgi	carefully
пажње	uzmanību	attention
пажњу	uzmanību	attention
пазар	tirgus	pazar
пазара	tirgus	pazar (town in serbia)
пак	pak	however
пакао	ellē	hell
пакет	iepakojums	package
пакета	iepakojums	package
пакистан	pakistāna	pakistan
пакистана	pakistāna	pakistan
пакт	pakts	pact
пакта	pakts	pact
пала	nokrita	fell
паланка	palanka	palanka
палата	pils	palace
палате	pils	palces
пале	bāla	fell
палеолита	paleolīts	palaeolithic
палерму	palermo	palermo
палестине	palestīna	palestine
пали	šaut	fail
памук	kokvilna	cotton
панонској	pannonietis	pannonian
панорама	panorāma	panorama
панчева	pancevo	panchevo
панчево	pancevo	pancevo
панчеву	pancevo	pancevo (city in serbia)
пао	nokrita	fell
папа	līdzjūtīgi	pope
папе	pape	pope
пар	pāris	few
пара	priekš	money
паралелно	paralēli	paralel
паралелограм	paralelogramma	parallelogram
паре	tvaiks	money
пареза	parēze	paresis
париз	parīze	paris
париза	parīze	paris
паризу	parīze	paris
парк	parks	park
парка	parks	park
паркова	parki	parks
паркови	parki	parks
парку	parks	park
парламент	parlaments	parliament
парламента	parlaments	parliament
парламентарна	parlamenta	parliamentary
парламентарним	parlamenta	parliamentary
парламенту	parlaments	parliament
парохија	draudzes	parish
партизан	partizāns	partisan
партизана	partizāns	partisan
партизани	partizāni	partisans
партизанске	partizāns	partisan
партија	ballīte	party
партије	ballītes	party
партији	ballīte	party
партију	ballīte	party
партнер	partneris	partner
партнери	partneri	partners
пас	suns	dog
паса	suns	dogs
пасош	pase	passport
пасоша	pase	passports
патријарх	patriarhs	patriarch
патријарха	patriarhs	patriarch
патријаршија	patriarhāts	patriarchate
патријаршије	patriarhāts	patriarchate
пацијената	pacientiem	patients
паша	ganības	ali pasha
пашић	pašić	pasic
пашића	ganības	pasic
паја	nu, es	pajo
пво	pvo	anti-aircraft warfare
пгп	lpp	pgp
пева	dzied	sing
певао	dziedāja	sang
певач	dziedātājs	singer
певачи	dziedātāji	singers
певачица	dziedātājs	singer
певају	viņi dzied	sing
певање	dziedāšana	singing
педагогија	pedagoģija	pedagogy
педесет	piecdesmit	fifty
педесетих	piecdesmitajos gados	the fifties
педологија	pedoloģija	pedology
пекинг	pekina	beijing
пекинга	pekina	peking
пекингу	pekina	beijing
пекиншки	pekina	beijing
пеликан	pelikāns	pellican
пенис	dzimumlocekļa	penis
пениса	dzimumlocekļa	penis
пеницилин	penicilīns	penicillin
пеницилина	penicilīns	penicillin
пеницилини	penicilīni	penicillin
пера	spalvas	quills
пере	pere	pera
период	laika periods	period
периода	periods	period
периодима	periodi	periods
периоду	periods	period
персијски	persiešu	persian
персијског	persiešu	persian
персијском	persiešu	persian
персона	persona	person
перу	peru	peru
перуа	peru	peru
перун	perun	perun
песама	dziesmas	songs
песма	dziesma	poem
песмама	dziesmas	poems
песме	dziesmas	poems
песми	dziesmas	song
песмом	dziesma	song
песму	dziesma	song
песник	dzejnieks	poet
песника	dzejnieks	poet
песници	dzejnieki	poets
пет	pieci	five
пета	papēdis	fifth
петак	piektdiena	friday
петар	pēteris	peter
петербург	pēterburga	peterbourgh
петербурга	pēterburga	peterburg
пети	piektais	fly
петковић	petkovic	petkovic
петнаест	piecpadsmit	fifteen
петог	piektais	fifth
петра	petra	petra
петроварадин	petrovaradīns	petrovaradin
петроварадина	petrovaradīns	petrovaradian
петроварадинска	petrovaradinska	petrovaradin
петроварадинској	petrovaradin	petrovaradin
петроварадину	petrovaradīns	accommodated
петровац	petrovaka	petrovac
петровић	petrovic	petrovic
петровића	petrovic	petrovic
петру	petru	petar
печат	ronis	stamp
пећ	krāsns	pach
пећи	krāsnis	pec,town in kosovo
пећина	ala	cave
пећине	alas	caves
пећини	alas	cave
пикасо	pikaso	picasso
пикометар	pikometrs	picometers
пилот	pilots	sex
пилота	pilots	pilots
пилоти	piloti	pilots
пирамиде	piramīda	pyramids
пирот	pirots	pirot
писама	vēstules	alphabets
писан	uzrakstīts	written
писана	uzrakstīts	written
писани	uzrakstīts	written
писано	uzrakstīts	written
писао	rakstīja	wrote
писати	rakstīt	write
писац	rakstnieks	writer
писаца	rakstnieki	writers
писања	rakstīšana	writing
писање	rakstīšana	writing
писању	rakstīšana	writing
писма	vēstules	letters
писмености	lasītprasme	literacy
писмо	vēstule	alphabet
писмом	vēstule	alphabet
писму	vēstule	alphabet
писца	rakstnieks	writer
писци	rakstnieki	writers
питагора	pitagors	pitagora
питагорине	pitagors	pitagoras
питања	jautājumi	questions
питање	jautājums	question
питањима	jautājumiem	questions
питању	jautājums	about
пише	viņš raksta	write
пишу	es rakstu	write
пића	dzērieni	drink
пиће	dzēriens	drink
плава	zils	blue
плаве	zils	blue
плаво	zils	blue
плавом	zils	blue
плажа	pludmale	beach
плазми	plazma	plasma
план	plāns	plan
плана	plāns	plan
планета	planēta	planet
планете	planētas	planets
планина	kalns	mountain
планинама	kalni	mountains
планине	kalni	mountains
планини	kalni	mountain
планинска	kalns	mountain
планинске	kalns	mountain
планински	kalnains	mountain
планинским	kalnains	mountain
планинских	kalns	mountain
планину	kalns	mountain
планира	plāni	planning
планирао	plānots	planed
планирање	plānošana	planning
планова	plāni	plans
планове	plāni	plans
планови	plāni	plans
плановима	plāni	plans
плану	plāns	plan
пласман	izvietojums	placement
платан	plaknes koks	sycamore
плато	plato	plateau
платон	platon	platon
плаћа	maksā	pay
плаћања	maksājumi	payment
племе	cilts	tribe
племена	ciltis	tribes
племенима	ciltis	tribes
племића	muižnieki	nobleman
племства	muižniecība	aristocrasy
племство	muižniecība	nobility
плен	laupījums	prey
плеј	spēlēt	play
плод	augļi	fruit
плодне	auglīga	fertile
плодно	auglīga	fruitfull
плоча	šķīvis	plate
плоче	šķīvji	tectonic plate
плочи	šķīvji	plate
плочу	šķīvis	record
по	autors	on
побегао	aizbēga	escaped
победа	uzvara	victory
победе	uzvara	win
победи	uzvarēt	win
победивши	uzvarot	beating
победила	uzvarēja	won
победили	uzvarēja	win
победио	uzvarēja	won
победник	uzvarētājs	winner
победника	uzvarētājs	winner
победници	uzvarētāji	winners
победом	uzvara	victory
победу	uzvara	win
побеђује	uzvar	wining
побољшања	uzlabojumi	improvements
побољшање	uzlabošana	enhancement
побратими	brāļi un māsas	twin's
побуна	sacelšanās	revolt
побуне	sacelšanās	rebelion
побуну	sacelšanās	rebelion
повезан	savienots	connected
повезана	savienots	connected
повезане	saistīti	associated
повезани	savienots	connected
повезано	savienots	connected
повезаност	savienojums	connection
повезује	savieno	connects
повезују	savienot	connecting
повеља	harta	charter
повећа	vairāk	increase
повећава	palielinās	increase
повећан	palielināts	increased
повећана	palielināts	enlarged
повећања	palielinās	increase
повећање	pieaugums	enlargement
повећањем	palielinot	increase
повлачења	atsaukumi	withdraw
повлачење	atsaukums	withdrawing
повлачи	velk	withdraws
повод	gadījumā	reason
поводом	attiecībā uz	motivated by
повољан	labvēlīgs	good
повратак	atgriezties	return
поврати	vemt	recover
повратка	atgriezties	return
повратку	atgriezties	return
повреде	ievainojumi	injuries
повремено	periodiski	frequently
површина	virsmas laukums	area
површине	virsmām	surface
површини	virsma	place
површином	virsma	surface
површину	virsma	surface
поврће	dārzeņi	vegetables
повукао	atsauca	withdrawn
повукла	atsauca	withdrew
повукли	atsauca	withdrew
повуче	velk	withdraw
повући	vilkt	withdraw
погибије	nāves gadījumi	death
погинуло	nomira	killed
погинуо	nomira	killed
поглавара	priekšnieks	superior
поглавља	nodaļas	chapter
поглед	skats	view
погледа	skati	views
погледати	skaties	see
погледајте	skaties	have a look
погледу	skats	respect
погодио	sist	struck
погон	brauc	process
поготово	īpaši	especially
поготову	īpaši	particularly
погођен	skarto	affected
погрешно	nepareizi	wrong
погубљен	izpildīts	executed
под	grīda	under
податак	dati	information
података	dati	information
податке	dati	documents
подаци	dati	data
подацима	dati	data
подгорица	podgorica	podgorica
подгорице	podgorica	podgorica
подгорици	podgorica	podgorica
подела	dalīšana	division
поделе	dalīšana	division
подели	dalies ar to	division
поделили	dalīts	divaded
поделио	dalīts	divided
поделити	sadalīt	divide
поделом	dalīšana	by dividing
поделу	dalīšana	division
подељен	sadalīts	divided
подељена	sadalīts	divided
подељене	sadalīts	divided
подељени	sadalīts	divided
подељено	sadalīts	divided
подигао	izvirzīts	rise up
подигли	izvirzīts	raised
подигне	paaugstina	raise
подигнут	pacelts	raised
подигнута	izvirzīts	raised
подижу	viņi paaugstina	lift
подизање	celšana	building
подлога	substrāts	base
поднео	iesniegts	tendered
подножју	pēdu	foot
подразумева	nozīmē	implies
подразумевају	netieši norādīt	involve
подржава	balsti	supports
подржавали	atbalstīts	supporting
подржавао	atbalstīts	supported
подржавају	atbalstu	support
подручја	apgabali	regions
подручје	platība	region
подручјима	apgabali	areas
подручју	platība	region
подршка	atbalstu	support
подршке	atbalstu	support
подршку	atbalstu	support
подсећа	atgādina	reminds
подједнако	vienādi	such as
поезија	dzeja	poetry
поезије	dzeja	poetry
поезији	dzeja	poetry
поезију	dzeja	poetry
поена	punkti	points
пожаревац	ugunsdzēsējs	pozarevac,town in serbia
позадина	fons	background
позадини	fons	background
позвао	sauca	invited
позив	zvana	call
позива	zvani	appeal
позивни	zvana	dialing (code)
позивниброј	reģionālais kods	"area code (it's ""pozivni broj"", two words)"
позиција	pozīcija	position
позиције	pozīcijas	position
позицији	pozīcija	position
позицију	pozīcija	position
познавање	zināšanas	knowing
познат	zināms	known
позната	zināms	known
познате	jūs zināt	known
познати	slavens	known
познатим	slavens	known
познатих	slavens	known
познатији	slavenāks	known
познато	zināms	known
познатог	zināms	known
позоришни	teātra	caution
позоришта	teātri	theater
позориште	teātris	theater
позоришту	teātris	theater
показала	parādīja	shown
показали	parādīja	indicators
показало	parādīja	was proved
показао	parādīja	shown
показује	šovi	demonstrate
показују	šovs	shown
поклонио	noliecās	presented
покрајина	province	province
покрајинама	provinces	province
покрајине	provinces	province
покрајини	province	province
покренуо	uzsāka	started
покрет	kustēties	movement
покрета	kustība	movements
покрете	kustības	movement
покрети	kustības	the movements
покретима	kustības	moves
покретни	kustams	moving
покрету	kustība	movement
покреће	sākas	start
покрива	vāki	cover
покривају	piesegt	cover
покуша	mēģinājumi	try
покушава	mēģina	tries
покушавала	mēģināju	trying
покушавали	mēģināju	tryed
покушавао	mēģināju	trying
покушавају	viņi cenšas	try
покушавајући	mēģina	trying
покушала	mēģināju	attempted
покушали	mēģināju	try
покушао	mēģināju	tried
покушај	mēģiniet	attempt
покушаја	mēģinājumi	attempts
покушаји	mēģinājumi	attempts
покушају	viņi cenšas	attempt
пол	dzimums	pole
пола	puse	half
полако	lēnām	slowly
полетања	vāc nost	take off
полетео	novilka	took off
политика	politika	policy
политике	politika	policy
политиком	politika	policy
политику	politika	politic
политици	politika	politics
политичар	politiķis	politician
политичара	politiķi	politicians
политичари	politiķi	politicians
политичка	politiskā	politics
политичке	politiskā	political
политички	politiski	political
политичким	politiskā	political
политичких	politiskā	politics
политичко	politiski	political
политичког	politiskā	political
политичком	politiskā	political
политичкој	politiskā	political
политичку	politiskā	political
полицајац	policists	police man
полиција	policija	police
полиције	policija	police
полни	pilns	genital
полног	pilns	genital
половина	puse	half
половине	pusītes	half
половини	pusītes	half
половином	puse	half
половину	puse	half
положај	pozīcija	position
положаја	pozīcija	posicion
положаје	pozīcijas	positions
положају	pozīcija	position
полу	puse	pole
полуострва	pussala	peninsula
полуострво	pussala	peninsula
полуострву	pussala	peninsula
полуфинала	pusfināls	semi final
полуфинале	pusfināls	semi-final
полуфиналу	pusfināls	semifinale
помагао	palīdzēja	helped
помаже	palīdz	help
помажу	palīdzēt	help
помен	nozīme	mention
поменути	minēts	mention
помиње	piemin	mentioned
помињу	pieminēt	mentioning
помогао	palīdzēja	helped
помогне	palīdzēt	help
поморске	jūrniecības	naval
помоћ	palīdzēt	assistance
помоћи	palīdzēt	help
помоћне	papildu	helping
помоћник	palīgs	assistant
помоћу	izmantojot	with help of
понашања	izturēšanās	behavior
понашање	izturēšanās	behaviour
понекад	dažreiz	sometimes
поновно	atkal	again
поновног	atkal	repeated
поново	atkal	over again
понуда	likme	offer
понуде	piedāvājumus	offers
понудио	piedāvāja	offered
понуду	piedāvājums	offer
поп	priesteris	pop
попа	popa	popa
попис	saraksts	index
пописа	saraksts	census
попису	saraksts	list
поплава	plūdi	flood
поплаве	plūdi	flood
поповић	popović	popovic
поповића	popovića	popovic
популаран	populārs	popular
популарна	populārs	popular
популарне	populārs	popular
популарни	populārs	popular
популарно	populārs	popular
популарност	popularitāte	popularity
популарности	popularitāte	popularity
популација	populācija	popuation
популације	populācija	populations
попут	piemēram	such as
поражен	sakāva	beaten
поражена	sakāva	defeated
поражени	sakāva	defeated
пораз	sakāve	defeat
пораза	sakāve	defeat
поразила	sakāva	defeated
поразио	sakāva	defeated
поразом	sakāve	defeat
пораст	palielināt	increase
порастао	palielināts	grew
поред	blakus	near (besides)
поредак	pasūtīt	order
порез	nodoklis	fee
пореза	nodokļi	tax
порекла	izcelsme	origin
порекло	izcelsme	origin
пореклом	izcelsme	originating
пореклу	izcelsme	origin
поремећај	traucējumi	diorder
поремећаја	traucējumi	disrupt
поређење	salīdzinājums	comparison
поређењу	salīdzinājums	comparison
порно	porno	porno
породица	ģimene	family
породице	ģimenes	families; (of) family
породици	ģimenes	family
породицом	ģimene	family
породицу	ģimene	family
порт	osta	port
порта	osta	gate
портал	portāls	portal
портрет	portrets	portrait
портрети	portreti	portrait
португал	portugāle	portugal
португалије	portugāle	portugal
португалски	portugāļu valoda	portuguese
порука	ziņa	message
поруке	ziņas	message
поруку	ziņa	message
посада	komanda	personnel
посаде	apkalpe	crew
посао	bizness	job
посветио	veltīts	dedicated
посвећен	veltīts	dedicated
посвећена	veltīts	dedicated
посебан	īpašs	special
посебна	īpašs	special
посебне	īpašs	special
посебним	īpašs	seperate
посебних	īpašs	special
посебно	īpaši	especially
посебном	īpašs	specific
посебну	īpašs	special
посед	īpašums	possession
поседа	īpašums	properties
поседе	īpašums	possession
поседи	īpašumi	estates
поседу	īpašums	possession
поседује	pieder	has
поседују	piemīt	own
посете	apmeklējums	visit
посетио	apmeklēja	visited
посету	apmeklējums	visit
посла	bizness	job
послала	sūtīt	put
послали	nosūtīts	send
посланик	ministrs	member of parliament
посланика	mp	mps
посланици	vietnieki	emmisaries
послао	nosūtīts	sent
послат	nosūtīts	sent
послати	sūtīt	sent
после	vēlāk	after
последица	sekas	consequence
последице	sekas	consequences
последицу	sekas	consequence
последња	pēdējais	last
последње	pēdējais	last
последњег	pēdējais	last
последњем	pēdējais	last
последњи	pēdējais	last
последњим	pēdējais	last
последњих	pēdējais	last
последњој	pēdējais	last
послије	pēc	after
послова	darba vietas	work
послове	darba vietas	businesses
послови	darba vietas	jobs
пословима	darba vietas	works
пословни	bizness	business
посматра	novēro	observed
посматрања	novērojumi	observing
посматрање	novērošana	observement
постави	vieta	appoint
поставила	komplekts	set
поставили	komplekts	placed
поставио	iesūtījis	set
поставља	komplekti	positions
постављање	liekot	setting
постављен	komplekts	placed
постављена	komplekts	set
постављени	komplekts	placed
постала	kļuva	become
постале	kļuva	become
постали	kļuva	became
постало	kļuva	became
постане	kļūst	becomes
постану	kļūt	become
постао	kļuva	become
постати	kļūt	become
постаје	kļūst	becomes
постају	viņi kļūst	become
постепено	pamazām	gradually
постигао	sasniegts	succeed
постигла	sasniegts	achieved
постиже	sasniedz	is accomplished
постизање	sasniegums	accomplishement
постојала	pastāvēja	existed
постојале	pastāvēja	existed
постојали	pastāvēja	existed
постојало	tur bija	existed
постојао	pastāvēja	existed
постојања	esamība	existence
постојање	esamība	existence
постојању	esamība	existence
постоје	kopš	there are
постојеће	esošie	existing
постојећих	esošie	existing
постоји	pastāv	there are
постројења	augi	plants
поступак	procedūra	action
поступно	pamazām	gradually
постхумно	pēcnāves	posthumously
потврдио	apstiprināja	claimed
потврђена	apstiprināja	confirmed
потврђује	apstiprina	confirms
потврђују	apstiprināt	validate
потез	kustēties	move
потенцијал	potenciāls	potencial
потенцијална	potenciāls	potential
потенцијалне	potenciāls	potential
потер	podnieks	potter
потисак	grūdiens	thrust
потиче	mudina	come from
потичу	iedrošināt	originate
поток	straume	stream
потока	straume	rivulets
потом	tad	after
потомак	pēcnācējs	descendant
потомци	pēcnācēji	descendants
потписала	parakstīts	signed
потписан	parakstīts	signed
потписао	parakstīts	singed
потписивања	parakstīšana	signing
потпредседник	viceprezidents	vice president
потпредседника	viceprezidents	vice president
потпун	pabeigts	full
потпуна	pabeigts	full
потпуно	pilnīgi	completely
потпуног	pabeigts	total
потпуности	pilnīgi	fully
потпуну	pabeigts	complete
потрази	sameklēt	search
потреба	vajag	need
потребама	vajadzībām	needs
потребан	nepieciešams	need
потребе	vajadzībām	needs
потреби	vajadzībām	need
потребна	nepieciešams	needed
потребне	vajadzīgs	needed
потребно	nepieciešams	needed
потребу	vajag	need
потреса	zemestrīce	earthquake
поуздано	ticami	reliable
похађа	apmeklē	attend
похађао	piedalījās	gone
поход	pārgājienā	quest
похода	pārgājienā	visit
походу	pārgājienā	attack
почасни	godājams	honorable
почев	es sāku	start
почевши	sākot	starting
почела	sākās	started
почеле	sākās	started
почели	sākās	started
почело	sākās	started
почео	sākās	started
почетак	sākums	start
почетка	sākums	start
почетком	sākumā	early
почетку	sākumā	the beginning
почетна	sākotnējais	initial
почетне	sākotnējais	initial
почетни	sākotnējais	initial
почеци	pirmsākumi	starts
почива	atpūšas	is based
почиње	iesākumam	begins
почињу	viņi sāk	start
почне	sākas	start
пошаље	sūta	send
пошта	pasts	mail
поштанскикод	pasta indekss	postal cod
поште	pastu	mail
пошто	kopš	since
поштовање	cieņu	respect
поштује	ciena	respects
поштују	cieņu	respect
појава	rašanās	term
појавама	parādības	phenomena
појаве	atgadījumi	appearance
појави	parādās	appearance
појавила	parādījās	appeared
појавиле	parādījās	appeared
појавили	parādījās	appeared
појавио	parādījās	appeared
појавом	izskats	appearance
појаву	rašanās	appearance
појављује	parādās	appears
појављују	ierasties	appear
појам	jēdziens	term
појас	josta	area
појаса	josta	belt
појасу	josta	strip
појачања	pastiprinājumi	reinforcements
појачање	pastiprināšana	gaining
појединаца	indivīdi	individuals
појединачно	individuāli	singularly
поједине	indivīds	individual
поједини	daži no tiem	certain
појединим	indivīds	certain
појединих	indivīds	some
појединца	indivīds	individual
појма	koncepcija	term
појмом	koncepcija	term
поља	lauki	field
пољаци	poļi	polish
поље	lauka	field
пољима	lauki	fields
пољопривреда	lauksaimniecība	agriculture
пољопривреде	lauksaimniecība	agriculture
пољопривреди	lauksaimniecība	agriculture
пољопривредна	lauksaimniecības	agricultural
пољопривредне	lauksaimniecības	agricultural
пољопривредни	lauksaimniecības	agricultural
пољопривредних	lauksaimniecības	agricultural
пољопривреду	lauksaimniecība	agriculture
пољска	polija	poland
пољске	poļu valodā	polish
пољски	poļu valodā	polish
пољском	poļu valodā	polish
пољској	polija	polish
пољску	polija	polish
пољу	lauka	field
права	tiesības	right
правац	virziens	direction
праваца	virzieni	directions
правде	taisnīgums	justice
праве	taisnība	real
прави	īstais	real
правила	noteikumiem	rules
правилима	noteikumiem	rules
правило	noteikums	rool
правилу	noteikums	as a rule
правима	tiesības	rights
правни	likumīga	law
правних	likumīga	law
право	taisnība	real
правом	taisnība	right
правопис	pareizrakstība	spelling
православна	pareizticīgo	ortodox
православне	pareizticīgo	orthodox
православни	pareizticīgo	orthodox
православним	pareizticīgo	ortodox
православних	pareizticīgo	ortodox
православље	pareizticība	orthodoxy
праву	taisnība	real
правца	virziens	directions
правцем	virziens	route
правци	virzieni	routes
правцима	virzieni	directions
правцу	virziens	direction
праг	slieksnis	prague {city}
прагу	slieksnis	prague
празник	brīvdiena	holiday
празника	brīvdienas	holidays
празници	brīvdienas	holidays
праисторија	aizvēsture	prehistory
праисторије	aizvēsture	prehistory
пракса	prakse	practice
пракси	prakse	usually
праксу	prakse	practice
практично	praktiski	practically
прате	sekot	follow
пратећи	pavadošie	following
прати	mazgāt	follow
пратио	sekoja	followed
пратити	sekot	follows
праћење	izsekošana	following
прва	vispirms	first
првак	čempions	champion
првака	čempions	league
прве	vispirms	first
првенства	čempionāti	championship
првенствено	galvenokārt	fist of all
првенство	čempionāts	championship
првенству	čempionāts	championship
први	pirmkārt	first
првим	vispirms	first
првих	vispirms	first
прво	vispirms	firstly
првобитни	oriģināls	initial
првобитно	sākotnēji	originally
првовенчани	pirmo reizi apprecējās	first crowned
првог	pirmais	first
првом	vispirms	first
првој	pirmais	first
прву	pirmais	first
пре	pirms tam	before
превео	tulkots	translated
превише	pārāk daudz	too much
превласт	pārākums	predominance
превод	tulkošana	translation
превода	tulkošana	translation
преводе	tulkojumi	translate
преводи	tulkojumi	translate
преводилац	tulks	translator
преводу	tulkošana	translation
превоз	transportēšana	transport
превоза	transportēšana	transport
преглед	pārskats	overview
преговора	sarunas	negotiations
преговоре	sarunas	negotiations
преговори	sarunas	negotiations
преговорима	sarunas	negotiation
пред	pred	in front of
преда	plēsējs	surrender
предавања	lekcijas	teachings
предака	senči	ancestors
предао	nodots	delivered
предаје	padošanās	surrender
предају	padošanās	surrender
предања	tradīcijas	front
предање	padošanās	tradition
предању	padošanās	teaching
предвиђао	prognozēja	provided
предвиђен	ar nosacījumu	is planned
предвиђена	ar nosacījumu	provided
предвиђено	ar nosacījumu	anticipated
предводио	vadīja	led
предвођена	vada	led by
предвођени	vadīja	led
предграђа	priekšpilsētas	suburbs
предела	ainava	regions
предели	ainava	region
пределима	ainavas	regions
предлаже	iesaka	suggests
предлог	priekšlikums	proposal
предложио	ieteikts	suggested
предмет	priekšmets	subject
предмета	priekšmetus	items
предмети	priekšmetus	items
предност	priekšrocība	advantage
предности	priekšrocības	benefits
предраг	pārāk mīļais	predrag
председник	priekšsēdētājs	president
председника	prezidents	president
председнику	prezidentam	president
председничким	prezidenta	presedential
председништва	prezidentūra	presidency
представа	performance	performance
представе	izrādes	performances
представи	klāt	represent
представник	pārstāvis	represent
представника	pārstāvis	represent
представници	pārstāvji	representatives
представницима	pārstāvji	representatives
представља	pārstāv	represent
представљала	pārstāvēts	represented
представљали	pārstāvēts	represented
представљало	pārstāvēts	was
представљао	pārstāvēts	respresented
представљају	pārstāvēt	represent
представљање	prezentācija	representation
представљен	pasniegts	presented
предсједник	prezidents	president
