$	dollarni tashkil etadi	dollar
odlikuje	ustunliklar	characterized
odličan	a&#39;lo	excellent
odluci	qarorlar	decision
odluka	qaror	decision
odluke	qarorlar	decision
odlukom	qaror	decision
odluku	qaror	decision
odlučeno	qaror qildi	decided
odlučila	qaror qildi	decided
odlučili	qaror qildi	decided
odlučio	qaror qildi	decided
odlučuje	qaror qiladi	decides
odlučuju	ular qaror qilishadi	decide
odmah	hozir	immediately
odmor	dam oling	holiday
odmorište	dam olish maydoni	resort
odnos	munosabatlar	relation
odnosa	munosabatlar	relations
odnose	munosabatlar	relations
odnosi	munosabatlar	relation
odnosima	munosabatlar	relationships
odnosno	anavi	that is
odnosu	munosabatlar	relation
odrasle	kattalar	grown ups
odraslih	kattalar	adults
odražava	aks ettiradi	maintain
odredio	aniqlangan	determined
odrediti	aniqlash uchun	determine
određen	aniqlangan	defined
određena	aniqlangan	certain
određene	o&#39;ziga xos	specific
određeni	aniq	distinct
određenih	aniq	defined
određenim	aniq	certain
određeno	aniq	defined
određenog	ma&#39;lum bir	certain
određenoj	aniq	specific
određenom	aniq	defined
određenu	aniq	certain
određivanje	qat&#39;iyat	defining
određuje	belgilaydi	decides
određuju	aniqlang	determine
održala	o&#39;tkazildi	held
održan	o&#39;tkazildi	held
održana	o&#39;tkazildi	held
održane	o&#39;tkazildi	held
održao	o&#39;tkazildi	held
održati	saqlab qolish	maintain
održava	saqlaydi	held
održavaju	saqlanadi	held
održavanja	texnik xizmat ko&#39;rsatish	maintenance
održavanje	texnik xizmat ko&#39;rsatish	maintaining
održavanju	texnik xizmat ko&#39;rsatish	maintenance
održavati	saqlab qolish	held
održi	tutmoq	maintain
odsjeci	bo&#39;limlar	sections
odsjek	bo&#39;lim	department
odsjeka	bo&#39;lim	department
oduvijek	har doim	always
odvaja	ajratadi	separates
odvajaju	alohida	separated
odvija	bo&#39;lib o&#39;tdi	goes on
odvijaju	sodir bo&#39;lmoq	taking place
odvojena	alohida	separated
odvojene	alohida	separated
odvojeni	ajratilgan	separated
odvojeno	alohida-alohida	separately
odžak	baca	chimney
odžaku	baca	odzak
of	ning	of
ofanziva	haqoratli	offensive
oficira	ofitser	officers
og	og	th
ogleda	nometall	seen
ogledala	nometall	mirror
ogranak	filiali	branch
ograničen	cheklangan	limited
ograničena	cheklangan	limited
ograničenja	cheklovlar	limitations
ograničenje	cheklash	restriction
ograničeno	cheklangan	limited
ogrlicu	marjon	necklace
ogroman	ulkan	huge
ogromne	ulkan	huge
oi	oi	og
oka	ko&#39;z	eyes
okean	okean	ocean
okeana	okean	ocean
okeanu	okean	ocean
oklop	zirh	armor
oko	haqida	around the
okolina	atrofida	environment
okoline	atrof-muhit	surroundings
okolini	atrof-muhit	environment
okolinom	atrof-muhit	environment
okolinu	atrof-muhit	environment
okoliša	atrof-muhit	environment
okolna	atrofida	surrounding
okolnih	atrofida	surrounding
okolnim	atrofida	neighboring
okolnosti	holatlar	circumstances
okolnostima	holatlar	circumstances
okrenut	burildi	turned to
okreće	buriladi	turns
okrug	okrug	district
okruga	tumani	district
okrugu	tumani	district
okružen	o&#39;ralgan	surrounded
okružena	o&#39;ralgan	surrounded
okruženja	atrofi	environment
okruženje	atrof-muhit	environment
okruženju	atrof-muhit	enviorment
okružuje	o&#39;rab oladi	surroundings
okružuju	o&#39;rab olish	encircle
oksid	oksid	oxide
oksida	oksid	oxide
oksidacija	oksidlanish	oxidation
oksidacije	oksidlanish	oxidation
oksidacijsko	oksidlovchi	oxidative
oksigen	kislorod	oxygen
oktobra	oktyabr	october
oktobru	oktyabr	october
oku	ko&#39;z	eye
okupacije	kasb	occupation
okupacijom	kasb	occupation
okupaciju	kasb	occupation
okupatora	bosqinchi	occupiers,invaders
okuplja	to&#39;playdi	gathers
okupljaju	yig‘moq	gathering
okvir	ramka	frame
okviru	ramka	framework
olimpijade	olimpiada	olympic
olimpiji	olimpiya	olympia
olimpijske	olimpiya	olympic
olimpijski	olimpiya	olympic
olimpijskih	olimpiya	olympic
olimpijskim	olimpiya	olympic
olimpijskog	olimpiya	olympic
olimpijskom	olimpiya	olympic
olimpizma	olimpizm	olympism
olovo	qo&#39;rg&#39;oshin	lead
oluja	bo&#39;ron	storm
omer	omer	omer
omerpaša	omerpasha	omer-pasha
omogućava	imkon beradi	allows,enables
omogućavaju	yoqish	enabling
omogućila	yoqildi	made possible
omogućilo	yoqildi	enabled
omogućiti	yoqish	provide
omogućuje	imkon beradi	enables
omogućuju	yoqish	provide
omot	qopqoq	cover
omotač	o&#39;rash	covering around
on	u	he
ona	u	it
onaj	bu	that
onako	nima bo&#39;lganda ham	that way
onda	keyin	then
ondje	mana	there
one	bitta	those
oni	ular	they
onih	o&#39;sha	them
onim	onim	those
onima	unda bor	those
online	onlayn	online
ono	u	it
onog	onog	that
onoga	shundan	of
onom	onom	the one
onome	onome	"muslims believe that the quran refers to what was most proper that refers to the way that is most correct, and fairest. allah says: ""verily this qur'an refers to what was most appropriate and brings happy news to believers who do good deeds to reward awaits them."" general characteristics of this era was nomartivizam, which is discussed in the attitudes of trade, interest rates, fair price, etc., which is related to the values ​​and goals, as opposed to positive economics, which is set of synthesized  knowledge of what exists in practice - life."
onu	bitta	that
opada	pasaymoqda	decline
opasnost	xavf	danger
opasnosti	xavflar	risk
opatija	abbey	opatija
opatiji	abbey	abbey
opcija	variant	option
open	ochiq	open
opera	opera	opera
operacija	operatsiya	operation
operacijama	operatsiyalar	operations
operacije	operatsiyalar	operations
operativni	operatsion	operating
operativnih	operatsion	operative
operativnog	operatsion	operative
opere	opera	opera
opet	yana	again
opis	tavsifi	description
opisa	tavsifi	description
opisan	tasvirlangan	described
opisani	tasvirlangan	described
opisao	tasvirlangan	described
opisivanje	tavsiflovchi	describe
opisuje	tasvirlaydi	describes
opisuju	tasvirlab bering	describe
oplođena	urug&#39;lantirilgan	fertilized
oporezivanja	soliq solish	taxation
oportunitetni	opportunistik	opportunity
oprema	uskunalar	equipment
opreme	uskunalar	equipment
opremu	uskunalar	equipment
opsada	qamal	siege
opsade	qamal	siege
opstanak	omon qolish	survival
opticaju	optika	in circulation
optički	optik	optical
optužen	ayblanmoqda	blamed
opus	opus	opus
opća	umumiy	general
opće	umumiy	basic
općeg	umumiy	general
općem	umumiy	common
općenito	umuman	globaly
opći	umumiy	general
općih	umumiy	general
općim	umumiy	general
općina	munitsipalitet	municipality
općinama	munitsipalitetlar	municipalities
općine	munitsipalitetlar	municipalities
općini	munitsipalitet	municipality
općinu	munitsipalitet	municipality
općoj	umumiy	general
opšta	umumiy	general
opšte	umuman	general
opštine	munitsipalitetlar	municipalities
or	yoki	or
orašje	yong&#39;oqlar	orasje
organ	organ	organ
organa	organlar	organs
organe	organlar	authorities
organi	organlar	organs
organima	organlar	organs
organizacija	tashkiloti	organization
organizacije	tashkilotlar	organization
organizaciji	tashkiloti	organization
organizaciju	tashkiloti	organization
organizam	organizm	organism
organizama	organizmlar	organism
organizira	tashkil qiladi	organizes
organizirana	uyushgan	organised
organizirane	uyushgan	organized
organizirao	uyushgan	orginised
organizma	organizm	organism
organizmi	organizmlar	organisms
organizmu	organizm	body
organizovana	uyushgan	organized
organizovao	uyushgan	organized
organizuje	tashkil qiladi	organize
organizuju	tashkil qilmoq	organize
organske	organik	organic
organskih	organik	organic
originalni	original	original
orijentacije	yo&#39;naltirish	orientation
orijentalnim	sharqona	oriental
orić	orić	oric
orkestar	orkestr	orchestra
oružane	qurollangan	armed
oružanih	qurollangan	armed
oružja	qurollar	weapons
oružje	qurol	weapons
os	os	os
osam	sakkiz	eight
osamdesetih	saksoninchi	the eighties
osciloskop	osiloskop	oscilloscope
osigura	sug&#39;urta qilish	ensure
osigurao	taqdim etilgan	ensure
osigurava	beradi	secures
osim	tashqari	except
osjeća	his qiladi	feels
osjećaj	tuyg&#39;u	sense of
osjećaja	tuyg&#39;ular	feelings
osjećaju	his qilmoq	feel
osjećanja	tuyg&#39;ular	feeling
oslobađa	ozod qiladi	released
oslobađanje	ozod qilish	liberation
oslobodio	ozod qilindi	released
osloboditi	ozod qilmoq	liberate
oslobođen	ozod qilindi	released
oslobođenja	ozodlik	oslobodjenja
oslobođenje	ozodlik	liberation
osmaci	sakkiz	osmaci
osman	osman	ottoman
osmanagića	osmanagića	osmanagić
osmanlija	usmonlilar	ottomans
osmanlijama	usmonlilar	ottomans
osmanlije	usmonlilar	ottomans
osmanlijska	usmonli	ottoman
osmanlijske	usmonli	ottoman
osmanlijski	usmonli	osmanli
osmanlijskim	usmonli	ottoman
osmanlijsko	usmonli	ottoman
osmanlijskog	usmonli	ottoman
osmanlijskom	usmonli	ottoman
osmanlijsku	usmonli	ottoman
osmanske	usmonli	ottoman
osmanski	usmonli	ottoman
osmansko	usmonli	ottoman
osmanskog	usmonli	ottoman
osmanskom	usmonli	ottoman
osniva	asos solingan	founds
osnivaju	o&#39;rnatmoq	found
osnivanja	tashkil etish	establishment
osnivanje	tashkil etish	foundation
osnivanju	tashkil etish	founding
osnivač	asoschisi	founder
osnivača	asoschisi	founders
osnivačem	asoschisi	founder
osnova	asos	basics
osnovali	asos solingan	founded
osnovan	asos solingan	founded
osnovana	tashkil etilgan	founded
osnovane	tashkil etilgan	established, founded (established is better)
osnovano	asos solingan	founded
osnovao	asos solingan	founded
osnove	asoslari	basics
osnovi	asosan	based
osnovice	asoslari	base
osnovna	asosiy	primary
osnovne	asosiy	primary
osnovni	asosiy	basic
osnovnih	asosiy	primary
osnovnim	asosiy	elementary
osnovno	asosiy	elementary
osnovnog	asosiy	elementary
osnovnu	birlamchi	primary
osnovu	asos	basis
osoba	shaxs	person
osobama	shaxslar	persons
osobe	shaxslar	persons
osobina	xususiyati	trait
osobinama	xususiyatlari	properties
osobine	xususiyatlari	characteristics
osobito	ayniqsa	especially
osobu	shaxs	person
osovine	o&#39;qlar	shaft
ostaci	qoldiqlar	remains
ostacima	qoldiqlar	remains
ostaje	qoladi	stays
ostaju	ular qoladi	remain
ostala	qolgani	leftover
ostale	boshqa	remain
ostali	boshqalar	other
ostalih	boshqalar	other
ostalim	boshqalar	other
ostalo	boshqa	other
ostalog	qolgani	other
ostane	turmoq	remain
ostao	qoldi	left
ostatak	qolgani	remain
ostataka	qoldiqlar	remains
ostati	qolmoq	to stay
ostatka	qolgani	leftovers
ostatke	qoldiqlar	remains
ostavili	chapga	left
ostavio	chapga	left
ostavlja	barglari	leave
ostoja	ostoja	ostoja
ostrva	orollar	islands
ostrvima	orollar	islands
ostrvo	orol	island
ostrvu	orol	island
ostvarenja	yutuqlar	achievements
ostvarenje	amalga oshirish	achievements
ostvarila	erishildi	achieved
ostvario	erishildi	achieve
ostvariti	anglamoq	happen
ostvaruje	tushunadi	achieves
ostvaruju	anglamoq	accomplish
osuđen	sudlangan	convicted
osvaja	g&#39;oliblar	wins
osvajaju	zabt etmoq	occupy
osvajanja	fathlar	conquest
osvajanje	zabt etish	conquest
osvajanjem	fath orqali	conquest
osvajač	zabt etuvchi	conqueror
osvajači	zabt etuvchilar	conquerors
osvojenih	fath qildi	won
osvoji	yutmoq	wins
osvojila	yutuq	conquered
osvojili	yutuq	won
osvojio	yutuq	won
otac	otasi	father
otcijepljenje	ajratish	secession
otišao	chapga	went
otišli	ketdi	gone
otkrili	kashf etilgan	discovered
otkrio	kashf etilgan	discovered
otkriva	ochib beradi	reveals
otkriven	topilgan	discovered
otkrivena	kashf etilgan	uncovered
otkrivene	kashf etilgan	discovered
otkriveni	kashf etilgan	discovered
otkriveno	kashf etilgan	discovered
otkrića	kashfiyotlar	discoveries
otkriće	kashfiyot	discovery
otok	orol	island
otoka	orollar	island
otpada	chiqindilar	goes to
otpor	qarshilik	resistance
otpora	qarshilik	resistance
otprilike	taxminan	about
otrov	zahar	poison
otuda	u erdan	hence
otvara	ochadi	opened
otvaraju	ular ochadilar	open
otvaranja	ochilishi	opening
otvaranje	ochilishi	opening
otvor	ochilishi	aperture
otvora	teshiklari	aperture
otvoren	ochiq	opened
otvorena	ochiq	open
otvorene	ochiq	open
otvoreni	ochiq	open
otvoreno	ochiqchasiga	openly
otvorenog	ochiq	open
otvorenom	ochiq havoda	open
out	tashqarida	out
ova	bu	this
ovaca	qo&#39;ylar	sheep
ovaj	bunisi	this
ovakav	shunga o&#39;xshash	this
ovako	shunga o&#39;xshash	this
ovakva	shunga o&#39;xshash	like this
ovakve	shunga o&#39;xshash	these
ovakvi	shunga o&#39;xshash	these
ovakvim	shunga o&#39;xshash	these
ovakvo	shunga o&#39;xshash	this
ovakvog	shunga o&#39;xshash	this
ovde	bu yerda	here
ovdje	bu yerda	here
ove	bular	this
over	ustida	over
ovi	bular	these
ovih	ulardan	these
ovim	shu bilan	these
ovisi	bog&#39;liq	depends
ovisno	qarab	dependant
ovlasti	vakolatlari	powers
ovo	bu	this
ovog	bu	this
ovoga	bu	this
ovoj	bunisi	this
ovom	bu	this
ovome	bu	this
ovu	bu	this
oznaka	yorliq	label
oznake	teglar	features
označava	degan ma&#39;noni anglatadi	marks
označavaju	belgilash	signify
ozren	ozren	ozren
očekivalo	kutilmoqda	expected
očekuje	kutmoqda	expecting
oči	ko&#39;zlar	eyes
očiju	ko&#39;zlar	eyes
očima	ko&#39;zlar	eyes
očito	aniq	obvious
očituje	namoyon bo&#39;ladi	reflected
očne	ko&#39;z	eyes
očuvanje	saqlash	conservation
oštećenja	zarar	damage
oštra	o&#39;tkir	sharp
oštre	o&#39;tkir	sharp
oštro	keskin	sharp
oženio	uylangan	married
oženjen	uylangan	married
p	p	p
pa	pa	so
pacijenata	bemorlar	patients
pacijenta	kasal	patient
pad	plash	fall
pada	yaxshi ha	fall
padaju	ular tushadi	fall
padavina	yog&#39;ingarchilik	precipitation
padavine	yog&#39;ingarchilik	rainfall
padne	yiqilib tushadi	fell
padom	tushish	fall
padu	tushish	decline
pak	pak	again
pakistan	pokiston	pakistan
pakt	pakt	pact
pakta	pakt	pact
pala	yiqildi	dropped down
paladijum	palladiy	palladium
palais	saroy	palais
palača	saroy	palace
palače	saroylar	palace
palaču	saroy	palace
paldum	paldum	paldum
pale	rangpar	fell
palestine	falastin	palestine
pali	pali	ignite
pamti	eslaylik	remembers
pamuk	paxta	cotton
pandora	pandora	pandora
panonske	pannoniy	pannonian
pao	yiqildi	fell down
papa	papa	pope
pape	pape	pope
papir	qog&#39;oz	paper
papira	qog&#39;oz	paper
par	paragraf	couple
para	uchun	pair
paradajza	pomidor	tomato
paradoks	paradoks	paradox
paradoksi	paradokslar	paradox
paralelno	parallel ravishda	parallel
paralelogram	parallelogramma	parallelogram
paramecijum	parametsiy	paramecijum
paravojne	harbiylashtirilgan	paramilitary
parazita	parazit	parasites
parc	parcha	park
pare	bug &#39;	money
paris	paris	paris
pariz	parij	paris
pariza	parij	paris
parizu	paris	paris
pariška	parijlik	paris
pariške	parijlik	paris
pariški	parijlik	paris
pariškog	parijlik	paris
park	park	park
parkova	parklar	parks
parkovi	parklar	parks
parku	park	park
parlament	parlament	parliament
parlamenta	parlament	parliament
parlamentarna	parlamentga oid	parliamentary
parlamentarne	parlamentga oid	parliamentary
parlamentu	parlament	parliament
parteru	birinchi qavat	parterre
partija	partiya	party
partije	partiyalar	party
partizan	partizan	partisan
partizana	partizan	partisans
partnera	sherik	partner
partneri	sheriklar	partners
patnje	azob	grief
patrijarh	boshliq	patriarch
patrijarha	boshliq	patriarch
patrijaršija	patriarxat	patriarchate
pauk	o&#39;rgimchak	spider
paul	paul	paul
pauza	pauza	pause
pauze	pauza	break
pavla	pol	pavle
pavle	pol	pavle
pazar	bozor	pazar
paša	boqish	chief
paše	o&#39;tlar	pasha
pažnja	diqqat	attention
pažnje	diqqat	attention
pažnju	diqqat	attention
pc	dona	pc
pci	pci	pci
pdf	pdf	pdf
pdv	qqs	vat
pedagogija	pedagogika	ped
pedeset	ellik	fifty
penis	jinsiy olatni	penis
penisa	jinsiy olatni	penis
peraja	qanotlar	real
peraje	qanotlar	fin
performanse	ishlash	performance
periferiji	atrof-muhit	periphery
perikard	perikard	pericardium
period	davri	period
perioda	davri	period
periodima	davrlar	periods
periodu	davri	period
pero	tuk	pero
peru	peru	pero
perzijski	forsiy	persian
perzijskog	forsiy	persian
pesnici	shoirlar	poets
pesnika	shoir	poet
pet	beshta	five
petak	juma	friday
petar	petar	petar
pete	pit	fifth
peter	peter	peter
peti	beshinchi	fifth
petlje	ko&#39;chadan	knot
petnaest	o&#39;n besh	fifteen
petog	beshinchi	fifth
petra	petra	peter
petrovac	petrovak	petrovac
petrović	petrovich	petrovic
petén	peten	peten
peći	pechlar	ovens
pećina	g&#39;or	cave
pećine	g&#39;orlar	caves
pećini	g&#39;orlar	cave
pečat	muhr	stamp
pgp	pgp	pgp
ph	ph	ph
pi	pi	pi
pierre	pierre	pierre
piezoelektricitet	piezoelektrik	piezoelectricity
pijesak	qum	sand
piksela	piksel	pixels
pilus	pilus	pilus
pingvina	pingvin	penguins
pingvini	pingvinlar	penguins
piramida	piramida	pyramid
piramide	piramida	pyramids
pisac	yozuvchi	writer
pisaca	yozuvchilar	writers
pisali	yozgan	writted
pisan	yozilgan	written
pisana	yozilgan	written
pisane	yozilgan	written
pisani	yozilgan	written
pisanih	yozilgan	written
pisanim	yozilgan	written
pisanja	yozish	writings
pisanje	yozish	writting
pisanju	yozish	writing
pisao	yozgan	wrote
pisati	yozmoq	write
pisca	yozuvchi	writer
pisci	yozuvchilar	writers
pisma	harflar	letters
pismenost	savodxonlik	literacy
pismenosti	savodxonlik	literacy
pismo	xat	epistyle
pismom	xat	by letter
pismu	xat	letter
pita	- deb so&#39;raydi u	asks
pitagora	pifagoralar	pythagoras
pitanja	savollar	questions
pitanje	savol	question
pitanjima	masalalar	questions
pitanju	savol	about
pića	ichimliklar	beverages
piše	deb yozadi	write
pišu	men .. yozaman	write
pjege	shilimshiq	spots
pjesama	qo&#39;shiqlar	songs
pjesma	qo&#39;shiq	song
pjesmama	qo&#39;shiqlar	poems
pjesme	qo&#39;shiqlar	poem
pjesmi	qo&#39;shiqlar	songs
pjesmom	qo&#39;shiq	song
pjesmu	qo&#39;shiq	song
pjesnici	shoirlar	poets
pjesnik	shoir	poet
pjesnika	shoir	poet
pjeva	kuylaydi	sing
pjevaju	ular kuylashadi	sing
pjevanje	ashula aytmoqda	singing
pjevao	kuyladi	sang
pjevač	ashulachi	singer
pjevača	ashulachi	singers
pjevači	qo&#39;shiqchilar	singers
pjevačica	ashulachi	singer
pl	pl	pl
place	yig&#39;layapti	place
plamen	otash	flame
plan	rejasi	plan
plana	rejasi	plan
planeta	sayyora	planet
planete	sayyoralar	planet
planina	tog	mountain
planinama	tog&#39;lar	mountains
planine	tog&#39;lar	mountain
planini	tog&#39;lar	mountains
planinska	tog	mountain
planinske	tog	mountainous
planinski	tog&#39;li	mountainous
planinskih	tog	mountain
planinskim	tog&#39;li	mountain
planinsko	tog&#39;li	mountain
planinskog	tog	mountainous
planinskom	tog	mountain
planira	rejalari	planing
planiranja	rejalashtirish	planing
planiranje	rejalashtirish	planning
planirao	rejalashtirilgan	planned
planova	rejalari	plans
planove	rejalari	plans
planovi	rejalari	plans
planu	rejasi	plan
platon	platon	plato
platona	platon	plato
plava	ko&#39;k	blue
plave	ko&#39;k	blue
plavi	ko&#39;k	blue
plavom	ko&#39;k	blue
play	o&#39;ynash	play
playoff	musobaqa final o&#39;yini	play-off
plazma	plazma	plasma
plaća	to&#39;laydi	salary
plaćanja	to&#39;lovlar	payment
pleme	qabilasi	tribe
plemena	qabilalar	tribes
plemenima	qabilalar	tribes
plemstva	olijanoblik	nobility
plemstvo	olijanoblik	nobility
plesni	qolip	dance
plina	gaz	gas
plod	meva	fruit
ploda	meva	product
plodne	serhosil	fertile
plodno	mevali	fertile
plodovi	mevalar	fruits
ploča	plitasi	plate
pločama	plitalari	boards
ploče	plitalari	boards
ploči	plitalari	plate
ploču	plitasi	drive
plus	ortiqcha	plus
pluća	o&#39;pka	lungs
plućnog	pulmoner	pulmonary
pne	miloddan avvalgi	bc
po	tomonidan	after
pobačaj	abort	abortion
pobijedio	winn	won
pobjeda	g&#39;alaba	victory
pobjede	g&#39;alabalar	after winning the national-oriented parties in the first multiparty elections in bosnia there was a belief that those party's will gradually leave the national rhetoric and begin to define as most other european leftist parties in the usual right-wing-scale. cerska and kolubarska battle were the first allied victory in world war i. after victories in southern hungary, about 6000 austrian soldiers came to sarajevo to find its defenders totally unprepared for war, and on 23 october 1697 they almost completely burned the city that was then the seat bosnian eyalet with over 120 mosques.
pobjedio	yutuq	won
pobjednici	g&#39;oliblar	winners
pobjednik	g&#39;olib	winner
pobjednika	g&#39;olib	winner
pobjedom	g&#39;alaba	victory
pobjedu	g&#39;alaba	victory
pobjegao	qochib ketdi	escaped
pobjegli	qochib ketdi	escaped
pobjeći	qochmoq	run
pobjeđuje	yutadi	wins
poboljšanje	takomillashtirish	improvement
pobuna	isyon	rebelion
pobune	isyon	riots
pobunjenici	isyonchilar	rebels
pobunu	isyon	rebelion
pod	qavat	under
podaci	ma&#39;lumotlar	data
podacima	ma&#39;lumotlar	data
podanika	mavzular	subjects
podatak	ma&#39;lumotlar	information
podataka	ma&#39;lumotlar	files
podatke	ma&#39;lumotlar	data
podigao	ko&#39;tarildi	raised
podijeliti	baham ko&#39;rmoq	share
podijeljen	bo&#39;lingan	separated
podijeljena	bo&#39;lingan	shared
podijeljene	bo&#39;lingan	divided
podijeljeni	bo&#39;lingan	shared
podijeljeno	birgalikda	divided
podjela	bo&#39;linish	division
podjele	bo&#39;linish	division
podjeli	bo&#39;linish	split
podjeljena	bo&#39;lingan	separated
podjelu	bo&#39;linish	division
podloga	plash	base
podloge	substratlar	surfaces
podlogu	substrat	suface
podlozi	substratlar	groundwork
podne	peshin	noon
podnijeti	topshirish	stand
podnožju	oyoq	foot
podrazumijeva	nazarda tutadi	implies
podrazumijevaju	nazarda tutmoq	represent
podrazumjeva	nazarda tutadi	means
podrinja	podrinja	drina basin
podrinju	podrinju	drina basin
područja	joylar	areas
područje	maydoni	area
područjem	maydoni	area
područjima	joylar	areas
području	maydoni	former
podrška	qo&#39;llab-quvvatlash	support
podrške	qo&#39;llab-quvvatlash	support
podršku	qo&#39;llab-quvvatlash	support
podržava	qo&#39;llab-quvvatlaydi	suports
podržavaju	qo&#39;llab-quvvatlash	support
podržavala	qo&#39;llab-quvvatlanadi	support
podsjeća	eslatadi	reminds
podsjećaju	eslatish	remind
podstiče	rag&#39;batlantiradi	encourages
poduzeća	kompaniyalari	companies
poezija	she&#39;riyat	poetry
poezije	she&#39;riyat	poetry
poeziji	she&#39;riyat	poetry
poeziju	she&#39;riyat	poetry
poginulo	vafot etdi	killed
poginuo	vafot etdi	died
pogled	ko&#39;rinish	view
pogleda	ko&#39;rish	look
pogledajte	qarang	look,look at
pogledati	qarang	look
pogledu	ko&#39;rinish	regarding
pogodila	urdi	hit
pogotovo	ayniqsa	especially
pogrešno	noto&#39;g&#39;ri	wrong
pogubljena	qatl qilindi	executed
pohod	piyoda	visit
pohoda	piyoda	campaign
pohvaliti	maqtamoq	commend
pojam	muddatli	term
pojas	kamar	belt
pojasa	kamar	zone
pojasom	kamar	zone
pojasu	kamar	zone
pojava	paydo bo&#39;lishi	phenomena
pojave	hodisalar	advent
pojavila	paydo bo&#39;ldi	appeared
pojavile	paydo bo&#39;ldi	appeared
pojavili	paydo bo&#39;ldi	appeared
pojavio	paydo bo&#39;ldi	appeared
pojaviti	paydo bo&#39;ladi	appear
pojavljuje	paydo bo&#39;ladi	appears
pojavljuju	paydo bo&#39;ladi	appeared
pojavom	tashqi ko&#39;rinishi	beginning
pojavu	paydo bo&#39;lishi	appearance
pojačava	kuchayadi	increases
pojedinaca	shaxslar	individuals
pojedinačne	individual	individual
pojedinačni	individual	individual
pojedinačnih	individual	individual
pojedinca	individual	individual
pojedinci	shaxslar	individuals
pojedine	individual	some
pojedini	individual	certain
pojedinih	individual	some
pojedinim	individual	individual
pojedinog	individual	individual
pojma	tushunchasi	term
pojmom	tushunchasi	term
pojmova	shartlari	terms
pojmovi	shartlari	terms
pokazala	ko&#39;rsatdi	showed
pokazale	ko&#39;rsatdi	proved
pokazali	ko&#39;rsatdi	showed
pokazalo	ko&#39;rsatdi	it is shown
pokazao	ko&#39;rsatdi	showed
pokazati	ko&#39;rsatish	show
pokazuje	namoyishlari	indicates
pokazuju	shou	show
poklapa	gugurtlar	coincides
pokraj	ning yonida	beside
pokrajina	viloyati	country
pokrajine	viloyatlar	province
pokrajini	viloyati	province
pokrenuo	boshlandi	started
pokret	harakat	move
pokreta	harakat	movement
pokretanje	boshlanmoqda	launch
pokreti	harakatlar	movements
pokretima	harakatlar	moves
pokretu	harakat	motion
pokreće	boshlanadi	moves
pokriva	panellari	cover
pokušaj	harakat qilib ko&#39;ring	attempt
pokušaja	urinishlar	attempts
pokušaji	urinishlar	try
pokušajima	urinishlar	tries
pokušaju	ular harakat qilishadi	try
pokušali	harakat qildi	tried
pokušao	harakat qildi	tried
pokušati	harakat qilmoq	try
pokušava	harakat qilmoqda	tries
pokušavaju	ular harakat qilmoqdalar	try
pokušavali	harakat qildi	attempted
pola	yarmi	half
polahko	sekin	slow
polako	sekin	slowly
polazi	boshlanadi	starts
policija	politsiya	police
policije	politsiya	police
policiju	politsiya	police
polisa	siyosati	policy
polisaharidi	polisaxaridlar	polysacharydi
politici	siyosati	politics
politika	siyosat	policy
politike	siyosati	policy
politikom	siyosat	politics
politiku	siyosati	politics
političar	siyosatchi	politician
političara	siyosatchilar	politicians
političari	siyosatchilar	confirmed
politička	siyosiy	political
političke	siyosiy	political
politički	siyosiy jihatdan	politically
političkih	siyosiy	politic
političkim	siyosiy	political
političko	siyosiy jihatdan	political
političkog	siyosiy	political
političkoj	siyosiy	political
političkom	siyosiy	political
političku	siyosiy	political
polja	maydonlar	fields,plateaus
polje	maydon	field
poljima	maydonlar	fields
poljoprivreda	qishloq xo&#39;jaligi	preaches
poljoprivrede	qishloq xo&#39;jaligi	agriculture
poljoprivredi	qishloq xo&#39;jaligi	agriculture
poljoprivredna	qishloq xo&#39;jaligi	agricultural
poljoprivredne	qishloq xo&#39;jaligi	agricultural
poljoprivredni	qishloq xo&#39;jaligi	agricultural
poljoprivrednih	qishloq xo&#39;jaligi	agricultural
poljoprivredu	qishloq xo&#39;jaligi	agriculture
poljska	polsha	poland
poljske	polyakcha	polish
poljski	polyakcha	polish
poljskoj	polsha	poland
poljskom	polyakcha	poland
poljsku	polsha	poland
polju	maydon	field
polovina	yarmi	half
polovine	yarmi	half
polovini	yarmi	half
polovinom	yarmi	half
položaj	holati	position
položaja	holati	position
položaje	pozitsiyalari	positions
položajem	holati	position
položaju	holati	position
poluga	tutqich	lever
poluostrva	yarim orol	peninsula
poluostrvo	yarim orol	peninsula
poluostrvu	yarim orol	peninsula
poluotoka	yarim orol	peninsula
poluotoku	yarim orol	peninsula
poluprečnik	radius	radius
poluprečnika	radius	radius
pomalo	ozgina	little
pomaže	yordam beradi	helps
pomažu	yordam	help
pomenuti	eslatib o&#39;tilgan	mentioned
pominje	eslatib o&#39;tilgan	mention
pomogao	yordam berdi	helped
pomogne	yordam	help
pomorstvo	dengizchilik	seamanship
pomoć	yordam	help
pomoći	yordam	help
pomoćne	yordamchi	lateral
pomoću	foydalanish	by which
pompej	pompey	pompey
pompeja	pompey	pompeii
ponajprije	birinchi navbatda	firstly
ponajviše	asosan	most
ponavlja	takrorlaydi	repeat
ponavljanje	takrorlash	repeating
ponašaju	o&#39;zini tutish	behave
ponašanja	xulq-atvor	behavior
ponašanje	xulq	behaviour
ponašanju	xulq	behaviour
ponegdje	bir joyda	somewhere
ponekad	ba&#39;zan	sometimes
ponovno	yana	again
ponovnog	yana	again
