$	usd	dollar
పొరుగు	apkārtne	neighboring
పొలం	saimniecībā	field
పోటీ	konkurence	competition
పోటీగా	sāncensis	competetion
పోటీని	konkurence	race
పోటీలకు	briesmās	competitions
పోటీలలో	konkurence	potelu
పోటీలు	sacensības	compitition
పోటీలో	konkurence	in the game
పోటు	paisums	ache
పోతన	potana	pothana
పోతాయి	tiks zaudēts	will loose
పోతుంది	būs	gone
పోతులూరి	sajūta	potuluri(first name)
పోతే	ja	if gone
పోదాం	mēs ejam	go
పోప్	pāvests	pope
పోయాయి	pagājis	gone
పోయారు	varējām	went
పోయి	ej	go
పోయింది	pagājis	gone
పోయిన	pazudis	gone
పోయే	nav	gone
పోరాట	apkarot	fighting
పోరాటం	cīņa	revolt
పోరాటంలో	cīņa	in war
పోరాటాల	cīņas	of fights
పోరాడి	cīnījās	fought
పోరాడే	cīņas	fight
పోరు	cīņas	war
పోర్చుగల్	portugāle	portugal(name of the place)
పోర్చుగీసు	portugāļu valoda	portuguese
పోర్చుగీసువారు	portugāļu valoda	the portuguese
పోర్టల్	portāls	portal
పోర్టు	osta	portu
పోర్ట్	osta	port
పోలాండ్	polija	poland
పోలి	līdzīgi	similar
పోలిక	salīdzinājums	have same qualities
పోలికలు	salīdzinājumi	similarities
పోలిన	līdzīgi	similar
పోలిస్	policija	ploice
పోలిస్తే	salīdzināja	if compare
పోలీసు	policija	police
పోలీసులు	policija	police
పోలీస్	policija	police
పోలో	polo	polo
పోల్చి	salīdzināt	comparasion
పోవచ్చు	var nebūt	may happen
పోవటం	sabāzta	going
పోవడం	zaudējums	going
పోషక	uztura	health
పోషించాడు	tēlots	done
పోషించారు	spēlēja	protected
పోషించింది	spēlēja	played
పోసి	ielejot	pour
పోస్టలు	ziņas	postal
పోస్టు	izlikt	post
పోస్ట్	ziņas	post
పౌర	civilā	citizen
పౌరాణిక	mītisks	mythological
పౌరుడు	pilsonis	citizen
పౌరుల	pilsoņi	citizen
పౌరులకు	iedzīvotāji	citizens
పౌరులు	pilsoņi	soldiers
పౌర్ణమి	pilnmēness	full moon
ప్రకటన	reklāma	announcement
ప్రకటనల	reklāma	advertisements
ప్రకటనలు	paziņojumi	advertisements
ప్రకటించాడు	paziņo	declared
ప్రకటించారు	paziņots	announce
ప్రకటించి	reklāma	announce
ప్రకటించింది	paziņots	announce
ప్రకటించిన		declared
ప్రకారం	saskaņā ar	according
ప్రకారము	saskaņā ar	accordingly
ప్రకాశ	dzirkstele	bright
ప్రకాశం	spilgtums	prakasam
ప్రకృతి	daba	nature
ప్రకృతిలో	daba	in nature
ప్రక్క	sānu	side
ప్రక్కన	malā	left aside
ప్రక్కనే	blakus	beside
ప్రక్కల	sānu	surroundings, sides
ప్రక్రియ	process	device
ప్రక్రియకు	process	order
ప్రక్రియను	process	process
ప్రక్రియల	procesi	processes
ప్రక్రియలలో	procesi	in the processes
ప్రక్రియలు	procesi	incantations
ప్రక్రియలో	process	process
ప్రఖ్యాత	slavens	famous
ప్రఖ్యాతి	reputācija	famous
ప్రగతి	progress	pragathi
ప్రచార	paaugstināšana	announce
ప్రచారం	kampaņa	publicity
ప్రచారంలో	kampaņa	announce
ప్రచురణ	publicēts	publishing
ప్రచురణలు	publikācijas	magzines
ప్రచురణా	izdevējdarbība	publishing
ప్రచురించాడు	publicēts	authored
ప్రచురించారు	publicēts	posted
ప్రజల	cilvēki	people's
ప్రజలందరికీ	visi cilvēki	to all the people
ప్రజలకు	cilvēki	for people
ప్రజలను	cilvēki	peoples
ప్రజలలో	cilvēki	in the people
ప్రజలు	cilvēki	people
ప్రజల్లో	masas	among people
ప్రజా	sabiedrībai	people
ప్రజాతి	sugas	genes
ప్రజాదరణ	popularitāte	greetings of people
ప్రజాపతి	prajapati	leader
ప్రజాస్వామ్య	demokrātiska	democracy
ప్రజాస్వామ్యం	demokrātija	rule of people
ప్రజ్ఞ	saprāts	insight
ప్రణాళిక	plāns	pranalika
ప్రణాళికలు	plāni	plannings
ప్రణాళికలో	plāns	report
ప్రణాళికా	plānošana	planning
ప్రతాపరుద్రుని	prataparudra	prataparudra
ప్రతాపరెడ్డి	prataps	pratap reddy
ప్రతి	katrs	means
ప్రతికూల	nelabvēlīgs	inconvenient
ప్రతిఘటన	pretestība	resselent
ప్రతిజ్ఞ	ķīla	promise
ప్రతినిధి	pārstāvis	ambassador or member
ప్రతినిధిగా	pārstāvis	representative
ప్రతినిధులు	pārstāvji	head of the depatment
ప్రతినెలా	mēnesis	every month
ప్రతిపక్ష	opozīcija	opposition
ప్రతిపక్షం	opozīcija	political opposition
ప్రతిపత్తి	statuss	ruling
ప్రతిపాదన	nominēts	proposal
ప్రతిపాదనకు	priekšlikums	proposal
ప్రతిపాదించాడు	ierosināts	intimated
ప్రతిపాదించారు	ierosināts	contious
ప్రతిపాదించి	piedāvājums	propose
ప్రతిపాదించిన	ierosināts	pur forward
ప్రతిబింబిస్తాయి	pārdomāt	reflects
ప్రతిబింబిస్తుంది	atstaro	reflects
ప్రతిభ	talanti	new
ప్రతిమ	attēls	statue
ప్రతియేటా	katru gadu,	every year
ప్రతిరోజు	katru dienu	every day
ప్రతిరోజూ	katru dienu	every day
ప్రతిష్ట	goda vārds	prestige
ప్రతీ	katrs	every
ప్రతీకగా	simbolisks	symbol
ప్రతీతి	marks	known for
ప్రత్తి	kokvilna	cotton
ప్రత్యక్ష	tiešā	direct
ప్రత్యక్షంగా	tieši	specially
ప్రత్యామ్నాయ	vietnieks	alternative
ప్రత్యామ్నాయంగా	alternatīvi	opposition party
ప్రత్యుత్పత్తి	pavairošana	reproduction
ప్రత్యేక	īpašais	different
ప్రత్యేకంగా	īpaši	especially
ప్రత్యేకత	specializācija	mainly
ప్రత్యేకతను	specializēšanās	special
ప్రత్యేకతలు	specifika	importance
ప్రత్యేకమైన	ekskluzīvs	important
ప్రత్యేకాంధ్ర	pratyekandhra	separate andhra
ప్రత్యేకించి	īpaši	especially
ప్రథమ	pirmkārt	first
ప్రదక్షిణ	riņķošana	rotate
ప్రదర్శన	displejs	exhibit
ప్రదర్శనకు	displejs	for exhibition
ప్రదర్శనలు	izstādes	performance
ప్రదర్శనలో	izrāde	exhibition
ప్రదర్శనశాల	izstāde	museum
ప్రదర్శించారు	piedāvātie	published
ప్రదర్శించే	displejs	displayed
ప్రదర్శిస్తారు	izrāde	display
ప్రదానం	apbalvots	giving away
ప్రదేశం	vieta	place
ప్రదేశంగా	vieta	as place
ప్రదేశంలో	vieta	in the place
ప్రదేశము	vieta	place
ప్రదేశములో	apgabals	in place
ప్రదేశాన్ని	vieta	that place
ప్రదేశాల	vietas	places
ప్రదేశాలను	vietas	places
ప్రదేశాలలో	vietas	places
ప్రదేశాలు	vietas	places
ప్రదేశాల్లో	vietas	in the places
ప్రదేశ్	pradeša	predesh
ప్రదేశ్‌	pradeša	pradesh or place
ప్రదేశ్‌లో	pradeša	pradesh (in the place)
ప్రధమ	pirmkārt	first
ప్రధాన	galvenais	main, prime
ప్రధానం	prioritāte	importantly
ప్రధానంగా		majorly
ప్రధానమంత్రి	prime	prime minister
ప్రధానమంత్రిగా	prime	priminister
ప్రధానమంత్రిని	prime	prime minister
ప్రధానముగా	mērs	important
ప్రధానమైన	skavu	mainly
ప్రధానమైనది	galvenais	top priority
ప్రధానమైనవి	pie	important
ప్రధానాంకాలు	pradhanankalu	prime numbers
ప్రధాని	premjerministrs	prime minister
ప్రపంచ	pasaule	world
ప్రపంచం	pasaule	world
ప్రపంచంలో	pasaule	world
ప్రపంచంలోని	pasaule	in world
ప్రపంచంలోనే	pasaule	world
ప్రపంచపు	pasaule	world
ప్రపంచమంతా	apkārt pasaulei	whole world
ప్రపంచము	pasaule	world
ప్రపంచములో	pasaule	in world
ప్రపంచములోనే	pasaule	in the world
ప్రపంచయుద్ధం	pasaule	worldwar
ప్రపంచవ్యాప్తంగా	apkārt pasaulei	worldwide
ప్రపంచానికి	pasaule	world
ప్రపంచాన్ని	pasaule	world
ప్రపంచీకరణ	globalizācija	globalization
ప్రపంచీకరణను	globalizācija	globalization
ప్రబల	jaudīgs	strong indication
ప్రబలంగా	izplatīts	strongly
ప్రభ	halo	praba
ప్రభావం	efekts	effect
ప్రభావము	efekts	effect
ప్రభావానికి	efekts	the effect
ప్రభావాన్ని	efekts	influence
ప్రభావాల	efekti	as a reason of
ప్రభావాలు	efekti	influence
ప్రభావితం	ietekmēt	influencing
ప్రభుత్వ	valdība	government
ప్రభుత్వం	valdība	government
ప్రభుత్వంచే	valdība	by government
ప్రభుత్వంలో	valdība	in government
ప్రభుత్వపు	valdība	of government
ప్రభుత్వము	valdība	government
ప్రభుత్వానికి	valdība	to government
ప్రభుత్వాన్ని	valdība	government
ప్రభుత్వాల	valdības	government
ప్రభుత్వాలు	valdības	governments
ప్రభువు	kungs	lord
ప్రమాణ	summa	pramana
ప్రమాణం	zvērests	journey
ప్రమాణాల	standarti	values
ప్రమాణాలను	standarti	journey
ప్రమాణాలు	standarti	promises
ప్రమాద	nelaimes gadījums	accident
ప్రమాదం	nelaimes gadījums	accident
ప్రమాదంలో	nelaimes gadījums	in the danger
ప్రమాదకరమైన	bīstams	dangerous
ప్రమాదాలు	nelaimes gadījumi	accidents
ప్రముఖ	galvenais	famous
ప్రముఖంగా	populārs	major
ప్రముఖమైన	ievērojams	important
ప్రముఖమైనది	reputācija	popular
ప్రముఖుల	slavenības	celebrities
ప్రముఖులు	slavenības	famous personalities
ప్రమేయం	iejaukšanās	involved
ప్రయత్నం	piepūles	try
ప్రయత్నంలో	piepūles	trying
ప్రయత్నాలు	centieni	try
ప్రయత్నించాడు	mēģināju	tried
ప్రయత్నించారు	mēģināju	attempted
ప్రయాణ	ceļot	journey
ప్రయాణం	ceļot	journey
ప్రయాణము	ceļot	travel
ప్రయాణానికి	pārvietoties	for travel
ప్రయాణాలకు	ceļojumi	journeys
ప్రయాణికుల	pasažieris	passangers
ప్రయోగం	eksperiments	experiment
ప్రయోగశాల	laboratorija	laboratory
ప్రయోగాత్మక	eksperimentāls	experimentally
ప్రయోగాత్మకంగా	eksperimentāli	famous
ప్రయోగాలు	eksperimenti	experiments
ప్రయోగాలున్నాయి	prayogalunnayi	there are advantages
ప్రయోజనం	ieguvums	benefit
ప్రయోజనాలు	ieguvumi	advantages
ప్రవక్త	pravietis	prophet
ప్రవక్తల	pravietiski	prophets
ప్రవచించిన	sludināja	explicate
ప్రవర్తన	uzvedība	behaviou
ప్రవహించి	plūsma	flow
ప్రవహించే	plūst	flowing
ప్రవహిస్తుంది	plūst	flows
ప్రవహిస్తూ	plūst	flowing
ప్రవాస	ceļojums	major
ప్రవాహం	plūsma	flow
ప్రవాహాలు	straumes	wves
ప్రవృత్తి	tendence	effective
ప్రవేశ	iebraukšana	entry
ప్రవేశం	iebraukšana	entry
ప్రవేశపెట్టాడు	rupp	introduced
ప్రవేశపెట్టారు	iepazīstināja	realeased
ప్రవేశపెట్టింది	iepazīstināja	introduced
ప్రవేశము	iebraukšana	entrance
ప్రవేశానికి	iebraukšana	entrance
ప్రవేశించి	ienāca	praveshinche
ప్రవేశించింది	ienācis	entered
ప్రవేశించిన	iebraukšana	entered
ప్రవేశిస్తుంది	ienāk	enters
ప్రశంసలు	novērtēts	praises
ప్రశస్తి	balva	prasasthi
ప్రశాంత	mierīgi	peaceful
ప్రశాంతంగా	skaidrs	peacefully
ప్రశ్న	jautājums	questin
ప్రశ్నకు	jautājums	for question
ప్రశ్నలకు	jautājumi	to questions
ప్రశ్నలు	jautājumi	questions
ప్రశ్నా	vaicājums	question
ప్రసంగాలు	runas	speeches
ప్రసరణ	cirkulācija	announce
ప్రసాదం	prasada	prasad
ప్రసాద్	prasada	prasad
ప్రసారం	straume	broadcasting
ప్రసారాలు	raidījumi	telecasts
ప్రసిద్ది	populārs	famous
ప్రసిద్ధ	populārs	famous
ప్రసిద్ధం	slavens	famous
ప్రసిద్ధమైన	populārs	famous
ప్రసిద్ధమైనది	slavens	famous
ప్రసిద్ధి	zināms	famous
ప్రసిద్ధుడు	zināms	famous
ప్రసిద్ధుడైన	zināms	well known
ప్రసిద్ధులు	zināms	symbol
ప్రస్తావన	atsauce	topic
ప్రస్తావించబడ్డాయి	atsaucās uz	discussed
ప్రస్తుత	pašreizējā	present
ప్రస్తుతం	pašlaik	at present
ప్రస్తుతపు	pašreizējā	at present
ప్రస్తుతానికి	tagad	currently
ప్రస్థానం	valda	progress
ప్రస్థుతం	šodien	at present
ప్రస్ఫుటంగా	skaidrs	clear
ప్రహ్లాద	prahlad	prahlada
ప్రాంత	apgabals	region
ప్రాంతం	apgabals	place
ప్రాంతంగా	teritorija	as a region
ప్రాంతంపై	apgabals	region
ప్రాంతంలోని	apgabals	in the region
ప్రాంతంలోనూ	teritorija	regions
ప్రాంతపు	apgabals	region's
ప్రాంతము	apgabals	place
ప్రాంతములు	reģioni	regions
ప్రాంతములో	teritorija	in the area
ప్రాంతమైన	teritorija	located
ప్రాంతలో	reģioni	in the area
ప్రాంతానికి	apgabals	region
ప్రాంతాన్ని	novads	area
ప్రాంతాల	apgabali	regions
ప్రాంతాలకు		regions
ప్రాంతాలతో	vietas	with regions
ప్రాంతాలను	apgabali	state
ప్రాంతాలనుండి	daļas	from areas
ప్రాంతాలలో	apgabali	in regions
ప్రాంతాలలోని	apgabali	region
ప్రాంతాలలోను	vietas	in places
ప్రాంతాలు	reģioni	places
ప్రాంతాలుగా	apgabali	regions
ప్రాంతాలైన	reģioni	places
ప్రాంతాల్లో	apgabali	places
ప్రాంతాల్లోని	apgabali	in areas, places
ప్రాంతీయ	reģionālās	regional
ప్రాకృత	prakrit	native
ప్రాచీన	senatne	ancient
ప్రాచీనమైన	iepriekš	ancient
ప్రాచుర్యం	populārs	available
ప్రాచుర్యంలో	populārs	popular
ప్రాచుర్యము	popularitāte	widely
ప్రాచ్య	austrumu	old
ప్రాజెక్టు	projekts	project
ప్రాజెక్టుకు	projekts	for project
ప్రాజెక్టులు	projekti	project
ప్రాజెక్ట్	projekts	project
ప్రాణ	dzīve	life
ప్రాణం	kaislība	life
ప్రాణాలు	pārdzīvojušie	lives
ప్రాణ్యములు	pranyamulu	proteins
ప్రాతినిధ్యం	pārstāvība	importance
ప్రాథమిక	primārs	primary
ప్రాదేశిక	telpisks	spatial
ప్రాధమిక	primārs	start
ప్రాధమికంగా	galvenokārt	primary
ప్రాధాన్యం	prioritāte	credence
ప్రాధాన్యత	prioritāte	importance
ప్రాపంచిక	pasaulē	whole
ప్రాప్తి	piekļuve	will affect
ప్రాబల్యం	izplatība	influence
ప్రామాణిక	standarta	reputed
ప్రాముఖ్యం	nozīmīgums	important
ప్రాముఖ్యత	svarīgums	importance
ప్రాముఖ్యతను	nozīmīgums	importance
ప్రారంభ	agri	starting
ప్రారంభం	sākt	started
ప్రారంభంలో	sākumā	started
ప్రారంభమయ్యాయి	sākās	started
ప్రారంభమై	sākums	started
ప్రారంభమైంది	sākās	began
ప్రారంభమైన	atvērta	began
ప్రారంభమైనది	sākās	began
ప్రారంభించబడింది	iespējots	started
ప్రారంభించారు	sākās	started
ప్రారంభించి	sākums	started
ప్రారంభించింది	palaiž	started
ప్రారంభించిన	palaiž	started
ప్రార్థన	lūgšana	prayer
ప్రార్థనలు	lūgšanas	prayers
ప్రార్ధన	lūgšana	prardhana
ప్రార్ధనలు	lūgšanas	prayers
ప్రార్ధనా	dievkalpojums	prayer
ప్రావిన్స్	province	provience
ప్రాసెస్	process	process
ప్రియ	dārgs	priya
ప్రియమైన	dārgs	dear
ప్రీతి	preeti	dearest
ప్రెంచి	prenci	french
ప్రెసిడెంట్	priekšsēdētājs	president
ప్రెసిడెన్సీ	prezidentūra	presidency
ప్రెసిడెన్సీలో	prezidentūra	province
ప్రెస్	nospiediet	press
ప్రేక్షకుల	auditorija	audience
ప్రేక్షకులకు	auditorija	audiens
ప్రేక్షకులు	auditorijas	audience
ప్రేమ	mīlestība	love
ప్రేమకు	mīlestība	to love
ప్రేమతో	mīlestība	with love
ప్రేమను	mīlestība	love
ప్రేమలో	mīlestība	in love
ప్రేరణ	iedvesma	importance
ప్రైజ్	balva	prize
ప్రైవేటు	privāts	private
ప్రైవేట్	privāts	private
ప్రో	pro	pro
ప్రోగ్రాం	programma	program
ప్రోగ్రామింగు	programmēšana	programming
ప్రోగ్రామింగ్	programmēšana	programming
ప్రోగ్రాము	programma	program
ప్రోగ్రామును	programma	programs
ప్రోగ్రాములను	programmas	programms
ప్రోగ్రాములు	programmas	programmes
ప్రోగ్రామ్	programma	program
ప్రోగ్రామ్‌ల	programmas	programmes
ప్రోగ్రామ్‌లు	programmas	programs
ప్రోటిస్టా	protists	protista
ప్రోటీన్లు	olbaltumvielas	proteins
ప్రోత్సాహం	iedrošināts	encouraging
ప్రోలరాజు	prolaraju	prolaraju
ప్లంబజినేసి	plambajinesi	plumbajinesi
ప్లవకాలు	planktons	planks
ప్లస్	plus	plus
ప్లాంక్	dēlis	flank
ప్లాంట్	augs	plant
ప్లాటీహెల్మింథిస్	plakanais tārps	platyhelimenthis
ప్లానింగ్	plānošana	planning
ప్లాస్మోడియం	plasmodijs	plasmodium
ప్లీహము	liesa	spleen
ప్లేటో	platons	plate
ప్లేట్	plāksne	plate
ప్లేట్లు	plāksnes	plates
ప్లేస్	vieta	place
ఫర్	kažokādas	for
ఫలం	augļi	fruit
ఫలకాలు	plāksnes	slates
ఫలదీకరణం	mēslošana	fertilisation
ఫలానా	konkrēts	some
ఫలాలు	augļi	results
ఫలితం	rezultāts	result
ఫలితంగా	rezultātā,	as a result
ఫలితము	rezultāts	result
ఫలితాలను	rezultāti	results
ఫలితాలు	rezultāti	results
ఫాబేసి	fabaceae	fabesi
ఫార్	priekš	far
ఫార్ములా	formula	formula
ఫాల్ట్	bojājums	fault
ఫాస్ట్	ātri	fast
ఫిబ్రవరి	februāris	february
ఫిరోజ్	ferozs	firoz
ఫిలిప్	filips	philip
ఫిలిప్పీన్స్	filipīnas	philippines
ఫిలిప్స్	philips	phillips
ఫిల్మ్	filma	film
ఫిల్మ్‌ఫేర్	filmfare	filmfare
ఫీల్డ్	lauks	field
ఫుట్	pēdu	foot
ఫుట్‌బాలు	futbols	football
ఫుట్‌బాల్	futbols	football
ఫెడరల్	federālā	federal
ఫేర్	maksa	fare
ఫైర్	uguns	fire
ఫైల్	fails	file
ఫైల్స్	datnes	files
ఫైళ్ళను	datnes	files
ఫొటో	foto	photo
ఫోటాన్	fotons	photon
ఫోటో	foto	photo
ఫోటోగ్రఫీ	fotogrāfija	photography
ఫోటోషాప్	photoshop	photoshop
ఫోన్	tālr	phone
ఫౌండేషన్	fonds	foundation
ఫ్యాక్టరీ	rūpnīca	factory
ఫ్రంట్	priekšpusē	front
ఫ్రాంక్	frenks	frank (the name of a person)
ఫ్రాన్క్స్	franks	francisco
ఫ్రాన్సిస్	francis	francis
ఫ్రాన్సిస్కో	fransisko	fransisco
ఫ్రాన్సు	francija	france
ఫ్రాన్సులో	francija	in france
ఫ్రాన్స్	francija	france
ఫ్రీ	bezmaksas	free
ఫ్రీడమ్	brīvība	freedom
ఫ్రెంచి	franču valoda	french
ఫ్రెంచ్	franču valoda	french
ఫ్రెడరిక్	frederiks	frederic
ఫ్లడ్	plūdi	flood
ఫ్లాష్	zibspuldze	flash
ఫ్లెమిష్	flāmu	flemish
ఫ్లోరిడా	florida	florida
బంగారం	zelts	gold
బంగారు	zelts	golden
బంగాళా	kartupeļi	bangala
బంగాళాఖాతం	bengālijas līcis	bay of bangal
బంగ్లాదేశ్	bangladeša	bangladesh
బంటు	bandinieks	militant
బండ	banda	rock
బండి	bundijs	vehicle
బండ్	bunda	bund
బండ్లను	ratiņi	vehicles
బంతి	bumba	ball
బంతిని	bumba	ball
బందరు	osta	bundar
బందీ	nebrīvē	prisoner
బంధం	lokalizācija	relation
బంధాలు	obligācijas	relationships
బంధించి	notver	captured
బంధువులు	radinieki	relatives
బజార్	bazārs	bazar
బట్ట	audums	clothing
బట్టలు	drēbes	clothes
బట్టి	izvēlne	depending on the
బట్టీ	krāsns	as per
బడతాయి	ir	done by
బడి	saskaņā ar	school
బడింది	tas ir	done
బడిన	kam	done
బడుతుంది	ir	has been
బడ్జెట్	budžets	budjet
బడ్డాయి	ir	done
బతుకమ్మ	bathukamma	festival bathukama
బదిలీ	nodošana	transfer
బదులు	tā vietā	rather
బదులుగా	tā vietā	in response
బనగానపల్లె	banaganapalle	banagapally
బమ్మెర	bammera	bamera
బయట	ārā	outside
బయటకి	ārā	outside
బయటకు	ārā	to outside
బయటి	ārējs	outside
బయటికి	ārā	out
బయలుదేరాడు	paņēma	started
బయలుదేరారు	aizgājis	started
బయలుదేరి	ārā	started
బయోటెక్నాలజీ	biotehnoloģija	bio technology
బరువు	svars	weight
బరువును	svars	weight
బర్గ్	bergs	berg
బర్మా	birma	burma
బలంగా	spēcīgs	strongly
బలగాలను	pastiprinājumi	force
బలగాలు	spēki	soldiers
బలము	spēks	strength
బలమైన	spēcīgs	strong
బలరాముడు	balarāma	balaram
బలవంతంగా	spēks	forcibly
బలవంతులు	spēkavīri	the powerful
బలహీనమైన	vāja	weak
బలి	bali	sacrifice
బల్గేరియా	bulgārija	bulgaria
బల్లకట్టు	pont	tablecot
బళ్ళారి	bellary	bellary
బళ్ళు	pallu	baldwin
బస	izmitināšana	stayed
బస్	autobuss	bus
బస్టాండు	bastandu	bus stand
బస్సు	autobuss	bus
బస్సుల	autobusi	of buses
బస్సులను	autobusi	the buses
బస్సులు	autobusi	buses
బహదూర్	bahadūrs	bahadioor
బహమనీ	bahmani	bahamani
బహిరంగ	atklāts	open
బహిరంగంగా	publiski	openly
బహు	lielākā daļa	many
బహుమతి	klāt	prize
బహుమతిని	apbalvots	reward, gift
బహుమతులు	dāvanas	gifts
బహుమానం	dāvana	award
బహుముఖ	universāls	bi-laterall , versatile
బహురూప	polimorfs	multi form
బహుళ	vairāki	lot ot
బహువిధి	daudzuzdevumu veikšana	multi task
బహుశా	droši vien	may be
బాంక్	banka	bank
బాంధవ్యాలు	attiecības	relationships
బాంబే	bombeja	bombay city
బాక్టీరియా	baktērijas	bactiria
బాక్టీరియాల	baktērijas	bacterias
బాక్టీరియాలు	stafilokoki	bacteria
బాగా	nu labi	very
బాటలు	gājēju celiņi	ways, pavements
బాటసారి	ceļvedis	traveller
బాటు	dziedāšana	way
బాణం	bultiņa	bow arrow
బాతినా	batina	bathina
బాదం	mandeļu	almond
బాదామి	mandeles	badhami
బాధ	pēdu	pain
బాధలు	cieš	troubles
బాధ్యత	atbildība	responsibility
బాధ్యతను	atbildība	responsibility
బాధ్యతలను	pienākumi	responsibilities
బాధ్యతలు	pienākumi	responsibilities
బానిస	atkarīgais	slave
బాపట్ల	bapatla	bapatla
బాపు	babu	baapu
బాప్తీస్మము	kristības	intrest
బాబరు	bābars	babaru
బాబర్	babur	babar
బాబా	baba	baba
బాబాను	.bet	to baba
బాబాసాహెబ్	babasaheba	baba saheb
బాబు	babu	name of a person/small boy
బారి	barijs	heavy
బారిన	inficēts	exposed to
బార్	bārs	bar
బాల	bērns	bala
బాలకృష్ణ	balakrishna	balakrishna
బాలల	bērni	childrens
బాలశిక్ష	rokasgrāmata	balasiksha
బాలా	bala	baala
బాలీవుడ్	bolivuda	bollywood
బాలుడు	zēns	boy
బాలుని	zēns	child
బాల్	bumba	ball
బాల్య	bērnība	childhood
బాల్యం	bērnība	childhood
బాల్యము	bērnība	childhood
బాషలలో	puse	in languages
బాసర	basra	baasara
బాస్కెట్	grozs	basket
బాహ్య	ārējs	outer
బి	b	b
బిందువు	punkts	drop
బిందువులు	pilieni	drops
బిగ్	liela	big
బిడ్డ	bērniņš	baby
బిడ్డను	ly	baby
బిడ్డలు	bērni	sons
బియ్యం	rīsi	rice
బిరుదు	nosaukums	honour (medal)
బిరుదులు	virsraksti	titles
బిర్లా	birla	birla
బిలియన్ల	miljardiem	billions
బిల్	rēķins	bill
బిల్డింగ్	ēka	building
బిల్లు	rēķins	bill
బిస్కెట్లు	cepumi	bisuits
బిహారీ	bihari	bihari
బీ	bite	b
బీచ్	pludmale	beach
బీజింగ్	pekina	beijing
బీటలు	pārrāvumi	tracks
బీటా	beta	beta
బీబీసి	bbc	bbc
బీహార్	bihars	bihar
బుండేస్టాగ్	bundestāgs	bundestag
బుక్	grāmata	book
బుక్క	bukka	bukka
బుగ్గ	pavasaris	cheek
బుద్ధ	buda	buddha
బుద్ధుడు	buda	budhha
బుద్ధుని	buda	budha
బుధ	dzīvsudrabs	mercury
బుధుడు	dzīvsudrabs	mercury
బుల్లోడు	bulloda	bullodu
బూట్	sākums	boot
బూడిద	pelēks	ash
బూరెలు	boorelu	boorelu
బూర్గుల	burgula	name of a village in andhra pradesh state in india
బృందం	komanda	group
బృహత్తర	perspektīva	master
బృహస్పతి	jupiters	mars
బెంగళూరు	bangalore	bangalore
బెంగాలీ	bengāļu	bengali
బెంగాలు	bengālija	bengal
బెంగాల్	bengālija	bengal
బెజవాడ	bezawada	bejawada
బెరడు	miza	bark
బెర్న్	berne	bern
బెర్ముడా	bermudu salas	bermuda
బెర్లిన్	berlīne	berlin
బెల్జియం	beļģija	belgium
బెల్జియంలో	beļģija	belgium
బెల్జియన్	beļģi	belgion
బెల్లం	jaggery	jaggery
బే	patīk	bay
బేతాళ	betala	betala
బేతాళుడు	ogre	bethaludu
బేసిక్	pamata	basic
బేస్	beisbols	base
బైట్	ēsma	byte
బైనరీ	binārs	binary
బైబిలు	bībele	bible
బైబిల్	bībele	bile
బొంబాయి	bombeja	bombay
బొగ్గు	akmeņogles	coal
బొటానికల్‌	botāniskais	botanical
బొడ్డు	vēders	navel
బొప్పాయి	papaija	papaya fruit
బొబ్బిలి	bobbili	bobili
బొమ్మ	bilde	picture
బొమ్మను	bilde	picture
బొమ్మల	skaitļi	toys
బొమ్మలను	rotaļlietas	toys
బొమ్మలు	rotaļlietas	toys
బోధన	mācīt	teaching
బోధనల	mācības	teachings
బోధనలను	mācības	lectures
బోధనలలో	mācības	in teachings
బోధనలు	mācības	lectures
బోధనా	mācīt	teaching
బోధన్	bodhan	bodhan
బోధి	mācīt	bodhi
బోధించాడు	mācīja	taught
బోధించిన	sludināja	taught
బోర్డు	valde	board
బోర్డ్	valde	board
బోసు	bose	bose
బోస్	bose	bose
బోస్టన్	bostona	boston
బోస్టన్‌లో	bostona	boston
బౌద్ధ	budistu	budha
బౌద్ధం	budisms	buddhism
బౌద్ధంలో	budisms	in budhism
బౌద్ధమత	budisms	budhist religion
బౌద్ధమతం	budisms	buddhism
బౌద్ధానికి	budistu	bud
బౌద్ధులు	budisti	budhists
బౌలింగ్	boulings	bowling
బ్యాంకింగ్	banku darbība	banking
బ్యాంకు	banka	bank
బ్యాంక్	banka	bank
బ్యాక్	atpakaļ	back
బ్యాట్స్	sikspārnis	bats
బ్యాట్స్‌మెన్	sikspārnis	batsman
బ్యూరో	birojs	beuro
బ్రతుకు	tiešraide	live
బ్రదర్స్	brāļi	brothers
బ్రహ్మ	brahma	brahmma
బ్రహ్మం	brahmams	brahmam
బ్రహ్మంగారి	brahmangari	brahmamgari
బ్రహ్మంగారు	brahmangaru	brahmam
బ్రహ్మకు	brahmaku	lord brahma
బ్రహ్మచారి	bakalaurs	bachelor
బ్రహ్మదేవుడు	brahma	brahma god
బ్రహ్మను	brahma	brahma
బ్రహ్మపుత్ర	brahmaputra	bhramaputhra
బ్రహ్మము	brahmans	lord brahma
బ్రహ్మాండ	visums	universal
బ్రహ్మాండమైన	krāšņs	wonderful
బ్రహ్మాది	brahmaadi	lord brahma
బ్రహ్మానంద	brahmananda	brahmananda(name)
బ్రాహ్మణ	brahmans	brahmin
బ్రాహ్మణులు	brahmins	brahmins
