$  	dollar təşkil edib	dollar
kör	xəstəlikdir	circle
körbe	ətrafında	girdle, environ (körbezár, körbefog)
körben	yuvarlaq	in circle
köre	əhatə dairəsi	circle
környezet	mühit	environment
környezetben	mühit	atmosphere
környezeti	ətraf mühit	environmental
környezetvédelem	ətraf mühitin mühafizəsi	environmental protection
környezetvédelmi	mühit	envaronmentalist
környezetében	ətrafı	in the environment of
környező	ətrafı	surrounding
környék	ətrafı	region
környéke	ətrafı	surroundings
környéken	qonşuluq	in the region of
környéki	ətrafında	surrounding
környékén	ətrafında	in the surroundings of
környékét	ətrafı	vicinity
kört	yuvarlaq	beer
körzet	sahəsi	district
köré	ətrafında	around
körében	dairəsində	among
körök	dairələr	circles
körökben	dairələr	in circles
körút	bulvar	boulevard
körül	ətrafında	arround
körülbelül	haqqında	about
körüli	ətrafında	about
körülményei	şərtlər	conditions
körülmények	şərtlər	conditions
körülvevő	ətrafı	surrounding
körülötte	ətrafında	around
körű	hərtərəfli	circle
köszönheti	borclu	due to the
köszönhető	təşəkkür edirəm	thanks
köszönhetően	səbəbindən	owing to
köt	bağlamaq	bind
köteles	bağlıdır	obliged
kötelező	məcburi	required
kötet	həcmi	volume
kötetben	həcmi	volume
kötete	həcmi	volume of
kötetet	həcmi	volume
köthető	bağlıdır	connected
köti	bağlıdır	connect
kötik	bağlıdır	tie
kötés	bağlayan	bond
kötött	bağlıdır	with
kötötte	bağlandı	concluded
kötöttek	bağladı	made
kötötték	bağladı	connected
kötődik	bağlıdır	binds
kötődő	bağlıdır	linked to
kövek	daşlar	stones
követ	təqib edin	followed by
követelt	tələb etdi	demanded
követelte	tələb etdi	demanded
követett	izlədi	followed by
követi	izləyir	followed by
követik	təqib edin	followed by
következett	meydana gəldi	came after
következik	təqib edin	follows
következménye	nəticələri	effect of
következményei	nəticələr	consequences of sg
következményeként	nəticəsi olaraq	as an effect
következtek	meydana gəldi	followed
következtetni	bağladı	to deduce
következtében	görə	as the effect of
következő	aşağıdakı	next
következők	izləyir	the following
következőket	aşağıdakı	following
következőképpen	izləyir	follows
követte	izlədi	followed
követték	izlədi	followed by
követve	aşağıdakı	following
követő	izləyicisi	following
követően	aşağıdakı	following
követői	ardıcılları	followers
köz	ictimai	place
közben	zamanı	during, while
köze	etmək	lane
közel	yaxın	close
közelebb	yaxınlaşdı	closer
közelgő	irəlidə	impending
közeli	yaxın	close
közelkeleti	orta şərq	near east
közelébe	yaxın	close
közelében	yaxınlığında	close
közepe	orta	center
közepes	orta	medium
közepette	arasında	during
közepéig	orta	to the middle
közepén	ortasında	on the middle
közepére	orta	to the middle
közepétől	orta	from its middle
közgazdasági	iqtisadi	economic
közgyűlés	ümumi iclas	general assembly
közigazgatás	dövlət idarəçiliyi	bureaucracy
közigazgatási	inzibati	administrative
közigazgatásilag	inzibati qaydada	governmentally
közismert	tanınmış	well-known
közlekedés	nəqliyyat	traffic
közlekedése	mobillik	traffic of
közlekedési	trafik	traffic
közli	ünsiyyət	communicate
központ	mərkəz	center
központi	mərkəzi	central
központja	qərargah	center
központjában	mərkəz	center of
központjává	mərkəzi	center
központosított	mərkəzləşdirilmiş	centralized
közre	töhfə verdi	not a stand a lone word (működött közre=worked together)
közreműködésével	əməkdaşlıqda	with the cooperation/assistance of
közreműködött	töhfə verdi	collaborated
község	bələdiyyə	community
közt	arasında	between
közti	arasında	between
köztudatban	xalqın məlumatlandırılması	in common knowledge
köztársaság	respublika	republic
köztársasági	respublika	of the republic
köztársaságot	respublika	republic
köztük	daxil olmaqla	among
közvetett	dolayı	indirect
közvetlen	birbaşa	direct
közvetlenül	birbaşa	directly
közvélemény	ictimai rəy	public opinion
közzé	nəşr olundu	not stand alone word (közzé tesz=publish)
közé	arasında	among
közéleti	ictimai xadimlər	public
közép	orta	middle
középen	ortasında	center
középeurópa	mərkəzi avropa	central europe
középeurópai	orta avropa	central europe
középhőmérséklet	orta temperatur	median temperature
középiskola	ali məktəb	high school
középiskolai	ali məktəb	highschool
középiskolák	ali məktəb	secondary schools
középkor	orta əsrlər	middle age
középkori	orta əsrlərə aiddir	medieval
középpontja	mərkəz	focuse
középpontjában	diqqət	at the centre of
középre|px	mərkəzi | px	to the center
középső	orta	middle
közölt	nəşr olundu	published
közölte	izah etdi	announced
közönség	tamaşaçı	audience
közönséges	ümumi	common
közös	ümumi	common
közösen	birlikdə	collectively
közösség	icma	community
közössége	icma	community of
közösségek	icmalar	communities
közösségi	kommunal	communal
között	arasında	between
közötti	dən	in-between
közöttük	daxil edilmişdir	among them
közúti	vasitə	public (road)
közül	of	of
közülük	onların arasında	them
kúp	konus	cone
küldetés	missiya	mission
küldte	göndərdi	sent
küldtek	göndərdi	(they) sent
küldték	yerləşdirilib	sent
küldött	göndərdi	sending
külföldi	xarici	stranger
külföldön	xaricdə	abroad
külkereskedelmi	xarici ticarət	of foreign trade
külpolitikai	xarici siyasət	foreign policy
külső	xarici	external
külsőleg	zahiri	from the
külön	ayrı-ayrılıqda	individually
különbség	fərqlilik	difference
különbségek	fərqlər	differences
különbséget	fərqlilik	difference
különbözik	fərqli	differ
különböző	fərqli	different
különféle	müxtəlif	different
különleges	xüsusi	special
különálló	ayrı	separate
különös	qəribə	strange
különösebb	xüsusi	more particular
különösen	xüsusilə	especially
külügyminiszter	xarici işlər naziri	secretary of state
kürtvirágfélék	sarraceniaceae	sarraceniaceae
küzd	mübarizə	fight
küzdelem	mübarizə	fight
küzdött	vuruşdu	fought
küzdő	arena	struggle
kő	daş	stone
kőolaj	neft	petroleum
kőrösi	kőrösi	korosi
kőzetek	qayalar	rocks
kőzetekből	qayalar	from rocks
l	l	l
la	la	la
labda	top	ball
labdarúgás	futbol	football
labdarúgó	futbolçu	football
labdarúgói	futbolçular	football
labdarúgók	futbol	football players
labdarúgókupa	futbol kuboku	football cup
labdarúgószövetség	futbol birliyi	football association
labdarúgóválogatott	futbol komandası	football national team
labdát	top	ball
lady	xanim	lady
lago	laqo	lago
lagúna	lagoon	lagoon
lajhármakifélék	lorisidae	sloth
lajos	louis	louis
lakatlan	evsiz	uninhabited
lake	göl	lake
lakik	yaşamaq	live
lakos	sakini	inhabitant
lakosainak	sakinləri	residents
lakosok	sakinlər	inhabitants
lakosság	əhali	population
lakossága	əhali	population
lakosságot	əhali	population
lakosságának	əhali	its population
lakott	yaşayış	inhabited
lakta	yaşayış	inhabited
laktak	yaşadılar	lived
lakást	mənzil	flat
lakó	yaşayış	living
lakói	sakinlər	residents
lakótelep	yaşayış	housing estate
lambdacizmus	lambdacizmus	lamdacism
land	torpaq	land
lane	zolaq	lane
lap	səhifə	magazine
lapja	səhifə	newspaper
lapok	səhifələr	magazines
lapos	düz	flat
lapot	vərəq	paper
larry	larry	larry
las	las	las
lassan	yavaş-yavaş	slowly
lassú	yavaş	slow
latin	latınca	latin
latinovits	latinovits	latinovits
latinul	latınca	latin
lawrence	qanun	lawrence
laza	boş	loose
ld	c.e.	see
le	suyu	down
league	liqası	league
lee	lee	lee
leendő	perspektivlidir	future
lefelé	aşağı	down
legalacsonyabb	ən aşağı	lowest
legalább	ən azı	at least
legalábbis	ən azı	at least
legegyszerűbb	ən asan	easiest
legelső	əvvəlcə	the first
legelterjedtebb	ən ümumi	most widespread
legenda	əfsanə	legend
legendája	əfsanə	legend of sy/sg
legendák	əfsanələr	legends
legendás	əfsanəvi	legendary
legeredményesebb	ən uğurlu	most succesful
legerősebb	ən güclü	strongest
legfejlettebb	ən inkişaf etmiş	most advanced
legfeljebb	ən çox	at most
legfelső	üst	uppermost
legfelsőbb	ali	supreme
legfiatalabb	ən gənc	youngest
legfontosabb	ən əhəmiyyətli	most important
legfőbb	rəis	chief
leggazdagabb	ən varlı	the richest
leggyakoribb	ən ümumi	most frequent
leggyakrabban	ən tez-tez	most
leggyorsabb	ən tez	fastest
leggyorsabban	ən tez	fastest
leghosszabb	ən uzun	longest
leghíresebb	ən məşhur	famous
legidősebb	böyüyü	oldest
leginkább	əsasən	most of all
legismertebb	ən məşhur	known
legjelentősebb	ən çox	most significant
legjelentősebbek	ən vacib	most important
legjobb	ən yaxşısı	best
legjobban	ən yaxşısı	the best
legkisebb	ən azı	smallest
legkiválóbb	hər şeydən əvvəl	the most excellent
legkorábbi	ən erkən	earliest
legközelebb	gələn dəfə	nearest
legközelebbi	ən yaxın	nearest
legmagasabb	ən yüksək	the highest
legmeghatározóbb	ən çox	the most
legmélyebb	ən dərin	the deepest
legnagyobb	ən üstün	biggest
legnagyobbak	ən böyük	biggest
legnépesebb	ən çox məskunlaşdığı yer	most populous
legnépszerűbb	ən populyar	the most populous
legrosszabb	ən pis	worst
legrégebbi	ən qədim	oldest
legrégibb	ən qədim	oldest
legsikeresebb	uğurlu	successfull
legszebb	ən gözəl	the most beutiful
legsúlyosabb	ən pis	worst
legsűrűbben	ən sıx	most densely
legtöbb	ən çox	most
legtöbben	onların çoxu	most of
legtöbbet	ən çox	most
legtöbbször	ən çox dəfə	mostly
legutolsó	ən son	last
legutóbbi	son	latest
legyen	olmaq	be
legyenek	var	be
legyőzte	qalib gəlmək	defeated
legyőzték	məğlub oldu	defeated
legénység	heyət	crew
legértékesebb	ən qiymətlidir	most valuable
legészakibb	ən şimal	most northern
legújabb	ən yeni	newest
legősibb	ən qədim	most ancient
lehessen	ola bilər	be
lehet	bilər	lehet
lehetetlen	qeyri-mümkün	impossible
lehetetlenné	qeyri-mümkün	impossible
lehetett	ola bilər	could be
lehetne	ola bilər	could be
lehetnek	ola bilər	be
lehetséges	mümkün	possible
lehettek	bilərdi	may have been
lehető	mümkün	possible
lehetőleg	tercihen	possibly
lehetőség	ehtimal	possibility
lehetősége	fürsət	chance
lehetőségek	imkanlar	possibilities
lehetőségeket	imkanlar	chances
lehetőséget	fürsət	opportunity
lehetőségét	fürsət	opportunity
lehetővé	icazə verin	possible
lelet	tapmaq	finding
leletek	əsərlər	findings
lelke	ruh	soul
lelkek	canlar	souls
lelkes	həvəsli	enthusiastic
lelki	mənəvi	spiritual
lemez	boşqab	album
lemezek	disklər	albums
lemezen	disk	on disc
lemezt	disk	disc
lemond	istefa	resigns
lemondott	istefa etdi	renounced
lemondását	istefası	resignation
lengyel	polyak	polish
lengyelek	qütblər	poles
lengyelország	polşa	poland
lengyelországban	polşa	poland
lenin	leninizm	lenin
lenne	olardı	would be
lenni	olmaq	to be
lennie	olmaq	be
lennon	lennon	lennon
lennének	olardı	would
leo	leo	leo
leonard	leonard	leonard
leonardo	leonardo	leonardo
leopold	leopold	leopold
les	les	les
lesz	olacaq	will
lesznek	olacaq	will be
leszállás	eniş	landing
leszámítva	istisna olmaqla	not counting
leszármazottai	nəvələri	descendants of
leszármazottja	nəsli	descendant of sy
let	olmaq	let
letartóztatták	həbs olundu	arrested
lett	oldu	became
lettek	oldular	became
lettország	latviya	latvia
levegő	hava	air
levegőben	havada	airborne
levele	məktub	letter of
levelei	yarpaqlar	letters of
leveleiben	məktublar	letters
levelek	məktublar	letters
levelet	yazmaq	letter
levelében	məktubla	(in her/his) letter
levelét	məktub	letter
levél	məktub	letter
levélben	poçt	in a letter
levéltár	arxivlər	archives
levő	olmaq	being
lewis	lewis	lewis
lexikon	ensiklopediya	lexicon
lexikona	leksikon	cyclopedia of sy/sg
lezajlott	bu baş verdi	completed
lezáró	bağlayan	closing
leány	qız	girl
leánya	qızları	sy's daughter
leírt	yazılıb	written
leírás	təsviri	description
leírása	təsviri	description of
leíró	təsviri	describing
leó	leo	leo
liberalizmus	liberalizm	liberalism
liberális	liberal	liberal
library	kitabxana	library
liechtenstein	lixtenşteyn	liechtenstein
liechtensteini	lixtenşteyn	liechtenstein
life	həyat	life
liga	liqası	league
light	işıq	light
ligája	liqa	league
ligájában	liqa	league
likőr	likör	liqueur
lila	bənövşəyi	purple
lily	zanbaq	lily
lincoln	linçoln	lincoln
linda	linda	linda
lindemann	lindemann	lindemann
line	xətti	line
lineáris	xətti	linear
linkek	bağlantılar	links
linkgyűjtemény	link toplusu	link collection
linkin	linkin	linkin
linux	linux	linux
lipcse	leypsiq	leipzig
lipcsei	leypsiq	from leipzig
lipcsében	leypsiq	leipzig
lipót	leopold	lipót
lisa	lisa	lisa
lista	siyahısı	list
listája	siyahısı	list of
listáján	siyahısı	list
listák	siyahıları	lists
listán	siyahısı	on the list
listát	siyahısı	list
liszt	un	flour
litván	litva	lithuanian
litvánia	litva	lithuania
litánia	litany	litany
live	yaşamaq	live
liverpool	liverpool	liverpool
logan	logan	logan
logika	məntiq	logic
logikai	məntiq	logical
logisztika	logistika	logistics
loki	loki	football team
london	london	london
londonba	london	to london
londonban	london	in london
londoni	london	london
long	uzun	long
lord	lord	lord
lorelai	lorelai	lorelai
lorenzo	lorenzo	lorenzo
los	itirmək	los
lost	itirdi	lost
lotus	lotus	lotus
louis	louis	louis
lovag	cəngavər	knight
lovagok	cəngavərlər	knights
lovak	atlar	horses
lovas	atlı	lovas
lovat	at	horse
love	sevgi	love
lsd	görmək	see
luca	luca	luca
lucas	lucas	lucas
lucifer	lucifer	lucifer
ludwig	lüdviq	ludwig
luigi	luigi	luigi
luis	luis	luis
luke	lük	luke
lukács	lukács	luke
luna	luna	luna
lunar	aya	english word
lupus	lupus	lupus
luther	lüt	luther
luxemburg	lüksemburq	luxembourg
luxemburgi	lüksemburq	from luxemburg
lyuk	dəlik	hole
láb	ayaq	foot
lába	ayaqları	feet
lábjegyzet	qeyd	footnote
lábon	ayaq	feet
lábánál	dağətəyi ərazilər	foot
lábát	ayaq	feet
láden	laden	foreign name
lágy	yumşaq	soft
lánchíd	zəncir körpüsü	chain bridge
lány	qız	girl
lánya	onun qızı	daughter
lányok	qızlar	girls
lányt	qız	girl
lányát	qızı	daughter of sy
lásd	görmək	see
lászló	bayraq	lászló
lát	görmək	see
láthatatlan	görünməz	invisible
látható	görünən	visible
láthatóak	görünən	visible
láthatók	göstərilib	can be seen
látja	görür	hosts
látjuk	biz görürük	we can see
látják	görürlər	see
látképe	baxış	panorama
látni	görmək	to see
látnivalói	görməli yerləri	sights of
látnivalók	görməli yerləri	sights
látogatott	ziyarət etdi	visited
látogatta	ziyarət	visited
látogatása	ziyarət	visit
látogató	qonaq	visitor
látogatók	qonaqlar	visitors
látott	görüldü	seen
látszik	görünür	is heard
látszott	baxdı	was seen
látszólag	yəqin	apparently
látszólagos	aydın	apparent
látta	gördüm	saw
láttak	gördülər	saw
látták	görüldü	saw
látva	görən	seeing
látványos	möhtəşəm	spectacular
látás	görən	sight
láva	lava	lava
láz	hərarət	fever
lázadás	üsyan	rebellion
lázadó	üsyançı	rebel
lázár	lazarus	lázár
légi	hava	aerial
légierő	hava qüvvələri	air force
légkör	atmosfer	atmosphere
légkörbe	atmosfer	into the atmosphere
légkörben	atmosfer	in atmosphere
légköre	atmosfer	atmosphere of
légköri	atmosfer	atmospheral
lélek	ruh	soul
lény	olmaq	being
lényege	mahiyyəti	essence
lényeges	vacibdir	substantial
lényegesen	əhəmiyyətli dərəcədə	essentially
lényegében	mahiyyətcə	essentially
lények	canlılar	beings
lép	dalaq	occurs in
lépett	girdi	stepped
léphet	çıxmaq	can occur
lépnek	götürmək	step
lépni	addım	move on
léptek	ayaq izləri	stepped
lépés	addım	step
lépése	addım	step of sy/sg
lépéseket	addımlar	steps
lépést	yuxarı	strides
lét	olmaq	existence
léte	orada	existence
létesített	quruldu	established
létesült	quruldu	established
létezett	mövcuddur	existed
létezik	mövcuddur	exist
léteznek	var	there are
létezés	varlıq	existence
létezését	varlığı	sy's existence
létező	mövcuddur	existing
létre	yuxarı	created
létrehozni	yaratmaq	produced
létrehozott	yaradılmışdır	founded
létrehozta	yaradılmışdır	funded
létrehozták	yaradılmışdır	established
létrehozása	yaradılması	create
létrejött	yaradılmışdır	came into existence
létrejövő	yaradılmışdır	come to existence
létszáma	nömrə	number of
létszámát	nömrə	number of
létszámú	nömrə	in numbers
létét	varlığı	existence of sy/sg
lévén	olmaq	being
lévő	olmaq	being
líceum	lisey	lyceum
líra	lirədir	lyricism
lírai	lirik	lyrical
ló	çək	horse
lóránt	loru	lorant
lúdformák	anserinae	geese and swans
lőcsei	lőcsei	locse
lőrinc	qanun	lörinc
lőtt	vurdu	shot
m	m	m
ma	bu gün	today
mac	makintoş	mac
macedónia	makedoniya	macedonia
machu	machu	machu
macska	pişik	cat
macskák	pişiklər	cats
madarak	quşlar	birds
madonna	madonna	madonna
madrid	madrid	madrid
madách	dəli	madách
madár	quş	bird
maffia	mafiya	maffia
mag	əsas	core
maga	özü	himself
magam	özüm	i
magas	yüksəkdir	high
magasabb	ali	higher
magasra	hündür	high
magasság	hündürlük	height
magassága	hündürlük	height of sy/sg
magazin	jurnal	magazine
magda	magda	magda
magdolna	magdolna	magdolna
magja	əsas	sg's seed
magma	maqma	magma
maguk	özləri	themselves
magukat	sən	themselves
magukkal	onlarla	them
maguknak	özləri	for them
magukra	özləri	themselves
magvető	toxum	magvető (a hungarian publishing company)
magyar	macar	hungarian
magyarok	macarlar	hungarians
magyarokat	macarlar	hungarian people
magyarország	macarıstan	hungary
magyarországi	macar	hungarian
magyarországnak	asma	hungary
magyarországon	macarıstanda	in hungary
magyarországot	asma	hungary
magyarországra	macarıstana	hungary
magyarországról	macarıstandan	hungary
magyarországért	macarıstan	for hungary
magyarság	macarlar	hungarians
magyarul	macar dilində	in hungarian
magyarázat	izahat	explanation
magyarázata	izah etdi	explanation
magyarázatot	izahat	explanation
magyarázható	izah edilə bilən	explainable
magyarázzák	izah etdi	explain
magzat	döl	embryo
magába	daxildir	include
magában	buraya daxildir	inconsistent examples, not a stand alone word (foglalja magában=includes - magában hordozza=carries within itself)
magához	özü	to himself
magán	özəl	private
magának	özü	you
magánhangzók	saitlər	vowels
magányos	tənha	lonely
magánélete	şəxsi həyat	private life
magára	özü	itself
magáról	özü	of himself
magát	sən	himself/herself
magától	özü tərəfindən	inconsistent examples (magától értetődő=evident - távol tartani magától=keep it away from himself)
magával	boyunca	with him/her
mai	müasir	pesent-day
main	bu gün	main
maja	maya	maya
majd	sonra	then
majdnem	təxminən	almost
makedón	makedon	macedonian
makedónok	makedoniyalılar	macedonians
malcolm	malcolm	malcolm
malfoy	malfoy	malfoy
malthusianizmus	maltusianizm	not a hungarian word, it instead is an obsolete demography theory of thomas malthus
maláj	malay	malaysian
malária	malyariya	malaria
manapság	indiki vaxtda	nowadays
manchester	mançester	manchester
manga	manqa	manga
mann	mann	mann
mansell	mansell	mansell
manson	manson	not aa hungarian word
manuel	manuel	manuel
marad	qalmaq	remains
maradandó	tükənməz	irreversible
maradjon	qalmaq	stay
maradnak	qalmaq	(they) stay
maradni	qalmaq	to remain
maradt	qalıb	stayed
maradtak	qaldı	stayed
maradványai	qalır	remains
maradványait	qalır	remains
maradék	istirahət	leftover
marcell	marcell	marcell (forename)
marco	marco	marco
marcus	marcus	marcus
margaret	marqaret	margaret
margit	marqaret	margaret
mari	mari	mari
maria	mariya	maria
marie	marie	marie
mario	mario	mario
mark	i̇şarələyin	mark
marketing	marketinq	marketing
marley	marley	marley
marokkó	mərakeş	morocco
maros	tirgu	tirgu
marosvásárhely	mərasimvásárhely	marosvásárhely
marosvásárhelyen	targu mures	at marosvásárhely
marosvásárhelyi	tirgu mures	of marosvásárhely
mars	mars	mars
marsall	marşal	marshal
marsh	bataqlıq	marsh
martin	martin	martin
marx	marksizm	marx
marxista	marksist	marxist
mary	meri	mary
maría	mariya	maria
mason	mason	mason
massa	massa	massa
master	usta	master
matematika	riyaziyyat	mathematics
matematikai	riyazi	mathematical
matematikus	riyaziyyatçı	mathematician
matt	mat bitir	matt
max	yuxarı	max
maximum	maksimum	maximum
maximális	maksimum	maximal
may	bilər	english word
mccartney	mccartney	mccartney
mclaren	mclaren	mclaren
mdp	mdp	abbreviation of hungarian workers' party
me	menim	english word
meccs	uyğunluq	game
meccsen	oyunu	on a match
meccset	mübarizə	match
mechanikai	mexaniki	mechanic
mechanikus	mexaniki	mechanic
medici	medici	medici
medicina	dərman	medicina (a hungarian publisher company)
mediterrán	aralıq dənizi	mediterranean
medián	orta	median
medve	ayı	bear
medveállatkák	tardigradlar	bear animal
meg	və	and
megadott	verilmişdir	given
megakadályozni	qarşısını almaq	hinder
megakadályozta	qarşısını aldı	prevented
megalakult	formalaşması	formed
megalakulása	təməli	foundation
megalapította	quruldu	founded
megalapították	quruldu	founded
megalkotta	yaradılmışdır	created
megbetegedett	xəstə	ill
megbukott	uğursuz oldu	failed
megbízható	etibarlıdır	reliable
megbízott	qəyyum	representative
megbízást	komissiya	commissioned
megbízásából	tərəfindən təhvil verilmişdir	on the behalf of
megegyezett	razılaşdı	agreed
megegyezik	razılaşmaq	correspond with
megegyeznek	razılaşırlar	are identical
megegyező	eyni	the same
megelőzte	qabaqda	preceded
megelőzve	qabaqda	ahead of sy/sg
megelőző	profilaktik	preceding
megelőzően	əvvəl	preventing
megengedett	i̇cazəli	permitted
megerősített	gücləndirdi	inconsistent examples (translations in order: confirmed, reinforced, reinforced)
megerősítette	təsdiqlədi	reinforced
megerősítették	təsdiqlədi	fortified
megfelel	uyğunluq	is in accordance with
megfelelő	sağ	proper
megfelelően	müvafiq olaraq	accordingly
megfelelője	həmkarı	equivalent of sy/sg
megfigyelhető	gözə çarpan	observed
megfigyelése	müşahidə	observation of
megfigyelések	müşahidələr	observations
megfigyelő	müşahidəçi	observer
megfogalmazott	formalaşdırdı	formulated
megfordult	çevrildi	appeared
meggyengült	zəiflədi	became weak
meghajtó	sürücülük	drive
meghal	ölmək	dies
meghaladja	aşır	surpasses
meghaladta	aşdı	exceeded
meghalt	ölmüş	died
meghatározható	müəyyən edilə bilən	definable
meghatározni	müəyyən etmək üçün	to define
meghatározott	göstərilib	defined
meghatározta	müəyyənləşdirilib	defined
meghatározza	müəyyənləşdirmək	defines
meghatározása	qətiyyət	allocation of
meghatározó	müəyyənedici	determining
meghívta	dəvət	invited
meghódította	əsir	conquered
megindult	köçdü	started
megint	yenidən	again
megismerkedett	tanış oldu	got acquinted  (with sy)
megismerés	idrak	acquaintance
megismerése	anlayış	becoming acquainted with
megjegyezni	yadda saxla	to remark
megjegyezte	qeyd etdi	remarked
megjegyzendő	qeyd etdi	nota bene
megjegyzés	şərh	remark
megjegyzések	qeydlər	notes
megjelenik	görünür	appear
megjelennek	görünür	appear
megjelent	sərbəst buraxıldı	appeared
megjelentek	ortaya çıxdı	appeared
megjelenés	görünüşü	appearance
megjelenése	görünüşü	appearance of
megjelenésének	görünüşü	of its publication
megjelenését	görünüşü	his appearance
megjelenő	görünən	appearing
megkapta	alınıb	got
megkezdte	başladı	begun
megkezdték	başladılar	started
megkezdődött	başladı	started
megkérte	deyə soruşdu	ask
megkísérelte	cəhd edildi	tryed
megközelítés	yanaşma	approach
megközelítőleg	təxminən	approximately
megkülönböztetünk	fərqləndirmək	distinguish
meglehetősen	əksinə	rather
meglepő	təəccüblü	amazing
meglátogatta	ziyarət edir	visited
meglévő	mövcuddur	existing
megmaradt	qalıb	remaining
megmutatta	göstərdi	showed
megnevezés	məzhəb	denomination
megnevezése	adı	identification
megnyerni	qalib gəlmək	win
megnyert	qazandı	won
megnyerte	qazandı	won
megnyerték	qazandı	won
megnyitotta	açıldı	opened
megnyílt	açıldı	opened
megnövekedett	artdı	grew
megnőtt	böyüdü	grew
megoldani	həll etmək	to solve
megoldás	həll	solution
megoldása	həlli	solution
megoldást	həll	solution
megoszlás	paylanması	distribution
megoszlása	dağılım	distribution
megosztott	bölünmüşdür	shared
megosztotta	paylaşdı	divided
megpróbálja	çalışmaq	tries
megpróbált	çalışdı	tried to
megpróbálta	çalışdı	tried to
megpróbálták	cəhd etdilər	tried to
megrendezett	keçirilib	organized
megrendezésre	yer	to be organized
megromlott	pisləşdi	deteriorated
megsemmisült	məhv edildi	perished
megszakadt	ləğv edildi	interrupted
megszerezni	almaq	acquired
megszerezte	qazandı	acquired
megszerzett	əldə	acquired
megszerzése	əldə edilməsi	acquiring
megszokott	adi siravi	established
megszállt	işğal edib	occupied
megszállta	işğal etdi	occupied
megszállták	işğal etdi	occupied by
megszállás	işğal	occupation
megszállása	işğal	invasion of
megszületett	doğulub	came to existence
megszüntette	ləğv	abolished
megszüntették	ləğv	abolished
megszüntetése	təmizləmə	cessation of
megszűnik	dayandırmaq	terminated
megszűnt	aradan qaldırıldı	ended
megszűnése	xitam	cessation
megsértése	pozuntu	violation of
megsérült	yaralananlar	injured
megtagadta	imtina etdi	refused (to)
megtalálható	tapıla bilər	be in evidence
megtalálhatók	tapdı	can be found
megtalálni	tapmaq	to find
megtalálta	tapdı	found
megtalálták	tapdı	found
megtartotta	saxlanılır	retained
megtartották	saxlanılır	they have kept
megteremtése	yaratmaq	creation of
megtett	səyahət etdi	did
megtiltotta	qadağan	forbade
megtudja	öyrənmək	finds out
megtámadta	hücum etdi	attacked
megtámadták	hücum etdilər	attacked
megtörtént	oldu	happened
megvalósítani	həyata keçirmək	achieved
megvan	var	has
megválasztott	seçilmiş	chosen
megválasztották	seçilmiş	elected
megváltozik	dəyişmək	changes
megváltozott	dəyişdi	changed
megváltoztatta	dəyişdi	changed
megváltoztatták	dəyişdi	changed
megvédte	müdafiə etdi	protect
megy	get	go
megye	mahal	county
megyei	mahal	county-
megyeszékhely	mahal oturacağı	provincial capital
megyében	mahal	county
megyéhez	mahal	county
megyék	mahallar	county
megállapodás	razılaşma	agreement
megállapodást	razılaşma	agreement
megállapítani	quruldu	to determine
megállapította	tapdı	concluded
megállapították	tapdı	found
megérkezett	gəldi	has arrived
megírt	yazılıb	written
megírta	yazdı	wrote
megírására	yazmaq	to the writing of
megítélése	hökm	sy's/sg's estimation
megöli	öldürən	kills
megölte	öldürüldü	murder
megölték	öldürdülər	killed
megőrizte	qorunub saxlanılır	saved
mein	mein	german word
mek	mek	mek
meklizin	meclizine	meclizin
meleg	isti	warm
melegebb	isti	warmer
melinda	melinda	melinda
mellett	yanında	apart from
mellette	yanında	beside
melletti	sonrakı	next to
mellszobra	büstü	bust
mellyel	hansı	with that
mellé	yanında	next to
melléknevek	sifətlər	adjectives
melléknév	sifət	adjective
melléknévi	sifət	adjective
mely	dərin	wich
melyben	hansı	in which
melyből	hansı	from which
melyek	hansı	that are
melyekben	hansı	in which
melyeket	hansı	that are
melyeknek	ki var	that are
melyen	dərin	on which
melyet	hansı	which
melyhez	hansı	to wich
melyik	hansı	which
melynek	hansı	of which
melyre	hansı	on which
memória	yaddaş	memory
menedzsere	menecer	its) manager
menedéket	sığınacaq	haven
menekülni	qaçmaq	escape
menekült	qaçqın	refugee
menekültek	qaçqınlar	refugees
menekülő	qaçqın	fleeing
menet	yuvarlaq	march
mennek	gedərdim	go
menni	getmək	go
mennydörgés	şimşək	thunder
mennyi	nə qədər	how much
mennyire	necə	how
mennyiség	kəmiyyət	amount
mennyiségben	məbləği	in quantity
mennyiségét	miqdar	amount
menstruációs	aybaşı	menstrual
ment	getdi	went
mentek	sən get	went
mentes	xilasetmə	free from
mentette	xilas oldu	save
menti	qənaət edir	-side
mentális	zehni	mental
mentén	boyunca	along
mercedes	mercedes	mercedes
mercury	civə	mercury
merev	sərt	rigid
merevlemez	sərt disk	hard disc
merkúr	merkuri	mercury
mert	çünki	because
merénylet	qəzəblənmək	assassination
merült	qalxdı	came up
messenger	elçi	messenger
messi	messi	messi
messze	uzaqda	far
mester	usta	master
mestere	usta	master
mesterek	ustalar	masters
mesterséges	süni	artificial
mesterségesen	süni şəkildə	artificially
mesék	nağıllar	tales
meséli	geri qaytarır	tells the tale (of)
metafizika	metafizika	metaphysics
metal	metal	english word
metallica	metalica	metallica
metionin	metionin	methyonine
metró	metro	subway
metélőhagyma	şivələr	chive
mexikó	meksika	mexico
mexikóban	meksika	in mexico
