$  	ps	dollar
kormányának	gobierno	government of
kornél	kornel	a hungarian forename
korona	corona	crown
korong	disco	disk
koronát	corona	crown
koronázási	coronación	coronation
korrupció	corrupción	corruption
korszak	era	period
korszaka	era	age
korszakban	era	in a period
korszakot	era	age
korszerű	moderno	modern
kort	siglos	age
kortárs	contemporáneo	contemporary
kortársai	contemporáneos	his contemporaries
kortársak	contemporáneos	contemporaries
korában	era	age
korábban	más temprano	previously
korábbi	ex	earlier
koráig	de edad	until age
korán	temprano	early
korának	su tiempo	of the age of
korántsem	lejos	by far not
korát	años	age
kossuth	kossuth	kossuth
koszinusz	coseno	cosine
koszorú	guirnalda	wreath
koszovó	kosovo	kosovo
koszovói	kosovo	kosovar
kosztka	kosztka	kosztka (surname)
kosztolányi	kosztolányi	kosztolanyi
kosárlabda	baloncesto	basketball
kovalens	covalente	covalent
kovács	herrero	blacksmith
kovász	de masa fermentada	ferment
kozmikus	cósmico	cosmic
kr	cr	"abbreviation of ""christ"""
kristályos	cristalino	crystaline
kristóf	christopher	kristóf
krisztina	krisztina	christina
krisztus	cristo	christ
kritika	crítica	criticism
kritikai	crítico	critical
kritikus	crítico	critic
kritikusok	críticos	critics
kritikája	crítica	criticism
kritikák	crítica	critics
kritikákat	comentarios	critics
kritikát	crítica	critique
kritizálták	criticado	criticized
kráter	cráter	crater
kréta	tiza	chalk
krími	de crimea	crimean
krónika	crónica	chronicle
krónikus	crónico	chronic
krónikája	la crónica	chronicle of
krúdy	krúdy	krudy
kuba	cuba	cuba
kubai	cubano	cuban
kubo	kubo	kubo
kucsmagombafélék	morchellaceae	morels
kudarc	fracaso	setback
kukorica	maíz	maize
kullancsok	garrapatas	​​tick
kulturális	cultural	cultural
kultusza	el culto	cult
kultúra	cultura	culture
kultúrában	cultura	in culture
kultúrája	cultura	culture
kultúrák	culturas	culture
kultúrát	cultura	culture
kun	kun	kun
kupa	taza	chalice
kupát	trofeo	cup
kuroszaki	kuroszaki	kuroszaki
kurt	cuerno	kurt
kuruc	kuruc	kuruc
kurucok	kuruc	there is no adequate word in english for the „kuruc” (singular). kurucok (plural) means soldiers in the insurrectionist armies of imre thököly and ferenc rákóczi fighting against habsburg oppression at the turn of 17th century.
kutatás	investigación	research
kutatása	investigación	research of sg
kutatásai	investigación	studies
kutatási	investigación	investigational
kutatások	investigación	researches
kutató	investigador	researcher
kutatók	investigador	researchers
kutya	perro	dog
kutyák	perros	dogs
kyle	kyle	kyle
kádár	cobre	kadar
kálmán	kálmán	kálmán
kálvin	calvin	kalvin
kámaszútra	kama sutra	kama sutra
kán	kan	khan
kápolna	capilla	chapel
károkat	dañar	damages
károly	charles	károly
károlyi	károlyi	károlyi
káros	perjudicial	harmful
kárpáti	los cárpatos	carpatian
kárpátmedence	cuenca de los cárpatos	carpathian basin
kárpátmedencei	cuenca de los cárpatos	of carpathian basin
kárpátmedencében	cuenca de los cárpatos	in the carpathian basin
kárpátok	montes de cárpatos	the carpathian mountains
kártya	tarjeta	card
kávé	café	coffee
kék	azul	blue
kémia	química	chemistry
kémiai	químico	chemical
kényszerítette	forzado	forced
kényszerítették	forzado	forced
kényszerült	forzado a	was forced to
kénytelen	estar bajo la necesidad de	were forced to
kénytelenek	forzado a	they are forced to
kép	imagen	picture
képe	imagen	cityscape
képei	fotos	sy's paintings
képek	imágenes	images
képeket	imágenes	images
képen	en la foto	on picture
képes	lata	inconsistent examples (translations in order: illustrated, able to)
képesek	poder	can
képesség	capacidad	ability
képessége	capacidad	his/ her ability
képességei	capacidades	abilities
képességeit	habilidades	capabilities
képességű	capacidad	skill
képest	comparado	compared
képet	imagen	picture
képez	formar	forms
képezi	es	constitute
képezik	son	are
képeznek	formar	forming
képezte	por	constitute
képezték	entrenado	represented
képező	formando	which
képi	quepis	graphical
képregény	dibujos animados	comic
képtelen	incapaz	ridiculous
képtár	galería de imágenes	gallery
képviseli	representar	represents
képviselt	representado	represented
képviselte	representado	represented
képviselő	representante	representative
képviselőház	cámara de los representantes	chamber of deputies
képviselői	representantes	representants
képviselője	representante	representative
képviselők	eurodiputados	representatives
képzett	calificado	qualified
képzés	formación	training
képzése	formación	training
képződik	formación	forms
képzőművészet	letras	fine arts
képzőművészetek	artes visuales	visual arts
képzőművészeti	arte	art
képét	imagen	picture
kér	pedir	demand
kérdés	pregunta	question, issue
kérdésben	cuestiones	in question
kérdése	la pregunta	question of sg
kérdések	preguntas	questions
kérdéseket	cuestiones	questions
kérdéses	en cuestión	questionable
kérdést	pregunta	question
kéreg	corteza	bark
kéri	pregunta	kéri
kérte	preguntó	the gardens
kérték	preguntó	asked
kérésére	a petición	on the request of
kései	tarde	late
kész	listo	ready
készen	listo	ready
késztette	incitado	incline
készít	hacer	creates
készítenek	dibujar	produced
készíteni	hacer	to prepare
készített	en	made
készítette	hecho por	produced
készítettek	creado	(they have) made
készítették	preparado	made
készítik	preparado	make
készítése	haciendo	make
készítők	creadores	producers
készül	preparar	is preparing
készülnek	ellos estan hechos	are
készült	hecho	written
készültek	fueron hechas	made
készülő	preparando para	preparing
késő	tarde	late
később	luego	later
későbbi	luego	later
későbbiekben	luego	later
késői	tarde	late
későn	tarde	late
két	dos	two
kétféle	hay dos	of two kinds
kétkamarás	bicameral	two-chamber
kétszer	dos veces	twice
kétszeres	doble	twice the
kétszáz	doscientos	two hundred
kétségbe	cuestionado	doubt
kétségtelenül	indudablemente	undoubtedly
kéz	mano	hand
kézilabda	balonmano	handball
kézre	manos	(fall) into (sy's) hands
kézzel	con mano	with hand
kígyó	serpiente	snake
kígyószisz	echium	echium
kína	china	china
kínai	chino	chinese
kínaiak	chino	chinese
kínában	china	in china
kíséretében	acompañado por	escorted by
kísérlet	experimentar	trial
kísérlete	intento	experiment of
kísérletek	experimentos	trials
kísérletet	experimentar	trial
kísérleti	experimental	experimental
kísérte	acompañado	accompanied
kíván	deseo	wish
kívánja	deseo	wish
kívánt	necesario	wished
kívánta	buscado	wanted
kívül	fuera de	outside
kívüli	que	outside of
kívülről	desde afuera	from the outside
kód	niebla	code
kórház	hospital	hospital
kórházba	hospital	to hospital
kórházban	en el hospital	hospital
kölcsey	kolcsey	kolcsey
kölcsönhatás	interacción	interaction
kölcsönző	alquiler	lender
kölcsönös	mutuo	mutual
költ	gastar	spends
költemény	poema	poem
költeményei	poemas	poems
költemények	rimas	poems
költségeit	costos	sg's costs
költségek	gastos	costs
költséges	costoso	costly
költségvetés	presupuesto	calculation
költségvetési	presupuestario	budget
költészet	poesía	poetry
költészete	poesía	poetry of
költöztek	se movieron	moved
költözött	movido	moved
költő	poeta	poet
költői	poético	poetic
költők	poetas	poets
költőt	poeta	poet
könnyebb	más fácil	easier
könnyebben	más fácil	more easily
könnyedén	con facilidad	easily
könnyen	fácil	easily
könnyű	fácil	easy
könnyűzenei	música pop	music
könyv	libro	book
könyvben	libro	in a book
könyve	libro	book of
könyvek	libros	books
könyveket	libros	books
könyvet	libro	book
könyvkiadó	editor	publisher
könyvtár	biblioteca	library
könyvtára	bibliotecas	library of sy/sg
könyvtárak	bibliotecas	libraries
könyvtárban	directorio	in a library
könyvében	libro	in the book of sy/sg
könyvének	libro	book
könyvét	libro	(her/his) book
köpeny	chaqueta	coat
kör	enfermedad	circle
körbe	alrededor	girdle, environ (körbezár, körbefog)
körben	redondo	in circle
köre	el alcance	circle
környezet	ambiente	environment
környezetben	ambiente	atmosphere
környezeti	ambiental	environmental
környezetvédelem	protección del medio ambiente	environmental protection
környezetvédelmi	ambiente	envaronmentalist
környezetében	alrededores	in the environment of
környező	rodeando	surrounding
környék	alrededores	region
környéke	alrededores	surroundings
környéken	barrio	in the region of
környéki	alrededor	surrounding
környékén	alrededor	in the surroundings of
környékét	alrededores	vicinity
kört	redondo	beer
körzet	zona	district
köré	alrededor	around
körében	en el circulo de	among
körök	círculos	circles
körökben	círculos	in circles
körút	bulevar	boulevard
körül	alrededor	arround
körülbelül	acerca de	about
körüli	alrededor	about
körülményei	condiciones	conditions
körülmények	condiciones	conditions
körülvevő	rodeando	surrounding
körülötte	alrededor	around
körű	exhaustivo	circle
köszönheti	debe	due to the
köszönhető	gracias	thanks
köszönhetően	debido a	owing to
köt	enlazar	bind
köteles	unido	obliged
kötelező	obligatorio	required
kötet	volumen	volume
kötetben	volumen	volume
kötete	volumen	volume of
kötetet	volumen	volume
köthető	relacionado	connected
köti	unido	connect
kötik	unido	tie
kötés	unión	bond
kötött	unido	with
kötötte	atado	concluded
kötöttek	concluido	made
kötötték	concluido	connected
kötődik	unido	binds
kötődő	unido	linked to
kövek	piedras	stones
követ	seguir	followed by
követelt	exigido	demanded
követelte	exigido	demanded
követett	seguido por	followed by
követi	sigue	followed by
követik	seguir	followed by
következett	ocurrió	came after
következik	seguir	follows
következménye	las consecuencias	effect of
következményei	consecuencias	consequences of sg
következményeként	como consecuencia de	as an effect
következtek	ocurrió	followed
következtetni	concluido	to deduce
következtében	debido a	as the effect of
következő	siguiendo	next
következők	sigue	the following
következőket	siguiendo	following
következőképpen	sigue	follows
követte	seguido	followed
követték	seguido	followed by
követve	siguiendo	following
követő	seguidor	following
követően	siguiendo	following
követői	seguidores	followers
köz	público	place
közben	durante	during, while
köze	que hacer	lane
közel	cerca	close
közelebb	cerca	closer
közelgő	próximo	impending
közeli	cerca	close
közelkeleti	medio este	near east
közelébe	cerca	close
közelében	cerca	close
közepe	la mitad	center
közepes	medio	medium
közepette	en medio de	during
közepéig	medio	to the middle
közepén	en el medio	on the middle
közepére	la mitad	to the middle
közepétől	la mitad	from its middle
közgazdasági	económico	economic
közgyűlés	reunión general	general assembly
közigazgatás	administración pública	bureaucracy
közigazgatási	administrativo	administrative
közigazgatásilag	administrativamente	governmentally
közismert	bien conocido	well-known
közlekedés	transporte	traffic
közlekedése	movilidad	traffic of
közlekedési	tráfico	traffic
közli	comunicar	communicate
központ	centrar	center
központi	central	central
központja	sede	center
központjában	centrar	center of
központjává	cubo	center
központosított	centralizado	centralized
közre	contribuido	not a stand a lone word (működött közre=worked together)
közreműködésével	en colaboración	with the cooperation/assistance of
közreműködött	contribuido	collaborated
község	municipio	community
közt	entre	between
közti	entre	between
köztudatban	conciencia pública	in common knowledge
köztársaság	república	republic
köztársasági	republicano	of the republic
köztársaságot	república	republic
köztük	incluso	among
közvetett	indirecto	indirect
közvetlen	directo	direct
közvetlenül	directamente	directly
közvélemény	opinión pública	public opinion
közzé	publicado	not stand alone word (közzé tesz=publish)
közé	entre	among
közéleti	figuras públicas	public
közép	medio	middle
középen	en el medio	center
középeurópa	europa central	central europe
középeurópai	medioeuropeo	central europe
középhőmérséklet	temperatura media	median temperature
középiskola	escuela secundaria	high school
középiskolai	escuela secundaria	highschool
középiskolák	escuela secundaria	secondary schools
középkor	edades medias	middle age
középkori	medieval	medieval
középpontja	centrar	focuse
középpontjában	atención	at the centre of
középre|px	centro | px	to the center
középső	medio	middle
közölt	publicado	published
közölte	dicho	announced
közönség	audiencia	audience
közönséges	común	common
közös	común	common
közösen	juntos	collectively
közösség	comunidad	community
közössége	comunidad	community of
közösségek	comunidades	communities
közösségi	comunal	communal
között	entre	between
közötti	de	in-between
közöttük	incluido	among them
közúti	de vehículos	public (road)
közül	de	of
közülük	entre ellos	them
kúp	cono	cone
küldetés	misión	mission
küldte	expedido	sent
küldtek	expedido	(they) sent
küldték	al corriente	sent
küldött	expedido	sending
külföldi	exterior	stranger
külföldön	extranjero	abroad
külkereskedelmi	comercio exterior	of foreign trade
külpolitikai	la política exterior	foreign policy
külső	externo	external
külsőleg	externamente	from the
külön	por separado	individually
különbség	diferencia	difference
különbségek	diferencias	differences
különbséget	diferencia	difference
különbözik	diferir de	differ
különböző	diferente	different
különféle	varios	different
különleges	especial	special
különálló	separar	separate
különös	extraño	strange
különösebb	especial	more particular
különösen	particularmente	especially
külügyminiszter	ministro extranjero	secretary of state
kürtvirágfélék	sarraceniaceae	sarraceniaceae
küzd	dificil	fight
küzdelem	dificil	fight
küzdött	luchado	fought
küzdő	arena	struggle
kő	roca	stone
kőolaj	petróleo	petroleum
kőrösi	kőrösi	korosi
kőzetek	rocas	rocks
kőzetekből	rocas	from rocks
l	l	l
la	la	la
labda	pelota	ball
labdarúgás	fútbol americano	football
labdarúgó	futbolista	football
labdarúgói	futbolistas	football
labdarúgók	fútbol americano	football players
labdarúgókupa	copa de futbol	football cup
labdarúgószövetség	asociación de fútbol	football association
labdarúgóválogatott	equipo de fútbol	football national team
labdát	pelota	ball
lady	dama	lady
lago	lago	lago
lagúna	laguna	lagoon
lajhármakifélék	lorisidae	sloth
lajos	louis	louis
lakatlan	deshabitada	uninhabited
lake	lago	lake
lakik	en vivo	live
lakos	habitante	inhabitant
lakosainak	residentes de	residents
lakosok	residentes	inhabitants
lakosság	población	population
lakossága	población	population
lakosságot	población	population
lakosságának	población	its population
lakott	poblado	inhabited
lakta	poblado	inhabited
laktak	ellos vivieron	lived
lakást	departamento	flat
lakó	residencial	living
lakói	residentes	residents
lakótelep	residencial	housing estate
lambdacizmus	lambdacizmus	lamdacism
land	tierra	land
lane	carril	lane
lap	página	magazine
lapja	página	newspaper
lapok	paginas	magazines
lapos	plano	flat
lapot	sábana	paper
larry	larry	larry
las	las	las
lassan	despacio	slowly
lassú	lento	slow
latin	latín	latin
latinovits	latinovits	latinovits
latinul	latín	latin
lawrence	lawrence	lawrence
laza	suelto	loose
ld	cf.	see
le	jugo	down
league	liga	league
lee	sotavento	lee
leendő	futuro	future
lefelé	abajo	down
legalacsonyabb	el más bajo	lowest
legalább	al menos	at least
legalábbis	al menos	at least
legegyszerűbb	más fácil	easiest
legelső	primero	the first
legelterjedtebb	los más comunes	most widespread
legenda	leyenda	legend
legendája	la leyenda	legend of sy/sg
legendák	leyendas	legends
legendás	legendario	legendary
legeredményesebb	más exitoso	most succesful
legerősebb	mas fuerte	strongest
legfejlettebb	más avanzado	most advanced
legfeljebb	a lo sumo	at most
legfelső	parte superior	uppermost
legfelsőbb	supremo	supreme
legfiatalabb	el más joven	youngest
legfontosabb	el más importante	most important
legfőbb	jefe	chief
leggazdagabb	más rico	the richest
leggyakoribb	más común	most frequent
leggyakrabban	más amenudo	most
leggyorsabb	el más rápido	fastest
leggyorsabban	el más rápido	fastest
leghosszabb	mas largo	longest
leghíresebb	el más famoso	famous
legidősebb	el mayor	oldest
leginkább	principalmente	most of all
legismertebb	más conocido	known
legjelentősebb	más	most significant
legjelentősebbek	lo más importante	most important
legjobb	mejor	best
legjobban	mejor	the best
legkisebb	menos	smallest
legkiválóbb	principal	the most excellent
legkorábbi	lo más temprano	earliest
legközelebb	la próxima vez	nearest
legközelebbi	más cercano	nearest
legmagasabb	el más alto	the highest
legmeghatározóbb	más	the most
legmélyebb	lo más profundo	the deepest
legnagyobb	mayor	biggest
legnagyobbak	mas grande	biggest
legnépesebb	mas poblado	most populous
legnépszerűbb	el más popular	the most populous
legrosszabb	peor	worst
legrégebbi	más antiguo	oldest
legrégibb	el más antiguo	oldest
legsikeresebb	exitoso	successfull
legszebb	la más bella	the most beutiful
legsúlyosabb	lo peor	worst
legsűrűbben	más densamente	most densely
legtöbb	más	most
legtöbben	la mayoría de ellos	most of
legtöbbet	lo mas	most
legtöbbször	mayoría de las veces	mostly
legutolsó	último	last
legutóbbi	último	latest
legyen	ser	be
legyenek	son	be
legyőzte	golpear	defeated
legyőzték	derrotado	defeated
legénység	tripulación	crew
legértékesebb	mas valioso	most valuable
legészakibb	situado más al norte	most northern
legújabb	el más nuevo	newest
legősibb	el más antiguo	most ancient
lehessen	puede ser	be
lehet	mayo	lehet
lehetetlen	imposible	impossible
lehetetlenné	imposible	impossible
lehetett	podría ser	could be
lehetne	podría ser	could be
lehetnek	tal vez	be
lehetséges	posible	possible
lehettek	podría	may have been
lehető	posible	possible
lehetőleg	preferiblemente	possibly
lehetőség	posibilidad	possibility
lehetősége	oportunidad	chance
lehetőségek	oportunidades	possibilities
lehetőségeket	oportunidades	chances
lehetőséget	oportunidad	opportunity
lehetőségét	oportunidad	opportunity
lehetővé	permitir	possible
lelet	encontrar	finding
leletek	artefactos	findings
lelke	alma	soul
lelkek	almas	souls
lelkes	entusiasta	enthusiastic
lelki	espiritual	spiritual
lemez	plato	album
lemezek	discos	albums
lemezen	disco	on disc
lemezt	dto	disc
lemond	renunciar	resigns
lemondott	renunciar	renounced
lemondását	su renuncia	resignation
lengyel	polaco	polish
lengyelek	postes	poles
lengyelország	polonia	poland
lengyelországban	polonia	poland
lenin	leninismo	lenin
lenne	podría ser	would be
lenni	ser - estar	to be
lennie	ser	be
lennon	lennon	lennon
lennének	haría	would
leo	león	leo
leonard	leonard	leonard
leonardo	leonardo	leonardo
leopold	leopold	leopold
les	les	les
lesz	estarán	will
lesznek	estarán	will be
leszállás	aterrizaje	landing
leszámítva	excepto	not counting
leszármazottai	descendientes	descendants of
leszármazottja	descendiente	descendant of sy
let	siendo	let
letartóztatták	detenido	arrested
lett	convirtió	became
lettek	se convirtieron	became
lettország	letonia	latvia
levegő	aire	air
levegőben	en el aire	airborne
levele	letra	letter of
levelei	hojas	letters of
leveleiben	letras	letters
levelek	letras	letters
levelet	escribir	letter
levelében	por carta	(in her/his) letter
levelét	la carta	letter
levél	letra	letter
levélben	correo	in a letter
levéltár	archivo	archives
levő	siendo	being
lewis	luis	lewis
lexikon	enciclopedia	lexicon
lexikona	léxico	cyclopedia of sy/sg
lezajlott	ocurrió	completed
lezáró	clausura	closing
leány	niña	girl
leánya	hijas	sy's daughter
leírt	escrito	written
leírás	descripción	description
leírása	descripción	description of
leíró	descriptivo	describing
leó	león	leo
liberalizmus	liberalismo	liberalism
liberális	liberal	liberal
library	biblioteca	library
liechtenstein	liechtenstein	liechtenstein
liechtensteini	liechtenstein	liechtenstein
life	vida	life
liga	liga	league
light	ligero	light
ligája	liga	league
ligájában	liga	league
likőr	licor	liqueur
lila	púrpura	purple
lily	lirio	lily
lincoln	lincoln	lincoln
linda	linda	linda
lindemann	lindemann	lindemann
line	línea	line
lineáris	lineal	linear
linkek	enlaces	links
linkgyűjtemény	colección de enlaces	link collection
linkin	linkin	linkin
linux	linux	linux
lipcse	leipzig	leipzig
lipcsei	leipzig	from leipzig
lipcsében	leipzig	leipzig
lipót	leopoldo	lipót
lisa	lisa	lisa
lista	lista	list
listája	lista	list of
listáján	lista	list
listák	liza	lists
listán	lista	on the list
listát	lista	list
liszt	harina	flour
litván	lituano	lithuanian
litvánia	lituania	lithuania
litánia	letanía	litany
live	en vivo	live
liverpool	liverpool	liverpool
logan	logan	logan
logika	lógica	logic
logikai	lógica	logical
logisztika	logística	logistics
loki	loki	football team
london	londres	london
londonba	londres	to london
londonban	londres	in london
londoni	londres	london
long	largo	long
lord	señor	lord
lorelai	lorelai	lorelai
lorenzo	lorenzo	lorenzo
los	los	los
lost	perdió	lost
lotus	loto	lotus
louis	louis	louis
lovag	caballero	knight
lovagok	caballeros	knights
lovak	caballos	horses
lovas	jinete	lovas
lovat	caballo	horse
love	amor	love
lsd	ver	see
luca	luca	luca
lucas	lucas	lucas
lucifer	lucifer	lucifer
ludwig	ludwig	ludwig
luigi	luigi	luigi
luis	luis	luis
luke	luke	luke
lukács	lukács	luke
luna	luna	luna
lunar	lunar	english word
lupus	lupus	lupus
luther	luther	luther
luxemburg	luxemburgo	luxembourg
luxemburgi	luxemburgo	from luxemburg
lyuk	agujero	hole
láb	pie	foot
lába	piernas	feet
lábjegyzet	nota	footnote
lábon	pierna	feet
lábánál	estribaciones	foot
lábát	pierna	feet
láden	cargado	foreign name
lágy	suave	soft
lánchíd	puente de cadena	chain bridge
lány	niña	girl
lánya	su hija	daughter
lányok	muchachas	girls
lányt	niña	girl
lányát	hija	daughter of sy
lásd	ver	see
lászló	bandera	lászló
lát	ver	see
láthatatlan	invisible	invisible
látható	visible	visible
láthatóak	visible	visible
láthatók	mostrado	can be seen
látja	ve	hosts
látjuk	vemos	we can see
látják	ellos ven	see
látképe	la vista	panorama
látni	ver	to see
látnivalói	monumentos	sights of
látnivalók	monumentos	sights
látogatott	visitó	visited
látogatta	visitar	visited
látogatása	visitar	visit
látogató	visitante	visitor
látogatók	los visitantes	visitors
látott	visto	seen
látszik	aparecer	is heard
látszott	mirado	was seen
látszólag	aparentemente	apparently
látszólagos	aparente	apparent
látta	sierra	saw
láttak	ellos vieron	saw
látták	visto	saw
látva	viendo	seeing
látványos	espectacular	spectacular
látás	viendo	sight
láva	lava	lava
láz	fiebre	fever
lázadás	rebelión	rebellion
lázadó	rebelde	rebel
lázár	lázaro	lázár
légi	aire	aerial
légierő	fuerza aerea	air force
légkör	atmósfera	atmosphere
légkörbe	la atmósfera	into the atmosphere
légkörben	atmósfera	in atmosphere
légköre	atmósfera	atmosphere of
légköri	atmosférico	atmospheral
lélek	alma	soul
lény	siendo	being
lényege	la esencia	essence
lényeges	esencial	substantial
lényegesen	significativamente	essentially
lényegében	esencialmente	essentially
lények	criaturas	beings
lép	bazo	occurs in
lépett	ingresó	stepped
léphet	salida	can occur
lépnek	tomar	step
lépni	paso	move on
léptek	pasos	stepped
lépés	paso	step
lépése	paso	step of sy/sg
lépéseket	pasos	steps
lépést	arriba	strides
lét	siendo	existence
léte	ahí	existence
létesített	establecido	established
létesült	establecido	established
létezett	existió	existed
létezik	existe	exist
léteznek	existen	there are
létezés	existencia	existence
létezését	la existencia de	sy's existence
létező	existente	existing
létre	arriba	created
létrehozni	crear	produced
létrehozott	creado	founded
létrehozta	creado	funded
létrehozták	creado	established
létrehozása	creación	create
létrejött	creado	came into existence
létrejövő	creado	come to existence
létszáma	el número	number of
létszámát	número	number of
létszámú	número	in numbers
létét	la existencia de	existence of sy/sg
lévén	siendo	being
lévő	siendo	being
líceum	liceo	lyceum
líra	lira	lyricism
lírai	lírico	lyrical
ló	disparar	horse
lóránt	lóránt	lorant
lúdformák	anserinae	geese and swans
lőcsei	lőcsei	locse
lőrinc	lawrence	lörinc
lőtt	disparo	shot
m	metro	m
ma	hoy	today
mac	mac	mac
macedónia	macedonia	macedonia
machu	machu	machu
macska	gato	cat
macskák	gatos	cats
madarak	aves	birds
madonna	virgen	madonna
madrid	madrid	madrid
madách	madách	madách
madár	pájaro	bird
maffia	mafia	maffia
mag	núcleo	core
maga	sí mismo	himself
magam	yo mismo	i
magas	alto	high
magasabb	mayor	higher
magasra	alto	high
magasság	altura	height
magassága	altura	height of sy/sg
magazin	revista	magazine
magda	magda	magda
magdolna	magdolna	magdolna
magja	núcleo	sg's seed
magma	magma	magma
maguk	sí mismos	themselves
magukat	tú	themselves
magukkal	con ellos	them
maguknak	sí mismos	for them
magukra	sí mismos	themselves
magvető	semilla	magvető (a hungarian publishing company)
magyar	húngaro	hungarian
magyarok	húngaros	hungarians
magyarokat	húngaros	hungarian people
magyarország	hungría	hungary
magyarországi	húngaro	hungarian
magyarországnak	hungría	hungary
magyarországon	en hungría	in hungary
magyarországot	hungría	hungary
magyarországra	a hungría	hungary
magyarországról	de hungaria	hungary
magyarországért	hungría	for hungary
magyarság	húngaros	hungarians
magyarul	en húngaro	in hungarian
magyarázat	explicación	explanation
magyarázata	explicado	explanation
magyarázatot	explicación	explanation
magyarázható	explicable	explainable
magyarázzák	explicado	explain
magzat	feto	embryo
magába	incluido	include
magában	incluye	inconsistent examples, not a stand alone word (foglalja magában=includes - magában hordozza=carries within itself)
magához	él mismo	to himself
magán	privado	private
magának	él mismo	you
magánhangzók	vocales	vowels
magányos	solitario	lonely
magánélete	vida privada	private life
magára	él mismo	itself
magáról	él mismo	of himself
magát	tú	himself/herself
magától	por sí mismo	inconsistent examples (magától értetődő=evident - távol tartani magától=keep it away from himself)
magával	a lo largo	with him/her
mai	moderno	pesent-day
main	hoy	main
maja	maya	maya
majd	luego	then
majdnem	casi	almost
makedón	macedonia	macedonian
makedónok	macedonios	macedonians
malcolm	malcolm	malcolm
malfoy	malfoy	malfoy
malthusianizmus	maltusianismo	not a hungarian word, it instead is an obsolete demography theory of thomas malthus
maláj	malayo	malaysian
malária	malaria	malaria
manapság	hoy en día	nowadays
manchester	manchester	manchester
manga	manga	manga
mann	mann	mann
mansell	mansell	mansell
manson	manson	not aa hungarian word
manuel	manuel	manuel
marad	permanecer	remains
maradandó	imperecedero	irreversible
maradjon	permanecer	stay
maradnak	permanecer	(they) stay
maradni	permanecer	to remain
maradt	izquierda	stayed
maradtak	se mantuvo	stayed
maradványai	permanece	remains
maradványait	permanece	remains
maradék	el resto	leftover
marcell	marcell	marcell (forename)
marco	marco	marco
marcus	marcus	marcus
margaret	margaret	margaret
margit	margaret	margaret
mari	mari	mari
maria	maria	maria
marie	marie	marie
mario	mario	mario
mark	marca	mark
marketing	márketing	marketing
marley	marley	marley
marokkó	marruecos	morocco
maros	tirgu	tirgu
marosvásárhely	marosvásárhely	marosvásárhely
marosvásárhelyen	targu mures	at marosvásárhely
marosvásárhelyi	tirgu mures	of marosvásárhely
mars	marte	mars
marsall	mariscal	marshal
marsh	pantano	marsh
martin	martín	martin
marx	marxismo	marx
marxista	marxista	marxist
mary	maría	mary
maría	maría	maria
mason	masón	mason
massa	massa	massa
master	maestro	master
matematika	matemáticas	mathematics
matematikai	matemático	mathematical
matematikus	matemático	mathematician
matt	acabado mate	matt
max	arriba	max
maximum	máximo	maximum
maximális	máximo	maximal
may	mayo	english word
mccartney	mccartney	mccartney
mclaren	mclaren	mclaren
mdp	mdp	abbreviation of hungarian workers' party
me	yo	english word
meccs	partido	game
meccsen	juego	on a match
meccset	lucha	match
mechanikai	mecánico	mechanic
mechanikus	mecánico	mechanic
medici	medici	medici
medicina	medicamento	medicina (a hungarian publisher company)
mediterrán	mediterráneo	mediterranean
medián	mediana	median
medve	oso	bear
medveállatkák	tardígrados	bear animal
meg	y	and
megadott	dado	given
megakadályozni	evitar	hinder
megakadályozta	prevenido	prevented
megalakult	formación	formed
megalakulása	fundación	foundation
megalapította	fundado	founded
megalapították	fundado	founded
megalkotta	creado	created
megbetegedett	enfermo	ill
megbukott	ha fallado	failed
megbízható	de confianza	reliable
megbízott	fideicomisario	representative
megbízást	comisión	commissioned
megbízásából	encargado por	on the behalf of
megegyezett	convenido	agreed
megegyezik	de acuerdo	correspond with
megegyeznek	ellos están de acuerdo	are identical
megegyező	lo mismo	the same
megelőzte	adelante	preceded
megelőzve	adelante	ahead of sy/sg
megelőző	profiláctico	preceding
megelőzően	antes de	preventing
megengedett	permitido	permitted
megerősített	fortificado	inconsistent examples (translations in order: confirmed, reinforced, reinforced)
megerősítette	confirmado	reinforced
megerősítették	confirmado	fortified
megfelel	conformidad	is in accordance with
megfelelő	derecha	proper
megfelelően	adecuadamente	accordingly
megfelelője	contrapartida	equivalent of sy/sg
megfigyelhető	discernible	observed
megfigyelése	observando	observation of
megfigyelések	observaciones	observations
megfigyelő	observador	observer
megfogalmazott	formulado	formulated
megfordult	convertido	appeared
meggyengült	debilitado	became weak
meghajtó	manejar	drive
meghal	morir	dies
meghaladja	excede	surpasses
meghaladta	excedido	exceeded
meghalt	murió	died
meghatározható	definible	definable
meghatározni	para determinar	to define
meghatározott	especificado	defined
meghatározta	identificado	defined
meghatározza	definir	defines
meghatározása	determinación	allocation of
meghatározó	determinativo	determining
meghívta	invitado	invited
meghódította	cautivado	conquered
megindult	movido	started
megint	de nuevo	again
megismerkedett	conoció	got acquinted  (with sy)
megismerés	cognición	acquaintance
megismerése	comprensión	becoming acquainted with
megjegyezni	recuerda	to remark
megjegyezte	célebre	remarked
megjegyzendő	célebre	nota bene
megjegyzés	comentario	remark
megjegyzések	notas	notes
megjelenik	aparecer	appear
megjelennek	aparecer	appear
megjelent	publicado	appeared
megjelentek	apareció	appeared
megjelenés	apariencia	appearance
megjelenése	apariencia	appearance of
megjelenésének	apariencia	of its publication
